카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020년07월_남_20~29세,"33,419",319,"1,341",292,"1,106","1,306",617,979,"1,299",743,"1,717","1,347","2,234",449,"2,021","2,181","1,997","1,963","2,915","1,406","2,367","2,249",793,"1,778"
2020년07월_남_30~39세,"28,420",353,"1,808",260,"1,387","1,218",455,654,676,623,"1,282",621,"1,736",484,"2,307","3,374","1,502","1,480","1,797",933,"1,678","1,420",933,"1,439"
2020년07월_남_40~49세,"35,934",410,"2,009",291,"1,781","1,651",653,734,631,591,"1,408",469,"2,128",492,"3,459","3,313","1,628","1,964","3,265","1,260","1,853","2,733",940,"2,271"
2020년07월_남_50~59세,"38,617",445,"1,626",495,"1,379","1,717","1,003","1,106",650,829,"1,489",586,"2,366",604,"2,998","2,839","2,053","2,259","3,568","1,773","2,644","2,717","1,284","2,187"
2020년07월_남_60~69세,"25,360",356,"1,246",461,861,"1,094",946,803,560,717,"1,255",494,"1,689",588,"1,876","2,009","1,476","1,462","1,596","1,247","1,742",954,"1,076",852
2020년07월_남_70~79세,"11,965",229,675,202,446,620,502,393,309,427,741,211,667,293,863,806,628,705,651,506,677,412,577,425
2020년07월_남_80~89세,"4,117",71,285,50,165,218,200,116,121,144,271,78,240,107,231,203,250,211,236,178,262,188,137,155
2020년07월_남_90~99세,269,5,27,8,19,10,8,15,9,6,21,3,10,5,11,9,18,10,19,9,14,8,13,12
2020년07월_남_100세 이상,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020년07월_여_총인구수,"220,518","2,631","12,066","1,995","10,133","10,621","4,872","5,752","4,392","4,154","9,282","3,451","13,937","3,472","16,833","18,847","11,182","12,780","18,620","8,645","13,681","15,081","5,895","12,196"
2020년07월_여_연령구간인구수,"220,518","2,631","12,066","1,995","10,133","10,621","4,872","5,752","4,392","4,154","9,282","3,451","13,937","3,472","16,833","18,847","11,182","12,780","18,620","8,645","13,681","15,081","5,895","12,196"
2020년07월_여_0~9세,"16,986",164,"1,233",87,"1,160",876,136,311,154,150,655,97,"1,022",161,"1,580","2,276",716,814,"1,404",501,853,"1,191",344,"1,101"
2020년07월_여_10~19세,"21,245",186,"1,020",94,"1,113","1,154",241,461,248,220,587,174,"1,432",222,"1,876","1,545",839,"1,228","2,487",816,"1,197","2,209",325,"1,571"
2020년07월_여_20~29세,"27,929",286,"1,380",209,"1,061","1,143",434,741,"1,080",528,"1,131",879,"1,761",332,"1,791","1,867","1,748","1,765","2,484","1,096","2,004","1,957",615,"1,637"
2020년07월_여_30~39세,"26,179",317,"1,863",185,"1,564","1,253",306,552,450,410,"1,014",391,"1,633",370,"2,221","3,288","1,220","1,356","1,805",748,"1,476","1,582",704,"1,471"
2020년07월_여_40~49세,"37,350",323,"2,003",208,"1,927","1,884",527,816,475,476,"1,290",362,"2,374",443,"3,310","3,118","1,631","2,080","3,829","1,365","2,149","3,522",737,"2,501"
2020년07월_여_50~59세,"39,153",412,"1,697",449,"1,416","1,772",951,"1,218",669,784,"1,512",622,"2,631",671,"2,658","3,108","2,215","2,471","3,558","1,808","2,866","2,550","1,158","1,957"
2020년07월_여_60~69세,"26,775",478,"1,357",404,999,"1,248","1,048",880,641,839,"1,447",507,"1,720",664,"1,911","2,057","1,467","1,705","1,531","1,253","1,646",938,"1,114",921
2020년07월_여_70~79세,"16,039",290,936,236,587,827,801,499,441,494,"1,043",284,847,398,"1,019","1,070",832,925,954,638,895,725,655,643
2020년07월_여_80~89세,"7,739",148,488,103,270,414,390,243,208,220,509,122,425,189,409,453,445,374,491,374,530,379,210,345
2020년07월_여_90~99세,"1,055",24,80,19,33,45,35,30,23,33,83,13,86,21,58,62,67,61,77,43,60,28,27,47
2020년07월_여_100세 이상,68,3,9,1,3,5,3,1,3,0,11,0,6,1,0,3,2,1,0,3,5,0,6,2
