카테고리,서울특별시 마포구,서울특별시 마포구 아현동,서울특별시 마포구 공덕동,서울특별시 마포구 도화동,서울특별시 마포구 용강동,서울특별시 마포구 대흥동,서울특별시 마포구 염리동,서울특별시 마포구 신수동,서울특별시 마포구 서강동,서울특별시 마포구 서교동,서울특별시 마포구 합정동,서울특별시 마포구 망원제1동,서울특별시 마포구 망원제2동,서울특별시 마포구 연남동,서울특별시 마포구 성산제1동,서울특별시 마포구 성산제2동,서울특별시 마포구 상암동
2021년09월_남_70~79세,"9,915",493,"1,036",680,547,356,349,604,584,637,514,651,617,420,548,"1,129",750
2021년09월_남_80~89세,"4,394",247,461,317,239,184,200,279,278,313,199,240,239,201,240,443,314
2021년09월_남_90~99세,437,23,41,28,31,17,14,31,31,39,25,24,19,26,14,46,28
2021년09월_남_100세 이상,34,2,2,0,0,4,3,2,0,6,0,2,2,2,2,5,2
2021년09월_여_총인구수,"195,784","13,408","19,761","11,127","11,424","7,488","8,589","11,584","13,062","13,522","9,413","10,731","9,887","7,960","10,037","21,643","16,148"
2021년09월_여_연령구간인구수,"195,784","13,408","19,761","11,127","11,424","7,488","8,589","11,584","13,062","13,522","9,413","10,731","9,887","7,960","10,037","21,643","16,148"
2021년09월_여_0~9세,"11,701","1,374","1,046",676,"1,100",294,711,830,833,404,460,484,533,301,439,"1,142","1,074"
2021년09월_여_10~19세,"13,854",864,"1,112",758,"1,059",389,756,844,854,606,465,640,766,351,729,"1,620","2,041"
2021년09월_여_20~29세,"34,123","1,740","3,543","1,505","1,171","1,968","1,332","1,632","2,692","3,580","1,885","1,797","1,537","1,747","1,661","3,930","2,403"
2021년09월_여_30~39세,"33,619","2,639","3,394","1,874","1,983","1,212","1,355","1,851","2,171","2,862","1,897","1,977","1,532","1,533","1,677","3,601","2,061"
2021년09월_여_40~49세,"30,985","2,154","2,672","1,595","2,273","1,035","1,530","2,015","2,043","1,880","1,349","1,628","1,617","1,099","1,692","3,293","3,110"
2021년09월_여_50~59세,"27,886","1,984","3,197","1,797","1,499",979,"1,213","1,783","1,878","1,591","1,246","1,493","1,448","1,034","1,498","3,021","2,225"
2021년09월_여_60~69세,"21,804","1,458","2,384","1,458","1,151",779,828,"1,310","1,338","1,236","1,050","1,331","1,229",942,"1,230","2,390","1,690"
2021년09월_여_70~79세,"13,620",700,"1,469",824,722,499,542,852,774,838,670,905,832,579,746,"1,714",954
2021년09월_여_80~89세,"6,973",409,831,533,392,269,276,402,411,435,335,414,343,316,323,788,496
2021년09월_여_90~99세,"1,146",79,102,105,71,55,37,62,66,87,54,59,46,55,41,141,86
2021년09월_여_100세 이상,73,7,11,2,3,9,9,3,2,3,2,3,4,3,1,3,8
