카테고리,전라남도 나주시,전라남도 나주시 남평읍,전라남도 나주시 세지면,전라남도 나주시 왕곡면,전라남도 나주시 반남면,전라남도 나주시 공산면,전라남도 나주시 동강면,전라남도 나주시 다시면,전라남도 나주시 문평면,전라남도 나주시 노안면,전라남도 나주시 금천면,전라남도 나주시 산포면,전라남도 나주시 다도면,전라남도 나주시 봉황면,전라남도 나주시 송월동,전라남도 나주시 영강동,전라남도 나주시 금남동,전라남도 나주시 성북동,전라남도 나주시 영산동,전라남도 나주시 이창동,전라남도 나주시 빛가람동
2020년01월_남_50~59세,"9,432",981,309,361,161,226,252,379,212,523,475,417,251,475,641,245,493,765,397,380,"1,489"
2020년01월_남_60~69세,"7,746",913,292,318,157,266,301,404,217,568,445,357,231,449,363,185,402,476,322,331,749
2020년01월_남_70~79세,"4,923",492,214,228,125,171,186,273,157,350,331,222,167,374,160,116,328,320,219,208,282
2020년01월_남_80~89세,"1,849",152,84,84,48,79,101,125,82,164,111,87,60,150,71,47,105,82,93,59,65
2020년01월_남_90~99세,205,19,4,5,7,8,10,11,10,19,13,15,9,18,9,4,13,12,11,4,4
2020년01월_남_100세 이상,12,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,5,0
2020년01월_여_총인구수,"56,975","6,107","1,410","1,497",766,"1,216","1,323","1,806","1,036","2,323","2,150","1,718",952,"2,139","3,944","1,451","2,589","4,635","1,733","1,724","16,456"
2020년01월_여_연령구간인구수,"56,975","6,107","1,410","1,497",766,"1,216","1,323","1,806","1,036","2,323","2,150","1,718",952,"2,139","3,944","1,451","2,589","4,635","1,733","1,724","16,456"
2020년01월_여_0~9세,"5,058",568,32,46,14,46,30,36,20,42,76,55,23,67,332,84,113,420,54,80,"2,920"
2020년01월_여_10~19세,"4,557",391,81,74,25,66,41,67,26,104,108,73,29,94,443,122,168,458,186,114,"1,887"
2020년01월_여_20~29세,"5,843",610,108,135,43,73,81,103,60,170,180,141,51,158,560,155,258,622,129,183,"2,023"
2020년01월_여_30~39세,"7,093",834,58,71,25,60,58,76,36,112,144,109,50,114,476,146,196,552,108,137,"3,731"
2020년01월_여_40~49세,"7,077",772,81,100,46,91,72,112,53,139,167,154,58,145,637,194,302,686,136,169,"2,963"
2020년01월_여_50~59세,"7,954","1,013",212,221,120,173,192,299,167,390,334,292,159,291,602,236,437,720,268,265,"1,563"
2020년01월_여_60~69세,"7,491",864,264,287,159,228,249,354,192,477,404,341,192,416,400,209,440,531,302,311,871
2020년01월_여_70~79세,"6,611",606,293,293,160,260,338,388,247,457,439,300,210,473,288,176,413,378,307,266,319
2020년01월_여_80~89세,"4,513",389,227,234,147,196,232,315,206,360,239,221,158,320,184,106,224,229,209,162,155
2020년01월_여_90~99세,726,56,50,34,27,19,30,54,28,67,55,32,22,56,21,23,34,36,30,29,23
2020년01월_여_100세 이상,52,4,4,2,0,4,0,2,1,5,4,0,0,5,1,0,4,3,4,8,1
