카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021년11월_계_80~89세,"11,257",324,504,249,781,639,680,362,218,105,159,264,217,241,299,352,238,384,473,258,632,622,409,208,384,604,542,606,176,196,131
2021년11월_계_90~99세,"1,699",45,75,47,101,121,117,56,46,21,26,40,21,28,28,45,39,44,49,26,92,111,51,34,55,93,101,110,26,28,23
2021년11월_계_100세 이상,37,1,1,3,6,2,3,0,1,0,2,0,1,0,0,2,0,0,2,2,1,1,0,1,2,5,0,1,0,0,0
2021년11월_남_총인구수,"141,051","1,313","4,503",935,"10,428","3,210","3,291","1,400",659,399,"1,147","2,328","1,537","2,144","2,016","3,090","1,801","2,661","5,659","3,402","9,250","10,713","6,245","5,154","5,293","16,442","18,571","11,373","4,215","1,267",605
2021년11월_남_연령구간인구수,"141,051","1,313","4,503",935,"10,428","3,210","3,291","1,400",659,399,"1,147","2,328","1,537","2,144","2,016","3,090","1,801","2,661","5,659","3,402","9,250","10,713","6,245","5,154","5,293","16,442","18,571","11,373","4,215","1,267",605
2021년11월_남_0~9세,"9,940",24,282,17,"1,061",125,72,26,4,8,26,99,45,67,62,109,63,71,316,203,554,912,307,346,510,"1,276","2,288",557,475,28,7
2021년11월_남_10~19세,"13,237",38,348,31,"1,068",161,142,61,13,20,45,148,94,140,102,165,98,122,457,313,933,"1,130",557,610,496,"1,915","2,357",970,613,67,23
2021년11월_남_20~29세,"18,618",99,436,89,"1,234",266,335,71,32,25,78,266,177,240,193,352,231,241,670,376,"1,406","1,455","1,049",767,589,"2,882","2,363","1,982",474,171,69
2021년11월_남_30~39세,"15,909",83,422,40,"1,225",232,194,82,42,14,88,244,179,179,172,306,159,222,590,326,"1,019","1,322",688,609,697,"2,031","2,652","1,379",566,105,42
2021년11월_남_40~49세,"21,425",141,732,90,"1,704",469,357,142,63,38,142,335,193,311,276,446,229,387,829,471,"1,334","1,741",929,750,840,"2,520","3,179","1,714",833,146,84
2021년11월_남_50~59세,"25,346",246,797,165,"1,823",593,681,269,105,91,267,359,248,363,359,533,297,468,962,565,"1,625","1,785","1,228",985,771,"3,106","3,183","2,406",644,281,141
2021년11월_남_60~69세,"20,820",310,802,229,"1,396",661,792,341,186,83,278,424,258,409,396,587,340,537,996,660,"1,497","1,452",940,710,757,"1,770","1,745","1,554",333,255,122
2021년11월_남_70~79세,"11,609",245,475,183,633,464,486,273,144,83,156,355,248,332,342,454,280,444,649,379,654,703,425,296,485,742,635,611,215,146,72
2021년11월_남_80~89세,"3,841",116,191,79,262,218,209,123,64,31,62,91,89,97,107,130,98,162,183,104,213,199,116,75,142,190,151,179,58,60,42
2021년11월_남_90~99세,303,11,18,12,21,20,23,12,6,6,4,7,6,6,7,8,6,7,7,5,15,14,6,6,6,10,18,21,4,8,3
2021년11월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"135,696","1,314","4,109",981,"9,983","2,972","3,089","1,354",673,395,891,"2,297","1,548","2,126","1,911","2,886","1,851","2,588","5,599","3,391","9,493","10,600","5,439","5,072","5,211","15,641","18,544","10,116","4,026","1,044",552
2021년11월_여_연령구간인구수,"135,696","1,314","4,109",981,"9,983","2,972","3,089","1,354",673,395,891,"2,297","1,548","2,126","1,911","2,886","1,851","2,588","5,599","3,391","9,493","10,600","5,439","5,072","5,211","15,641","18,544","10,116","4,026","1,044",552
2021년11월_여_0~9세,"9,698",24,251,15,940,115,61,28,7,8,31,117,57,67,38,78,78,87,317,202,572,848,286,353,511,"1,292","2,249",569,464,24,9
2021년11월_여_10~19세,"12,388",45,329,31,"1,011",135,117,59,15,19,34,144,89,120,105,128,116,130,427,299,888,"1,117",489,560,452,"1,789","2,117",992,538,56,37
2021년11월_여_20~29세,"14,119",75,299,63,932,184,215,47,30,20,53,188,176,166,152,260,172,182,500,301,"1,046","1,176",718,628,481,"2,114","2,086","1,309",426,79,41
2021년11월_여_30~39세,"13,764",42,352,40,"1,227",182,148,40,16,12,49,201,124,137,108,207,125,193,457,288,917,"1,193",481,487,649,"1,804","2,781",899,523,64,18
2021년11월_여_40~49세,"19,213",66,525,46,"1,516",240,213,76,22,28,61,220,137,222,158,288,183,212,684,436,"1,347","1,734",758,844,728,"2,665","3,345","1,504",824,99,32
2021년11월_여_50~59세,"22,760",206,612,142,"1,706",386,490,164,78,45,169,320,196,322,267,466,277,354,995,562,"1,760","1,694","1,022",971,750,"2,897","3,043","2,139",471,171,85
2021년11월_여_60~69세,"21,451",296,826,228,"1,288",633,642,308,140,82,228,512,316,528,441,679,432,663,"1,163",720,"1,676","1,483",828,731,847,"1,804","1,768","1,482",386,216,105
2021년11월_여_70~79세,"13,457",317,544,208,759,574,635,349,170,92,146,389,309,398,429,519,295,508,722,406,790,834,519,336,500,774,681,705,254,179,116
2021년11월_여_80~89세,"7,416",208,313,170,519,421,471,239,154,74,97,173,128,144,192,222,140,222,290,154,419,423,293,133,242,414,391,427,118,136,89
2021년11월_여_90~99세,"1,396",34,57,35,80,101,94,44,40,15,22,33,15,22,21,37,33,37,42,21,77,97,45,28,49,83,83,89,22,20,20
2021년11월_여_100세 이상,34,1,1,3,5,1,3,0,1,0,1,0,1,0,0,2,0,0,2,2,1,1,0,1,2,5,0,1,0,0,0
