카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년09월_남_70~79세,"17,875","8,465",546,898,"1,221",253,496,371,149,"1,252","1,099",817,280,100,548,435,"9,410","1,340",228,357,223,414,195,61,113,875,487,"1,126",924,771,710,"1,270",316
2021년09월_남_80~89세,"5,435","2,376",238,228,382,69,176,197,61,250,259,223,81,30,86,96,"3,059",486,138,164,98,194,106,22,56,310,124,323,291,195,199,268,85
2021년09월_남_90~99세,392,153,17,12,30,4,17,18,3,12,9,19,2,1,3,6,239,41,5,15,7,23,9,4,6,17,10,25,23,13,17,22,2
2021년09월_남_100세 이상,14,9,2,1,1,0,1,0,0,0,0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2021년09월_여_총인구수,"248,408","111,264","3,641","14,858","26,000","1,636","4,804","2,085",953,"11,913","8,321","6,119","2,175","1,177","14,979","12,603","137,144","20,377","1,457","2,410","1,286","2,556","1,067",301,672,"7,848","8,527","10,051","11,221","17,077","11,649","35,827","4,818"
2021년09월_여_연령구간인구수,"248,408","111,264","3,641","14,858","26,000","1,636","4,804","2,085",953,"11,913","8,321","6,119","2,175","1,177","14,979","12,603","137,144","20,377","1,457","2,410","1,286","2,556","1,067",301,672,"7,848","8,527","10,051","11,221","17,077","11,649","35,827","4,818"
2021년09월_여_0~9세,"18,226","7,986",66,"1,064","2,622",31,242,27,16,508,266,171,102,55,"1,763","1,053","10,240","1,753",29,46,21,41,19,2,8,282,565,360,639,"1,525",762,"3,769",419
2021년09월_여_10~19세,"22,009","9,948",100,"1,728","2,761",60,368,71,26,699,372,314,127,88,"1,838","1,396","12,061","1,765",30,85,50,102,22,9,13,379,837,443,908,"1,527","1,138","4,197",556
2021년09월_여_20~29세,"23,968","10,728",157,"1,455","2,677",93,404,66,35,"1,379",654,439,215,155,"1,440","1,559","13,240","1,752",64,114,61,114,15,13,24,720,844,"1,087","1,010","1,721","1,251","4,038",412
2021년09월_여_30~39세,"27,120","11,847",187,"1,429","3,566",94,424,79,29,"1,181",613,392,192,121,"1,955","1,585","15,273","2,374",52,109,32,78,27,0,25,736,877,975,"1,039","2,302","1,161","4,904",582
2021년09월_여_40~49세,"37,933","17,015",260,"2,582","4,739",111,552,113,62,"1,458",903,629,199,162,"2,867","2,378","20,918","3,083",79,176,70,144,45,14,40,900,"1,415","1,159","1,670","2,678","1,755","6,852",838
2021년09월_여_50~59세,"44,334","19,594",562,"2,940","3,993",299,865,294,132,"2,186","1,618","1,052",378,227,"2,591","2,457","24,740","3,580",229,397,204,419,165,51,87,"1,310","1,776","1,756","2,120","3,260","2,478","6,166",742
2021년09월_여_60~69세,"42,014","19,338",984,"2,227","3,313",452,920,511,217,"2,820","2,285","1,726",496,212,"1,857","1,318","22,676","3,129",377,583,315,640,312,112,182,"1,771","1,379","2,410","2,298","2,467","1,969","3,947",785
2021년09월_여_70~79세,"20,125","9,251",760,877,"1,406",277,623,431,234,"1,229","1,146",934,314,100,417,503,"10,874","1,649",274,477,264,514,223,52,143,"1,138",554,"1,270","1,013",974,753,"1,232",344
2021년09월_여_80~89세,"10,754","4,739",491,488,803,174,344,414,170,382,404,392,127,50,195,305,"6,015","1,085",264,351,219,427,208,40,126,518,234,500,454,534,333,601,121
2021년09월_여_90~99세,"1,862",786,72,65,113,43,59,75,32,68,57,69,25,7,54,47,"1,076",205,58,70,50,76,30,7,21,91,43,88,68,86,48,116,19
2021년09월_여_100세 이상,63,32,2,3,7,2,3,4,0,3,3,1,0,0,2,2,31,2,1,2,0,1,1,1,3,3,3,3,2,3,1,5,0
