카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동
2020년05월_남_연령구간인구수,"214,442","7,575","18,754",939,903,"1,147","2,179","13,686","1,651","8,074","2,156","1,735","14,992","1,193","24,016","7,541","8,847","1,871","1,800","3,452","3,515","2,492","2,418","15,141","10,322","25,313","8,624","24,106"
2020년05월_남_0~9세,"22,054",470,"1,765",18,10,21,39,"2,827",51,453,33,51,"1,309",41,"2,563",593,517,72,164,385,487,355,186,"1,380","1,224","2,827",496,"3,717"
2020년05월_남_10~19세,"23,981",613,"2,157",34,30,88,86,"1,073",123,664,56,92,"1,859",70,"3,331",958,"1,141",99,128,250,320,97,187,"1,939","1,445","3,187",610,"3,344"
2020년05월_남_20~29세,"31,564",935,"2,775",68,70,90,183,"1,294",148,"1,425",298,207,"2,313",140,"3,359","1,205","1,601",376,251,548,502,423,403,"2,490","1,438","3,799","2,075","3,148"
2020년05월_남_30~39세,"35,682",733,"2,323",59,48,67,147,"4,397",105,"1,263",294,187,"1,857",110,"3,084",888,963,342,339,807,813,682,434,"2,096","1,679","4,788","2,490","4,687"
2020년05월_남_40~49세,"37,086","1,049","2,772",86,104,119,306,"2,209",226,"1,148",432,213,"2,381",165,"4,458","1,177","1,293",276,261,531,573,396,424,"2,912","1,975","4,905","1,482","5,213"
2020년05월_남_50~59세,"35,504","1,523","3,901",211,190,239,500,"1,108",357,"1,493",521,370,"2,900",259,"4,200","1,466","1,901",352,344,592,539,346,410,"2,907","1,750","3,512",904,"2,709"
2020년05월_남_60~69세,"19,021","1,318","2,064",242,223,247,463,506,320,"1,139",350,376,"1,704",263,"2,165",866,"1,084",220,202,237,218,156,228,994,597,"1,597",393,849
2020년05월_남_70~79세,"6,894",636,678,131,138,179,271,183,212,388,141,182,486,107,662,304,274,101,74,84,54,32,114,323,157,531,129,323
2020년05월_남_80~89세,"2,436",274,290,77,79,87,170,77,103,97,29,52,171,38,184,82,70,32,33,17,8,5,28,87,53,150,38,105
2020년05월_남_90~99세,213,23,28,13,11,9,13,12,6,3,2,5,12,0,10,2,3,1,4,1,1,0,4,12,4,17,7,10
2020년05월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020년05월_여_총인구수,"203,565","7,659","18,135",953,863,"1,105","2,009","12,484","1,588","8,229","1,750","1,633","15,597","1,100","23,468","7,710","8,750","1,500","1,516","2,921","3,316","2,046","2,133","13,909","9,480","23,851","7,504","22,356"
2020년05월_여_연령구간인구수,"203,565","7,659","18,135",953,863,"1,105","2,009","12,484","1,588","8,229","1,750","1,633","15,597","1,100","23,468","7,710","8,750","1,500","1,516","2,921","3,316","2,046","2,133","13,909","9,480","23,851","7,504","22,356"
2020년05월_여_0~9세,"20,637",465,"1,635",24,11,23,30,"2,718",29,446,36,42,"1,192",41,"2,462",553,437,79,130,337,461,305,186,"1,333","1,165","2,428",498,"3,571"
2020년05월_여_10~19세,"21,847",578,"1,815",33,37,54,82,979,96,653,57,70,"1,835",66,"3,056",834,970,100,105,240,334,105,180,"1,764","1,239","2,898",563,"3,104"
2020년05월_여_20~29세,"25,787",636,"2,068",39,33,60,122,"1,499",126,"1,178",245,135,"1,844",103,"2,633",935,"1,244",233,193,461,438,303,299,"1,824","1,129","3,352","2,135","2,520"
2020년05월_여_30~39세,"31,433",650,"2,220",36,27,33,79,"3,688",86,994,259,101,"1,863",62,"3,230",883,834,174,226,558,641,499,307,"1,886","1,553","4,331","1,686","4,527"
2020년05월_여_40~49세,"36,394",984,"3,089",53,49,80,160,"1,793",170,"1,280",295,159,"2,820",135,"4,686","1,441","1,653",198,195,467,577,282,358,"2,987","2,048","4,614","1,158","4,663"
2020년05월_여_50~59세,"33,940","1,531","3,822",164,152,165,337,915,302,"1,729",351,339,"3,262",232,"4,168","1,622","2,069",293,311,538,532,321,401,"2,522","1,442","3,359",776,"2,285"
2020년05월_여_60~69세,"18,223","1,235","1,769",221,192,244,431,446,294,"1,269",282,386,"1,712",245,"2,014",887,997,233,178,194,229,174,231,898,527,"1,606",420,909
2020년05월_여_70~79세,"8,891",791,942,176,156,224,405,224,252,462,138,265,656,131,766,345,356,137,106,75,63,41,117,427,225,778,161,472
2020년05월_여_80~89세,"5,449",664,640,173,176,194,310,193,206,187,65,119,358,72,386,179,165,43,61,46,38,10,44,223,127,423,85,262
2020년05월_여_90~99세,923,121,128,33,28,27,51,28,25,28,19,16,55,12,66,31,23,10,8,5,3,5,10,44,25,60,20,42
2020년05월_여_100세 이상,41,4,7,1,2,1,2,1,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1
