,충청북도 충주시,충청북도 충주시 주덕읍,충청북도 충주시 살미면,충청북도 충주시 수안보면,충청북도 충주시 대소원면,충청북도 충주시 신니면,충청북도 충주시 노은면,충청북도 충주시 앙성면,충청북도 충주시 중앙탑면,충청북도 충주시 금가면,충청북도 충주시 동량면,충청북도 충주시 산척면,충청북도 충주시 엄정면,충청북도 충주시 소태면,충청북도 충주시 성내.충인동,충청북도 충주시 교현.안림동,충청북도 충주시 교현2동,충청북도 충주시 용산동,충청북도 충주시 지현동,충청북도 충주시 문화동,충청북도 충주시 호암.직동,충청북도 충주시 달천동,충청북도 충주시 봉방동,충청북도 충주시 칠금.금릉동,충청북도 충주시 연수동,충청북도 충주시 목행.용탄동
2020년11월_계_80~89세,"9,825",457,181,244,391,368,274,400,321,233,391,276,370,223,205,916,426,460,315,551,371,280,342,448,"1,159",223
2020년11월_계_90~99세,"1,293",47,34,45,51,36,35,60,53,27,65,34,51,21,38,104,48,55,39,79,54,29,44,52,158,34
2020년11월_계_100세 이상,70,3,1,1,7,3,3,4,1,3,2,2,6,1,3,6,3,4,4,6,0,1,2,1,1,2
2020년11월_남_총인구수,"106,350","2,494","1,031","1,518","4,879","1,545","1,172","2,024","6,778","2,010","1,877","1,188","1,663",989,"1,351","11,786","3,569","7,636","2,631","4,822","9,094","1,988","4,887","7,221","18,712","3,485"
2020년11월_남_연령구간인구수,"106,350","2,494","1,031","1,518","4,879","1,545","1,172","2,024","6,778","2,010","1,877","1,188","1,663",989,"1,351","11,786","3,569","7,636","2,631","4,822","9,094","1,988","4,887","7,221","18,712","3,485"
2020년11월_남_0~9세,"7,435",62,16,31,293,13,25,47,"1,016",152,50,33,48,31,50,847,130,624,130,183,"1,036",44,283,548,"1,425",318
2020년11월_남_10~19세,"9,819",104,35,66,227,59,57,71,477,142,80,44,100,45,78,"1,327",274,"1,070",253,364,"1,222",80,382,890,"2,005",367
2020년11월_남_20~29세,"13,971",233,70,122,876,110,82,170,864,333,156,86,106,65,156,"1,594",508,"1,046",320,578,"1,187",309,644,"1,053","2,860",443
2020년11월_남_30~39세,"12,691",180,57,90,856,104,70,107,"1,639",260,105,76,95,60,139,"1,269",364,849,243,491,"1,304",161,567,753,"2,415",437
2020년11월_남_40~49세,"15,889",287,102,148,699,156,124,191,"1,069",302,192,111,151,87,193,"1,831",513,"1,366",373,642,"1,671",253,784,"1,174","2,867",603
2020년11월_남_50~59세,"19,353",552,220,354,810,326,205,435,791,292,405,223,322,179,261,"2,195",669,"1,331",505,908,"1,414",417,941,"1,453","3,485",660
2020년11월_남_60~69세,"15,755",609,297,398,686,407,305,533,561,293,466,310,457,273,245,"1,646",606,815,428,921,818,408,734,804,"2,343",392
2020년11월_남_70~79세,"7,746",298,170,218,287,230,201,311,249,139,262,185,232,155,148,756,355,367,247,505,325,213,412,388,904,189
2020년11월_남_80~89세,"3,361",155,59,79,127,127,90,146,94,91,143,107,133,88,77,287,139,158,121,212,113,98,129,143,377,68
2020년11월_남_90~99세,314,12,5,12,15,12,12,13,18,5,17,12,17,6,3,33,11,10,10,17,4,5,11,15,31,8
2020년11월_남_100세 이상,16,2,0,0,3,1,1,0,0,1,1,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0
2020년11월_여_총인구수,"103,963","2,392",996,"1,473","3,848","1,458","1,158","1,941","6,412","1,765","1,847","1,123","1,604",957,"1,382","11,719","3,529","7,938","2,649","4,797","9,146","1,695","4,556","7,378","18,998","3,202"
2020년11월_여_연령구간인구수,"103,963","2,392",996,"1,473","3,848","1,458","1,158","1,941","6,412","1,765","1,847","1,123","1,604",957,"1,382","11,719","3,529","7,938","2,649","4,797","9,146","1,695","4,556","7,378","18,998","3,202"
2020년11월_여_0~9세,"7,215",43,25,42,285,17,30,28,"1,005",181,60,22,38,36,54,753,143,631,119,185,"1,018",53,270,487,"1,416",274
2020년11월_여_10~19세,"9,115",111,28,49,191,54,39,64,477,134,97,39,65,32,78,"1,205",275,951,224,345,"1,142",72,393,842,"1,884",324
2020년11월_여_20~29세,"10,383",147,48,72,496,64,49,100,698,173,112,61,86,37,121,"1,180",377,847,253,480,973,188,490,871,"2,151",309
2020년11월_여_30~39세,"10,730",129,40,69,522,64,49,72,"1,365",206,76,46,74,54,93,"1,138",252,834,205,368,"1,320",99,451,706,"2,111",387
2020년11월_여_40~49세,"15,096",194,63,103,498,76,55,145,974,213,138,80,112,63,145,"1,850",442,"1,516",355,535,"1,709",150,643,"1,350","3,126",561
2020년11월_여_50~59세,"18,479",488,210,296,647,272,203,380,766,220,342,211,270,162,224,"2,204",623,"1,390",474,892,"1,433",311,801,"1,401","3,697",562
2020년11월_여_60~69세,"15,737",563,270,368,593,371,324,507,576,268,423,270,394,240,296,"1,700",643,888,456,990,826,341,788,867,"2,393",382
2020년11월_여_70~79세,"9,711",379,160,275,312,273,200,340,288,204,302,202,290,182,206,984,447,530,337,596,417,274,472,511,"1,310",220
2020년11월_여_80~89세,"6,464",302,122,165,264,241,184,254,227,142,248,169,237,135,128,629,287,302,194,339,258,182,213,305,782,155
2020년11월_여_90~99세,979,35,29,33,36,24,23,47,35,22,48,22,34,15,35,71,37,45,29,62,50,24,33,37,127,26
2020년11월_여_100세 이상,54,1,1,1,4,2,2,4,1,2,1,1,4,1,2,5,3,4,3,5,0,1,2,1,1,2
