,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동
2021년04월_여_10~19세,"26,048","1,076",345,266,"1,105",434,786,"1,619","1,358","1,186",643,"1,165","1,123","4,080",542,"3,968","2,106",658,256,"1,677",608,600,447
2021년04월_여_20~29세,"36,274","1,372","1,253",618,"2,065","1,096","1,158","2,314","2,107","1,861","1,139","3,155","1,198","1,908",778,"4,223","2,308","1,631",512,"2,287","1,384","1,184",723
2021년04월_여_30~39세,"31,108","1,337",888,452,"1,785",750,"1,076","1,557","1,503","1,173",914,"1,488","1,487","2,476",567,"5,653","1,995","1,261",439,"1,812",993,863,639
2021년04월_여_40~49세,"45,257","1,699",797,532,"2,052",964,"1,428","2,776","2,372","1,981","1,180","2,181","2,017","5,770","1,069","7,005","3,457","1,306",572,"2,743","1,288","1,155",913
2021년04월_여_50~59세,"52,919","2,086","1,268",779,"2,659","1,438","1,741","3,364","3,354","2,637","1,850","3,139","1,900","2,807","1,510","6,277","3,817","2,060","1,178","3,959","1,959","1,812","1,325"
2021년04월_여_60~69세,"39,065","2,042","1,325",733,"1,946","1,153","1,192","1,832","1,736","1,243","1,330","1,981","1,378","1,586","1,721","4,365","2,667","1,564","1,453","2,989","1,785","1,884","1,160"
2021년04월_여_70~79세,"19,139","1,134",861,494,845,520,563,805,772,612,494,"1,075",546,739,"1,279","1,994","1,172",685,745,"1,214",935,"1,046",609
2021년04월_여_80~89세,"9,961",542,408,249,355,263,252,405,411,334,220,635,242,352,677,983,658,371,465,737,481,573,348
2021년04월_여_90~99세,"1,427",69,52,27,55,27,37,51,47,39,31,89,41,59,81,143,110,63,76,105,73,92,60
2021년04월_여_100세 이상,43,5,5,0,0,1,1,2,2,2,1,1,0,7,2,3,5,2,1,0,1,2,0
