,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년04월_계_80~89세,"10,404",292,441,245,727,611,649,354,202,103,156,221,204,242,252,312,236,339,403,218,588,579,378,188,353,555,545,558,151,184,118
2020년04월_계_90~99세,"1,561",53,58,36,102,100,117,44,47,17,29,42,19,26,36,43,33,35,40,37,77,88,49,39,53,91,93,94,13,28,22
2020년04월_계_100세 이상,102,2,1,1,6,6,3,4,0,1,3,5,2,8,5,6,2,7,8,3,1,0,1,1,8,4,1,1,2,10,0
2020년04월_남_총인구수,"143,493","1,398","4,459",968,"10,556","3,268","3,373","1,481",645,426,"1,163","2,389","1,669","2,255","2,115","3,334","1,929","2,860","6,072","3,554","9,505","9,970","6,415","5,313","5,288","17,012","18,455","11,432","4,190","1,363",636
2020년04월_남_연령구간인구수,"143,493","1,398","4,459",968,"10,556","3,268","3,373","1,481",645,426,"1,163","2,389","1,669","2,255","2,115","3,334","1,929","2,860","6,072","3,554","9,505","9,970","6,415","5,313","5,288","17,012","18,455","11,432","4,190","1,363",636
2020년04월_남_0~9세,"11,050",25,337,20,"1,134",146,78,42,7,16,33,121,54,91,69,156,73,86,408,253,682,762,396,419,556,"1,468","2,373",651,544,38,12
2020년04월_남_10~19세,"14,220",53,337,40,"1,076",186,174,76,17,18,45,152,117,169,130,196,128,124,513,325,"1,026","1,167",623,677,490,"2,147","2,385","1,109",600,85,35
2020년04월_남_20~29세,"19,124",117,429,74,"1,253",285,311,101,32,31,103,263,197,229,194,410,230,289,756,421,"1,430","1,397","1,068",761,589,"3,017","2,431","2,023",444,175,64
2020년04월_남_30~39세,"17,176",91,446,56,"1,436",270,238,89,39,18,85,255,197,206,189,355,197,267,693,384,"1,105","1,156",769,688,742,"2,132","2,840","1,414",641,123,55
2020년04월_남_40~49세,"22,407",177,773,106,"1,693",503,415,175,66,55,164,334,220,336,313,470,265,402,899,506,"1,424","1,632",993,838,837,"2,784","3,122","1,762",846,196,101
2020년04월_남_50~59세,"25,421",268,741,176,"1,842",616,737,285,108,95,282,383,273,387,363,581,308,548,"1,038",572,"1,651","1,726","1,235",931,780,"3,070","3,021","2,416",554,289,145
2020년04월_남_60~69세,"19,571",315,774,240,"1,261",599,720,324,161,77,250,454,282,429,414,588,372,551,"1,005",641,"1,404","1,336",839,675,729,"1,574","1,545","1,342",316,236,118
2020년04월_남_70~79세,"10,794",231,446,171,613,444,485,265,148,79,142,344,238,306,339,455,263,447,607,358,569,609,377,255,438,650,555,538,194,159,69
2020년04월_남_80~89세,"3,436",109,162,79,227,204,190,112,58,32,55,69,85,93,95,113,89,137,148,86,204,172,110,64,119,159,170,161,47,53,34
2020년04월_남_90~99세,279,12,14,6,20,13,25,11,9,5,4,11,6,9,8,9,4,9,5,7,10,13,5,5,8,11,12,16,2,7,3
2020년04월_남_100세 이상,15,0,0,0,1,2,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2020년04월_여_총인구수,"138,111","1,382","4,159",991,"10,216","3,072","3,152","1,411",685,430,935,"2,339","1,611","2,261","1,999","3,081","1,969","2,731","5,912","3,588","9,778","9,843","5,658","5,268","5,241","16,086","18,298","10,272","4,019","1,142",582
2020년04월_여_연령구간인구수,"138,111","1,382","4,159",991,"10,216","3,072","3,152","1,411",685,430,935,"2,339","1,611","2,261","1,999","3,081","1,969","2,731","5,912","3,588","9,778","9,843","5,658","5,268","5,241","16,086","18,298","10,272","4,019","1,142",582
2020년04월_여_0~9세,"10,678",33,305,16,"1,053",150,59,32,8,12,30,123,55,82,57,116,91,93,382,249,699,710,359,422,539,"1,444","2,324",630,545,38,22
2020년04월_여_10~19세,"13,024",56,319,40,"1,043",143,138,64,25,20,40,140,102,151,110,152,138,147,463,341,959,"1,065",536,604,440,"1,945","2,115","1,102",523,63,40
2020년04월_여_20~29세,"14,826",79,327,58,"1,023",193,240,57,27,28,64,198,180,159,150,318,186,199,586,344,"1,119","1,147",745,703,497,"2,152","2,157","1,363",390,97,40
2020년04월_여_30~39세,"14,743",51,377,43,"1,331",198,146,42,21,18,65,204,120,162,118,239,140,219,552,357,"1,041","1,038",559,551,687,"1,951","2,869",949,616,60,19
2020년04월_여_40~49세,"20,156",88,512,49,"1,521",240,246,86,29,32,65,243,150,251,189,326,200,230,736,460,"1,450","1,648",850,942,736,"2,947","3,309","1,664",794,119,44
2020년04월_여_50~59세,"23,442",233,664,164,"1,706",463,511,185,83,53,199,360,240,368,318,520,322,416,"1,150",616,"1,843","1,674","1,035",946,785,"2,836","2,878","2,139",440,202,93
2020년04월_여_60~69세,"19,852",296,796,215,"1,173",602,627,321,127,85,205,511,318,525,453,695,424,691,"1,071",676,"1,476","1,307",750,655,775,"1,609","1,527","1,279",352,213,98
2020년04월_여_70~79세,"13,053",320,535,209,779,585,631,346,183,98,138,375,312,389,415,477,290,501,674,381,739,772,511,286,495,722,663,670,244,190,123
2020년04월_여_80~89세,"6,968",183,279,166,500,407,459,242,144,71,101,152,119,149,157,199,147,202,255,132,384,407,268,124,234,396,375,397,104,131,84
2020년04월_여_90~99세,"1,282",41,44,30,82,87,92,33,38,12,25,31,13,17,28,34,29,26,35,30,67,75,44,34,45,80,81,78,11,21,19
2020년04월_여_100세 이상,87,2,1,1,5,4,3,3,0,1,3,2,2,8,4,5,2,7,8,2,1,0,1,1,8,4,0,1,0,8,0
