카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2021년12월_남_50~59세,"22,846","1,279","2,066","1,759",632,"1,078","1,929","1,211","1,119","1,715","1,023","1,768","1,533",995,"1,583",913,"1,030","1,213"
2021년12월_남_60~69세,"18,458","1,021","1,534","1,541",470,858,"1,345",809,984,"1,410",848,"1,544","1,161",835,"1,437",839,914,908
2021년12월_남_70~79세,"8,951",489,708,779,301,434,748,480,487,714,452,756,427,417,568,386,357,448
2021년12월_남_80~89세,"3,419",190,287,300,138,158,282,209,188,256,153,313,150,132,212,152,121,178
2021년12월_남_90~99세,299,17,22,28,11,19,21,19,17,30,14,32,13,9,10,19,12,6
2021년12월_남_100세 이상,14,0,0,0,0,1,1,0,0,1,2,3,2,0,2,1,1,0
2021년12월_여_총인구수,"146,610","8,511","13,878","11,323","5,761","7,216","12,373","8,056","7,980","11,911","7,522","13,914","8,265","6,442","7,543","5,350","4,965","5,600"
2021년12월_여_연령구간인구수,"146,610","8,511","13,878","11,323","5,761","7,216","12,373","8,056","7,980","11,911","7,522","13,914","8,265","6,442","7,543","5,350","4,965","5,600"
2021년12월_여_0~9세,"9,425",576,"1,059",564,189,470,868,546,611,829,651,"1,249",455,330,369,271,222,166
2021년12월_여_10~19세,"9,467",525,786,780,373,526,"1,099",796,518,700,445,803,518,411,395,242,254,296
2021년12월_여_20~29세,"22,068","1,285","2,245","2,069","2,166","1,155","1,468",876,850,"1,353",720,"1,470","1,215","1,038","1,050","1,024",823,"1,261"
2021년12월_여_30~39세,"23,783","1,427","2,417","1,564",688,"1,129","1,859","1,094","1,359","2,076","1,378","2,656","1,436","1,158","1,127",902,714,799
2021년12월_여_40~49세,"21,613","1,267","2,019","1,425",518,"1,085","1,974","1,483","1,249","1,864","1,262","2,288","1,179",988,996,684,665,667
2021년12월_여_50~59세,"23,308","1,381","2,288","1,858",672,"1,173","2,024","1,261","1,213","1,907","1,066","2,064","1,529",984,"1,344",820,876,848
2021년12월_여_60~69세,"19,310","1,102","1,599","1,566",512,855,"1,543",948,"1,165","1,637","1,033","1,851","1,137",839,"1,268",728,783,744
2021년12월_여_70~79세,"11,160",630,871,948,418,533,988,654,619,957,616,962,505,446,657,429,404,523
2021년12월_여_80~89세,"5,583",272,508,461,201,245,470,353,351,508,309,481,247,218,288,221,190,260
2021년12월_여_90~99세,859,45,85,83,23,42,78,45,43,76,40,86,41,30,46,28,34,34
2021년12월_여_100세 이상,34,1,1,5,1,3,2,0,2,4,2,4,3,0,3,1,0,2
