카테고리,인천광역시 연수구,인천광역시 연수구 옥련1동,인천광역시 연수구 옥련2동,인천광역시 연수구 선학동,인천광역시 연수구 연수1동,인천광역시 연수구 연수2동,인천광역시 연수구 연수3동,인천광역시 연수구 청학동,인천광역시 연수구 동춘1동,인천광역시 연수구 동춘2동,인천광역시 연수구 동춘3동,인천광역시 연수구 송도1동,인천광역시 연수구 송도2동,인천광역시 연수구 송도3동,인천광역시 연수구 송도4동,인천광역시 연수구 송도5동
2020년12월_남_40~49세,"33,779","1,562","1,657","1,320","1,909","1,511","1,075","1,986","2,014","1,377","1,550","3,060","3,994","4,844","2,597","3,323"
2020년12월_남_50~59세,"31,829","1,807","1,923","1,635","2,196","1,860","1,415","2,685","2,214","1,652","1,690","3,126","2,905","3,039","1,627","2,055"
2020년12월_남_60~69세,"19,913","1,225","1,232","1,486","1,437","1,399","1,254","1,983","1,501","1,094","1,006","1,749","1,152","1,442",774,"1,179"
2020년12월_남_70~79세,"7,210",583,553,583,570,508,494,794,452,362,378,586,347,472,245,283
2020년12월_남_80~89세,"2,356",203,178,193,164,184,191,288,138,134,136,177,126,124,66,54
2020년12월_남_90~99세,299,22,25,18,19,29,22,30,30,16,22,27,12,16,2,9
2020년12월_남_100세 이상,17,0,2,0,0,2,2,4,4,1,0,0,1,1,0,0
2020년12월_여_총인구수,"194,880","9,959","10,554","8,355","9,095","10,917","8,739","12,213","13,187","9,549","9,680","19,094","18,645","24,841","12,552","17,500"
2020년12월_여_연령구간인구수,"194,880","9,959","10,554","8,355","9,095","10,917","8,739","12,213","13,187","9,549","9,680","19,094","18,645","24,841","12,552","17,500"
2020년12월_여_0~9세,"18,861",677,769,420,465,671,517,628,"1,165",674,792,"1,546","2,384","3,450","1,867","2,836"
2020년12월_여_10~19세,"20,769",901,"1,092",528,730,854,583,862,"1,344",972,"1,385","2,711","3,057","2,903","1,388","1,459"
2020년12월_여_20~29세,"25,238","1,236","1,414","1,076","1,377","1,582","1,143","1,551","1,768","1,329","1,237","3,162","1,800","3,223","1,424","1,916"
2020년12월_여_30~39세,"29,389","1,130","1,284",996,"1,050","1,535","1,066","1,289","1,982","1,252","1,031","2,324","2,637","5,014","2,540","4,259"
2020년12월_여_40~49세,"34,706","1,615","1,681","1,030","1,427","1,564","1,195","1,741","2,193","1,596","1,853","3,578","4,527","4,978","2,580","3,148"
2020년12월_여_50~59세,"32,640","1,907","2,063","1,806","1,820","2,095","1,685","2,624","2,499","1,862","1,711","3,120","2,536","3,022","1,604","2,286"
2020년12월_여_60~69세,"18,862","1,265","1,206","1,393","1,230","1,371","1,247","1,876","1,377","1,070",900,"1,602","1,020","1,395",772,"1,138"
2020년12월_여_70~79세,"8,434",754,609,672,600,681,675,970,467,454,452,608,410,557,242,283
2020년12월_여_80~89세,"4,916",411,359,363,335,466,498,560,309,303,252,345,216,251,115,133
2020년12월_여_90~99세,"1,018",60,74,67,57,95,125,107,73,34,66,97,55,48,19,41
2020년12월_여_100세 이상,47,3,3,4,4,3,5,5,10,3,1,1,3,0,1,1
