카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2021년07월_계_80~89세,"14,393","1,086",475,529,929,763,526,497,681,"1,025",579,186,884,442,628,"1,049",594,594,531,783,352,480,780
2021년07월_계_90~99세,"2,117",166,63,89,116,112,62,84,99,178,82,38,120,66,125,165,104,71,53,128,45,67,84
2021년07월_계_100세 이상,115,9,1,3,2,11,10,3,2,14,0,12,5,3,6,2,4,2,6,2,1,3,14
2021년07월_남_총인구수,"242,133","17,785","7,553","6,414","18,110","15,839","7,446","6,587","15,508","10,810","8,513","3,712","17,588","8,340","9,209","16,564","14,078","8,207","9,256","15,024","6,509","7,093","11,988"
2021년07월_남_연령구간인구수,"242,133","17,785","7,553","6,414","18,110","15,839","7,446","6,587","15,508","10,810","8,513","3,712","17,588","8,340","9,209","16,564","14,078","8,207","9,256","15,024","6,509","7,093","11,988"
2021년07월_남_0~9세,"16,058","1,113",387,319,"1,242","1,191",557,323,"1,322",602,603,155,"1,417",407,568,"1,185","1,157",407,643,934,540,439,547
2021년07월_남_10~19세,"21,834","1,424",607,443,"1,227","1,101",466,511,"1,985","1,069",884,246,"1,559",703,733,"1,753","2,147",566,844,"1,609",564,578,815
2021년07월_남_20~29세,"35,225","2,829","1,073",862,"2,930","2,491","1,001",913,"2,097","1,544","1,312",494,"2,492","1,365","1,289","2,460","1,892","1,113","1,323","2,350",907,942,"1,546"
2021년07월_남_30~39세,"34,304","3,073","1,138",900,"3,364","3,069","1,215",836,"1,726","1,184","1,042",445,"2,687","1,197","1,353","1,956","1,397","1,062","1,304","1,927",947,869,"1,613"
2021년07월_남_40~49세,"38,216","2,756","1,231",985,"2,851","2,800","1,223",935,"2,646","1,510","1,269",589,"2,727","1,213","1,250","2,678","2,573","1,272","1,503","2,377",945,"1,084","1,799"
2021년07월_남_50~59세,"43,234","2,921","1,328","1,141","2,943","2,424","1,227","1,275","2,701","1,905","1,531",815,"3,136","1,604","1,574","3,171","2,713","1,445","1,606","2,882","1,019","1,398","2,475"
2021년07월_남_60~69세,"33,683","2,245","1,028","1,058","2,206","1,734","1,083","1,095","1,975","1,740","1,202",652,"2,351","1,215","1,604","2,234","1,493","1,384","1,258","1,943","1,051","1,100","2,032"
2021년07월_남_70~79세,"14,229",979,576,506,988,747,467,524,796,880,460,246,876,475,638,806,503,731,568,735,398,483,847
2021년07월_남_80~89세,"4,897",407,167,179,335,252,196,160,239,339,193,57,320,154,172,285,190,208,193,243,127,183,298
2021년07월_남_90~99세,431,37,18,21,23,28,10,15,21,35,17,9,21,7,24,36,13,19,11,24,11,17,14
2021년07월_남_100세 이상,22,1,0,0,1,2,1,0,0,2,0,4,2,0,4,0,0,0,3,0,0,0,2
2021년07월_여_총인구수,"248,005","19,139","7,606","6,405","18,526","16,265","7,698","6,476","15,962","11,420","9,360","3,223","17,592","8,146","9,731","17,261","14,951","8,112","9,783","16,166","6,160","6,832","11,191"
2021년07월_여_연령구간인구수,"248,005","19,139","7,606","6,405","18,526","16,265","7,698","6,476","15,962","11,420","9,360","3,223","17,592","8,146","9,731","17,261","14,951","8,112","9,783","16,166","6,160","6,832","11,191"
2021년07월_여_0~9세,"15,382","1,135",418,289,"1,182","1,174",477,289,"1,288",543,568,164,"1,305",423,567,"1,084","1,153",404,662,876,462,366,553
2021년07월_여_10~19세,"20,241","1,425",556,400,"1,109","1,118",437,457,"1,775",938,837,247,"1,397",547,665,"1,711","2,008",506,876,"1,568",477,505,682
2021년07월_여_20~29세,"33,426","3,083",983,762,"3,095","2,576","1,107",744,"1,892","1,322","1,269",390,"2,339","1,174","1,183","2,186","1,801",962,"1,259","2,324",686,843,"1,446"
2021년07월_여_30~39세,"32,096","2,822",955,779,"3,072","2,718","1,184",726,"1,879","1,108","1,102",359,"2,546","1,029","1,309","1,893","1,525",901,"1,315","2,027",811,741,"1,295"
2021년07월_여_40~49세,"37,523","2,860","1,118",866,"2,716","2,424","1,055",874,"2,836","1,549","1,426",450,"2,544","1,110","1,202","2,853","3,050","1,073","1,498","2,648",847,"1,033","1,491"
2021년07월_여_50~59세,"45,348","3,219","1,333","1,132","3,095","2,673","1,350","1,202","2,879","2,119","1,844",643,"3,303","1,675","1,909","3,269","2,683","1,430","1,766","3,216","1,133","1,252","2,223"
2021년07월_여_60~69세,"35,492","2,574","1,219","1,111","2,376","2,000","1,133","1,194","2,017","1,961","1,273",545,"2,448","1,259","1,610","2,277","1,505","1,554","1,367","1,952","1,033","1,130","1,954"
2021년07월_여_70~79세,"17,222","1,205",670,645,"1,193",978,564,581,874,"1,039",590,259,"1,044",579,727,"1,093",727,842,657,909,451,612,983
2021년07월_여_80~89세,"9,496",679,308,350,594,511,330,337,442,686,386,129,564,288,456,764,404,386,338,540,225,297,482
2021년07월_여_90~99세,"1,686",129,45,68,93,84,52,69,78,143,65,29,99,59,101,129,91,52,42,104,34,50,70
2021년07월_여_100세 이상,93,8,1,3,1,9,9,3,2,12,0,8,3,3,2,2,4,2,3,2,1,3,12
