카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년04월_남_60~69세,"28,215","1,413","1,845","1,422","1,327","2,112","1,835","1,514","1,373","1,296","1,067",819,"1,641","1,091","1,150","2,883","2,212","1,311","1,904"
2021년04월_남_70~79세,"13,591",648,813,637,676,942,890,832,617,662,495,363,792,514,481,"1,506","1,274",541,908
2021년04월_남_80~89세,"3,873",165,221,204,173,273,214,202,178,171,137,79,275,174,157,434,374,149,293
2021년04월_남_90~99세,394,23,24,19,17,43,15,14,10,20,8,5,19,23,20,41,29,31,33
2021년04월_남_100세 이상,14,2,0,1,3,0,1,1,1,0,0,0,3,0,0,0,1,0,1
2021년04월_여_총인구수,"230,404","16,216","15,493","11,578","13,156","21,016","10,059","10,717","7,305","9,279","7,522","7,015","10,316","10,508","10,047","25,327","16,886","12,758","15,206"
2021년04월_여_연령구간인구수,"230,404","16,216","15,493","11,578","13,156","21,016","10,059","10,717","7,305","9,279","7,522","7,015","10,316","10,508","10,047","25,327","16,886","12,758","15,206"
2021년04월_여_0~9세,"15,110","1,457",812,612,725,"1,555",462,696,377,706,481,705,486,871,649,"1,816",755,"1,012",933
2021년04월_여_10~19세,"24,050","2,519","1,177",698,"1,531","3,370",639,901,540,754,572,634,666,"1,445","1,408","2,721","1,123","1,741","1,611"
2021년04월_여_20~29세,"29,025","1,701","2,540","1,814","1,929","2,109","1,272","1,285",946,"1,045","1,076",785,"1,223","1,161","1,204","3,012","2,721","1,513","1,689"
2021년04월_여_30~39세,"28,976","1,871","2,568","2,015","1,382","2,176","1,214","1,432",904,"1,217",976,"1,280","1,206","1,138",955,"3,120","2,340","1,517","1,665"
2021년04월_여_40~49세,"40,821","3,739","2,388","1,664","2,485","4,999","1,437","1,625",969,"1,487","1,152","1,087","1,425","2,147","2,024","4,384","2,597","2,583","2,629"
2021년04월_여_50~59세,"38,280","2,353","2,560","1,959","2,457","3,217","1,791","1,679","1,299","1,478","1,307","1,049","1,803","1,691","1,717","4,299","2,782","2,201","2,638"
2021년04월_여_60~69세,"30,687","1,514","2,053","1,641","1,411","2,187","1,827","1,804","1,180","1,471","1,141",902,"1,857","1,152","1,131","3,330","2,593","1,357","2,136"
2021년04월_여_70~79세,"15,135",671,890,723,801,819,970,888,746,732,549,400,"1,025",556,614,"1,724","1,404",482,"1,141"
2021년04월_여_80~89세,"7,011",324,437,389,371,465,366,341,300,346,224,142,549,272,288,766,497,279,655
2021년04월_여_90~99세,"1,255",64,65,60,57,115,77,65,43,40,44,27,76,73,54,148,70,72,105
2021년04월_여_100세 이상,54,3,3,3,7,4,4,1,1,3,0,4,0,2,3,7,4,1,4
