,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년12월_남_80~89세,"44,291","5,032","2,193","2,839","4,094","2,663","3,341","2,503","2,392","2,269","2,632","1,747","3,168",886,"1,995",870,559,"1,188","1,356",879,"1,125","1,443","1,670","1,119","1,168",192
2020년12월_남_90~99세,"3,831",392,143,249,341,256,306,208,218,192,244,162,245,66,175,57,61,95,120,75,110,141,120,121,104,22
2020년12월_남_100세 이상,212,30,17,13,22,11,14,7,11,14,13,14,11,1,9,6,7,7,1,5,6,8,3,5,2,5
2020년12월_여_총인구수,"1,310,211","248,694","111,655","137,039","126,591","70,023","80,246","202,608","52,049","50,203","49,594","36,406","130,923","11,364","26,459","12,562","8,429","19,116","21,488","15,287","20,941","54,930","28,261","15,641","24,275","4,121"
2020년12월_여_연령구간인구수,"1,310,211","248,694","111,655","137,039","126,591","70,023","80,246","202,608","52,049","50,203","49,594","36,406","130,923","11,364","26,459","12,562","8,429","19,116","21,488","15,287","20,941","54,930","28,261","15,641","24,275","4,121"
2020년12월_여_0~9세,"91,832","19,073","8,420","10,653","7,900","5,021","5,061","20,054","2,947","2,811","2,512","1,957","10,035",311,909,476,341,844,747,690,945,"4,623","2,275",672,"1,439",189
2020년12월_여_10~19세,"107,254","22,266","10,083","12,183","9,944","5,651","6,549","21,510","4,259","3,099","3,608","2,559","10,922",438,"1,093",572,459,"1,028","1,099",950,994,"5,423","2,031",865,"1,705",230
2020년12월_여_20~29세,"123,333","24,106","10,727","13,379","11,729","6,407","7,596","25,258","3,957","4,156","3,413","2,690","16,315",595,"1,340",669,470,"1,018","1,156","1,063","1,434","5,198","1,786",831,"1,819",327
2020년12월_여_30~39세,"135,834","28,081","12,389","15,692","11,872","7,139","7,460","30,683","3,977","4,273","3,430","2,710","15,393",560,"1,439",701,475,"1,168","1,302","1,021","1,479","6,770","2,713",891,"1,956",341
2020년12월_여_40~49세,"183,302","38,353","17,274","21,079","17,570","9,170","10,715","36,167","6,693","5,708","5,399","4,062","20,253",886,"1,947","1,017",709,"1,722","1,949","1,674","1,920","9,508","3,214","1,339","2,828",499
2020년12월_여_50~59세,"221,920","44,905","19,886","25,019","22,636","11,424","12,925","34,190","8,802","8,515","7,900","5,825","22,363","1,880","4,000","2,215","1,351","2,891","3,421","2,579","3,855","8,976","3,885","2,649","3,964",769
2020년12월_여_60~69세,"206,309","40,054","18,523","21,531","20,888","11,203","13,247","19,236","9,573","9,372","9,330","6,911","17,856","2,525","5,870","2,775","1,735","3,873","4,813","2,982","4,433","6,628","4,737","3,295","4,142",831
2020년12월_여_70~79세,"133,935","19,705","9,010","10,695","13,651","7,589","9,196","9,002","6,530","6,941","7,187","5,264","10,796","2,164","5,061","2,275","1,521","3,529","3,579","2,288","3,123","4,331","3,796","2,613","3,228",566
2020년12월_여_80~89세,"90,756","10,319","4,559","5,760","8,918","5,451","6,303","5,516","4,464","4,697","5,734","3,733","6,086","1,726","4,140","1,596","1,156","2,592","2,924","1,795","2,357","2,963","3,257","2,079","2,644",306
2020년12월_여_90~99세,"14,955","1,750",744,"1,006","1,413",926,"1,146",947,798,602,"1,032",652,850,265,621,251,191,428,478,239,379,477,536,382,536,56
2020년12월_여_100세 이상,781,82,40,42,70,42,48,45,49,29,49,43,54,14,39,15,21,23,20,6,22,33,31,25,14,7
