카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020년02월_남_연령구간인구수,"350,840","31,509","47,317","50,684","6,979","12,897","26,799","15,029","9,965","4,778","2,216","24,742","17,041","9,831","2,619","36,854","16,647","34,933"
2020년02월_남_0~9세,"34,543","2,418","4,712","4,723",765,655,"2,258",959,666,212,102,"2,938","1,649",410,82,"5,235","2,358","4,401"
2020년02월_남_10~19세,"39,990","3,947","5,988","6,009",648,"1,071","3,495","1,432","1,096",342,140,"3,514","2,584",709,109,"3,864","1,809","3,233"
2020년02월_남_20~29세,"43,128","4,129","5,529","6,168",776,"1,892","3,379","2,219","1,232",470,235,"2,782","2,047","1,458",303,"4,241","1,863","4,405"
2020년02월_남_30~39세,"44,893","3,114","5,454","6,375","1,088","1,324","2,811","1,826","1,002",397,222,"3,036","1,849","1,239",306,"6,287","2,735","5,828"
2020년02월_남_40~49세,"65,417","5,648","9,038","9,884","1,202","1,910","5,358","2,258","1,710",623,301,"5,314","3,598","1,269",342,"7,285","3,344","6,333"
2020년02월_남_50~59세,"58,343","5,680","8,011","8,601","1,115","2,845","4,814","2,848","1,880","1,037",441,"3,614","2,784","2,049",540,"4,732","2,319","5,033"
2020년02월_남_60~69세,"37,737","3,506","5,014","5,108",861,"1,963","2,604","2,167","1,294",948,434,"1,921","1,455","1,635",603,"3,138","1,421","3,665"
2020년02월_남_70~79세,"19,734","2,246","2,611","2,858",375,872,"1,512",973,756,540,245,"1,198",776,756,245,"1,584",603,"1,584"
2020년02월_남_80~89세,"6,428",736,875,879,138,334,521,326,293,178,88,389,272,275,84,457,173,410
2020년02월_남_90~99세,568,76,81,69,10,30,46,20,31,25,6,32,27,26,5,30,16,38
2020년02월_남_100세 이상,59,9,4,10,1,1,1,1,5,6,2,4,0,5,0,1,6,3
2020년02월_여_총인구수,"353,332","32,399","46,282","50,393","6,687","11,876","26,715","15,133","9,953","4,305","2,030","25,967","17,521","9,526","2,028","38,319","17,495","36,703"
2020년02월_여_연령구간인구수,"353,332","32,399","46,282","50,393","6,687","11,876","26,715","15,133","9,953","4,305","2,030","25,967","17,521","9,526","2,028","38,319","17,495","36,703"
2020년02월_여_0~9세,"32,707","2,192","4,321","4,400",740,524,"2,156",967,667,162,92,"2,778","1,596",415,90,"5,080","2,284","4,243"
2020년02월_여_10~19세,"37,673","3,731","5,559","5,483",574,"1,004","3,361","1,342",949,269,125,"3,269","2,466",612,100,"3,774","1,750","3,305"
2020년02월_여_20~29세,"39,795","3,791","4,961","5,639",678,"1,532","3,012","1,981","1,228",361,200,"2,567","1,975","1,170",212,"4,305","1,774","4,409"
2020년02월_여_30~39세,"46,582","3,279","5,565","6,312","1,033","1,140","2,884","1,686",951,360,198,"3,550","2,066",975,197,"7,034","3,153","6,199"
2020년02월_여_40~49세,"64,240","6,091","8,699","9,543","1,119","1,645","5,244","2,210","1,684",479,243,"5,625","3,728","1,144",196,"6,879","3,334","6,377"
2020년02월_여_50~59세,"56,030","5,522","7,198","7,970","1,044","2,498","4,279","3,060","1,705",834,360,"3,484","2,554","2,044",422,"5,114","2,448","5,494"
2020년02월_여_60~69세,"39,848","3,879","5,173","5,614",853,"1,762","2,817","2,075","1,339",897,415,"2,365","1,591","1,646",416,"3,483","1,623","3,900"
2020년02월_여_70~79세,"23,491","2,579","3,132","3,638",398,"1,077","1,924","1,164",946,547,235,"1,579",973,858,237,"1,700",732,"1,772"
2020년02월_여_80~89세,"10,947","1,120","1,462","1,528",206,589,882,566,403,301,130,621,491,566,133,793,330,826
2020년02월_여_90~99세,"1,869",194,200,244,42,92,150,77,66,92,32,125,77,87,16,147,57,171
2020년02월_여_100세 이상,150,21,12,22,0,13,6,5,15,3,0,4,4,9,9,10,10,7
