,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년11월_계_80~89세,"26,658","7,962",809,914,764,990,725,740,555,997,683,785,"7,994",284,743,618,"1,026",995,690,973,733,487,687,421,337,"5,370",235,339,519,726,642,513,693,376,847,480,"5,332",342,375,594,493,580,573,314,456,387,254,481,483
2021년11월_계_90~99세,"4,029","1,298",121,144,125,145,111,106,85,182,137,142,"1,167",46,101,76,165,137,95,152,96,68,98,87,46,706,22,56,61,99,83,64,80,58,111,72,858,64,61,85,70,97,86,40,86,66,38,87,78
2021년11월_계_100세 이상,178,53,2,6,4,4,2,3,6,2,4,20,49,0,6,3,9,6,3,4,4,2,7,3,2,44,3,8,3,5,5,2,5,1,7,5,32,3,3,3,2,2,3,3,1,3,3,2,4
2021년11월_남_총인구수,"596,491","138,058","11,799","22,529","14,263","17,525","20,741","10,201","9,618","14,250","8,937","8,195","183,962","5,068","12,215","9,447","20,462","19,372","12,264","22,432","23,019","12,654","23,887","14,761","8,381","91,937","3,098","5,537","10,078","10,923","12,655","5,460","10,003","8,511","20,029","5,643","182,534","8,885","7,356","18,672","10,518","19,677","17,141","13,867","16,630","15,717","13,956","25,960","14,155"
2021년11월_남_연령구간인구수,"596,491","138,058","11,799","22,529","14,263","17,525","20,741","10,201","9,618","14,250","8,937","8,195","183,962","5,068","12,215","9,447","20,462","19,372","12,264","22,432","23,019","12,654","23,887","14,761","8,381","91,937","3,098","5,537","10,078","10,923","12,655","5,460","10,003","8,511","20,029","5,643","182,534","8,885","7,356","18,672","10,518","19,677","17,141","13,867","16,630","15,717","13,956","25,960","14,155"
2021년11월_남_0~9세,"47,140","9,000",617,"1,435","1,184","1,463","1,693",410,531,701,659,307,"15,436",416,545,394,"1,543","1,129",659,"2,345","3,463",622,"2,727",786,807,"5,084",118,211,851,675,943,205,418,533,994,136,"17,620",527,459,"1,373",656,"2,117","1,654","1,240","1,240","1,695","2,196","2,776","1,687"
2021년11월_남_10~19세,"59,714","14,510",938,"2,140","1,790","1,861","3,413",598,888,"1,386",983,513,"16,879",310,813,748,"1,784","1,595",991,"2,591","2,384",876,"2,777","1,089",921,"7,037",163,227,652,"1,021","1,384",353,677,943,"1,386",231,"21,288",896,764,"2,170","1,072","1,937","2,396","1,081","2,198","2,010","1,715","3,439","1,610"
2021년11월_남_20~29세,"97,086","23,914","1,829","6,314","2,112","2,518","3,194","1,350","1,462","2,233","1,425","1,477","27,679",777,"1,901","1,399","3,303","3,086","1,987","3,104","2,454","2,510","3,340","2,788","1,030","15,583",449,967,"1,399","1,598","2,023",719,"1,710","1,974","4,007",737,"29,910","1,650","1,212","3,562","1,923","3,336","2,450","2,969","3,495","2,423","1,573","3,769","1,548"
2021년11월_남_30~39세,"92,988","17,427","1,589","3,051","1,662","2,517","2,135","1,350","1,350","1,780",931,"1,062","29,802",855,"2,081","1,342","3,006","3,013","1,745","3,224","4,158","2,518","3,684","3,064","1,112","14,732",524,915,"1,900","1,308","1,712",613,"1,605","1,164","4,208",783,"31,027","1,224","1,033","3,061","1,692","3,567","2,612","3,776","2,283","2,384","2,467","4,478","2,450"
2021년11월_남_40~49세,"100,404","21,915","1,813","3,097","2,430","3,010","3,900","1,544","1,529","2,175","1,266","1,151","31,263",774,"1,959","1,555","3,037","3,145","1,839","4,015","4,595","1,814","4,266","2,699","1,565","14,266",493,837,"1,591","1,755","1,948",831,"1,506","1,265","3,228",812,"32,960","1,348","1,134","3,319","1,628","3,809","3,167","2,142","2,765","2,824","2,904","5,083","2,837"
2021년11월_남_50~59세,"98,519","24,636","2,223","3,334","2,593","3,029","3,915","1,998","1,745","2,658","1,711","1,430","30,360",867,"2,123","1,660","3,657","3,399","2,331","3,646","2,919","2,105","3,682","2,498","1,473","15,799",585,"1,003","1,599","1,934","2,406","1,060","1,783","1,289","2,983","1,157","27,724","1,628","1,296","2,937","1,776","2,522","2,852","1,635","2,773","2,564","1,854","3,890","1,997"
2021년11월_남_60~69세,"64,746","16,462","1,751","2,059","1,562","1,850","1,657","1,790","1,333","2,007","1,208","1,245","21,429",650,"1,706","1,430","2,729","2,563","1,790","2,288","2,049","1,521","2,410","1,324",969,"11,952",456,861,"1,235","1,576","1,453",986,"1,394",870,"2,074","1,047","14,903","1,048",949,"1,487","1,161","1,574","1,355",681,"1,351","1,322",897,"1,767","1,311"
2021년11월_남_70~79세,"25,519","6,962",727,750,628,863,559,832,560,904,448,691,"8,089",305,763,674,"1,022","1,069",676,858,737,506,753,352,374,"5,353",206,366,625,754,541,503,667,325,837,529,"5,115",437,378,560,437,604,420,227,345,358,259,556,534
2021년11월_남_80~89세,"9,433","2,908",284,310,276,381,254,311,200,350,260,282,"2,755",106,289,223,352,348,224,322,235,166,230,147,113,"1,950",94,124,212,272,226,179,232,134,290,187,"1,820",116,121,191,158,193,213,107,166,129,83,179,164
2021년11월_남_90~99세,911,315,28,39,26,32,21,18,17,56,43,35,263,8,33,21,29,23,22,39,24,16,17,14,17,171,9,22,14,28,18,11,11,14,21,23,162,10,10,12,15,18,21,8,14,8,8,22,16
2021년11월_남_100세 이상,31,9,0,0,0,1,0,0,3,0,3,2,7,0,2,1,0,2,0,0,1,0,1,0,0,10,1,4,0,2,1,0,0,0,1,1,5,1,0,0,0,0,1,1,0,0,0,1,1
2021년11월_여_총인구수,"588,192","136,049","11,527","19,938","14,713","18,206","20,791","9,772","9,779","13,968","9,639","7,716","180,202","5,019","11,438","9,290","19,953","18,652","11,989","23,082","23,240","12,079","24,708","12,575","8,177","90,453","2,780","4,784","9,889","11,588","13,081","5,225","10,078","8,410","19,730","4,888","181,488","8,781","7,459","17,376","10,978","19,132","17,726","12,368","15,932","15,473","13,964","27,105","15,194"
2021년11월_여_연령구간인구수,"588,192","136,049","11,527","19,938","14,713","18,206","20,791","9,772","9,779","13,968","9,639","7,716","180,202","5,019","11,438","9,290","19,953","18,652","11,989","23,082","23,240","12,079","24,708","12,575","8,177","90,453","2,780","4,784","9,889","11,588","13,081","5,225","10,078","8,410","19,730","4,888","181,488","8,781","7,459","17,376","10,978","19,132","17,726","12,368","15,932","15,473","13,964","27,105","15,194"
2021년11월_여_0~9세,"44,436","8,580",575,"1,404","1,108","1,461","1,512",393,518,653,638,318,"14,540",402,518,453,"1,425","1,103",632,"2,239","3,163",574,"2,514",754,763,"4,953",113,199,819,707,883,176,374,552,"1,001",129,"16,363",536,371,"1,276",544,"1,991","1,596","1,180","1,184","1,612","1,995","2,481","1,597"
2021년11월_여_10~19세,"55,946","13,413",871,"1,904","1,566","1,827","3,208",565,781,"1,247",978,466,"15,669",269,759,666,"1,641","1,447",949,"2,374","2,370",760,"2,562","1,042",830,"6,694",147,220,682,"1,019","1,339",300,619,767,"1,398",203,"20,170",850,678,"2,090","1,059","1,770","2,253","1,011","1,988","1,970","1,575","3,389","1,537"
2021년11월_여_20~29세,"87,720","19,742","1,508","3,890","1,840","2,456","2,976","1,255","1,425","1,964","1,332","1,096","25,312",716,"1,646","1,233","2,774","2,777","1,818","2,972","2,430","2,525","3,038","2,414",969,"14,804",406,770,"1,415","1,548","1,918",596,"1,519","1,610","4,275",747,"27,862","1,334","1,208","2,866","1,706","3,170","2,342","2,368","3,079","2,021","1,610","4,604","1,554"
2021년11월_여_30~39세,"84,365","15,604","1,335","2,628","1,657","2,389","2,154","1,019","1,226","1,451","1,010",735,"26,690",759,"1,499","1,100","2,722","2,375","1,436","3,220","4,392","2,035","3,925","2,202","1,025","12,286",425,692,"1,549","1,242","1,700",465,"1,268","1,043","3,326",576,"29,785","1,083",870,"2,419","1,467","3,436","2,683","2,894","2,000","2,459","2,739","4,989","2,746"
2021년11월_여_40~49세,"98,996","22,346","1,729","3,094","2,718","3,116","4,519","1,286","1,453","2,052","1,470",909,"29,197",688,"1,670","1,412","2,869","2,762","1,681","4,079","4,096","1,744","4,595","2,103","1,498","13,250",331,600,"1,402","1,846","2,155",684,"1,318","1,355","3,041",518,"34,203","1,444","1,178","3,302","1,920","3,481","3,552","2,060","3,112","2,921","2,870","5,447","2,916"
2021년11월_여_50~59세,"98,828","24,628","2,154","3,337","2,712","3,039","3,647","1,867","1,860","2,713","2,034","1,265","31,163",929,"2,054","1,646","3,825","3,347","2,370","3,944","3,191","2,025","4,173","2,187","1,472","15,327",462,844,"1,601","2,058","2,582",905,"1,822","1,391","2,843",819,"27,710","1,636","1,417","2,788","1,981","2,359","2,935","1,592","2,667","2,589","1,842","3,626","2,278"
2021년11월_여_60~69세,"66,095","16,857","1,791","2,016","1,695","2,026","1,451","1,904","1,407","2,017","1,100","1,450","21,904",691,"1,885","1,544","2,714","2,732","1,805","2,357","2,136","1,448","2,543","1,086",963,"12,517",478,795,"1,332","1,688","1,374","1,059","1,677",956,"2,199",959,"14,817","1,136",977,"1,512","1,319","1,720","1,315",674,"1,083","1,134",840,"1,563","1,544"
2021년11월_여_70~79세,"31,316","8,798",944,950,826,"1,167",761,963,683,"1,096",559,849,"9,542",349,881,784,"1,164","1,344",756,"1,129",889,593,814,437,402,"6,633",262,411,732,952,645,651,946,449,994,591,"6,343",480,452,644,590,737,623,348,456,448,289,638,638
2021년11월_여_80~89세,"17,225","5,054",525,604,488,609,471,429,355,647,423,503,"5,239",178,454,395,674,647,466,651,498,321,457,274,224,"3,420",141,215,307,454,416,334,461,242,557,293,"3,512",226,254,403,335,387,360,207,290,258,171,302,319
2021년11월_여_90~99세,"3,118",983,93,105,99,113,90,88,68,126,94,107,904,38,68,55,136,114,73,113,72,52,81,73,29,535,13,34,47,71,65,53,69,44,90,49,696,54,51,73,55,79,65,32,72,58,30,65,62
2021년11월_여_100세 이상,147,44,2,6,4,3,2,3,3,2,1,18,42,0,4,2,9,4,3,4,3,2,6,3,2,34,2,4,3,3,4,2,5,1,6,4,27,2,3,3,2,2,2,2,1,3,3,1,3
