카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년01월_남_총인구수,"234,832","11,224","7,684","8,879","8,086","8,272","5,959","13,257","9,410","5,964","11,544","11,090","12,585","5,975","7,144","10,711","20,376","7,535","24,806","1,964","8,427","17,694","6,499","9,747"
2021년01월_남_연령구간인구수,"234,832","11,224","7,684","8,879","8,086","8,272","5,959","13,257","9,410","5,964","11,544","11,090","12,585","5,975","7,144","10,711","20,376","7,535","24,806","1,964","8,427","17,694","6,499","9,747"
2021년01월_남_0~9세,"19,501","1,115",383,470,579,531,341,903,611,429,985,620,747,205,373,934,"2,748",675,"3,220",60,817,"1,652",490,613
2021년01월_남_10~19세,"25,523","1,534",528,737,777,651,334,"1,286",667,568,"1,282",891,973,309,677,"1,478","2,411",842,"3,171",87,"1,781","2,280",692,"1,567"
2021년01월_남_20~29세,"37,702","1,455","1,326","1,391","1,119","1,167","1,127","2,490","2,081",860,"1,653","2,241","2,906","1,493","1,017","1,542","2,514","1,313","3,443",169,896,"2,739","1,295","1,465"
2021년01월_남_30~39세,"33,621","1,315",896,998,901,"1,101","1,111","2,360","1,907",770,"1,391","1,976","2,261","1,108",792,"1,267","3,186","1,034","4,037",158,606,"2,571","1,050",825
2021년01월_남_40~49세,"37,836","2,074","1,009","1,292","1,137","1,197",898,"2,135","1,470",917,"1,921","1,564","1,942",870,918,"1,580","3,900","1,069","4,492",249,"1,776","2,889","1,031","1,506"
2021년01월_남_50~59세,"37,576","1,756","1,303","1,487","1,452","1,503",840,"2,124","1,170",948,"1,851","1,631","1,981",986,"1,335","1,828","2,745","1,318","3,703",390,"1,317","3,058","1,055","1,795"
2021년01월_남_60~69세,"26,571","1,166","1,265","1,414","1,323","1,239",737,"1,279",928,837,"1,417","1,394","1,188",643,"1,263","1,480","1,870",805,"1,729",423,666,"1,745",607,"1,153"
2021년01월_남_70~79세,"12,021",611,721,780,580,636,410,481,421,461,780,594,436,272,541,436,744,330,768,278,390,549,201,601
2021년01월_남_80~89세,"4,072",181,233,287,197,229,144,186,143,162,238,166,143,81,198,151,230,135,223,130,152,192,68,203
2021년01월_남_90~99세,390,16,19,23,20,17,16,13,12,12,23,11,8,7,29,15,27,14,16,20,24,19,10,19
2021년01월_남_100세 이상,19,1,1,0,1,1,1,0,0,0,3,2,0,1,1,0,1,0,4,0,2,0,0,0
2021년01월_여_총인구수,"242,494","11,580","7,515","8,694","8,400","7,970","6,577","14,205","9,937","6,336","12,431","10,643","12,561","5,192","7,894","11,096","21,068","8,243","25,922","1,863","8,725","18,754","6,495","10,393"
2021년01월_여_연령구간인구수,"242,494","11,580","7,515","8,694","8,400","7,970","6,577","14,205","9,937","6,336","12,431","10,643","12,561","5,192","7,894","11,096","21,068","8,243","25,922","1,863","8,725","18,754","6,495","10,393"
2021년01월_여_0~9세,"18,273","1,046",328,387,526,457,297,788,597,429,939,523,712,183,394,898,"2,648",633,"3,080",41,784,"1,541",471,571
2021년01월_여_10~19세,"23,947","1,490",495,680,689,586,312,"1,161",632,562,"1,383",800,"1,076",266,646,"1,261","2,295",782,"3,007",79,"1,626","2,079",654,"1,386"
2021년01월_여_20~29세,"36,277","1,406","1,127","1,110",948,"1,002","1,377","2,922","2,451",813,"1,503","1,993","2,743","1,297",875,"1,271","2,502","1,454","3,401",132,802,"2,801","1,095","1,252"
2021년01월_여_30~39세,"32,112","1,360",699,817,857,905,"1,019","2,258","1,672",736,"1,366","1,478","1,958",728,745,"1,403","3,480","1,011","4,156",113,812,"2,770",913,856
2021년01월_여_40~49세,"40,407","2,265",822,"1,131","1,184","1,088",838,"2,379","1,370",975,"2,135","1,575","1,855",670,"1,046","1,880","3,845","1,304","5,015",165,"2,215","3,546","1,150","1,954"
2021년01월_여_50~59세,"39,987","1,769","1,363","1,542","1,691","1,451",973,"2,281","1,384","1,025","2,072","1,802","2,119",939,"1,528","2,164","2,951","1,503","3,762",325,"1,131","3,254","1,175","1,783"
2021년01월_여_60~69세,"28,705","1,292","1,427","1,631","1,371","1,341",934,"1,376","1,032",974,"1,700","1,556","1,310",646,"1,275","1,390","2,017",780,"1,953",338,672,"1,716",625,"1,349"
2021년01월_여_70~79세,"14,136",612,820,893,705,758,529,624,533,531,875,573,463,293,760,491,828,471,938,330,428,635,260,786
2021년01월_여_80~89세,"7,270",286,375,428,365,316,259,355,218,240,393,284,288,143,518,285,407,262,513,263,213,352,123,384
2021년01월_여_90~99세,"1,306",52,54,71,63,61,35,58,43,47,62,53,36,26,106,52,90,41,91,72,41,56,29,67
2021년01월_여_100세 이상,74,2,5,4,1,5,4,3,5,4,3,6,1,1,1,1,5,2,6,5,1,4,0,5
