카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년06월_남_60~69세,"13,145",656,346,208,683,372,724,155,673,344,136,332,163,443,834,736,501,"1,656",848,"1,845",811,679
2020년06월_남_70~79세,"4,994",278,232,108,372,212,392,64,301,199,90,231,95,157,280,181,150,404,226,560,251,211
2020년06월_남_80~89세,"1,462",97,86,43,137,79,105,17,106,79,30,99,35,42,68,41,26,88,34,120,66,64
2020년06월_남_90~99세,123,7,3,4,11,6,11,3,11,6,3,6,3,4,6,5,1,3,5,13,6,6
2020년06월_남_100세 이상,6,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년06월_여_총인구수,"117,196","3,827","1,522",798,"3,720","1,455","5,863",538,"3,785","1,764",548,"1,594",697,"2,877","4,427","12,748","3,314","12,737","8,873","17,518","17,051","11,540"
2020년06월_여_연령구간인구수,"117,196","3,827","1,522",798,"3,720","1,455","5,863",538,"3,785","1,764",548,"1,594",697,"2,877","4,427","12,748","3,314","12,737","8,873","17,518","17,051","11,540"
2020년06월_여_0~9세,"13,488",278,33,16,197,33,764,15,256,104,12,37,29,217,272,"2,289",289,"1,310",799,"1,786","3,018","1,734"
2020년06월_여_10~19세,"13,232",303,62,29,294,68,541,23,324,117,13,47,37,322,450,"1,595",284,"1,420","1,102","2,086","2,368","1,747"
2020년06월_여_20~29세,"10,812",294,108,39,271,82,409,31,337,146,30,106,34,282,458,"1,070",323,"1,342","1,131","1,889","1,457",973
2020년06월_여_30~39세,"18,031",411,86,36,305,64,958,26,403,151,29,82,46,284,428,"2,948",483,"1,795","1,260","2,576","3,607","2,053"
2020년06월_여_40~49세,"21,565",562,152,66,463,135,936,48,577,180,40,142,69,493,736,"2,527",576,"2,356","1,802","3,438","3,548","2,719"
2020년06월_여_50~59세,"18,180",760,296,140,639,294,874,112,725,314,90,280,116,543,919,"1,311",665,"2,412","1,638","2,944","1,794","1,314"
2020년06월_여_60~69세,"12,117",615,348,180,666,325,683,126,574,352,121,334,146,395,696,630,459,"1,416",794,"1,863",788,606
2020년06월_여_70~79세,"5,651",334,245,171,440,246,406,101,311,204,115,292,123,204,304,218,145,430,210,606,313,233
2020년06월_여_80~89세,"3,435",233,167,106,353,173,250,47,236,157,79,234,81,116,139,133,75,212,112,280,123,129
2020년06월_여_90~99세,647,34,25,15,85,33,38,9,41,38,19,39,15,13,23,27,15,42,24,48,34,30
2020년06월_여_100세 이상,38,3,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,2,1,2
