카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년05월_남_20~29세,"162,195","32,622","15,601","17,021","15,443","8,334","9,103","31,564","5,769","6,183","4,880","3,412","19,774",965,"1,894","1,080",667,"1,483","1,746","1,507","2,131","6,962","2,312","1,231","2,641",492
2020년05월_남_30~39세,"159,494","32,176","15,029","17,147","13,849","8,240","8,112","35,682","4,740","5,238","4,193","3,177","18,125",790,"1,870","1,044",570,"1,320","1,580","1,344","1,856","8,707","2,820","1,111","2,402",548
2020년05월_남_40~49세,"202,378","39,108","18,564","20,544","19,503","10,286","11,714","37,086","7,314","7,051","6,281","4,751","21,311","1,324","2,815","1,418","1,068","2,253","2,540","2,250","2,918","11,185","3,904","1,956","3,514",828
2020년05월_남_50~59세,"239,096","45,808","21,852","23,956","24,214","12,520","13,624","35,504","9,310","9,768","9,034","6,219","22,514","2,470","4,837","2,520","1,636","3,320","3,930","3,364","4,764","10,578","4,250","3,162","4,669","1,081"
2020년05월_남_60~69세,"195,058","37,162","17,574","19,588","19,472","10,392","11,979","19,021","8,553","8,985","8,673","6,237","16,365","2,694","5,711","2,681","1,649","3,441","4,704","3,191","4,651","6,801","4,469","3,426","3,869",932
2020년05월_남_70~79세,"106,122","16,815","7,984","8,831","10,675","5,783","7,448","6,894","5,333","5,472","5,448","4,004","8,310","1,860","3,934","1,760","1,180","2,392","2,968","1,811","2,649","3,250","3,074","2,124","2,473",465
2020년05월_남_80~89세,"43,462","4,830","2,088","2,742","4,015","2,636","3,257","2,436","2,347","2,260","2,623","1,675","3,105",887,"1,992",857,552,"1,168","1,312",866,"1,113","1,409","1,658","1,117","1,150",197
2020년05월_남_90~99세,"3,701",377,140,237,327,229,322,213,209,191,234,156,220,66,175,65,56,94,121,71,107,138,116,107,87,20
2020년05월_남_100세 이상,205,27,15,12,22,10,16,7,13,13,10,15,11,1,8,5,6,7,1,4,6,7,4,5,2,5
2020년05월_여_총인구수,"1,314,945","249,685","112,581","137,104","126,795","70,013","80,215","203,565","52,570","50,013","50,149","36,355","130,683","11,494","26,603","12,633","8,491","19,306","21,738","15,549","21,050","55,301","28,287","15,824","24,416","4,210"
2020년05월_여_연령구간인구수,"1,314,945","249,685","112,581","137,104","126,795","70,013","80,215","203,565","52,570","50,013","50,149","36,355","130,683","11,494","26,603","12,633","8,491","19,306","21,738","15,549","21,050","55,301","28,287","15,824","24,416","4,210"
2020년05월_여_0~9세,"94,790","19,774","8,759","11,015","8,163","5,179","5,179","20,637","3,089","2,876","2,585","1,950","10,387",333,943,480,368,888,769,728,972,"4,832","2,300",703,"1,457",198
2020년05월_여_10~19세,"108,766","22,460","10,176","12,284","10,156","5,560","6,604","21,847","4,355","3,115","3,660","2,675","11,049",453,"1,137",591,471,"1,028","1,151",985,"1,038","5,496","2,050",886,"1,752",247
2020년05월_여_20~29세,"125,313","24,514","11,058","13,456","11,829","6,490","7,517","25,787","4,095","4,205","3,565","2,654","16,224",624,"1,377",709,491,"1,063","1,196","1,122","1,511","5,451","1,815",885,"1,853",336
2020년05월_여_30~39세,"139,907","28,976","12,906","16,070","12,221","7,333","7,609","31,433","4,114","4,324","3,546","2,753","15,756",621,"1,495",725,495,"1,245","1,368","1,084","1,533","7,144","2,820",934,"2,004",374
2020년05월_여_40~49세,"184,982","38,735","17,414","21,321","17,816","9,179","10,772","36,394","6,815","5,815","5,518","4,100","20,347",908,"1,961","1,047",724,"1,761","2,018","1,743","1,943","9,468","3,190","1,363","2,862",503
2020년05월_여_50~59세,"223,924","45,523","20,288","25,235","22,713","11,509","13,094","33,940","8,993","8,605","8,189","5,883","22,250","1,919","4,102","2,288","1,376","2,998","3,597","2,681","3,930","8,865","3,869","2,762","4,024",814
2020년05월_여_60~69세,"199,170","38,484","17,918","20,566","20,195","10,847","12,764","18,223","9,287","9,011","9,131","6,737","17,187","2,480","5,759","2,683","1,682","3,778","4,690","2,909","4,334","6,329","4,623","3,177","4,036",824
2020년05월_여_70~79세,"133,768","19,299","8,844","10,455","13,539","7,633","9,267","8,891","6,631","6,866","7,280","5,283","10,716","2,187","5,127","2,283","1,540","3,610","3,574","2,303","3,104","4,317","3,838","2,657","3,269",554
2020년05월_여_80~89세,"89,249","10,138","4,452","5,686","8,755","5,353","6,264","5,449","4,381","4,603","5,629","3,656","5,914","1,704","4,064","1,573","1,149","2,522","2,896","1,759","2,319","2,891","3,228","2,071","2,632",299
2020년05월_여_90~99세,"14,325","1,707",730,977,"1,339",888,"1,096",923,767,564,997,622,797,252,603,238,175,395,460,232,346,474,522,362,511,55
2020년05월_여_100세 이상,751,75,36,39,69,42,49,41,43,29,49,42,56,13,35,16,20,18,19,3,20,34,32,24,16,6
