카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년03월_계_80~89세,"14,555","7,724",882,331,377,344,291,249,403,253,302,182,365,478,408,554,636,954,715,"6,831","1,225",566,614,538,480,383,318,570,471,386,386,536,358
2020년03월_계_90~99세,"2,104","1,128",119,51,62,47,39,24,70,42,35,26,56,51,68,72,98,166,102,976,158,85,74,80,55,67,59,62,77,65,69,70,55
2020년03월_계_100세 이상,165,83,0,0,2,1,3,2,8,4,11,2,9,6,9,5,3,10,8,82,29,2,4,13,8,6,2,5,2,2,3,5,1
2020년03월_남_총인구수,"333,551","131,579","12,414","2,238","2,186","2,250","1,729","1,255","3,228","1,164","2,950","1,958","4,676","4,954","8,967","12,446","23,071","28,032","18,061","201,972","13,002","11,707","10,644","4,697","8,591","13,726","7,076","19,017","9,351","20,514","34,477","20,683","28,487"
2020년03월_남_연령구간인구수,"333,551","131,579","12,414","2,238","2,186","2,250","1,729","1,255","3,228","1,164","2,950","1,958","4,676","4,954","8,967","12,446","23,071","28,032","18,061","201,972","13,002","11,707","10,644","4,697","8,591","13,726","7,076","19,017","9,351","20,514","34,477","20,683","28,487"
2020년03월_남_0~9세,"32,589","11,040",947,79,61,72,44,26,130,17,93,53,245,161,554,"1,225","2,630","3,230","1,473","21,549",737,"1,030",760,170,428,548,508,"1,843",767,"3,009","5,382","1,816","4,551"
2020년03월_남_10~19세,"36,125","14,046","1,516",127,119,126,94,53,188,56,167,95,435,408,777,"1,711","3,140","3,622","1,412","22,079","1,277","1,270","1,019",329,559,762,653,"2,762","1,322","2,934","4,746","2,002","2,444"
2020년03월_남_20~29세,"49,889","18,870","1,539",244,217,239,150,120,502,87,299,245,643,670,"1,442","1,691","3,354","3,813","3,615","31,019","1,632","1,428","1,462",573,"1,336","3,209","1,292","3,129","1,450","2,675","4,318","4,418","4,097"
2020년03월_남_30~39세,"56,514","18,050","1,363",201,172,204,134,115,360,61,303,247,504,579,"1,320","1,317","3,767","4,400","3,003","38,464","1,312","1,716","1,661",481,"1,321","3,428","1,060","2,705","1,227","3,552","7,382","4,268","8,351"
2020년03월_남_40~49세,"57,458","22,405","2,420",289,255,288,214,161,433,129,415,287,684,746,"1,505","2,338","4,566","5,081","2,594","35,053","2,221","2,295","2,003",691,"1,382","2,126",990,"3,256","1,553","3,898","6,664","3,354","4,620"
2020년03월_남_50~59세,"52,452","22,568","2,315",445,477,500,368,271,603,281,635,414,955,"1,013","1,652","2,144","3,440","4,147","2,908","29,884","2,342","2,000","1,884","1,014","1,723","1,942","1,211","3,205","1,682","2,780","4,242","2,931","2,928"
2020년03월_남_60~69세,"29,935","14,752","1,333",479,490,445,391,264,590,258,577,374,675,733,"1,120","1,245","1,468","2,393","1,917","15,183","1,869","1,207","1,116",779,"1,116","1,160",914,"1,448",894,"1,149","1,226","1,211","1,094"
2020년03월_남_70~79세,"13,100","6,908",661,256,259,246,231,148,263,172,331,167,393,448,447,571,501,971,843,"6,192","1,109",532,493,428,531,424,322,474,319,400,379,479,302
2020년03월_남_80~89세,"4,971","2,666",293,107,120,122,94,92,143,93,115,64,126,184,135,185,182,335,276,"2,305",455,208,227,200,177,116,111,178,124,101,125,189,94
2020년03월_남_90~99세,474,253,27,11,16,8,8,5,15,9,11,12,14,10,13,15,22,38,19,221,39,21,19,30,15,11,15,14,12,15,12,12,6
2020년03월_남_100세 이상,44,21,0,0,0,0,1,0,1,1,4,0,2,2,2,4,1,2,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년03월_여_총인구수,"320,708","127,895","11,777","1,930","2,143","2,105","1,566","1,065","2,909","1,018","2,610","1,757","4,286","4,668","8,570","12,445","22,247","28,044","18,755","192,813","12,084","10,728","8,897","4,108","7,777","12,127","7,279","19,670","9,966","20,484","34,184","19,412","26,097"
2020년03월_여_연령구간인구수,"320,708","127,895","11,777","1,930","2,143","2,105","1,566","1,065","2,909","1,018","2,610","1,757","4,286","4,668","8,570","12,445","22,247","28,044","18,755","192,813","12,084","10,728","8,897","4,108","7,777","12,127","7,279","19,670","9,966","20,484","34,184","19,412","26,097"
2020년03월_여_0~9세,"31,278","10,479",921,71,62,75,44,31,148,16,81,45,201,156,519,"1,190","2,440","3,079","1,400","20,799",675,"1,022",704,164,386,513,430,"1,849",779,"2,959","5,170","1,705","4,443"
2020년03월_여_10~19세,"33,472","12,920","1,348",121,82,122,92,38,168,31,146,89,292,343,681,"1,596","2,841","3,455","1,475","20,552","1,142","1,222",911,276,583,733,652,"2,451","1,150","2,729","4,477","1,863","2,363"
2020년03월_여_20~29세,"45,439","16,682","1,231",149,176,154,111,86,267,54,256,247,495,530,"1,315","1,355","2,873","3,485","3,898","28,757","1,263","1,179",957,394,"1,110","3,238","1,250","2,916","1,294","2,515","4,327","4,303","4,011"
2020년03월_여_30~39세,"49,910","16,329","1,203",131,144,134,76,64,225,47,204,154,414,375,"1,070","1,495","3,446","4,371","2,776","33,581","1,041","1,483","1,118",290,956,"2,249",895,"2,747","1,259","3,785","7,451","3,369","6,938"
2020년03월_여_40~49세,"54,177","21,144","2,211",179,207,245,129,76,324,57,304,205,599,664,"1,381","2,348","4,485","5,157","2,573","33,033","1,801","1,966","1,516",478,"1,157","1,691","1,026","3,688","1,744","3,821","7,002","3,227","3,916"
2020년03월_여_50~59세,"49,575","21,531","2,000",363,430,411,293,187,595,202,459,321,874,955,"1,601","2,093","3,328","4,183","3,236","28,044","1,997","1,701","1,576",830,"1,503","1,682","1,426","3,498","1,851","2,770","3,834","2,750","2,626"
2020년03월_여_60~69세,"29,439","14,610","1,344",401,441,440,342,224,503,219,565,330,711,782,"1,095","1,243","1,576","2,388","2,006","14,829","1,921","1,101","1,025",759,"1,080","1,154",943,"1,451",923,"1,105","1,135","1,192","1,040"
2020년03월_여_70~79세,"16,083","8,205",838,251,296,262,249,181,357,196,377,232,412,524,573,698,726,"1,171",862,"7,878","1,335",630,644,518,654,538,404,628,553,464,468,596,446
2020년03월_여_80~89세,"9,584","5,058",589,224,257,222,197,157,260,160,187,118,239,294,273,369,454,619,439,"4,526",770,358,387,338,303,267,207,392,347,285,261,347,264
2020년03월_여_90~99세,"1,630",875,92,40,46,39,31,19,55,33,24,14,42,41,55,57,76,128,83,755,119,64,55,50,40,56,44,48,65,50,57,58,49
2020년03월_여_100세 이상,121,62,0,0,2,1,2,2,7,3,7,2,7,4,7,1,2,8,7,59,20,2,4,11,5,6,2,2,1,1,2,2,1
