,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년10월_계_80~89세,"26,529","7,922",801,909,757,984,722,737,557,990,678,787,"7,935",285,732,615,"1,022",982,690,961,727,480,683,421,337,"5,350",235,340,512,726,642,516,685,380,834,480,"5,322",350,377,597,490,582,574,310,452,378,252,479,481
2021년10월_계_90~99세,"4,008","1,283",121,143,124,143,109,104,87,177,135,140,"1,178",46,103,75,164,140,96,153,97,69,100,88,47,693,22,56,56,95,83,63,77,56,108,77,854,69,62,83,68,98,84,42,87,64,35,86,76
2021년10월_계_100세 이상,198,64,8,6,5,5,2,6,6,2,4,20,56,1,6,4,11,7,3,4,4,2,9,3,2,44,3,7,3,5,5,3,5,1,7,5,34,3,3,3,3,2,4,3,1,3,3,2,4
2021년10월_남_총인구수,"596,863","137,955","11,848","22,627","14,285","17,133","20,789","10,204","9,627","14,258","8,964","8,220","184,052","5,087","12,179","9,474","20,456","19,386","12,286","22,456","23,004","12,664","23,928","14,748","8,384","92,088","3,103","5,558","10,067","10,957","12,686","5,491","10,004","8,532","20,022","5,668","182,768","8,902","7,357","18,703","10,522","19,713","17,184","13,904","16,681","15,722","13,955","25,965","14,160"
2021년10월_남_연령구간인구수,"596,863","137,955","11,848","22,627","14,285","17,133","20,789","10,204","9,627","14,258","8,964","8,220","184,052","5,087","12,179","9,474","20,456","19,386","12,286","22,456","23,004","12,664","23,928","14,748","8,384","92,088","3,103","5,558","10,067","10,957","12,686","5,491","10,004","8,532","20,022","5,668","182,768","8,902","7,357","18,703","10,522","19,713","17,184","13,904","16,681","15,722","13,955","25,965","14,160"
2021년10월_남_0~9세,"47,446","9,043",638,"1,454","1,184","1,402","1,727",409,533,711,668,317,"15,542",420,545,396,"1,552","1,128",663,"2,357","3,480",627,"2,759",797,818,"5,128",115,215,853,686,947,208,427,537,"1,004",136,"17,733",526,462,"1,381",660,"2,141","1,667","1,243","1,242","1,707","2,210","2,793","1,701"
2021년10월_남_10~19세,"59,837","14,525",940,"2,171","1,792","1,806","3,439",591,891,"1,386",987,522,"16,931",313,808,761,"1,791","1,610",999,"2,590","2,383",875,"2,791","1,087",923,"7,075",167,233,650,"1,032","1,392",349,679,941,"1,395",237,"21,306",904,766,"2,185","1,078","1,944","2,404","1,097","2,198","2,013","1,698","3,431","1,588"
2021년10월_남_20~29세,"97,349","23,939","1,843","6,344","2,117","2,486","3,189","1,352","1,470","2,237","1,429","1,472","27,744",770,"1,900","1,393","3,290","3,101","2,005","3,117","2,452","2,524","3,350","2,813","1,029","15,626",448,968,"1,402","1,600","2,024",732,"1,702","1,983","4,023",744,"30,040","1,647","1,217","3,565","1,934","3,351","2,456","2,987","3,524","2,426","1,579","3,798","1,556"
2021년10월_남_30~39세,"92,987","17,374","1,597","3,061","1,668","2,446","2,126","1,361","1,344","1,773",936,"1,062","29,818",874,"2,078","1,350","3,018","3,010","1,743","3,234","4,172","2,507","3,688","3,032","1,112","14,673",516,918,"1,901","1,299","1,702",621,"1,592","1,172","4,173",779,"31,122","1,232","1,025","3,068","1,677","3,573","2,611","3,783","2,305","2,399","2,498","4,483","2,468"
2021년10월_남_40~49세,"100,521","21,915","1,828","3,110","2,437","2,909","3,924","1,545","1,537","2,186","1,284","1,155","31,322",777,"1,956","1,562","3,042","3,152","1,847","4,017","4,592","1,839","4,277","2,695","1,566","14,315",498,841,"1,578","1,773","1,963",831,"1,510","1,266","3,232",823,"32,969","1,346","1,139","3,324","1,630","3,824","3,194","2,145","2,760","2,816","2,885","5,071","2,835"
2021년10월_남_50~59세,"98,371","24,553","2,207","3,330","2,607","2,982","3,905","1,988","1,743","2,659","1,706","1,426","30,317",870,"2,117","1,663","3,643","3,379","2,336","3,654","2,914","2,100","3,678","2,502","1,461","15,827",594,"1,006","1,601","1,943","2,415","1,066","1,784","1,284","2,971","1,163","27,674","1,634","1,299","2,931","1,777","2,507","2,843","1,625","2,782","2,560","1,845","3,884","1,987"
2021년10월_남_60~69세,"64,546","16,428","1,758","2,065","1,547","1,832","1,647","1,794","1,331","2,005","1,198","1,251","21,311",648,"1,693","1,430","2,720","2,565","1,777","2,277","2,024","1,501","2,389","1,313",974,"11,961",452,862,"1,234","1,568","1,455",988,"1,400",875,"2,083","1,044","14,846","1,041",939,"1,491","1,159","1,568","1,347",682,"1,349","1,312",892,"1,754","1,312"
2021년10월_남_70~79세,"25,485","6,957",727,748,631,857,557,838,555,900,450,694,"8,060",300,760,677,"1,019","1,072",671,853,729,514,745,350,370,"5,362",211,366,627,754,540,507,669,324,833,531,"5,106",440,376,556,436,596,425,227,346,357,260,555,532
2021년10월_남_80~89세,"9,375","2,894",280,304,275,380,254,306,202,346,263,284,"2,733",107,287,222,353,340,223,318,233,162,228,145,115,"1,940",92,123,207,273,227,177,230,137,288,186,"1,808",121,124,191,155,192,214,106,161,124,82,174,164
2021년10월_남_90~99세,905,313,28,40,26,32,21,18,18,55,40,35,264,8,33,19,27,27,22,39,24,15,20,14,16,171,9,23,14,27,20,11,11,13,19,24,157,10,10,11,15,17,21,8,14,8,6,21,16
2021년10월_남_100세 이상,41,14,2,0,1,1,0,2,3,0,3,2,10,0,2,1,1,2,0,0,1,0,3,0,0,10,1,3,0,2,1,1,0,0,1,1,7,1,0,0,1,0,2,1,0,0,0,1,1
2021년10월_여_총인구수,"588,413","135,899","11,555","20,020","14,759","17,780","20,851","9,762","9,796","13,979","9,654","7,743","180,364","5,041","11,432","9,314","19,953","18,657","12,001","23,069","23,260","12,109","24,764","12,567","8,197","90,512","2,788","4,814","9,878","11,620","13,087","5,262","10,065","8,413","19,699","4,886","181,638","8,835","7,459","17,404","10,999","19,191","17,768","12,395","15,965","15,458","13,957","27,048","15,159"
2021년10월_여_연령구간인구수,"588,413","135,899","11,555","20,020","14,759","17,780","20,851","9,762","9,796","13,979","9,654","7,743","180,364","5,041","11,432","9,314","19,953","18,657","12,001","23,069","23,260","12,109","24,764","12,567","8,197","90,512","2,788","4,814","9,878","11,620","13,087","5,262","10,065","8,413","19,699","4,886","181,638","8,835","7,459","17,404","10,999","19,191","17,768","12,395","15,965","15,458","13,957","27,048","15,159"
2021년10월_여_0~9세,"44,681","8,597",590,"1,416","1,119","1,400","1,548",388,520,659,636,321,"14,660",406,523,445,"1,428","1,118",635,"2,255","3,190",582,"2,552",756,770,"4,983",112,198,817,717,878,177,384,554,"1,013",133,"16,441",541,367,"1,276",549,"2,020","1,624","1,181","1,187","1,617","1,990","2,486","1,603"
2021년10월_여_10~19세,"55,975","13,401",868,"1,934","1,562","1,783","3,210",561,780,"1,248",989,466,"15,707",272,759,674,"1,643","1,453",947,"2,363","2,373",775,"2,568","1,043",837,"6,711",148,219,684,"1,025","1,356",298,619,767,"1,399",196,"20,156",860,677,"2,090","1,064","1,773","2,256","1,016","1,998","1,962","1,565","3,375","1,520"
2021년10월_여_20~29세,"87,925","19,769","1,513","3,899","1,852","2,407","2,980","1,263","1,436","1,981","1,333","1,105","25,341",712,"1,661","1,226","2,804","2,765","1,836","2,966","2,424","2,510","3,060","2,414",963,"14,822",409,785,"1,407","1,559","1,918",596,"1,513","1,622","4,264",749,"27,993","1,342","1,212","2,885","1,727","3,161","2,342","2,381","3,095","2,031","1,621","4,615","1,581"
2021년10월_여_30~39세,"84,462","15,585","1,352","2,633","1,662","2,310","2,172","1,019","1,227","1,451","1,013",746,"26,786",772,"1,488","1,111","2,701","2,381","1,442","3,235","4,431","2,046","3,952","2,195","1,032","12,270",425,691,"1,563","1,253","1,686",479,"1,261","1,038","3,298",576,"29,821","1,093",871,"2,416","1,465","3,462","2,692","2,893","2,001","2,459","2,760","4,969","2,740"
2021년10월_여_40~49세,"99,084","22,345","1,732","3,116","2,733","3,026","4,540","1,285","1,465","2,061","1,483",904,"29,253",685,"1,677","1,420","2,891","2,768","1,683","4,074","4,088","1,753","4,600","2,109","1,505","13,297",335,607,"1,394","1,850","2,183",682,"1,320","1,356","3,047",523,"34,189","1,447","1,168","3,316","1,922","3,491","3,564","2,061","3,118","2,925","2,851","5,446","2,880"
2021년10월_여_50~59세,"98,662","24,565","2,153","3,350","2,719","2,975","3,634","1,875","1,856","2,702","2,028","1,273","31,128",933,"2,059","1,652","3,811","3,342","2,375","3,938","3,186","2,018","4,171","2,179","1,464","15,303",465,855,"1,591","2,058","2,557",915,"1,819","1,388","2,833",822,"27,666","1,642","1,430","2,785","1,974","2,348","2,933","1,595","2,664","2,574","1,840","3,604","2,277"
2021년10월_여_60~69세,"65,876","16,780","1,786","2,007","1,692","1,990","1,445","1,890","1,405","2,017","1,095","1,453","21,791",694,"1,868","1,541","2,689","2,724","1,790","2,351","2,112","1,452","2,517","1,085",968,"12,512",474,792,"1,341","1,682","1,376","1,072","1,679",949,"2,198",949,"14,793","1,142",970,"1,507","1,323","1,726","1,306",680,"1,079","1,127",842,"1,549","1,542"
2021년10월_여_70~79세,"31,334","8,809",941,951,836,"1,170",764,960,680,"1,092",566,849,"9,536",350,878,793,"1,170","1,346",749,"1,126",886,599,803,433,403,"6,648",262,413,731,952,651,650,944,452,"1,006",587,"6,341",478,456,648,585,737,626,348,458,450,286,633,636
2021년10월_여_80~89세,"17,154","5,028",521,605,482,604,468,431,355,644,415,503,"5,202",178,445,393,669,642,467,643,494,318,455,276,222,"3,410",143,217,305,453,415,339,455,243,546,294,"3,514",229,253,406,335,390,360,204,291,254,170,305,317
2021년10월_여_90~99세,"3,103",970,93,103,98,111,88,86,69,122,95,105,914,38,70,56,137,113,74,114,73,54,80,74,31,522,13,33,42,68,63,52,66,43,89,53,697,59,52,72,53,81,63,34,73,56,29,65,60
2021년10월_여_100세 이상,157,50,6,6,4,4,2,4,3,2,1,18,46,1,4,3,10,5,3,4,3,2,6,3,2,34,2,4,3,3,4,2,5,1,6,4,27,2,3,3,2,2,2,2,1,3,3,1,3
