,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년08월_여_연령구간인구수,"1,311,013","249,157","112,048","137,109","126,547","70,013","80,214","202,755","52,273","49,952","49,874","36,368","130,228","11,464","26,556","12,564","8,436","19,257","21,617","15,367","20,903","54,986","28,169","15,743","24,377","4,193"
2020년08월_여_0~9세,"93,598","19,505","8,600","10,905","8,053","5,135","5,153","20,352","3,037","2,879","2,542","1,955","10,228",331,940,480,352,879,755,714,963,"4,727","2,270",697,"1,448",203
2020년08월_여_10~19세,"107,979","22,333","10,106","12,227","10,065","5,591","6,571","21,699","4,292","3,090","3,669","2,621","10,957",449,"1,118",582,461,"1,024","1,124",976,"1,007","5,460","2,035",873,"1,746",236
2020년08월_여_20~29세,"123,652","24,231","10,872","13,359","11,719","6,421","7,514","25,380","4,017","4,153","3,474","2,672","16,094",615,"1,348",684,483,"1,056","1,163","1,059","1,455","5,310","1,774",848,"1,846",336
2020년08월_여_30~39세,"137,979","28,650","12,702","15,948","12,036","7,268","7,552","31,055","4,032","4,261","3,488","2,732","15,508",598,"1,471",710,485,"1,222","1,355","1,055","1,490","6,987","2,754",917,"1,982",371
2020년08월_여_40~49세,"184,215","38,593","17,323","21,270","17,667","9,202","10,774","36,256","6,790","5,789","5,465","4,086","20,281",906,"1,965","1,020",710,"1,744","1,965","1,719","1,918","9,453","3,199","1,365","2,847",501
2020년08월_여_50~59세,"222,738","45,200","20,106","25,094","22,712","11,457","13,067","33,987","8,906","8,527","8,066","5,840","22,173","1,897","4,072","2,251","1,368","2,953","3,530","2,601","3,876","8,906","3,849","2,701","3,997",802
2020년08월_여_60~69세,"201,738","39,131","18,151","20,980","20,445","10,980","12,902","18,644","9,396","9,120","9,185","6,823","17,385","2,505","5,796","2,715","1,690","3,813","4,737","2,940","4,342","6,405","4,649","3,226","4,086",823
2020년08월_여_70~79세,"134,257","19,524","8,942","10,582","13,622","7,646","9,253","8,949","6,608","6,900","7,267","5,290","10,755","2,199","5,131","2,296","1,540","3,590","3,607","2,298","3,141","4,333","3,851","2,634","3,261",562
2020년08월_여_80~89세,"89,557","10,202","4,495","5,707","8,791","5,361","6,266","5,473","4,382","4,618","5,666","3,671","5,981","1,695","4,066","1,572","1,147","2,550","2,893","1,760","2,323","2,901","3,229","2,087","2,626",297
2020년08월_여_90~99세,"14,539","1,711",713,998,"1,366",908,"1,116",915,767,586,"1,004",638,810,255,611,238,180,406,470,240,367,471,530,371,523,56
2020년08월_여_100세 이상,761,77,38,39,71,44,46,45,46,29,48,40,56,14,38,16,20,20,18,5,21,33,29,24,15,6
