카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020년02월_계_80~89세,"11,500",218,759,142,425,601,564,343,325,353,753,200,657,289,580,637,678,568,705,539,770,558,365,471
2020년02월_계_90~99세,"1,265",38,98,30,50,56,39,44,31,35,103,14,87,25,55,74,76,72,85,47,77,34,40,55
2020년02월_계_100세 이상,83,5,11,2,2,4,5,0,5,0,14,1,7,1,1,4,4,0,0,3,4,1,7,2
2020년02월_남_총인구수,"217,534","2,058","11,444","2,291","9,562","10,117","4,920","5,704","4,609","4,570","9,378","3,962","13,798","3,554","14,780","18,894","11,309","12,356","18,457","8,793","13,644","14,455","6,714","12,165"
2020년02월_남_연령구간인구수,"217,534","2,058","11,444","2,291","9,562","10,117","4,920","5,704","4,609","4,570","9,378","3,962","13,798","3,554","14,780","18,894","11,309","12,356","18,457","8,793","13,644","14,455","6,714","12,165"
2020년02월_남_0~9세,"17,968",85,"1,264",93,"1,209",982,141,322,161,177,701,102,"1,119",199,"1,368","2,423",773,920,"1,488",549,969,"1,314",365,"1,244"
2020년02월_남_10~19세,"23,395",127,"1,048",146,"1,170","1,209",289,537,269,287,622,213,"1,587",254,"1,844","1,650","1,009","1,399","2,840",897,"1,455","2,472",349,"1,722"
2020년02월_남_20~29세,"32,661",267,"1,344",295,"1,111","1,329",660,"1,001","1,232",740,"1,551","1,203","2,226",474,"1,601","2,204","1,963","1,971","2,901","1,415","2,378","2,186",845,"1,764"
2020년02월_남_30~39세,"28,305",221,"1,897",254,"1,437","1,221",485,650,657,632,"1,318",611,"1,766",496,"1,763","3,507","1,516","1,492","1,850",958,"1,679","1,424",976,"1,495"
2020년02월_남_40~49세,"36,170",308,"2,038",297,"1,789","1,711",683,754,647,607,"1,429",478,"2,146",512,"3,045","3,281","1,667","2,007","3,378","1,306","1,912","2,818",991,"2,366"
2020년02월_남_50~59세,"38,395",416,"1,647",501,"1,374","1,744","1,019","1,145",657,837,"1,508",575,"2,415",631,"2,503","2,849","2,052","2,261","3,597","1,792","2,635","2,720","1,352","2,165"
2020년02월_남_60~69세,"24,634",341,"1,236",455,845,"1,095",939,776,546,723,"1,239",489,"1,643",594,"1,614","1,997","1,447","1,405","1,535","1,202","1,687",903,"1,099",824
2020년02월_남_70~79세,"11,757",219,669,197,448,612,500,389,311,417,727,206,656,283,822,782,622,696,623,496,654,420,582,426
2020년02월_남_80~89세,"3,975",66,274,45,163,203,195,118,121,144,257,81,230,104,209,189,245,194,227,170,259,192,141,148
2020년02월_남_90~99세,257,6,26,7,16,11,7,12,8,6,21,3,9,7,11,11,15,11,18,8,15,5,13,11
2020년02월_남_100세 이상,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020년02월_여_총인구수,"218,996","2,107","12,202","2,018","10,189","10,768","4,968","5,790","4,327","4,175","9,304","3,373","14,108","3,522","14,197","18,984","11,152","12,863","18,832","8,747","13,749","15,139","6,175","12,307"
2020년02월_여_연령구간인구수,"218,996","2,107","12,202","2,018","10,189","10,768","4,968","5,790","4,327","4,175","9,304","3,373","14,108","3,522","14,197","18,984","11,152","12,863","18,832","8,747","13,749","15,139","6,175","12,307"
2020년02월_여_0~9세,"17,089",68,"1,271",87,"1,209",921,136,318,156,155,667,103,"1,055",186,"1,286","2,305",737,826,"1,470",525,872,"1,210",353,"1,173"
2020년02월_여_10~19세,"21,557",123,"1,050",101,"1,097","1,197",246,482,243,234,597,191,"1,480",230,"1,703","1,546",840,"1,273","2,577",872,"1,227","2,293",351,"1,604"
2020년02월_여_20~29세,"27,390",222,"1,358",210,"1,067","1,148",468,742,"1,016",524,"1,071",794,"1,809",341,"1,434","1,935","1,730","1,748","2,477","1,092","2,009","1,944",667,"1,584"
2020년02월_여_30~39세,"26,215",176,"1,953",193,"1,610","1,320",326,560,443,407,"1,059",365,"1,667",385,"1,723","3,352","1,217","1,407","1,874",784,"1,513","1,591",749,"1,541"
2020년02월_여_40~49세,"37,573",219,"1,997",220,"1,921","1,922",552,853,478,485,"1,311",391,"2,426",457,"2,890","3,128","1,683","2,136","3,970","1,422","2,175","3,612",772,"2,553"
2020년02월_여_50~59세,"38,831",385,"1,726",455,"1,397","1,766",981,"1,231",680,813,"1,542",634,"2,659",686,"2,127","3,150","2,209","2,495","3,528","1,802","2,906","2,496","1,227","1,936"
2020년02월_여_60~69세,"25,975",435,"1,351",406,"1,006","1,224","1,079",855,636,824,"1,444",486,"1,678",647,"1,677","2,003","1,402","1,644","1,476","1,219","1,567",885,"1,127",904
2020년02월_여_70~79세,"15,767",292,929,225,584,823,776,492,443,495,"1,026",279,823,386,941,"1,051",836,899,915,620,904,713,672,643
2020년02월_여_80~89세,"7,525",152,485,97,262,398,369,225,204,209,496,119,427,185,371,448,433,374,478,369,511,366,224,323
2020년02월_여_90~99세,"1,008",32,72,23,34,45,32,32,23,29,82,11,78,18,44,63,61,61,67,39,62,29,27,44
2020년02월_여_100세 이상,66,3,10,1,2,4,3,0,5,0,9,0,6,1,1,3,4,0,0,3,3,0,6,2
