카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021년03월_계_80~89세,"16,047","1,290","1,580","1,120",735,922,"1,140","1,019",890,712,"1,162","1,483",863,686,517,397,"1,531"
2021년03월_계_90~99세,"2,007",172,185,125,102,109,143,112,115,89,139,165,91,84,72,51,253
2021년03월_계_100세 이상,281,6,12,12,5,13,3,23,2,22,2,9,2,4,3,0,163
2021년03월_남_총인구수,"227,910","17,686","18,535","13,640","11,121","13,549","15,962","12,663","14,579","13,380","12,148","21,754","13,203","10,296","7,368","5,536","26,490"
2021년03월_남_연령구간인구수,"227,910","17,686","18,535","13,640","11,121","13,549","15,962","12,663","14,579","13,380","12,148","21,754","13,203","10,296","7,368","5,536","26,490"
2021년03월_남_0~9세,"14,790","1,208","1,209",534,519,780,865,604,"1,131","1,669",527,"1,302",770,554,371,375,"2,372"
2021년03월_남_10~19세,"19,473","1,145","1,383",911,799,"1,204","1,390",765,"1,350","1,184",819,"1,749","1,104",905,594,404,"3,767"
2021년03월_남_20~29세,"31,955","2,383","2,594","2,132","1,871","2,112","2,168","2,168","1,900","1,391","1,832","3,101","1,972","1,520","1,025",754,"3,032"
2021년03월_남_30~39세,"33,386","2,983","2,658","2,003","1,588","1,880","2,075","2,057","2,508","2,338","1,779","3,168","2,044","1,455","1,016",891,"2,943"
2021년03월_남_40~49세,"37,349","2,905","2,838","2,008","1,653","2,260","2,526","1,975","2,545","2,663","1,786","3,753","2,054","1,608","1,100",765,"4,910"
2021년03월_남_50~59세,"36,956","2,826","3,118","2,257","1,804","2,217","2,822","2,021","2,218","1,788","2,087","3,576","2,086","1,674","1,238",993,"4,231"
2021년03월_남_60~69세,"29,916","2,291","2,555","2,076","1,624","1,683","2,273","1,590","1,588","1,327","1,756","2,803","1,823","1,548","1,161",831,"2,987"
2021년03월_남_70~79세,"17,099","1,378","1,496","1,228",924,982,"1,327","1,013",976,726,"1,076","1,692",976,738,628,376,"1,563"
2021년03월_남_80~89세,"6,397",527,617,453,312,395,481,430,328,262,448,570,349,267,219,137,602
2021년03월_남_90~99세,547,38,65,34,26,31,35,33,34,25,38,40,24,26,15,10,73
2021년03월_남_100세 이상,42,2,2,4,1,5,0,7,1,7,0,0,1,1,1,0,10
2021년03월_여_총인구수,"247,591","19,457","20,633","14,521","11,670","15,063","16,361","14,523","16,194","14,192","12,749","24,373","14,106","10,295","7,776","5,694","29,984"
2021년03월_여_연령구간인구수,"247,591","19,457","20,633","14,521","11,670","15,063","16,361","14,523","16,194","14,192","12,749","24,373","14,106","10,295","7,776","5,694","29,984"
2021년03월_여_0~9세,"14,033","1,213","1,102",552,445,729,874,555,"1,097","1,541",453,"1,283",810,516,361,331,"2,171"
2021년03월_여_10~19세,"18,634","1,148","1,272",876,746,"1,203","1,445",885,"1,223","1,093",773,"1,753",975,721,570,358,"3,593"
2021년03월_여_20~29세,"34,635","2,663","2,791","2,137","1,810","2,266","2,258","2,763","2,286","1,383","1,798","3,424","1,898","1,426","1,034",727,"3,971"
2021년03월_여_30~39세,"34,268","3,035","2,743","1,817","1,403","1,961","1,993","2,122","2,634","2,613","1,577","3,375","2,021","1,306",997,864,"3,807"
2021년03월_여_40~49세,"38,145","2,835","3,031","1,852","1,584","2,411","2,509","2,058","2,661","2,560","1,709","3,763","2,090","1,536","1,119",756,"5,671"
2021년03월_여_50~59세,"39,827","3,069","3,544","2,615","2,136","2,544","2,790","2,123","2,339","1,871","2,098","4,075","2,361","1,794","1,293",972,"4,203"
2021년03월_여_60~69세,"35,010","2,852","3,058","2,379","1,896","2,023","2,334","1,979","2,025","1,615","2,025","3,521","2,101","1,623","1,289",888,"3,402"
2021년03월_여_70~79세,"21,690","1,741","1,999","1,527","1,147","1,313","1,388","1,354","1,285",987,"1,499","2,132","1,268",893,756,497,"1,904"
2021년03월_여_80~89세,"9,650",763,963,667,423,527,659,589,562,450,714,913,514,419,298,260,929
2021년03월_여_90~99세,"1,460",134,120,91,76,78,108,79,81,64,101,125,67,58,57,41,180
2021년03월_여_100세 이상,239,4,10,8,4,8,3,16,1,15,2,9,1,3,2,0,153
