,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동
2020년11월_여_총인구수,"283,799","12,415","7,609","4,427","14,259","7,167","8,919","15,842","14,648","11,780","8,285","15,588","11,285","22,409","8,616","39,111","20,227","10,211","5,980","18,772","10,029","9,615","6,605"
2020년11월_여_연령구간인구수,"283,799","12,415","7,609","4,427","14,259","7,167","8,919","15,842","14,648","11,780","8,285","15,588","11,285","22,409","8,616","39,111","20,227","10,211","5,980","18,772","10,029","9,615","6,605"
2020년11월_여_0~9세,"19,772",868,293,186,"1,072",335,646,988,875,649,421,685,"1,110","2,550",282,"4,354","1,501",546,189,"1,121",407,380,314
2020년11월_여_10~19세,"26,777","1,076",361,274,"1,125",455,808,"1,680","1,404","1,245",672,"1,238","1,159","4,103",561,"4,009","2,197",682,274,"1,762",626,616,450
2020년11월_여_20~29세,"37,219","1,445","1,268",643,"2,168","1,149","1,200","2,378","2,173","1,883","1,165","3,089","1,254","1,923",803,"4,354","2,440","1,672",539,"2,339","1,406","1,177",751
2020년11월_여_30~39세,"32,114","1,398",911,471,"1,845",761,"1,084","1,617","1,549","1,184",940,"1,511","1,559","2,583",602,"5,868","2,080","1,256",474,"1,855","1,039",873,654
2020년11월_여_40~49세,"46,355","1,745",833,543,"2,124","1,017","1,452","2,871","2,464","2,027","1,214","2,241","2,033","5,839","1,115","6,993","3,589","1,353",599,"2,853","1,323","1,190",937
2020년11월_여_50~59세,"53,681","2,125","1,296",795,"2,744","1,507","1,769","3,330","3,356","2,663","1,894","3,187","1,989","2,719","1,550","6,290","3,909","2,078","1,246","4,014","2,009","1,853","1,358"
2020년11월_여_60~69세,"37,778","2,020","1,337",737,"1,928","1,137","1,133","1,748","1,616","1,177","1,245","1,851","1,352","1,553","1,690","4,193","2,580","1,522","1,404","2,823","1,758","1,837","1,137"
2020년11월_여_70~79세,"19,007","1,125",861,500,847,532,554,790,776,589,489,"1,079",541,717,"1,274","1,953","1,172",681,735,"1,213",924,"1,047",608
2020년11월_여_80~89세,"9,680",530,390,246,349,244,241,391,386,321,215,622,250,362,662,956,651,359,455,697,464,544,345
2020년11월_여_90~99세,"1,344",74,54,27,57,29,30,47,47,41,30,83,36,53,73,130,103,58,64,95,70,92,51
2020년11월_여_100세 이상,72,9,5,5,0,1,2,2,2,1,0,2,2,7,4,11,5,4,1,0,3,6,0
