,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년04월_계_80~89세,"19,959","10,794",470,318,759,345,406,464,551,404,"1,021",745,"1,327",409,432,743,503,355,547,573,422,"9,165","1,026",605,580,785,576,311,518,364,351,490,677,821,731,550,626,154,0
2021년04월_계_90~99세,"2,838","1,626",68,56,108,48,63,55,69,68,122,116,185,64,59,141,69,54,97,126,58,"1,212",118,74,57,103,80,40,49,45,53,69,92,137,102,76,84,33,0
2021년04월_계_100세 이상,91,56,9,0,5,0,2,4,3,3,2,3,6,3,1,1,2,1,3,2,6,35,3,3,3,3,3,0,2,1,1,2,3,3,3,0,4,1,0
2021년04월_남_총인구수,"323,164","164,576","3,767","2,051","6,033","2,383","3,174","4,236","7,009","9,788","20,052","6,205","22,310","5,654","6,474","10,716","5,266","4,853","6,949","19,321","18,335","158,588","6,976","8,927","5,628","15,733","10,338","4,088","4,870","4,173","5,095","7,549","9,746","30,870","12,964","6,461","15,448","9,722",0
2021년04월_남_연령구간인구수,"323,164","164,576","3,767","2,051","6,033","2,383","3,174","4,236","7,009","9,788","20,052","6,205","22,310","5,654","6,474","10,716","5,266","4,853","6,949","19,321","18,335","158,588","6,976","8,927","5,628","15,733","10,338","4,088","4,870","4,173","5,095","7,549","9,746","30,870","12,964","6,461","15,448","9,722",0
2021년04월_남_0~9세,"27,193","12,442",178,53,327,94,153,172,489,720,"1,694",306,"1,998",361,346,744,318,255,514,"2,234","1,486","14,751",330,727,278,"1,270","1,032",95,216,157,321,412,722,"4,151","1,019",446,"1,980","1,595",0
2021년04월_남_10~19세,"36,694","18,514",229,99,433,189,230,325,698,"1,366","2,520",447,"2,764",560,611,"1,304",514,456,757,"2,648","2,364","18,180",597,"1,194",373,"2,074",834,167,336,251,408,614,"1,246","4,535","1,624",521,"1,580","1,826",0
2021년04월_남_20~29세,"48,683","25,429",478,200,756,260,361,545,"1,136","1,640","3,257",731,"3,068",885,"1,046","1,694",733,762,"1,090","3,145","3,642","23,254",893,"1,253",786,"2,430","1,795","1,296",832,529,703,"1,094","1,502","4,227","2,050",865,"2,021",978,0
2021년04월_남_30~39세,"41,224","20,088",414,206,660,234,312,411,851,"1,201","2,608",725,"2,547",633,697,"1,064",551,524,817,"2,529","3,104","21,136",706,913,729,"2,006","1,804",545,550,467,757,"1,071",948,"4,454","1,481",933,"2,633","1,139",0
2021년04월_남_40~49세,"52,127","25,247",490,306,893,350,423,633,877,"1,654","3,192",912,"3,525",754,795,"1,557",762,691,963,"3,282","3,188","26,880",940,"1,492",776,"2,937","1,645",507,656,694,780,"1,289","1,440","5,832","1,949","1,013","2,657","2,273",0
2021년04월_남_50~59세,"52,189","27,552",640,343,968,431,550,766,"1,138","1,627","3,461","1,121","3,703","1,034","1,158","2,037",843,842,"1,060","2,895","2,935","24,637","1,125","1,365",935,"2,564","1,369",576,780,808,846,"1,408","1,705","4,332","2,222","1,140","2,237","1,225",0
2021년04월_남_60~69세,"37,411","20,343",665,406,979,414,601,730,"1,018",981,"1,938","1,081","2,872",852,"1,103","1,410",811,724,985,"1,730","1,043","17,068","1,130","1,017",858,"1,395","1,019",476,714,715,739,"1,008","1,351","2,209","1,565",921,"1,475",476,0
2021년04월_남_70~79세,"19,743","10,753",465,297,694,289,382,488,555,434,958,645,"1,359",427,562,624,526,455,532,657,404,"8,990",790,707,624,767,595,280,558,416,384,450,581,832,773,440,629,164,0
2021년04월_남_80~89세,"7,238","3,834",187,127,295,110,148,156,225,150,392,217,431,134,145,250,192,128,208,176,163,"3,404",426,245,256,270,226,135,211,128,141,185,231,269,256,167,216,42,0
2021년04월_남_90~99세,647,364,20,14,27,12,13,9,21,15,32,19,43,13,11,32,16,16,23,24,4,283,39,13,13,20,19,11,17,8,15,17,20,28,25,15,19,4,0
2021년04월_남_100세 이상,15,10,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2021년04월_여_총인구수,"333,591","173,434","3,763","2,060","6,289","2,449","3,184","4,424","7,586","9,831","21,281","6,708","23,912","5,998","6,975","11,396","5,687","5,347","7,830","20,332","18,382","160,157","7,240","9,557","5,699","16,363","10,130","3,582","5,018","3,472","5,057","6,971","10,574","31,420","13,488","6,099","15,228","10,259",0
2021년04월_여_연령구간인구수,"333,591","173,434","3,763","2,060","6,289","2,449","3,184","4,424","7,586","9,831","21,281","6,708","23,912","5,998","6,975","11,396","5,687","5,347","7,830","20,332","18,382","160,157","7,240","9,557","5,699","16,363","10,130","3,582","5,018","3,472","5,057","6,971","10,574","31,420","13,488","6,099","15,228","10,259",0
2021년04월_여_0~9세,"25,928","11,751",143,39,291,76,147,140,436,674,"1,612",265,"1,934",325,325,767,285,260,444,"2,134","1,454","14,177",274,735,265,"1,289",999,110,195,135,341,422,737,"3,945","1,012",407,"1,792","1,519",0
2021년04월_여_10~19세,"34,232","17,016",229,73,369,160,201,318,593,"1,260","2,427",384,"2,565",524,600,"1,128",422,438,753,"2,362","2,210","17,216",489,"1,153",352,"1,986",761,166,303,236,418,609,"1,237","4,258","1,487",476,"1,490","1,795",0
2021년04월_여_20~29세,"44,150","23,758",409,186,667,245,305,458,"1,155","1,575","3,132",644,"2,828",781,940,"1,402",645,710,979,"3,031","3,666","20,392",811,"1,084",761,"2,292","1,583","1,002",722,342,677,946,"1,215","3,696","1,875",682,"1,794",910,0
2021년04월_여_30~39세,"40,243","19,501",347,146,631,189,254,336,834,"1,117","2,627",583,"2,660",574,618,"1,071",531,516,810,"2,757","2,900","20,742",580,961,588,"1,960","1,677",385,443,278,611,859,"1,023","4,919","1,462",812,"2,587","1,597",0
2021년04월_여_40~49세,"54,332","27,505",415,196,774,293,365,528,"1,018","1,815","3,787",802,"3,959",865,916,"1,845",754,706,"1,136","3,702","3,629","26,827",847,"1,633",668,"3,138","1,420",328,576,407,726,"1,138","1,676","6,263","2,147",833,"2,556","2,471",0
2021년04월_여_50~59세,"54,035","29,496",612,317,992,358,498,745,"1,373","1,629","3,634","1,179","4,055","1,167","1,422","2,279",960,959,"1,447","3,220","2,650","24,539","1,155","1,466",917,"2,586","1,374",506,802,615,857,"1,197","1,876","4,297","2,442","1,032","2,303","1,114",0
2021년04월_여_60~69세,"41,069","22,792",755,470,"1,151",444,661,927,"1,164",995,"2,117","1,235","3,222",930,"1,221","1,479","1,014",939,"1,183","1,853","1,032","18,277","1,247","1,246","1,025","1,510","1,171",513,928,676,770,910,"1,514","2,326","1,614",864,"1,450",513,0
2021년04월_여_70~79세,"24,614","13,347",514,400,865,413,444,615,637,456,"1,224",989,"1,645",504,597,822,710,553,662,773,524,"11,267","1,155",856,752,"1,001",731,367,708,509,409,532,775,"1,053",894,549,778,198,0
2021년04월_여_80~89세,"12,721","6,960",283,191,464,235,258,308,326,254,629,528,896,275,287,493,311,227,339,397,259,"5,761",600,360,324,515,350,176,307,236,210,305,446,552,475,383,410,112,0
2021년04월_여_90~99세,"2,191","1,262",48,42,81,36,50,46,48,53,90,97,142,51,48,109,53,38,74,102,54,929,79,61,44,83,61,29,32,37,38,52,72,109,77,61,65,29,0
2021년04월_여_100세 이상,76,46,8,0,4,0,1,3,2,3,2,2,6,2,1,1,2,1,3,1,4,30,3,2,3,3,3,0,2,1,0,1,3,2,3,0,3,1,0
