,전라남도 순천시,전라남도 순천시 승주읍,전라남도 순천시 해룡면,전라남도 순천시 해룡면상삼출장소,전라남도 순천시 해룡면신대출장소,전라남도 순천시 서면,전라남도 순천시 황전면,전라남도 순천시 월등면,전라남도 순천시 주암면,전라남도 순천시 송광면,전라남도 순천시 외서면,전라남도 순천시 낙안면,전라남도 순천시 별량면,전라남도 순천시 상사면,전라남도 순천시 향동,전라남도 순천시 매곡동,전라남도 순천시 삼산동,전라남도 순천시 조곡동,전라남도 순천시 덕연동,전라남도 순천시 풍덕동,전라남도 순천시 남제동,전라남도 순천시 저전동,전라남도 순천시 장천동,전라남도 순천시 중앙동,전라남도 순천시 도사동,전라남도 순천시 왕조1동,전라남도 순천시 왕조2동
2020년08월_남_10~19세,"16,017",65,122,"1,413","2,539",535,52,26,87,20,21,80,148,101,148,275,"1,380",293,"2,889",333,372,96,60,109,901,"2,576","1,376"
2020년08월_남_20~29세,"20,277",115,252,"1,715","1,589",712,95,58,113,47,33,134,255,160,209,520,"2,111",440,"3,696",517,643,192,142,228,"1,182","3,339","1,780"
2020년08월_남_30~39세,"17,137",63,176,"1,108","3,247",614,89,60,113,48,21,84,163,90,183,333,"1,477",357,"2,646",424,420,130,128,157,"1,351","2,487","1,168"
2020년08월_남_40~49세,"21,615",146,315,"1,530","3,277",913,154,92,165,86,33,155,347,160,232,364,"1,802",453,"3,376",543,623,172,182,232,"1,463","3,250","1,550"
2020년08월_남_50~59세,"24,844",330,547,"1,748","1,725","1,174",300,181,325,185,95,301,554,312,301,448,"2,086",610,"4,142",631,885,231,263,300,"1,519","3,735","1,916"
2020년08월_남_60~69세,"16,713",286,452,585,608,962,325,227,338,177,102,381,596,300,368,385,"1,596",498,"2,614",645,733,251,249,271,"1,021","1,941",802
2020년08월_남_70~79세,"8,408",191,319,188,148,540,286,133,288,132,78,282,414,191,260,298,697,278,925,425,497,186,142,193,510,621,186
2020년08월_남_80~89세,"3,245",108,169,77,33,188,143,64,150,68,30,132,229,92,79,111,219,100,268,166,162,86,63,62,182,203,61
2020년08월_남_90~99세,308,15,10,4,0,22,20,9,11,7,3,9,21,8,12,7,17,11,28,12,7,8,7,12,16,26,6
2020년08월_남_100세 이상,8,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020년08월_여_총인구수,"141,205","1,385","2,264","9,262","15,660","6,069","1,487",962,"1,595",742,471,"1,680","2,778","1,385","1,923","2,886","12,785","3,154","22,448","3,890","4,447","1,494","1,181","1,543","9,158","20,519","10,037"
2020년08월_여_연령구간인구수,"141,205","1,385","2,264","9,262","15,660","6,069","1,487",962,"1,595",742,471,"1,680","2,778","1,385","1,923","2,886","12,785","3,154","22,448","3,890","4,447","1,494","1,181","1,543","9,158","20,519","10,037"
2020년08월_여_0~9세,"11,556",19,70,766,"2,827",394,28,18,31,5,10,36,69,22,78,135,936,157,"1,770",186,178,56,26,51,"1,024","1,743",921
2020년08월_여_10~19세,"14,624",66,105,"1,212","2,261",491,49,45,59,18,21,74,137,68,117,222,"1,354",279,"2,620",276,330,103,51,92,826,"2,410","1,338"
2020년08월_여_20~29세,"17,073",75,178,"1,467","1,506",625,69,68,83,34,22,107,173,102,163,433,"1,768",336,"3,000",413,499,156,133,152,984,"3,016","1,511"
2020년08월_여_30~39세,"16,268",59,88,"1,122","3,360",540,47,41,47,17,14,66,116,64,142,284,"1,402",292,"2,482",364,362,124,82,125,"1,305","2,478","1,245"
2020년08월_여_40~49세,"22,231",90,181,"1,943","3,317",817,72,51,64,37,25,95,206,129,200,342,"1,929",452,"3,825",431,491,151,112,203,"1,407","3,715","1,946"
2020년08월_여_50~59세,"24,335",232,387,"1,676","1,467","1,059",191,148,239,118,60,261,432,246,284,449,"2,417",557,"4,514",702,871,254,224,259,"1,501","3,865","1,922"
2020년08월_여_60~69세,"16,598",243,444,565,559,937,306,189,344,119,89,357,512,271,418,448,"1,677",563,"2,554",731,851,271,281,292,"1,029","1,835",713
2020년08월_여_70~79세,"10,441",294,397,290,221,653,355,200,360,195,99,360,525,256,299,357,775,312,"1,048",526,562,258,170,240,592,834,263
2020년08월_여_80~89세,"6,777",264,351,195,110,474,318,168,318,166,101,277,522,179,188,186,442,164,534,211,251,93,79,111,398,527,150
2020년08월_여_90~99세,"1,246",43,62,23,32,78,51,33,50,29,30,45,83,44,30,29,79,38,94,49,52,28,21,13,88,94,28
2020년08월_여_100세 이상,56,0,1,3,0,1,1,1,0,4,0,2,3,4,4,1,6,4,7,1,0,0,2,5,4,2,0
