,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2021년10월_남_10~19세,"10,199",61,"1,743",479,490,196,911,757,384,543,900,760,460,406,647,61,"1,401"
2021년10월_남_20~29세,"16,066",190,"1,400",646,773,419,"1,799",904,"1,559","1,079","1,500","2,038",687,"1,037",816,111,"1,108"
2021년10월_남_30~39세,"13,791",226,"1,343",809,784,427,"1,604","1,007",630,770,"1,093","1,748",757,698,735,96,"1,064"
2021년10월_남_40~49세,"17,601",308,"2,367",931,835,569,"1,673","1,200",712,"1,105","1,340","1,659",927,828,"1,121",133,"1,893"
2021년10월_남_50~59세,"18,833",583,"1,811",916,"1,059",764,"1,793","1,202",835,"1,244","1,694","1,734","1,037",952,"1,325",263,"1,621"
2021년10월_남_60~69세,"16,540",643,"1,390",893,960,926,"1,503","1,000",773,"1,140","1,322","1,312",937,829,"1,210",322,"1,380"
2021년10월_남_70~79세,"8,607",369,710,552,516,522,681,510,420,586,661,611,529,378,691,154,717
2021년10월_남_80~89세,"3,186",122,243,218,212,222,214,194,156,224,234,191,172,158,271,76,279
2021년10월_남_90~99세,290,10,23,16,25,22,20,24,9,20,13,15,20,4,26,15,28
2021년10월_남_100세 이상,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021년10월_여_총인구수,"110,760","2,014","12,571","6,172","6,333","4,362","10,910","7,488","5,030","6,683","9,134","10,031","6,083","5,485","6,957","1,167","10,340"
2021년10월_여_연령구간인구수,"110,760","2,014","12,571","6,172","6,333","4,362","10,910","7,488","5,030","6,683","9,134","10,031","6,083","5,485","6,957","1,167","10,340"
2021년10월_여_0~9세,"6,923",60,"1,166",420,335,121,785,643,179,393,431,497,394,239,381,32,847
2021년10월_여_10~19세,"9,488",71,"1,596",395,462,168,929,676,382,528,827,710,461,386,569,70,"1,258"
2021년10월_여_20~29세,"14,306",133,"1,192",657,682,334,"1,581",831,"1,290",880,"1,426","1,954",614,"1,042",659,83,948
2021년10월_여_30~39세,"11,702",155,"1,392",722,680,283,"1,393",919,411,630,842,"1,295",680,570,623,54,"1,053"
2021년10월_여_40~49세,"16,060",166,"2,434",816,868,413,"1,565","1,184",517,913,"1,268","1,456",809,689,982,104,"1,876"
2021년10월_여_50~59세,"17,568",300,"1,804","1,020","1,090",690,"1,823","1,154",712,"1,067","1,620","1,574","1,012",890,"1,175",193,"1,444"
2021년10월_여_60~69세,"17,651",498,"1,612","1,107","1,056","1,025","1,588","1,044",786,"1,139","1,454","1,414","1,065",886,"1,268",259,"1,450"
2021년10월_여_70~79세,"10,529",396,890,660,700,764,779,620,482,723,783,736,652,482,820,170,872
2021년10월_여_80~89세,"5,628",204,402,329,405,482,398,359,231,365,413,343,331,257,425,174,510
2021년10월_여_90~99세,874,30,81,45,54,82,66,55,37,42,66,50,62,44,55,28,77
2021년10월_여_100세 이상,31,1,2,1,1,0,3,3,3,3,4,2,3,0,0,0,5
