카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년10월_계_80~89세,"25,995","5,670",819,908,495,902,482,840,705,519,"2,924",583,303,349,672,520,268,229,"6,932",335,469,312,505,260,38,729,525,667,435,441,562,875,370,409,"5,233","1,370",568,334,522,361,330,578,275,243,301,238,113,"5,236",680,639,369,358,317,275,305,436,304,477,335,239,502
2020년10월_계_90~99세,"3,395",764,98,144,69,122,65,96,94,76,439,88,54,65,95,73,31,33,984,58,68,56,87,39,6,110,80,82,43,53,85,114,45,58,579,147,55,42,50,47,36,75,35,19,37,26,10,629,87,72,43,44,35,41,42,50,23,53,38,39,62
2020년10월_계_100세 이상,187,38,5,7,2,8,2,7,5,2,20,7,4,3,4,2,0,0,67,0,3,2,1,0,2,4,5,8,3,3,22,6,3,5,42,4,6,4,3,6,3,2,4,2,3,2,3,20,3,1,2,4,2,2,1,1,1,1,1,0,1
2020년10월_남_총인구수,"525,799","133,919","10,275","21,829","3,681","25,827","19,553","21,735","15,851","15,168","110,135","21,318","12,596","14,292","22,853","21,004","13,890","4,182","86,988","2,244","6,343","1,905","1,997","7,169",332,"16,768","5,638","7,341","4,579","5,422","7,485","9,853","3,554","6,358","96,164","32,836","5,271","4,544","8,663","3,220","5,691","15,839","4,841","3,927","4,592","4,849","1,891","98,593","9,046","4,374","2,581","5,794","3,732","8,908","4,530","10,736","4,998","13,077","6,417","3,332","21,068"
2020년10월_남_연령구간인구수,"525,799","133,919","10,275","21,829","3,681","25,827","19,553","21,735","15,851","15,168","110,135","21,318","12,596","14,292","22,853","21,004","13,890","4,182","86,988","2,244","6,343","1,905","1,997","7,169",332,"16,768","5,638","7,341","4,579","5,422","7,485","9,853","3,554","6,358","96,164","32,836","5,271","4,544","8,663","3,220","5,691","15,839","4,841","3,927","4,592","4,849","1,891","98,593","9,046","4,374","2,581","5,794","3,732","8,908","4,530","10,736","4,998","13,077","6,417","3,332","21,068"
2020년10월_남_0~9세,"43,490","11,174",600,"3,400",143,"2,247","1,590","1,272",776,"1,146","8,603","1,699",668,"1,096","1,830","1,914","1,153",243,"6,524",66,623,39,33,"1,180",13,"1,571",259,517,214,283,580,573,178,395,"7,026","2,750",228,266,606,84,322,"1,673",354,147,224,288,84,"10,163",784,202,102,587,305,783,212,"1,267",548,"1,931",968,295,"2,179"
2020년10월_남_10~19세,"52,470","12,510","1,039","1,841",230,"2,457","2,089","2,175","1,199","1,480","12,291","2,828",767,"1,839","2,549","2,168","1,716",424,"7,134",93,514,89,81,605,13,"1,748",387,716,373,531,636,639,224,485,"9,627","4,312",327,383,668,189,453,"1,821",319,258,347,429,121,"10,908",936,374,160,540,408,"1,265",310,"1,162",641,"1,602",461,370,"2,679"
2020년10월_남_20~29세,"72,761","20,177","1,366","2,188",379,"3,922","3,221","3,705","2,781","2,615","18,177","3,269","2,507","2,385","3,611","3,474","2,322",609,"10,490",202,601,177,157,622,43,"2,436",955,912,625,690,814,"1,074",381,801,"12,365","4,609",555,553,"1,021",341,762,"1,928",622,543,554,654,223,"11,552","1,392",509,293,643,421,"1,233",600,"1,271",630,"1,273",647,337,"2,303"
2020년10월_남_30~39세,"71,345","18,808",979,"3,993",405,"3,831","2,911","2,316","2,211","2,162","15,788","2,342","2,552","1,839","3,380","3,265","1,819",591,"10,841",201,818,122,101,"1,301",33,"2,203",658,827,505,566,927,"1,272",463,844,"11,642","3,467",597,583,"1,315",335,714,"2,060",728,478,527,596,242,"14,266","1,258",410,219,896,432,"1,138",621,"1,661",683,"1,955","1,254",388,"3,351"
2020년10월_남_40~49세,"85,384","20,760","1,687","3,815",475,"3,945","3,062","3,292","2,252","2,232","17,292","3,533","2,056","2,198","3,640","3,172","2,036",657,"13,430",262,"1,070",199,190,"1,313",39,"2,548",744,"1,190",649,746,"1,199","1,699",575,"1,007","15,409","5,574",788,662,"1,287",435,855,"2,753",729,599,641,759,327,"18,493","1,591",643,362,898,650,"1,669",753,"1,894",851,"2,576","1,095",600,"4,911"
2020년10월_남_50~59세,"92,887","25,012","2,025","2,953",686,"4,797","3,841","4,639","3,113","2,958","21,274","4,154","2,209","2,873","4,246","4,051","3,011",730,"14,659",420,"1,110",427,410,944,59,"2,802",946,"1,207",847,926,"1,216","1,649",610,"1,086","17,326","6,406",906,736,"1,439",604,983,"2,563",835,729,913,842,370,"14,616","1,208",720,491,894,579,"1,397",772,"1,647",701,"1,641",875,560,"3,131"
2020년10월_남_60~69세,"69,350","17,296","1,566","2,481",816,"3,171","2,086","2,972","2,424","1,780","12,545","2,548","1,307","1,604","2,766","2,273","1,461",586,"14,041",573,961,481,540,762,79,"2,182",947,"1,090",816,"1,004","1,240","1,686",652,"1,028","14,112","3,764","1,021",822,"1,371",720,986,"1,999",749,694,865,791,330,"11,356","1,000",722,492,799,535,961,773,"1,258",573,"1,404",710,498,"1,631"
2020년10월_남_70~79세,"28,880","6,292",752,885,397,"1,151",585,"1,048",855,619,"3,243",752,408,340,645,535,308,255,"7,374",325,487,261,319,356,41,"1,023",553,643,399,513,657,931,328,538,"6,689","1,502",622,424,752,359,496,795,398,398,397,394,152,"5,282",616,519,323,402,291,350,376,433,271,511,282,215,693
2020년10월_남_80~89세,"8,546","1,750",251,249,134,288,157,290,224,157,835,181,107,103,167,139,60,78,"2,284",94,150,103,150,78,8,238,173,218,141,153,187,304,128,159,"1,849",434,214,105,191,133,114,236,99,77,116,90,40,"1,828",242,256,126,127,107,101,108,132,95,176,116,63,179
2020년10월_남_90~99세,644,134,10,23,15,17,11,25,15,18,81,11,12,14,19,12,4,9,194,8,8,7,16,8,4,17,15,21,10,9,18,24,14,15,111,18,13,10,11,16,6,11,7,4,8,6,1,124,18,18,12,8,3,11,5,11,5,8,9,6,10
2020년10월_남_100세 이상,42,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,17,0,1,0,0,0,0,0,1,0,0,1,11,2,1,0,8,0,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2020년10월_여_총인구수,"511,910","129,242","9,891","21,371","3,545","25,232","18,590","21,005","14,583","15,025","105,388","20,855","10,383","14,072","23,083","20,361","12,821","3,813","87,842","2,099","6,056","1,669","2,012","7,217",314,"17,042","5,757","7,715","4,801","5,570","7,642","10,024","3,457","6,467","95,533","32,405","5,320","4,626","8,618","3,150","5,640","16,176","4,696","3,920","4,590","4,885","1,507","93,905","8,366","4,441","2,543","5,648","3,796","8,543","4,048","10,815","5,193","13,114","6,233","3,161","18,004"
2020년10월_여_연령구간인구수,"511,910","129,242","9,891","21,371","3,545","25,232","18,590","21,005","14,583","15,025","105,388","20,855","10,383","14,072","23,083","20,361","12,821","3,813","87,842","2,099","6,056","1,669","2,012","7,217",314,"17,042","5,757","7,715","4,801","5,570","7,642","10,024","3,457","6,467","95,533","32,405","5,320","4,626","8,618","3,150","5,640","16,176","4,696","3,920","4,590","4,885","1,507","93,905","8,366","4,441","2,543","5,648","3,796","8,543","4,048","10,815","5,193","13,114","6,233","3,161","18,004"
2020년10월_여_0~9세,"40,684","10,563",587,"3,173",108,"2,209","1,544","1,178",762,"1,002","8,196","1,610",580,"1,062","1,773","1,854","1,059",258,"6,003",53,544,35,31,"1,098",19,"1,452",258,439,203,236,536,555,171,373,"6,541","2,557",193,258,545,72,280,"1,585",321,160,236,255,79,"9,381",774,157,92,518,264,753,176,"1,205",517,"1,686",853,257,"2,129"
2020년10월_여_10~19세,"47,705","11,254",885,"1,765",176,"2,282","1,839","1,923","1,082","1,302","11,029","2,547",694,"1,631","2,339","1,979","1,469",370,"6,610",78,520,72,67,609,14,"1,580",385,661,421,394,585,531,196,497,"8,737","3,903",317,346,590,164,401,"1,677",308,218,311,401,101,"10,075",922,314,135,482,342,"1,161",238,"1,082",574,"1,608",469,341,"2,407"
2020년10월_여_20~29세,"57,924","16,115",961,"1,846",289,"3,241","2,552","3,046","2,065","2,115","14,387","2,514","1,951","1,859","3,030","2,789","1,859",385,"8,451",110,488,115,98,596,22,"1,929",730,729,529,543,667,950,265,680,"10,097","3,753",420,473,891,265,599,"1,531",519,455,427,645,119,"8,874",794,356,223,515,357,967,424,"1,090",512,"1,036",600,265,"1,735"
2020년10월_여_30~39세,"63,665","16,859",855,"4,167",252,"3,394","2,615","2,051","1,599","1,926","13,834","2,325","1,747","1,713","3,089","2,959","1,583",418,"9,571",109,737,81,72,"1,350",26,"2,094",529,753,370,460,838,"1,114",310,728,"10,387","3,390",395,507,"1,062",237,595,"2,142",603,358,391,540,167,"13,014","1,006",309,164,735,399,"1,053",393,"1,646",682,"2,202","1,249",352,"2,824"
2020년10월_여_40~49세,"82,908","20,428","1,555","3,271",333,"3,998","3,315","3,391","2,070","2,495","18,791","3,979","1,612","2,604","4,200","3,445","2,335",616,"12,146",137,878,130,126,"1,141",41,"2,746",688,"1,121",622,748,"1,069","1,365",439,895,"14,992","6,075",623,585,"1,100",321,780,"2,878",620,514,603,679,214,"16,551","1,382",591,268,863,622,"1,754",551,"1,882",859,"2,441",939,505,"3,894"
2020년10월_여_50~59세,"93,897","25,693","1,916","3,175",675,"4,965","3,826","4,711","3,122","3,303","22,311","4,291","1,955","3,210","4,917","4,324","2,893",721,"14,815",373,935,314,332,963,47,"3,021",967,"1,311",922,"1,081","1,211","1,657",576,"1,105","17,355","6,069",902,780,"1,526",607,"1,006","2,818",841,708,917,895,286,"13,723","1,044",705,429,928,600,"1,320",761,"1,773",711,"1,820",849,514,"2,269"
2020년10월_여_60~69세,"70,703","16,794","1,567","2,253",770,"3,199","1,898","2,921","2,395","1,791","10,819","2,285","1,232","1,298","2,334","1,942","1,125",603,"15,610",577,"1,031",392,437,865,80,"2,445","1,110","1,315",896,"1,120","1,415","1,968",753,"1,206","15,552","3,732","1,264",892,"1,625",740,"1,193","2,188",818,888,"1,018",891,303,"11,928","1,122",850,531,874,618,939,860,"1,261",713,"1,400",666,473,"1,621"
2020년10월_여_70~79세,"34,079","6,954",904,935,526,"1,218",620,"1,157",924,670,"3,560",819,373,396,816,626,263,267,"9,148",371,542,270,422,382,31,"1,187",669,868,508,654,868,"1,219",472,685,"7,986","1,857",804,520,908,483,537,949,459,436,470,409,154,"6,431",813,722,426,462,351,390,410,532,397,574,359,245,750
2020년10월_여_80~89세,"17,449","3,920",568,659,361,614,325,550,481,362,"2,089",402,196,246,505,381,208,151,"4,648",241,319,209,355,182,30,491,352,449,294,288,375,571,242,250,"3,384",936,354,229,331,228,216,342,176,166,185,148,73,"3,408",438,383,243,231,210,174,197,304,209,301,219,176,323
2020년10월_여_90~99세,"2,751",630,88,121,54,105,54,71,79,58,358,77,42,51,76,61,27,24,790,50,60,49,71,31,2,93,65,61,33,44,67,90,31,43,468,129,42,32,39,31,30,64,28,15,29,20,9,505,69,54,31,36,32,30,37,39,18,45,29,33,52
2020년10월_여_100세 이상,145,32,5,6,1,7,2,6,4,1,14,6,1,2,4,1,0,0,50,0,2,2,1,0,2,4,4,8,3,2,11,4,2,5,34,4,6,4,1,2,3,2,3,2,3,2,2,15,2,0,1,4,1,2,1,1,1,1,1,0,0
