카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2021년07월_계_90~99세,"1,494",94,84,196,83,135,82,118,61,69,73,68,50,45,68,57,71,54,86
2021년07월_계_100세 이상,68,7,1,6,4,7,4,10,4,2,3,5,3,2,1,2,4,2,1
2021년07월_남_총인구수,"186,432","10,821","15,279","15,699","10,031","17,403","9,027","16,087","8,863","11,016","8,776","8,216","6,122","5,260","9,341","9,979","7,275","5,978","11,259"
2021년07월_남_연령구간인구수,"186,432","10,821","15,279","15,699","10,031","17,403","9,027","16,087","8,863","11,016","8,776","8,216","6,122","5,260","9,341","9,979","7,275","5,978","11,259"
2021년07월_남_0~9세,"12,958",680,586,"1,391",577,"1,432",488,"1,702",697,807,263,586,426,405,588,"1,100",464,206,560
2021년07월_남_10~19세,"12,428",644,451,"1,458",483,"1,112",494,"1,531",514,799,433,582,442,360,700,927,463,279,756
2021년07월_남_20~29세,"27,457","1,527","3,060","1,717","1,602","2,887","1,289","1,779","1,233","1,695","1,665","1,061",806,657,"1,502","1,329","1,062",967,"1,619"
2021년07월_남_30~39세,"35,419","1,681","4,050","2,264","2,154","3,912","1,676","2,914","2,339","2,706","1,720","1,300",959,812,"1,562","1,678","1,047",914,"1,731"
2021년07월_남_40~49세,"28,777","1,588","2,072","2,527","1,454","2,599","1,423","3,003","1,545","1,646","1,320","1,231",984,842,"1,372","1,692","1,085",858,"1,536"
2021년07월_남_50~59세,"28,602","1,869","2,205","2,493","1,535","2,286","1,543","2,118","1,084","1,564","1,307","1,435","1,010",890,"1,476","1,488","1,230","1,044","2,025"
2021년07월_남_60~69세,"23,271","1,666","1,817","1,977","1,288","1,854","1,191","1,660",789,"1,111","1,128","1,175",898,763,"1,224","1,071","1,023",854,"1,782"
2021년07월_남_70~79세,"12,370",847,757,"1,160",645,929,645,990,474,481,636,639,426,411,665,503,660,595,907
2021년07월_남_80~89세,"4,728",286,252,638,272,353,254,351,170,187,284,191,160,114,239,175,227,251,324
2021년07월_남_90~99세,406,33,29,74,20,35,23,36,17,20,20,15,9,6,13,16,11,10,19
2021년07월_남_100세 이상,16,0,0,0,1,4,1,3,1,0,0,1,2,0,0,0,3,0,0
2021년07월_여_총인구수,"190,976","10,347","13,531","17,625","10,377","19,831","8,849","16,761","9,204","11,304","8,432","8,477","6,184","5,538","9,782","9,996","7,383","6,157","11,198"
2021년07월_여_연령구간인구수,"190,976","10,347","13,531","17,625","10,377","19,831","8,849","16,761","9,204","11,304","8,432","8,477","6,184","5,538","9,782","9,996","7,383","6,157","11,198"
2021년07월_여_0~9세,"12,392",680,620,"1,407",509,"1,341",452,"1,616",604,772,282,560,434,408,566,973,413,203,552
2021년07월_여_10~19세,"11,452",574,413,"1,437",473,"1,140",436,"1,408",499,719,408,539,376,367,534,792,386,292,659
2021년07월_여_20~29세,"31,647","1,330","4,208","2,031","1,888","4,311","1,406","1,944","1,654","2,117","1,698","1,119",746,658,"1,725","1,361","1,051",921,"1,479"
2021년07월_여_30~39세,"33,760","1,525","3,240","2,706","2,075","4,261","1,499","3,167","2,245","2,542","1,296","1,200",899,734,"1,524","1,673",929,734,"1,511"
2021년07월_여_40~49세,"27,098","1,463","1,487","2,868","1,348","2,651","1,232","2,980","1,366","1,629","1,061","1,162",900,781,"1,303","1,652",958,762,"1,495"
2021년07월_여_50~59세,"27,494","1,711","1,306","2,635","1,456","2,477","1,376","2,091",982,"1,457","1,185","1,433","1,002",940,"1,549","1,503","1,279","1,086","2,026"
2021년07월_여_60~69세,"24,573","1,606","1,189","2,180","1,402","1,970","1,212","1,923",941,"1,128","1,196","1,303",978,926,"1,427","1,129","1,172","1,027","1,864"
2021년07월_여_70~79세,"14,507",970,688,"1,398",774,"1,046",769,"1,033",588,596,857,760,547,470,744,590,810,786,"1,081"
2021년07월_여_80~89세,"6,913",420,324,835,386,531,405,510,278,293,393,344,260,213,354,280,324,300,463
2021년07월_여_90~99세,"1,088",61,55,122,63,100,59,82,44,49,53,53,41,39,55,41,60,44,67
2021년07월_여_100세 이상,52,7,1,6,3,3,3,7,3,2,3,4,1,2,1,2,1,2,1
