카테고리,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2021년01월_남_연령구간인구수,"113,238","2,982","4,859","5,730","4,338","4,111","8,080","7,707","6,331","9,121","13,124","1,286","4,926","14,471","9,497","16,146",529
2021년01월_남_0~9세,"6,625",55,171,180,152,162,472,585,262,433,"1,391",44,265,635,686,"1,099",33
2021년01월_남_10~19세,"9,084",151,240,272,191,224,751,674,453,587,"1,354",60,370,"1,049",954,"1,692",62
2021년01월_남_20~29세,"17,788",306,636,697,472,487,"1,282","1,175",832,"3,178","1,768",120,635,"2,487","1,359","2,305",49
2021년01월_남_30~39세,"13,013",300,509,624,466,436,909,"1,007",771,"1,095","1,771",133,490,"1,667","1,118","1,682",35
2021년01월_남_40~49세,"15,979",450,645,762,604,622,"1,139","1,076",909,"1,130","2,321",125,603,"1,818","1,412","2,276",87
2021년01월_남_50~59세,"19,169",607,971,"1,151",820,688,"1,392","1,293","1,046","1,092","1,733",271,851,"2,624","1,692","2,853",85
2021년01월_남_60~69세,"18,150",613,"1,029","1,180",976,802,"1,252","1,131","1,168",887,"1,509",292,882,"2,411","1,373","2,533",112
2021년01월_남_70~79세,"9,888",374,506,634,518,525,628,535,686,510,911,174,587,"1,319",687,"1,245",49
2021년01월_남_80~89세,"3,203",120,138,218,126,147,231,206,193,192,307,59,214,426,202,411,13
2021년01월_남_90~99세,296,4,10,12,12,16,23,23,11,15,36,7,29,34,13,48,3
2021년01월_남_100세 이상,43,2,4,0,1,2,1,2,0,2,23,1,0,1,1,2,1
2021년01월_여_총인구수,"118,721","2,854","4,882","5,735","3,870","4,453","8,756","8,425","6,859","8,650","14,177","1,137","5,116","15,110","10,478","17,659",560
2021년01월_여_연령구간인구수,"118,721","2,854","4,882","5,735","3,870","4,453","8,756","8,425","6,859","8,650","14,177","1,137","5,116","15,110","10,478","17,659",560
2021년01월_여_0~9세,"6,309",53,163,165,115,138,400,579,264,476,"1,251",33,253,592,668,"1,121",38
2021년01월_여_10~19세,"8,533",123,242,288,168,235,679,656,377,581,"1,105",50,329,"1,035",994,"1,618",53
2021년01월_여_20~29세,"15,248",251,511,552,367,409,"1,235","1,097",734,"2,366","1,651",94,464,"2,079","1,240","2,163",35
2021년01월_여_30~39세,"12,042",175,435,480,351,368,895,979,677,870,"1,973",77,455,"1,371","1,148","1,746",42
2021년01월_여_40~49세,"16,080",298,534,589,379,495,"1,265","1,189",865,"1,080","2,394",113,645,"1,861","1,624","2,661",88
2021년01월_여_50~59세,"21,250",538,986,"1,168",779,776,"1,586","1,516","1,239","1,176","2,042",228,938,"2,974","1,967","3,253",84
2021년01월_여_60~69세,"20,771",726,"1,150","1,270",930,984,"1,430","1,322","1,496","1,100","1,861",248,"1,068","2,707","1,561","2,805",113
2021년01월_여_70~79세,"11,801",435,569,826,536,695,800,640,840,641,"1,128",176,621,"1,630",800,"1,404",60
2021년01월_여_80~89세,"5,609",215,243,342,208,317,397,381,311,309,558,105,297,742,403,743,38
2021년01월_여_90~99세,920,30,39,45,34,35,63,63,53,42,138,11,42,114,66,137,8
2021년01월_여_100세 이상,158,10,10,10,3,1,6,3,3,9,76,2,4,5,7,8,1
