카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2021년08월_남_연령구간인구수,"155,523","11,832","14,240","6,993","12,865","11,842","10,705","13,198","10,360","9,040","8,010","8,875","14,277","9,981","13,305"
2021년08월_남_0~9세,"9,132",753,865,373,876,779,408,793,592,503,388,611,730,451,"1,010"
2021년08월_남_10~19세,"12,677","1,058","1,124",557,"1,295",963,602,836,754,697,533,975,"1,088",747,"1,448"
2021년08월_남_20~29세,"21,487","1,614","2,067",912,"1,829","1,778","1,382","1,620","1,401","1,264","1,207","1,244","2,002","1,417","1,750"
2021년08월_남_30~39세,"20,186","1,656","2,006",877,"1,619","1,742","1,249","1,770","1,288","1,281","1,179","1,099","1,679","1,188","1,553"
2021년08월_남_40~49세,"23,226","1,925","2,272","1,077","2,018","1,659","1,561","1,850","1,593","1,376","1,214","1,284","2,051","1,422","1,924"
2021년08월_남_50~59세,"26,740","1,951","2,415","1,272","2,285","1,974","1,836","2,164","1,783","1,472","1,321","1,543","2,662","1,850","2,212"
2021년08월_남_60~69세,"24,202","1,625","1,991","1,067","1,775","1,771","1,930","2,304","1,611","1,430","1,179","1,362","2,325","1,678","2,154"
2021년08월_남_70~79세,"12,633",846,"1,045",620,779,817,"1,267","1,348",935,693,696,539,"1,299",876,873
2021년08월_남_80~89세,"4,755",370,427,228,338,322,428,465,370,286,270,191,403,319,338
2021년08월_남_90~99세,449,31,28,8,46,36,41,44,28,30,22,27,37,30,41
2021년08월_남_100세 이상,36,3,0,2,5,1,1,4,5,8,1,0,1,3,2
2021년08월_여_총인구수,"163,688","13,073","15,005","6,967","13,899","12,886","10,475","13,807","11,098","9,785","8,491","9,911","14,465","9,775","14,051"
2021년08월_여_연령구간인구수,"163,688","13,073","15,005","6,967","13,899","12,886","10,475","13,807","11,098","9,785","8,491","9,911","14,465","9,775","14,051"
2021년08월_여_0~9세,"8,447",728,808,342,800,707,416,743,529,462,374,543,745,407,843
2021년08월_여_10~19세,"11,975","1,020","1,051",494,"1,268",938,527,788,826,632,487,966,"1,048",705,"1,225"
2021년08월_여_20~29세,"20,784","1,660","2,066",834,"1,788","1,850","1,191","1,598","1,512","1,238","1,255","1,233","1,889","1,164","1,506"
2021년08월_여_30~39세,"19,283","1,676","1,967",767,"1,720","1,718","1,020","1,698","1,218","1,205","1,079","1,152","1,580",950,"1,533"
2021년08월_여_40~49세,"23,533","2,027","2,195","1,012","2,241","1,801","1,287","1,808","1,547","1,314","1,146","1,568","2,090","1,321","2,176"
2021년08월_여_50~59세,"29,257","2,248","2,680","1,244","2,562","2,322","1,884","2,252","1,896","1,781","1,510","1,834","2,633","1,886","2,525"
2021년08월_여_60~69세,"26,817","1,905","2,305","1,163","1,899","2,014","2,037","2,581","1,831","1,664","1,330","1,524","2,431","1,729","2,404"
2021년08월_여_70~79세,"14,842","1,116","1,266",751,924,953,"1,417","1,461","1,109",922,890,617,"1,346","1,043","1,027"
2021년08월_여_80~89세,"7,459",602,583,318,587,497,622,708,535,476,360,405,588,497,681
2021년08월_여_90~99세,"1,205",86,80,37,105,84,73,149,85,79,55,67,111,68,126
2021년08월_여_100세 이상,86,5,4,5,5,2,1,21,10,12,5,2,4,5,5
