카테고리,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2021년03월_계_90~99세,"1,973",84,87,91,118,95,55,158,108,113,113,115,60,109,49,98,102,102,88,88,83,57
2021년03월_계_100세 이상,86,5,4,1,1,13,6,3,7,3,3,10,3,1,6,1,4,4,3,2,3,3
2021년03월_남_총인구수,"203,664","7,454","7,252","8,286","9,259","9,016","3,896","23,880","15,357","9,302","11,592","16,385","10,783","8,387","4,515","6,945","8,670","11,075","6,223","10,406","7,532","7,449"
2021년03월_남_연령구간인구수,"203,664","7,454","7,252","8,286","9,259","9,016","3,896","23,880","15,357","9,302","11,592","16,385","10,783","8,387","4,515","6,945","8,670","11,075","6,223","10,406","7,532","7,449"
2021년03월_남_0~9세,"13,830",561,581,527,325,679,143,"2,107","1,056",538,851,"1,584",670,440,232,293,395,"1,009",289,623,550,377
2021년03월_남_10~19세,"16,273",479,429,691,498,717,171,"2,537","1,815",901,751,"1,298",450,572,360,427,562,901,513,950,661,590
2021년03월_남_20~29세,"29,993","1,031","1,062","1,132","2,492","1,328",521,"3,515","2,157","1,298","1,659","1,998","2,084","1,136",632,898,"1,246","1,433",814,"1,501","1,042","1,014"
2021년03월_남_30~39세,"29,892","1,217","1,303","1,180","1,070","1,500",513,"3,261","1,605","1,140","1,880","3,077","2,446","1,083",545,851,"1,370","1,775",716,"1,343",961,"1,056"
2021년03월_남_40~49세,"33,575","1,208","1,147","1,283","1,190","1,357",568,"4,267","2,647","1,467","1,916","2,831","1,806","1,285",726,"1,046","1,417","2,039",982,"1,657","1,138","1,598"
2021년03월_남_50~59세,"33,624","1,225","1,153","1,369","1,336","1,399",716,"3,872","2,765","1,672","1,893","2,329","1,591","1,465",784,"1,221","1,535","1,656","1,081","1,845","1,257","1,460"
2021년03월_남_60~69세,"27,089",990,936,"1,170","1,225","1,121",661,"2,652","2,010","1,290","1,498","2,038","1,117","1,344",705,"1,169","1,269","1,317","1,049","1,485","1,181",862
2021년03월_남_70~79세,"14,177",531,462,693,805,699,419,"1,229",968,731,821,909,458,781,396,756,634,674,549,736,558,368
2021년03월_남_80~89세,"4,732",187,170,210,290,190,165,408,310,237,290,298,150,256,113,263,219,252,204,241,163,116
2021년03월_남_90~99세,454,24,9,31,28,22,18,32,21,27,33,19,9,25,20,20,21,18,25,25,20,7
2021년03월_남_100세 이상,25,1,0,0,0,4,1,0,3,1,0,4,2,0,2,1,2,1,1,0,1,1
2021년03월_여_총인구수,"200,511","7,236","7,195","8,239","7,901","8,915","3,523","24,171","15,516","9,577","11,569","15,852","9,852","8,153","4,391","6,944","8,640","11,141","6,607","10,853","7,800","6,436"
2021년03월_여_연령구간인구수,"200,511","7,236","7,195","8,239","7,901","8,915","3,523","24,171","15,516","9,577","11,569","15,852","9,852","8,153","4,391","6,944","8,640","11,141","6,607","10,853","7,800","6,436"
2021년03월_여_0~9세,"13,165",533,524,523,306,623,143,"1,979","1,081",557,752,"1,538",596,433,211,284,412,951,298,603,452,366
2021년03월_여_10~19세,"15,344",454,424,590,465,596,174,"2,361","1,618",853,803,"1,226",450,509,321,443,574,871,440,952,652,568
2021년03월_여_20~29세,"26,936",899,"1,094","1,026","1,453","1,335",338,"3,416","1,895","1,096","1,599","1,884","2,156",921,546,765,"1,169","1,405",717,"1,322",997,903
2021년03월_여_30~39세,"25,689",986,"1,128",988,721,"1,289",348,"3,170","1,555","1,008","1,647","2,657","1,880",941,439,685,"1,051","1,649",628,"1,165",937,817
2021년03월_여_40~49세,"29,769",987,923,"1,221",872,"1,236",386,"4,101","2,748","1,460","1,648","2,391","1,339","1,061",630,854,"1,176","1,787",941,"1,647","1,135","1,226"
2021년03월_여_50~59세,"33,173","1,181","1,152","1,326","1,247","1,363",571,"3,971","2,748","1,712","1,893","2,379","1,520","1,367",729,"1,112","1,528","1,635","1,205","2,043","1,428","1,063"
2021년03월_여_60~69세,"29,508","1,082",960,"1,275","1,336","1,252",753,"2,825","2,102","1,471","1,664","2,071","1,119","1,503",738,"1,409","1,407","1,586","1,208","1,709","1,242",796
2021년03월_여_70~79세,"17,051",685,575,807,991,782,498,"1,484","1,156",874,"1,012","1,090",495,885,512,900,807,777,750,924,595,452
2021년03월_여_80~89세,"8,296",365,333,422,419,357,270,735,522,458,468,514,245,448,232,414,433,393,355,423,297,193
2021년03월_여_90~99세,"1,519",60,78,60,90,73,37,126,87,86,80,96,51,84,29,78,81,84,63,63,63,50
2021년03월_여_100세 이상,61,4,4,1,1,9,5,3,4,2,3,6,1,1,4,0,2,3,2,2,2,2
