카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년02월_남_연령구간인구수,"4,745,133","73,729","61,964","110,773","146,688","170,000","171,835","196,483","214,078","152,857","162,327","257,265","230,767","149,432","176,889","224,702","285,619","200,854","118,145","183,468","191,433","250,822","206,193","261,466","326,880","220,464"
2020년02월_남_0~9세,"338,085","4,092","3,694","7,294","11,015","10,913","11,173","12,498","15,645","8,870","10,438","18,313","15,956","10,551","13,316","17,097","22,102","15,390","6,925","12,905","13,400","12,588","18,573","20,184","27,611","17,542"
2020년02월_남_10~19세,"417,723","5,887","3,677","8,335","10,594","13,889","12,681","14,387","19,795","12,006","14,020","29,187","20,507","12,315","14,909","27,215","23,853","16,050","7,915","13,004","14,900","15,656","23,380","31,466","31,310","20,785"
2020년02월_남_20~29세,"711,372","11,577","8,963","15,856","22,678","29,367","27,736","28,038","32,334","21,298","22,842","38,164","32,110","23,748","27,771","30,963","40,939","27,290","18,614","27,072","32,293","52,761","27,138","36,165","45,800","29,855"
2020년02월_남_30~39세,"753,110","10,081","10,290","19,028","24,905","28,591","26,566","30,604","30,694","21,256","21,935","33,408","34,358","22,451","31,048","29,106","51,842","32,867","19,705","34,238","32,174","48,639","30,434","39,124","54,938","34,828"
2020년02월_남_40~49세,"775,014","11,226","9,461","17,849","23,512","26,919","26,954","30,476","35,652","24,969","25,123","42,781","38,627","23,888","30,478","38,743","46,881","33,109","17,803","28,731","30,237","37,596","37,195","47,034","53,562","36,208"
2020년02월_남_50~59세,"754,816","12,919","10,673","18,135","24,268","27,087","27,387","34,913","34,461","26,045","27,792","42,933","37,180","24,002","26,741","38,269","42,204","31,412","20,704","28,653","28,326","34,438","30,834","39,992","50,360","35,088"
2020년02월_남_60~69세,"567,502","9,605","8,508","13,165","17,180","19,442","21,807","26,988","25,147","20,768","23,010","30,602","28,506","17,468","17,692","26,534","34,519","25,439","15,635","21,796","21,986","26,916","21,502","26,585","38,565","28,137"
2020년02월_남_70~79세,"314,041","5,601","4,671","7,450","9,113","10,166","12,655","13,914","14,526","12,951","12,502","15,880","16,968","10,388","10,342","12,802","17,743","14,668","8,205","12,257","13,150","16,739","12,638","15,763","18,958","13,991"
2020년02월_남_80~89세,"101,239","2,298","1,706","3,068","3,045","3,251","4,333","4,270","5,227","4,238","4,193","5,352","5,910","4,114","4,083","3,531","4,919","4,241","2,390","4,330","4,418","5,034","3,969","4,578","5,151","3,590"
2020년02월_남_90~99세,"10,586",358,256,491,313,331,459,352,503,397,432,565,570,431,429,401,549,353,193,413,459,391,480,524,557,379
2020년02월_남_100세 이상,"1,645",85,65,102,65,44,84,43,94,59,40,80,75,76,80,41,68,35,56,69,90,64,50,51,68,61
2020년02월_여_총인구수,"4,991,829","77,580","64,295","118,904","153,109","181,032","174,237","199,831","228,405","160,432","169,756","274,575","248,238","161,895","197,426","232,630","304,800","205,391","114,682","186,640","203,768","248,765","225,143","284,970","348,902","226,423"
2020년02월_여_연령구간인구수,"4,991,829","77,580","64,295","118,904","153,109","181,032","174,237","199,831","228,405","160,432","169,756","274,575","248,238","161,895","197,426","232,630","304,800","205,391","114,682","186,640","203,768","248,765","225,143","284,970","348,902","226,423"
2020년02월_여_0~9세,"320,270","4,038","3,567","6,799","10,526","10,401","10,651","11,773","14,972","8,297","9,832","17,274","15,218","10,002","12,909","16,113","21,171","14,727","6,604","12,546","12,770","11,874","17,379","18,795","25,734","16,298"
2020년02월_여_10~19세,"395,840","5,765","3,604","7,979","10,629","13,357","12,416","13,757","19,123","11,307","13,174","27,018","19,654","12,320","14,657","24,950","22,963","15,082","7,630","11,737","14,285","14,766","22,445","28,788","29,792","18,642"
2020년02월_여_20~29세,"744,531","11,859","9,529","17,180","23,045","32,523","27,408","28,055","34,073","22,022","21,920","35,795","33,889","25,311","33,071","29,430","46,264","28,227","17,777","30,081","34,046","54,996","29,143","39,338","49,625","29,924"
2020년02월_여_30~39세,"752,619","10,244","10,220","19,169","25,612","29,252","24,689","28,517","30,983","19,210","20,931","33,639","34,723","22,654","34,352","30,303","50,473","31,508","15,947","32,198","31,452","39,879","36,014","46,310","59,554","34,786"
2020년02월_여_40~49세,"788,954","11,825","9,112","18,384","23,414","27,548","25,391","28,728","36,618","23,858","25,613","46,873","39,485","24,431","32,162","42,074","46,452","31,265","16,312","27,242","30,170","33,021","41,730","53,822","57,289","36,135"
2020년02월_여_50~59세,"784,569","12,784","10,309","18,553","24,162","28,436","27,102","35,713","35,518","27,479","30,578","45,821","39,962","25,614","27,616","38,699","46,507","32,440","20,470","27,769","30,844","34,932","32,165","40,309","53,918","36,869"
2020년02월_여_60~69세,"633,016","9,778","8,562","14,551","18,286","21,412","23,337","28,566","28,227","23,775","24,862","34,942","33,176","19,718","20,668","28,435","39,726","28,424","16,170","23,122","25,799","30,922","25,268","31,627","42,687","30,976"
2020년02월_여_70~79세,"374,777","6,996","5,749","9,757","11,353","11,896","15,369","16,593","18,856","16,723","14,695","20,898","21,365","13,894","14,065","14,548","20,129","16,090","9,388","14,236","16,088","19,682","14,128","17,414","19,887","14,978"
2020년02월_여_80~89세,"162,700","3,449","2,921","5,208","5,105","5,157","6,583","6,786","8,329","6,553","6,865","10,390","8,970","6,616","6,554","6,744","9,163","6,435","3,678","6,423","6,861","7,238","5,402","6,656","8,355","6,259"
2020년02월_여_90~99세,"29,818",668,592,"1,064",807,891,"1,088","1,193","1,434","1,031","1,160","1,744","1,464","1,130","1,129","1,207","1,798","1,066",592,"1,082","1,242","1,209","1,304","1,689","1,853","1,381"
2020년02월_여_100세 이상,"4,735",174,130,260,170,159,203,150,272,177,126,181,332,205,243,127,154,127,114,204,211,246,165,222,208,175
