카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2021년11월_남_20~29세,"22,811",225,243,799,434,549,919,"2,652","2,383","2,126","1,364","1,222",848,"1,129",389,"1,484","2,208","2,824","1,013"
2021년11월_남_30~39세,"17,882",187,260,801,346,513,801,"2,082","1,875","1,584","1,186","1,357",547,848,341,966,"1,454","1,990",744
2021년11월_남_40~49세,"22,760",240,400,770,369,691,977,"2,238","1,955","1,628","1,129","1,826",682,987,378,"1,287","2,405","3,273","1,525"
2021년11월_남_50~59세,"24,195",312,318,911,421,784,"1,000","2,547","2,026","1,974","1,127","1,360",779,"1,119",645,"1,739","2,623","3,255","1,255"
2021년11월_남_60~69세,"16,800",342,332,706,406,603,491,"1,492","1,290","1,639",826,"1,114",731,"1,220",518,"1,463","1,185","1,685",757
2021년11월_남_70~79세,"8,625",281,216,552,253,334,215,623,702,901,535,583,396,553,238,633,539,738,333
2021년11월_남_80~89세,"3,134",132,70,211,110,106,107,298,203,303,257,164,148,171,73,195,179,315,92
2021년11월_남_90~99세,273,9,4,15,9,10,9,26,20,28,23,11,15,16,7,15,18,26,12
2021년11월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2021년11월_여_총인구수,"148,628","1,867","2,351","5,498","2,353","3,961","5,404","15,837","12,375","12,232","8,138","10,317","5,105","7,993","2,811","10,531","14,612","18,682","8,561"
2021년11월_여_연령구간인구수,"148,628","1,867","2,351","5,498","2,353","3,961","5,404","15,837","12,375","12,232","8,138","10,317","5,105","7,993","2,811","10,531","14,612","18,682","8,561"
2021년11월_여_0~9세,"9,785",46,171,277,78,247,376,"1,067",785,533,394,"1,076",225,468,181,563,"1,202","1,350",746
2021년11월_여_10~19세,"14,196",68,147,268,87,286,601,"1,398","1,206",789,490,"1,010",448,685,188,923,"2,054","2,331","1,217"
2021년11월_여_20~29세,"21,783",162,214,805,388,485,823,"2,891","2,312","2,300","1,680","1,065",688,979,320,"1,345","1,855","2,566",905
2021년11월_여_30~39세,"17,198",135,279,702,274,447,639,"2,073","1,604","1,355","1,136","1,452",511,791,327,"1,011","1,556","2,007",899
2021년11월_여_40~49세,"24,268",165,321,714,272,544,946,"2,579","1,926","1,537","1,031","1,909",673,"1,160",327,"1,600","2,971","3,829","1,764"
2021년11월_여_50~59세,"25,223",270,327,834,401,727,909,"2,854","1,979","1,973","1,202","1,494",904,"1,444",558,"2,103","2,653","3,240","1,351"
2021년11월_여_60~69세,"18,958",406,452,871,412,627,526,"1,525","1,446","1,844","1,067","1,334",893,"1,442",451,"1,614","1,305","1,753",990
2021년11월_여_70~79세,"10,801",409,296,656,274,374,365,872,738,"1,187",696,659,473,642,240,820,622,"1,014",464
2021년11월_여_80~89세,"5,453",185,122,320,140,191,185,511,318,615,372,263,236,317,175,481,326,514,182
2021년11월_여_90~99세,929,20,22,49,26,31,34,64,59,95,68,53,51,62,43,70,64,76,42
2021년11월_여_100세 이상,34,1,0,2,1,2,0,3,2,4,2,2,3,3,1,1,4,2,1
