카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2020년11월_계_80~89세,"14,314","8,217",610,581,"1,096",629,311,864,697,569,568,861,576,566,289,"6,097",794,517,382,645,258,292,437,887,377,368,617,523
2020년11월_계_90~99세,"2,094","1,215",96,82,193,89,60,102,86,70,58,113,121,91,54,879,113,58,81,109,30,34,70,133,51,45,73,82
2020년11월_계_100세 이상,133,70,4,7,15,5,0,0,6,0,4,9,9,5,6,63,5,2,6,4,6,11,4,8,2,3,5,7
2020년11월_남_총인구수,"335,365","178,646","12,748","12,841","17,354","16,756","17,508","19,713","13,303","10,078","11,356","19,816","13,203","9,208","4,762","156,719","20,640","10,996","12,574","22,300","3,623","9,389","12,168","24,223","9,015","9,001","18,174","4,616"
2020년11월_남_연령구간인구수,"335,365","178,646","12,748","12,841","17,354","16,756","17,508","19,713","13,303","10,078","11,356","19,816","13,203","9,208","4,762","156,719","20,640","10,996","12,574","22,300","3,623","9,389","12,168","24,223","9,015","9,001","18,174","4,616"
2020년11월_남_0~9세,"22,748","11,973",882,560,943,"1,312","1,924","1,396",805,509,768,"1,179",899,554,242,"10,775","1,371",600,850,"1,718",147,666,860,"1,982",679,468,"1,260",174
2020년11월_남_10~19세,"33,091","17,537","1,221",840,"1,536","1,860","2,086","2,095","1,427",893,"1,054","2,067","1,365",693,400,"15,554","2,114","1,003","1,113","2,765",169,931,"1,284","2,484",732,863,"1,883",213
2020년11월_남_20~29세,"56,532","30,831","1,968","2,273","3,292","2,856","3,072","3,200","2,235","1,849","1,891","3,826","2,502","1,222",645,"25,701","3,352","2,094","2,537","3,901",290,"1,467","1,744","4,008","1,443","1,354","3,104",407
2020년11월_남_30~39세,"46,631","23,885","1,677","2,222","2,676","2,247","2,462","2,555","1,574","1,306","1,363","2,405","1,654","1,214",530,"22,746","2,897","1,795","2,085","2,773",383,"1,329","1,705","3,997","1,634","1,076","2,688",384
2020년11월_남_40~49세,"55,373","29,407","2,417","2,252","3,006","2,765","2,922","3,561","2,184","1,557","1,905","2,996","1,666","1,432",744,"25,966","3,861","1,607","1,838","3,467",618,"1,411","2,253","4,239","1,429","1,578","3,122",543
2020년11월_남_50~59세,"65,422","35,168","2,459","2,476","3,342","3,212","3,023","3,855","2,707","2,109","2,468","4,147","2,683","1,675","1,012","30,254","4,060","2,077","2,198","4,475","1,038","1,846","2,307","4,118","1,571","2,097","3,468",999
2020년11월_남_60~69세,"37,101","19,460","1,295","1,385","1,550","1,726","1,523","1,953","1,502","1,153","1,253","2,223","1,714","1,416",767,"17,641","2,031","1,203","1,419","2,369",577,"1,204","1,362","2,283","1,095","1,048","1,929","1,121"
2020년11월_남_70~79세,"13,248","7,370",606,602,625,551,388,783,610,469,447,705,501,762,321,"5,878",694,454,406,590,286,422,480,800,314,381,509,542
2020년11월_남_80~89세,"4,742","2,731",205,216,325,208,99,297,237,214,195,248,179,218,90,"2,011",238,156,114,216,103,105,156,285,108,121,199,210
2020년11월_남_90~99세,445,268,18,14,55,19,9,18,21,19,11,19,35,20,10,177,22,7,12,25,11,6,16,25,9,14,11,19
2020년11월_남_100세 이상,32,16,0,1,4,0,0,0,1,0,1,1,5,2,1,16,0,0,2,1,1,2,1,2,1,1,1,4
2020년11월_여_총인구수,"318,845","171,696","12,314","11,233","15,783","16,349","17,138","18,454","13,550","10,145","10,629","18,954","13,733","9,037","4,377","147,149","18,497","11,002","12,681","22,111","2,658","9,090","10,524","23,021","8,613","7,552","17,237","4,163"
2020년11월_여_연령구간인구수,"318,845","171,696","12,314","11,233","15,783","16,349","17,138","18,454","13,550","10,145","10,629","18,954","13,733","9,037","4,377","147,149","18,497","11,002","12,681","22,111","2,658","9,090","10,524","23,021","8,613","7,552","17,237","4,163"
2020년11월_여_0~9세,"21,974","11,623",885,556,886,"1,253","1,993","1,320",755,472,726,"1,124",831,570,252,"10,351","1,319",594,794,"1,739",142,654,798,"1,886",637,455,"1,198",135
2020년11월_여_10~19세,"31,194","16,736","1,272",800,"1,413","1,782","2,003","1,942","1,481",880,"1,080","1,822","1,259",637,365,"14,458","1,874",947,"1,079","2,519",149,868,"1,227","2,422",687,751,"1,761",174
2020년11월_여_20~29세,"49,686","26,995","1,854","2,086","2,711","2,525","2,538","2,803","2,125","1,722","1,615","3,210","2,274","1,021",511,"22,691","2,739","2,081","2,545","3,726",197,"1,331","1,333","3,436","1,222","1,111","2,660",310
2020년11월_여_30~39세,"38,984","20,188","1,402","1,531","1,934","1,974","2,597","2,121","1,388","1,140","1,102","1,992","1,553","1,039",415,"18,796","2,271","1,399","1,840","2,724",249,"1,158","1,260","3,244","1,264",811,"2,300",276
2020년11월_여_40~49세,"53,229","28,567","2,138","1,769","2,674","2,775","3,142","3,350","2,331","1,601","1,756","3,133","2,035","1,236",627,"24,662","3,338","1,687","1,952","3,921",399,"1,432","1,825","4,086","1,305","1,260","3,055",402
2020년11월_여_50~59세,"62,357","33,659","2,179","2,073","2,962","3,187","2,964","3,501","2,731","2,170","2,181","4,056","3,065","1,736",854,"28,698","3,485","2,039","2,336","4,518",612,"1,880","2,015","4,080","1,725","1,604","3,440",964
2020년11월_여_60~69세,"33,670","18,058","1,257","1,271","1,382","1,642","1,269","1,741","1,370","1,106","1,106","1,985","1,630","1,548",751,"15,612","1,832","1,217","1,353","1,828",432,"1,103","1,228","2,115","1,015",877,"1,603","1,009"
2020년11월_여_70~79세,"16,429","9,383",840,708,901,715,369,"1,025",839,648,640,917,599,828,354,"7,046",987,624,441,620,299,440,500,"1,036",446,403,736,514
2020년11월_여_80~89세,"9,572","5,486",405,365,771,421,212,567,460,355,373,613,397,348,199,"4,086",556,361,268,429,155,187,281,602,269,247,418,313
2020년11월_여_90~99세,"1,649",947,78,68,138,70,51,84,65,51,47,94,86,71,44,702,91,51,69,84,19,28,54,108,42,31,62,63
2020년11월_여_100세 이상,101,54,4,6,11,5,0,0,5,0,3,8,4,3,5,47,5,2,4,3,5,9,3,6,1,2,4,3
