카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동
2020년08월_계_80~89세,"7,936",952,927,255,253,278,478,274,309,367,95,169,523,111,507,264,239,75,90,65,43,16,73,319,179,577,125,373
2020년08월_계_90~99세,"1,122",143,146,44,38,39,66,38,32,36,22,20,62,12,69,30,26,11,10,7,5,6,12,55,29,84,26,54
2020년08월_계_100세 이상,52,5,8,1,2,2,4,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,0,2,2,2
2020년08월_남_총인구수,"213,796","7,484","18,633",937,893,"1,137","2,154","13,815","1,628","12,138","2,128","1,689","14,874","1,187","20,234","7,400","8,806","1,839","1,780","3,441","3,546","2,489","2,390","15,014","10,256","25,233","8,560","24,111"
2020년08월_남_연령구간인구수,"213,796","7,484","18,633",937,893,"1,137","2,154","13,815","1,628","12,138","2,128","1,689","14,874","1,187","20,234","7,400","8,806","1,839","1,780","3,441","3,546","2,489","2,390","15,014","10,256","25,233","8,560","24,111"
2020년08월_남_0~9세,"21,760",460,"1,730",19,10,19,36,"2,868",49,897,31,45,"1,296",39,"2,081",587,506,66,160,381,491,355,183,"1,339","1,193","2,771",482,"3,666"
2020년08월_남_10~19세,"23,694",596,"2,110",31,28,83,80,"1,104",116,"1,309",54,85,"1,799",69,"2,696",920,"1,126",98,127,239,324,99,175,"1,900","1,431","3,164",578,"3,353"
2020년08월_남_20~29세,"31,301",909,"2,739",68,66,88,181,"1,259",137,"1,908",289,207,"2,291",144,"2,932","1,153","1,610",370,239,548,506,407,388,"2,460","1,440","3,786","2,023","3,153"
2020년08월_남_30~39세,"35,356",708,"2,296",56,53,71,141,"4,381",105,"1,819",294,176,"1,851",103,"2,600",873,932,326,337,809,814,664,439,"2,061","1,631","4,726","2,470","4,620"
2020년08월_남_40~49세,"37,028","1,023","2,753",87,100,120,297,"2,304",218,"1,876",426,206,"2,364",163,"3,724","1,139","1,278",271,257,520,583,416,425,"2,870","1,969","4,903","1,505","5,231"
2020년08월_남_50~59세,"35,503","1,513","3,874",203,180,238,488,"1,110",355,"2,145",501,363,"2,853",262,"3,599","1,452","1,890",349,340,595,531,343,397,"2,942","1,751","3,528",929,"2,772"
2020년08월_남_60~69세,"19,487","1,330","2,124",251,229,244,472,514,326,"1,524",356,366,"1,740",262,"1,879",886,"1,105",226,212,241,234,166,237,"1,016",626,"1,646",395,880
2020년08월_남_70~79세,"6,990",642,692,133,140,176,273,186,211,535,144,186,499,108,548,306,283,101,73,88,55,34,114,319,159,538,134,313
2020년08월_남_80~89세,"2,463",279,289,78,78,87,172,76,104,122,31,50,169,37,167,82,73,30,31,19,7,5,28,94,52,153,38,112
2020년08월_남_90~99세,207,23,25,11,9,10,13,13,7,2,2,5,12,0,8,2,3,2,4,1,1,0,4,12,4,18,6,10
2020년08월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020년08월_여_총인구수,"202,755","7,625","18,016",950,851,"1,086","1,998","12,622","1,546","12,401","1,724","1,598","15,425","1,096","19,509","7,573","8,701","1,485","1,485","2,903","3,363","2,045","2,092","13,751","9,421","23,684","7,474","22,331"
2020년08월_여_연령구간인구수,"202,755","7,625","18,016",950,851,"1,086","1,998","12,622","1,546","12,401","1,724","1,598","15,425","1,096","19,509","7,573","8,701","1,485","1,485","2,903","3,363","2,045","2,092","13,751","9,421","23,684","7,474","22,331"
2020년08월_여_0~9세,"20,352",457,"1,614",22,8,20,32,"2,750",28,943,35,37,"1,183",43,"1,954",527,426,72,128,336,479,303,171,"1,281","1,146","2,387",477,"3,493"
2020년08월_여_10~19세,"21,699",586,"1,785",30,34,49,80,"1,019",90,"1,245",60,67,"1,809",65,"2,444",810,950,100,104,239,332,107,180,"1,742","1,224","2,869",554,"3,125"
2020년08월_여_20~29세,"25,380",613,"1,990",42,32,58,121,"1,425",118,"1,571",234,135,"1,779",98,"2,334",914,"1,214",230,188,439,437,303,280,"1,796","1,104","3,303","2,100","2,522"
2020년08월_여_30~39세,"31,055",638,"2,184",36,25,31,80,"3,751",78,"1,579",245,97,"1,820",63,"2,636",857,814,167,217,558,661,485,304,"1,843","1,515","4,230","1,684","4,457"
2020년08월_여_40~49세,"36,256",974,"3,057",53,50,80,158,"1,841",157,"2,106",287,152,"2,775",133,"3,860","1,401","1,620",195,196,458,570,288,350,"2,929","2,055","4,632","1,168","4,711"
2020년08월_여_50~59세,"33,987","1,517","3,836",159,147,153,332,933,300,"2,394",352,334,"3,238",232,"3,527","1,602","2,071",294,297,544,547,317,401,"2,547","1,454","3,340",791,"2,328"
2020년08월_여_60~69세,"18,644","1,251","1,843",224,193,252,428,452,292,"1,690",278,385,"1,751",247,"1,696",900,"1,050",235,181,202,234,179,238,917,539,"1,643",427,917
2020년08월_여_70~79세,"8,949",792,941,173,156,222,405,226,251,591,146,256,665,128,656,352,364,138,106,75,63,45,115,427,232,788,164,472
2020년08월_여_80~89세,"5,473",673,638,177,175,191,306,198,205,245,64,119,354,74,340,182,166,45,59,46,36,11,45,225,127,424,87,261
2020년08월_여_90~99세,915,120,121,33,29,29,53,25,25,34,20,15,50,12,61,28,23,9,6,6,4,6,8,43,25,66,20,44
2020년08월_여_100세 이상,45,4,7,1,2,1,3,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,0,2,2,1
