카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2021년03월_남_총인구수,"358,682","30,474","46,857","52,120","7,514","12,487","26,946","14,712","9,866","4,696","2,165","27,353","18,004","9,582","2,564","39,391","17,590","36,361"
2021년03월_남_연령구간인구수,"358,682","30,474","46,857","52,120","7,514","12,487","26,946","14,712","9,866","4,696","2,165","27,353","18,004","9,582","2,564","39,391","17,590","36,361"
2021년03월_남_0~9세,"33,388","2,070","4,228","4,487",828,554,"2,033",852,613,184,99,"3,241","1,630",359,77,"5,368","2,437","4,328"
2021년03월_남_10~19세,"39,900","3,752","5,885","5,986",698,949,"3,362","1,332","1,041",297,118,"3,664","2,534",624,93,"4,227","1,937","3,401"
2021년03월_남_20~29세,"44,587","4,116","5,625","6,421",847,"1,808","3,611","2,153","1,258",471,228,"3,092","2,304","1,364",311,"4,581","1,912","4,485"
2021년03월_남_30~39세,"44,317","2,935","5,035","6,126","1,096","1,264","2,718","1,756",935,407,222,"3,427","2,111","1,191",298,"6,371","2,620","5,805"
2021년03월_남_40~49세,"65,762","5,174","8,681","9,992","1,323","1,744","5,050","2,126","1,637",570,269,"5,676","3,578","1,188",299,"8,046","3,686","6,723"
2021년03월_남_50~59세,"60,460","5,618","8,084","9,112","1,192","2,712","5,134","2,719","1,884",982,426,"4,141","3,009","1,924",508,"5,211","2,522","5,282"
2021년03월_남_60~69세,"41,783","3,725","5,579","5,863",966,"2,181","2,879","2,340","1,351","1,020",457,"2,281","1,660","1,834",642,"3,353","1,601","4,051"
2021년03월_남_70~79세,"20,602","2,210","2,676","3,024",401,890,"1,522","1,037",777,551,245,"1,331",836,766,236,"1,685",651,"1,764"
2021년03월_남_80~89세,"7,230",794,979,"1,015",153,359,591,364,331,190,92,455,316,302,93,516,204,476
2021년03월_남_90~99세,623,77,84,91,9,26,45,30,34,22,6,44,26,29,7,32,19,42
2021년03월_남_100세 이상,30,3,1,3,1,0,1,3,5,2,3,1,0,1,0,1,1,4
2021년03월_여_총인구수,"361,600","31,260","46,040","51,942","7,299","11,557","26,579","14,805","9,874","4,277","2,016","28,722","18,567","9,162","1,945","40,738","18,471","38,346"
2021년03월_여_연령구간인구수,"361,600","31,260","46,040","51,942","7,299","11,557","26,579","14,805","9,874","4,277","2,016","28,722","18,567","9,162","1,945","40,738","18,471","38,346"
2021년03월_여_0~9세,"31,476","1,896","3,910","4,164",796,439,"1,866",861,587,150,97,"3,030","1,592",340,81,"5,165","2,329","4,173"
2021년03월_여_10~19세,"37,788","3,561","5,496","5,487",623,927,"3,215","1,222",884,232,126,"3,449","2,401",556,94,"4,196","1,828","3,491"
2021년03월_여_20~29세,"40,981","3,641","5,003","5,831",755,"1,455","3,118","1,902","1,252",341,180,"2,909","2,256","1,088",208,"4,623","1,887","4,532"
2021년03월_여_30~39세,"45,500","2,993","5,106","6,160","1,086","1,041","2,645","1,557",868,335,201,"3,918","2,165",890,184,"7,025","3,124","6,202"
2021년03월_여_40~49세,"65,362","5,723","8,618","9,695","1,217","1,522","5,081","2,112","1,614",467,236,"6,052","3,768","1,053",169,"7,684","3,618","6,733"
2021년03월_여_50~59세,"57,996","5,504","7,131","8,519","1,137","2,419","4,538","2,957","1,744",797,354,"3,999","2,859","1,915",384,"5,331","2,635","5,773"
2021년03월_여_60~69세,"43,878","4,021","5,638","6,317",959,"1,951","2,994","2,285","1,436",937,419,"2,769","1,830","1,784",429,"3,835","1,867","4,407"
2021년03월_여_70~79세,"24,518","2,532","3,289","3,807",446,"1,081","1,994","1,197",952,578,237,"1,734","1,064",867,244,"1,818",763,"1,915"
2021년03월_여_80~89세,"11,920","1,174","1,605","1,672",231,609,974,625,451,327,134,708,548,568,133,885,349,927
2021년03월_여_90~99세,"2,079",206,233,280,49,110,151,81,71,108,32,147,82,97,15,169,69,179
2021년03월_여_100세 이상,102,9,11,10,0,3,3,6,15,5,0,7,2,4,4,7,2,14
