카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년04월_여_연령구간인구수,"175,528","4,178","2,100","3,594","1,207","1,009","1,372",813,769,747,"1,678","10,752","2,409",854,"2,091",576,"1,163","14,362","5,570","5,971","7,464","10,331","12,836","5,942","13,396","14,772","6,337","6,319","11,412","12,755","12,749"
2020년04월_여_0~9세,"13,976",308,182,410,24,23,53,9,18,21,29,"1,110",137,11,79,16,26,819,240,178,296,560,734,438,"1,617","1,119",325,352,"1,327","1,125","2,390"
2020년04월_여_10~19세,"16,956",323,240,207,56,32,95,18,22,41,72,"1,366",202,26,101,25,49,"1,182",353,312,545,849,"1,294",563,"1,787","1,799",578,603,"1,565","1,318","1,333"
2020년04월_여_20~29세,"20,081",369,192,415,71,62,88,25,31,40,82,972,191,38,173,47,73,"1,926",690,492,904,"1,334","1,716",671,"1,487","1,967",818,698,"1,142","2,001","1,366"
2020년04월_여_30~39세,"20,789",477,232,650,56,56,106,28,35,26,84,"1,324",206,24,112,30,55,"1,340",615,392,658,"1,073","1,254",693,"2,084","1,593",600,584,"1,546","1,832","3,024"
2020년04월_여_40~49세,"27,471",513,350,456,68,63,129,43,42,54,108,"2,017",305,47,200,41,79,"2,093",763,651,956,"1,484","2,079",867,"2,845","2,782",886,"1,000","2,185","2,093","2,272"
2020년04월_여_50~59세,"29,368",698,318,599,190,169,235,119,105,107,259,"1,703",402,134,381,92,183,"2,403",963,"1,062","1,414","2,005","2,723","1,070","1,952","2,730","1,187","1,263","1,632","1,948","1,322"
2020년04월_여_60~69세,"22,748",630,263,400,224,228,239,179,165,149,337,"1,160",381,157,449,107,227,"2,174",995,"1,330","1,301","1,651","1,723",925,870,"1,376","1,044",959,"1,104","1,325",676
2020년04월_여_70~79세,"14,306",465,171,243,267,174,217,195,175,132,344,637,322,198,325,97,238,"1,521",585,997,873,934,806,484,452,836,549,535,584,731,219
2020년04월_여_80~89세,"8,393",331,130,170,208,176,187,170,156,142,309,396,222,191,231,99,211,770,302,478,448,390,440,194,264,484,299,271,283,323,118
2020년04월_여_90~99세,"1,370",61,20,40,43,24,23,27,20,34,52,65,39,27,39,21,21,124,58,66,67,50,66,34,34,86,51,50,42,58,28
2020년04월_여_100세 이상,70,3,2,4,0,2,0,0,0,1,2,2,2,1,1,1,1,10,6,13,2,1,1,3,4,0,0,4,2,1,1
