카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년06월_남_10~19세,"22,157",100,232,158,48,288,359,"2,004","1,162",447,748,"1,222",349,255,883,977,733,331,697,414,919,"2,477",942,532,437,76,"1,303","2,078","1,986"
2021년06월_남_20~29세,"32,425",402,692,467,228,506,"1,160","3,787","1,289",899,"1,006","1,606",688,392,"1,357","1,256","1,293",602,"1,208",799,"1,291","2,529","1,073",928,974,140,"1,465","2,689","1,699"
2021년06월_남_30~39세,"28,609",503,462,407,242,566,"1,031","2,564","1,072",754,714,"1,784",532,399,"1,572",811,"1,049",401,959,701,880,"1,386",823,673,809,128,"1,746","3,066","2,575"
2021년06월_남_40~49세,"33,352",370,452,404,233,610,936,"2,771","1,419",844,861,"1,965",667,489,"1,570","1,129","1,166",532,"1,113",811,"1,143","2,419","1,052",843,808,127,"2,058","3,325","3,235"
2021년06월_남_50~59세,"34,962",380,513,370,324,616,"1,028","3,144","1,444","1,093",995,"1,822",920,479,"1,641","1,397","1,150",673,"1,431","1,281","1,361","2,785","1,107","1,082","1,138",291,"1,752","2,935","1,810"
2021년06월_남_60~69세,"26,059",367,478,311,298,531,862,"2,180","1,270",983,879,"1,263",945,335,"1,435","1,089",928,598,"1,214","1,369",771,"1,210",812,783,"1,083",309,"1,036","1,834",886
2021년06월_남_70~79세,"13,334",208,339,199,177,391,499,"1,082",654,597,382,654,594,230,755,493,478,448,719,672,339,474,340,366,506,156,457,811,314
2021년06월_남_80~89세,"4,457",74,147,75,64,140,188,330,171,216,125,176,196,75,256,160,196,144,218,236,97,214,129,98,166,76,158,238,94
2021년06월_남_90~99세,357,8,17,5,9,7,11,27,14,11,11,19,13,3,25,10,22,13,15,19,8,22,9,8,9,6,7,21,8
2021년06월_남_100세 이상,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"215,425","2,364","3,351","2,288","1,477","4,052","5,678","19,305","10,026","6,008","6,696","11,946","5,371","2,917","10,692","8,284","8,290","3,917","8,150","7,063","6,843","15,346","7,152","5,458","6,427","1,227","11,113","18,834","15,150"
2021년06월_여_연령구간인구수,"215,425","2,364","3,351","2,288","1,477","4,052","5,678","19,305","10,026","6,008","6,696","11,946","5,371","2,917","10,692","8,284","8,290","3,917","8,150","7,063","6,843","15,346","7,152","5,458","6,427","1,227","11,113","18,834","15,150"
2021년06월_여_0~9세,"15,933",120,132,119,37,256,226,"1,303",830,291,449,"1,048",187,263,848,574,508,119,434,213,442,"1,129",548,305,265,35,"1,283","1,835","2,134"
2021년06월_여_10~19세,"19,870",80,232,135,62,265,329,"1,760","1,105",433,646,"1,063",302,258,749,894,687,290,630,390,720,"2,075",796,479,339,48,"1,236","2,017","1,850"
2021년06월_여_20~29세,"29,268",524,659,449,247,498,"1,093","3,395","1,220",810,831,"1,456",631,318,"1,243","1,101","1,253",538,"1,088",748,980,"2,146",904,837,918,97,"1,256","2,435","1,593"
2021년06월_여_30~39세,"26,244",436,314,285,165,567,751,"2,202","1,161",557,730,"1,736",434,386,"1,438",769,907,343,786,586,804,"1,528",847,571,653,83,"1,727","2,760","2,718"
2021년06월_여_40~49세,"33,126",242,407,304,141,535,639,"2,759","1,674",781,995,"1,896",572,423,"1,428","1,304","1,182",465,"1,073",736,"1,226","3,135","1,223",762,735,94,"1,998","3,237","3,160"
2021년06월_여_50~59세,"36,275",276,459,287,227,594,865,"3,511","1,634","1,010","1,248","2,046",881,423,"1,800","1,590","1,408",697,"1,469","1,294","1,287","2,880","1,326","1,052","1,266",226,"1,596","2,970","1,953"
2021년06월_여_60~69세,"28,797",315,507,324,266,667,863,"2,426","1,457","1,118","1,027","1,583","1,130",410,"1,647","1,125","1,219",725,"1,448","1,445",760,"1,253",815,797,"1,140",269,"1,032","1,976","1,053"
2021년06월_여_70~79세,"16,379",248,426,258,195,466,598,"1,291",644,667,469,736,782,266,958,585,719,490,818,970,397,704,414,421,641,208,548,"1,002",458
2021년06월_여_80~89세,"8,054",110,190,112,101,165,276,566,254,297,247,321,379,141,493,299,344,211,331,588,188,426,227,192,400,140,363,499,194
2021년06월_여_90~99세,"1,418",12,24,13,32,37,34,90,46,41,54,58,71,27,82,42,61,38,72,88,39,65,50,40,70,25,72,99,36
2021년06월_여_100세 이상,61,1,1,2,4,2,4,2,1,3,0,3,2,2,6,1,2,1,1,5,0,5,2,2,0,2,2,4,1
