카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2021년07월_여_총인구수,"913,947","110,617","136,223","141,201","57,813","72,006","22,868","14,175","12,921","32,490","20,360","31,409","18,985","17,624","34,309","25,669","44,367","15,609","26,212","21,351","24,472","15,285","17,981"
2021년07월_여_연령구간인구수,"913,947","110,617","136,223","141,201","57,813","72,006","22,868","14,175","12,921","32,490","20,360","31,409","18,985","17,624","34,309","25,669","44,367","15,609","26,212","21,351","24,472","15,285","17,981"
2021년07월_여_0~9세,"62,332","8,237","9,899","11,206","4,882","6,348","1,153",495,537,"1,265",766,"1,634",945,832,"1,858","1,633","3,931",611,"1,821","1,274","1,459",821,725
2021년07월_여_10~19세,"79,265","11,721","12,501","14,195","4,689","7,587","1,445",886,838,"1,722","1,243","2,667","1,256","1,181","2,432","2,057","4,671",946,"1,952","1,512","1,706","1,080",978
2021년07월_여_20~29세,"86,837","12,241","14,369","16,904","5,818","8,254","1,903","1,015",847,"1,674","1,207","3,015","1,290","1,206","2,407","2,054","4,300",957,"2,098","1,650","1,551","1,024","1,053"
2021년07월_여_30~39세,"85,796","11,780","13,952","16,045","6,941","8,377","1,774",783,733,"1,593","1,112","2,254","1,218","1,133","2,234","2,077","5,321",894,"2,270","1,626","1,723",998,958
2021년07월_여_40~49세,"118,692","17,671","19,400","21,678","7,446","11,251","2,210","1,307","1,255","2,569","1,734","3,866","1,760","1,625","3,440","2,939","6,706","1,353","2,777","2,332","2,522","1,453","1,398"
2021년07월_여_50~59세,"143,949","17,811","22,782","24,384","7,799","13,257","3,665","2,134","1,999","4,369","2,878","5,109","2,792","2,540","5,084","4,004","5,923","2,189","3,743","3,160","3,474","2,169","2,684"
2021년07월_여_60~69세,"139,014","15,579","21,167","17,888","8,211","8,468","4,133","2,475","2,424","6,495","3,795","4,674","3,361","3,185","6,297","4,023","5,636","2,895","4,210","3,523","4,368","2,685","3,522"
2021년07월_여_70~79세,"106,585","9,851","13,396","10,499","6,404","4,544","3,424","2,370","2,206","6,398","3,706","4,243","3,072","2,909","5,544","3,549","4,287","2,887","4,001","3,248","4,065","2,597","3,385"
2021년07월_여_80~89세,"77,440","4,926","7,317","7,028","4,773","3,233","2,673","2,248","1,755","5,355","3,290","3,407","2,730","2,521","4,245","2,864","3,056","2,463","2,878","2,605","3,091","2,132","2,850"
2021년07월_여_90~99세,"13,505",766,"1,392","1,317",825,671,464,449,314,"1,008",609,512,541,470,727,452,513,399,438,405,499,314,420
2021년07월_여_100세 이상,532,34,48,57,25,16,24,13,13,42,20,28,20,22,41,17,23,15,24,16,14,12,8
