카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년06월_남_0~9세,"7,122",319,68,23,111,58,63,103,195,747,90,54,963,195,242,320,129,414,764,480,"1,390",394
2020년06월_남_10~19세,"10,225",539,104,21,153,106,101,125,265,785,142,100,"1,621",339,404,658,222,535,822,899,"1,890",394
2020년06월_남_20~29세,"13,688",835,193,59,219,267,155,250,276,922,309,165,"1,901",499,706,904,339,601,"1,394","1,123","1,825",746
2020년06월_남_30~39세,"11,510",637,112,55,167,194,144,211,319,"1,094",257,166,"1,328",424,515,696,291,606,"1,124",928,"1,710",532
2020년06월_남_40~49세,"16,595","1,118",232,78,277,299,195,326,533,"1,265",329,253,"2,138",539,766,972,346,779,"1,374","1,425","2,606",745
2020년06월_남_50~59세,"18,309","1,520",354,181,390,447,398,441,563,"1,182",424,329,"2,228",734,982,"1,205",459,724,"1,195","1,617","2,254",682
2020년06월_남_60~69세,"15,675","1,598",362,237,435,471,430,492,628,898,438,306,"1,439",669,855,"1,045",347,641,"1,006","1,344","1,532",502
2020년06월_남_70~79세,"8,687",960,209,145,239,289,242,256,373,472,293,251,759,380,519,502,155,253,447,917,716,310
2020년06월_남_80~89세,"3,431",397,96,57,97,129,94,119,138,181,110,95,343,140,191,167,75,105,172,365,265,95
2020년06월_남_90~99세,323,47,8,4,12,20,9,8,15,15,21,3,24,11,18,10,8,13,13,32,21,11
2020년06월_남_100세 이상,28,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020년06월_여_총인구수,"107,270","8,260","1,656",741,"2,000","2,057","1,754","2,189","3,331","7,866","2,675","1,648","13,271","3,951","5,321","6,685","2,449","4,951","8,461","9,147","14,570","4,287"
2020년06월_여_연령구간인구수,"107,270","8,260","1,656",741,"2,000","2,057","1,754","2,189","3,331","7,866","2,675","1,648","13,271","3,951","5,321","6,685","2,449","4,951","8,461","9,147","14,570","4,287"
2020년06월_여_0~9세,"6,668",285,56,8,89,48,54,93,199,686,96,47,878,193,216,300,172,447,735,513,"1,201",352
2020년06월_여_10~19세,"9,247",458,89,22,124,93,68,98,242,749,162,71,"1,546",312,374,562,194,474,800,746,"1,685",378
2020년06월_여_20~29세,"11,359",612,111,43,128,152,107,175,232,865,297,132,"1,599",423,612,796,231,501,"1,220",884,"1,587",652
2020년06월_여_30~39세,"10,454",525,86,20,158,107,91,176,278,"1,037",203,120,"1,304",330,412,580,246,636,"1,132",778,"1,726",509
2020년06월_여_40~49세,"15,902",887,167,44,205,144,134,254,451,"1,383",311,169,"2,467",538,681,959,392,829,"1,300","1,233","2,673",681
2020년06월_여_50~59세,"18,325","1,498",337,151,346,357,316,403,598,"1,211",379,286,"2,215",699,"1,027","1,309",489,865,"1,306","1,572","2,313",648
2020년06월_여_60~69세,"17,025","1,792",322,213,422,466,410,467,660,968,555,379,"1,631",748,"1,051","1,195",360,647,"1,045","1,505","1,643",546
2020년06월_여_70~79세,"10,762","1,294",225,142,274,379,323,279,385,588,386,299,"1,017",433,624,586,202,320,543,"1,153","1,011",299
2020년06월_여_80~89세,"6,188",732,217,80,197,259,216,192,246,316,219,120,506,221,269,323,136,190,317,645,615,172
2020년06월_여_90~99세,"1,262",158,42,18,53,50,32,51,39,59,63,25,101,48,50,75,27,40,61,108,112,50
2020년06월_여_100세 이상,78,19,4,0,4,2,3,1,1,4,4,0,7,6,5,0,0,2,2,10,4,0
