,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년10월_계_80~89세,"25,893","6,512",444,362,330,559,540,442,465,461,500,510,185,320,136,897,80,193,88,"5,964","1,024",367,196,752,294,812,675,430,347,487,580,"13,417",747,679,269,255,432,952,656,523,917,458,650,392,481,605,801,377,436,483,"1,092",494,"1,279",439
2021년10월_계_90~99세,"4,204",870,52,65,42,60,77,57,45,59,48,61,22,38,37,143,17,28,19,857,154,52,23,97,31,96,101,58,51,92,102,"2,477",136,108,46,34,76,116,121,113,163,88,145,82,89,99,139,67,74,86,227,100,279,89
2021년10월_계_100세 이상,173,56,1,6,1,4,6,2,2,7,8,4,2,2,2,4,1,1,3,39,10,1,12,4,0,1,1,7,1,1,1,78,6,2,2,1,2,7,4,1,6,1,5,1,3,3,8,2,6,1,4,1,11,1
2021년10월_남_총인구수,"461,315","119,485","7,069","9,939","5,981","7,970","7,743","6,851","6,720","6,471","8,014","7,723","2,807","4,903","6,148","22,158","2,521","4,855","1,612","107,644","17,622","6,730","3,485","12,741","5,080","11,875","13,153","6,814","6,409","10,443","13,292","234,186","12,755","8,434","5,099","6,910","9,712","14,316","7,348","7,452","15,437","9,055","12,448","6,493","8,582","7,842","13,966","12,914","11,978","13,070","13,178","8,325","14,716","14,156"
2021년10월_남_연령구간인구수,"461,315","119,485","7,069","9,939","5,981","7,970","7,743","6,851","6,720","6,471","8,014","7,723","2,807","4,903","6,148","22,158","2,521","4,855","1,612","107,644","17,622","6,730","3,485","12,741","5,080","11,875","13,153","6,814","6,409","10,443","13,292","234,186","12,755","8,434","5,099","6,910","9,712","14,316","7,348","7,452","15,437","9,055","12,448","6,493","8,582","7,842","13,966","12,914","11,978","13,070","13,178","8,325","14,716","14,156"
2021년10월_남_0~9세,"33,768","7,578",238,871,192,263,348,283,324,172,347,507,173,260,335,"2,401",253,531,80,"6,360",753,425,187,684,328,617,809,226,260,663,"1,408","19,830",961,615,538,497,719,988,466,668,"1,203",694,"1,141",481,616,579,"1,059","1,601","1,326","1,344",924,640,"1,029","1,741"
2021년10월_남_10~19세,"43,878","8,648",378,794,358,364,555,433,564,346,556,677,246,468,238,"2,047",241,299,84,"8,145",940,437,216,939,470,972,910,448,445,916,"1,452","27,085","1,495","1,134","1,000","1,257",941,"1,570",706,915,"2,144","1,161","1,540",926,658,895,974,"1,885","1,518","1,564","1,117",765,"1,340","1,580"
2021년10월_남_20~29세,"65,839","17,808","1,039","1,303",888,"1,469","1,294","1,069","1,121",930,"1,208","1,090",359,702,"1,235","2,690",491,652,268,"15,676","3,029",770,445,"1,894",884,"1,871","1,788",886,916,"1,594","1,599","32,355","1,903","1,151",507,974,"1,600","2,108",990,"1,012","2,191","1,403","1,676",912,"1,365",980,"2,017","1,330","1,509","1,860","1,857","1,286","2,175","1,549"
2021년10월_남_30~39세,"69,085","18,772","1,085","1,677",898,"1,245","1,177",944,906,858,"1,120","1,148",376,562,"1,494","3,340",468,"1,161",313,"16,706","3,355",902,606,"1,994",692,"1,649","2,247",870,896,"1,512","1,983","33,607","1,803","1,096",326,756,"1,783","2,187","1,442","1,097","2,051","1,178","1,707",588,"1,406",962,"2,786","1,529","1,571","1,649","2,152","1,317","2,197","2,024"
2021년10월_남_40~49세,"75,386","19,133","1,143","1,509",961,"1,164","1,120","1,014","1,033",929,"1,174","1,211",494,813,"1,208","4,100",387,664,209,"16,717","2,647","1,111",532,"1,938",761,"1,742","2,124","1,020",936,"1,497","2,409","39,536","2,050","1,563","1,152","1,388","1,484","2,544","1,131","1,280","2,759","1,409","2,025",971,"1,289","1,232","2,093","2,629","2,215","2,168","1,936","1,339","2,189","2,690"
2021년10월_남_50~59세,"77,659","20,471","1,408","1,658","1,182","1,398","1,404","1,338","1,199","1,375","1,394","1,305",458,892,799,"3,437",305,691,228,"18,837","2,816","1,339",599,"2,203",860,"2,180","2,268","1,512","1,282","1,799","1,979","38,351","2,040","1,499",862,"1,143","1,430","2,426","1,126","1,205","2,548","1,595","2,082","1,182","1,293","1,222","2,063","2,113","2,010","2,283","2,120","1,395","2,464","2,250"
2021년10월_남_60~69세,"58,599","16,839","1,134","1,387",925,"1,236","1,108","1,120",928,"1,165","1,321","1,064",403,706,534,"2,784",237,535,252,"15,885","2,456","1,121",590,"1,901",656,"1,700","1,955","1,179","1,088","1,695","1,544","25,875","1,465",710,387,565,"1,040","1,255",872,700,"1,442","1,037","1,336",875,"1,182","1,143","1,905","1,201","1,184","1,462","1,739",945,"1,834","1,596"
2021년10월_남_70~79세,"26,233","7,658",495,584,440,604,540,479,456,526,669,517,220,367,238,"1,017",108,260,138,"6,974","1,193",464,226,874,321,820,798,528,468,587,695,"11,601",675,371,210,229,500,751,406,331,673,380,638,368,548,544,780,449,466,552,865,410,910,545
2021년10월_남_80~89세,"9,782","2,365",137,134,126,212,183,153,183,157,211,190,72,124,60,304,27,56,36,"2,177",394,149,81,294,104,307,235,132,111,165,205,"5,240",322,257,105,92,196,438,182,208,379,178,265,167,198,255,263,160,161,168,402,196,483,165
2021년10월_남_90~99세,"1,048",200,12,20,11,15,13,17,6,12,10,13,6,8,7,36,4,6,4,161,37,12,3,20,4,17,18,10,7,15,18,687,39,38,10,9,19,45,26,35,46,20,36,22,26,30,26,16,17,20,66,32,93,16
2021년10월_남_100세 이상,38,13,0,2,0,0,1,1,0,1,4,1,0,1,0,2,0,0,0,6,2,0,0,0,0,0,1,3,0,0,0,19,2,0,2,0,0,4,1,1,1,0,2,1,1,0,0,1,1,0,0,0,2,0
2021년10월_여_총인구수,"470,004","116,495","6,315","10,397","5,359","7,514","7,662","6,490","6,542","5,936","7,874","7,921","2,703","4,999","4,909","23,284","2,202","4,955","1,433","104,834","16,224","6,049","3,281","13,108","5,286","12,106","12,229","6,242","5,884","10,284","14,141","248,675","13,130","9,292","5,386","6,948","9,674","16,154","8,156","7,952","16,510","9,296","13,071","6,803","8,703","8,615","14,449","13,312","12,640","13,987","14,898","8,931","16,028","14,740"
2021년10월_여_연령구간인구수,"470,004","116,495","6,315","10,397","5,359","7,514","7,662","6,490","6,542","5,936","7,874","7,921","2,703","4,999","4,909","23,284","2,202","4,955","1,433","104,834","16,224","6,049","3,281","13,108","5,286","12,106","12,229","6,242","5,884","10,284","14,141","248,675","13,130","9,292","5,386","6,948","9,674","16,154","8,156","7,952","16,510","9,296","13,071","6,803","8,703","8,615","14,449","13,312","12,640","13,987","14,898","8,931","16,028","14,740"
2021년10월_여_0~9세,"32,294","7,398",230,910,224,227,364,274,303,172,366,492,131,254,326,"2,331",242,478,74,"6,101",742,394,201,689,261,581,756,232,261,675,"1,309","18,795",901,578,572,440,668,961,387,638,"1,127",652,"1,039",455,617,613,994,"1,485","1,223","1,248",884,612,"1,078","1,623"
2021년10월_여_10~19세,"41,779","8,261",328,787,292,343,495,456,542,283,495,597,240,457,219,"2,174",202,292,59,"7,652",915,371,208,978,505,878,834,439,381,781,"1,362","25,866","1,358","1,035",971,"1,158",918,"1,650",597,829,"2,100","1,045","1,516",836,593,855,963,"1,757","1,505","1,456","1,151",812,"1,217","1,544"
2021년10월_여_20~29세,"62,548","16,037",891,"1,282",794,"1,350","1,177",819,962,790,"1,090","1,006",299,648,"1,031","2,708",266,724,200,"14,561","2,836",662,432,"1,944",924,"1,700","1,547",740,820,"1,385","1,571","31,950","1,738","1,217",436,882,"1,405","2,513",979,951,"2,249","1,254","1,588",831,"1,273","1,023","1,949","1,315","1,516","1,860","1,978","1,335","2,129","1,529"
2021년10월_여_30~39세,"66,245","16,237",748,"1,654",636,935,944,759,722,602,918,"1,037",307,501,"1,000","3,755",415,"1,081",223,"14,180","2,462",841,480,"1,829",647,"1,371","1,754",647,658,"1,351","2,140","35,828","1,751","1,246",481,714,"1,587","2,629","1,429","1,168","2,148","1,143","1,796",716,"1,353","1,099","2,417","1,964","1,895","1,890","2,317","1,344","2,289","2,452"
2021년10월_여_40~49세,"77,791","17,174",826,"1,582",747,894,"1,018",907,998,732,"1,093","1,147",421,805,778,"4,056",344,624,202,"15,101","2,110",905,437,"1,882",776,"1,734","1,695",822,778,"1,444","2,518","45,516","2,349","2,022","1,395","1,671","1,657","3,243","1,381","1,488","3,325","1,704","2,393","1,233","1,326","1,471","2,032","2,941","2,373","2,426","2,249","1,478","2,545","2,814"
2021년10월_여_50~59세,"77,371","19,526","1,117","1,798",978,"1,260","1,344","1,176","1,133","1,134","1,402","1,387",450,866,641,"3,623",293,719,205,"18,208","2,636","1,016",565,"2,172",876,"2,163","2,208","1,244","1,162","1,959","2,207","39,637","2,196","1,431",684,"1,042","1,478","2,371","1,210","1,244","2,569","1,706","2,087","1,221","1,376","1,325","2,364","1,920","1,983","2,532","2,412","1,488","2,683","2,315"
2021년10월_여_60~69세,"61,169","17,781","1,200","1,527",913,"1,300","1,201","1,136",976,"1,188","1,399","1,218",444,774,556,"2,846",261,581,261,"16,271","2,412","1,032",560,"2,073",694,"1,902","1,971","1,170","1,038","1,628","1,791","27,117","1,570",727,395,587,"1,109","1,355",965,778,"1,477","1,020","1,425",826,"1,202","1,172","2,095","1,168","1,294","1,538","1,927",984,"1,937","1,566"
2021년10월_여_70~79세,"31,405","9,221",627,580,539,809,693,633,583,678,780,666,280,467,250,"1,089",112,296,139,"8,244","1,356",569,251,"1,002",386,"1,192",941,598,505,661,783,"13,940",741,542,252,265,557,844,636,463,855,423,730,400,615,635,976,493,514,655,"1,125",511,"1,159",549
2021년10월_여_80~89세,"16,111","4,147",307,228,204,347,357,289,282,304,289,320,113,196,76,593,53,137,52,"3,787",630,218,115,458,190,505,440,298,236,322,375,"8,177",425,422,164,163,236,514,474,315,538,280,385,225,283,350,538,217,275,315,690,298,796,274
2021년10월_여_90~99세,"3,156",670,40,45,31,45,64,40,39,47,38,48,16,30,30,107,13,22,15,696,117,40,20,77,27,79,83,48,44,77,84,"1,790",97,70,36,25,57,71,95,78,117,68,109,60,63,69,113,51,57,66,161,68,186,73
2021년10월_여_100세 이상,135,43,1,4,1,4,5,1,2,6,4,3,2,1,2,2,1,1,3,33,8,1,12,4,0,1,0,4,1,1,1,59,4,2,0,1,2,3,3,0,5,1,3,0,2,3,8,1,5,1,4,1,9,1
