카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년02월_남_총인구수,"191,433","15,960","6,546","22,203","13,840","12,284","14,341","15,929","11,127","13,392","12,430","7,051","6,207","18,856","11,498","9,769"
2020년02월_남_연령구간인구수,"191,433","15,960","6,546","22,203","13,840","12,284","14,341","15,929","11,127","13,392","12,430","7,051","6,207","18,856","11,498","9,769"
2020년02월_남_0~9세,"13,400","1,052",203,"1,596","1,245",735,964,"1,265",448,985,"1,134",421,452,"1,273",845,782
2020년02월_남_10~19세,"14,900","1,065",314,"1,728","1,023",908,"1,091","1,136",541,957,907,408,483,"2,167","1,294",878
2020년02월_남_20~29세,"32,293","2,889","1,192","4,972","2,146","1,966","2,241","2,719","2,291","1,839","1,660","1,185",985,"3,046","1,593","1,569"
2020년02월_남_30~39세,"32,174","2,871","1,107","3,278","2,394","2,287","2,606","2,429","2,454","2,312","2,056","1,337","1,071","2,747","1,537","1,688"
2020년02월_남_40~49세,"30,237","2,323",880,"3,360","2,266","1,912","2,281","2,510","1,519","2,047","2,042","1,086","1,020","3,341","2,015","1,635"
2020년02월_남_50~59세,"28,326","2,289","1,143","2,980","2,005","1,866","2,175","2,513","1,448","2,009","1,790","1,043",906,"2,970","1,861","1,328"
2020년02월_남_60~69세,"21,986","1,913",920,"2,388","1,522","1,369","1,666","1,821","1,352","1,755","1,580",841,735,"1,815","1,344",965
2020년02월_남_70~79세,"13,150","1,101",555,"1,366",873,924,964,"1,064",835,"1,106",951,562,410,"1,040",729,670
2020년02월_남_80~89세,"4,418",405,207,474,319,289,313,406,224,337,280,152,132,406,252,222
2020년02월_남_90~99세,459,41,19,54,39,23,36,49,15,31,24,15,12,46,27,28
2020년02월_남_100세 이상,90,11,6,7,8,5,4,17,0,14,6,1,1,5,1,4
2020년02월_여_총인구수,"203,768","16,249","6,174","23,463","14,914","13,320","15,067","16,799","12,255","14,369","13,198","7,648","6,600","20,791","12,319","10,602"
2020년02월_여_연령구간인구수,"203,768","16,249","6,174","23,463","14,914","13,320","15,067","16,799","12,255","14,369","13,198","7,648","6,600","20,791","12,319","10,602"
2020년02월_여_0~9세,"12,770","1,025",177,"1,584","1,145",681,928,"1,180",438,902,"1,109",378,438,"1,221",808,756
2020년02월_여_10~19세,"14,285","1,015",306,"1,699",975,876,940,"1,112",452,803,785,395,445,"2,260","1,344",878
2020년02월_여_20~29세,"34,046","2,664","1,031","4,726","2,340","2,279","2,321","2,470","2,958","1,960","1,867","1,355","1,007","3,475","1,702","1,891"
2020년02월_여_30~39세,"31,452","2,492",768,"3,306","2,579","2,080","2,411","2,442","2,316","2,347","2,203","1,262","1,056","2,868","1,566","1,756"
2020년02월_여_40~49세,"30,170","2,148",715,"3,354","2,250","1,949","2,249","2,453","1,447","2,089","1,924","1,057","1,004","3,633","2,215","1,683"
2020년02월_여_50~59세,"30,844","2,500","1,139","3,437","2,183","2,073","2,385","2,736","1,756","2,301","1,992","1,148","1,047","2,903","1,845","1,399"
2020년02월_여_60~69세,"25,799","2,192","1,045","2,682","1,758","1,710","1,943","2,091","1,667","2,082","1,823","1,098",835,"2,241","1,506","1,126"
2020년02월_여_70~79세,"16,088","1,379",652,"1,703","1,077","1,132","1,235","1,435",905,"1,273","1,059",650,509,"1,428",872,779
2020년02월_여_80~89세,"6,861",685,275,795,507,448,575,711,257,500,347,246,208,635,388,284
2020년02월_여_90~99세,"1,242",127,58,153,82,83,73,133,53,91,75,53,41,110,69,41
2020년02월_여_100세 이상,211,22,8,24,18,9,7,36,6,21,14,6,10,17,4,9
