카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2021년09월_남_0~9세,"9,961",612,"1,175",585,209,472,845,579,627,882,679,"1,244",538,362,409,288,261,194
2021년09월_남_10~19세,"9,549",584,803,786,343,482,923,798,550,683,475,840,560,427,439,268,294,294
2021년09월_남_20~29세,"21,737","1,148","1,952","2,168","2,592","1,080","1,373",857,857,"1,401",739,"1,281","1,325",979,"1,162",918,873,"1,032"
2021년09월_남_30~39세,"23,177","1,439","2,108","1,655",881,"1,112","1,681","1,058","1,191","1,968","1,208","2,191","1,422","1,137","1,366",985,878,897
2021년09월_남_40~49세,"21,871","1,240","1,999","1,485",602,"1,041","1,875","1,361","1,282","1,789","1,271","2,195","1,158",942,"1,155",730,830,916
2021년09월_남_50~59세,"22,969","1,295","2,061","1,773",628,"1,070","1,907","1,207","1,124","1,721","1,023","1,777","1,550","1,012","1,604",937,"1,044","1,236"
2021년09월_남_60~69세,"18,377","1,024","1,525","1,538",468,855,"1,327",802,985,"1,393",841,"1,536","1,154",835,"1,440",822,916,916
2021년09월_남_70~79세,"8,976",483,715,777,310,435,753,489,489,718,449,750,428,419,570,385,352,454
2021년09월_남_80~89세,"3,356",184,270,302,132,155,282,209,186,260,152,307,149,131,208,146,116,167
2021년09월_남_90~99세,288,16,22,25,10,17,20,17,16,28,16,32,13,10,10,18,11,7
2021년09월_남_100세 이상,29,1,0,2,5,1,1,2,0,3,2,3,2,1,2,3,1,0
2021년09월_여_총인구수,"147,530","8,539","13,970","11,359","5,834","7,225","12,483","8,131","8,056","11,922","7,525","13,999","8,323","6,509","7,620","5,422","4,981","5,632"
2021년09월_여_연령구간인구수,"147,530","8,539","13,970","11,359","5,834","7,225","12,483","8,131","8,056","11,922","7,525","13,999","8,323","6,509","7,620","5,422","4,981","5,632"
2021년09월_여_0~9세,"9,554",586,"1,086",570,192,480,876,556,626,831,650,"1,249",459,336,381,274,230,172
2021년09월_여_10~19세,"9,617",538,789,790,408,514,"1,118",807,521,719,447,813,524,423,401,252,255,298
2021년09월_여_20~29세,"22,326","1,288","2,318","2,080","2,180","1,156","1,521",882,871,"1,357",713,"1,524","1,233","1,055","1,055","1,026",821,"1,246"
2021년09월_여_30~39세,"24,057","1,441","2,434","1,558",695,"1,144","1,852","1,114","1,388","2,102","1,395","2,689","1,456","1,174","1,157",927,719,812
2021년09월_여_40~49세,"21,760","1,253","2,009","1,445",520,"1,093","2,018","1,494","1,256","1,855","1,283","2,277","1,199",997,"1,008",699,674,680
2021년09월_여_50~59세,"23,371","1,393","2,301","1,859",668,"1,165","2,014","1,269","1,211","1,912","1,065","2,083","1,518",976,"1,367",822,892,856
2021년09월_여_60~69세,"19,212","1,088","1,580","1,567",517,850,"1,546",953,"1,173","1,614","1,013","1,833","1,130",842,"1,253",726,775,752
2021년09월_여_70~79세,"11,195",643,877,947,424,531,998,652,619,951,614,956,517,453,661,440,396,516
2021년09월_여_80~89세,"5,528",267,492,455,198,245,467,346,347,506,301,479,248,224,285,221,186,261
2021년09월_여_90~99세,858,41,83,80,26,43,71,52,42,71,42,92,37,29,49,30,33,37
2021년09월_여_100세 이상,52,1,1,8,6,4,2,6,2,4,2,4,2,0,3,5,0,2
