카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2020년08월_계_80~89세,"9,602",462,308,770,678,660,334,484,323,494,421,615,447,530,578,611,"1,017",359,511
2020년08월_계_90~99세,"1,794",96,69,128,123,132,38,93,59,96,97,106,75,91,116,88,218,83,86
2020년08월_계_100세 이상,222,3,18,16,18,20,12,19,27,14,5,7,14,12,3,11,5,7,11
2020년08월_남_총인구수,"204,280","10,177","8,906","15,038","15,425","15,234","5,687","15,730","7,723","10,482","9,204","9,836","8,139","9,584","10,502","10,877","21,498","11,337","8,901"
2020년08월_남_연령구간인구수,"204,280","10,177","8,906","15,038","15,425","15,234","5,687","15,730","7,723","10,482","9,204","9,836","8,139","9,584","10,502","10,877","21,498","11,337","8,901"
2020년08월_남_0~9세,"17,923",822,735,886,"1,619","1,257",323,"1,557","1,026","1,050",917,762,603,596,726,871,"2,250",840,"1,083"
2020년08월_남_10~19세,"23,031","1,033",873,"1,548","2,189","1,910",978,"1,800","1,350","1,476","1,129","1,307",723,859,"1,029","1,191","2,171",823,642
2020년08월_남_20~29세,"26,812","1,366","1,208","2,444","1,743","2,043",737,"1,972",678,"1,220","1,110","1,270","1,217","1,441","1,495","1,423","2,680","1,734","1,031"
2020년08월_남_30~39세,"29,668","1,666","1,788","2,427","1,687","2,111",403,"2,572",637,"1,163","1,219","1,075","1,365","1,485","1,444","1,626","3,308","2,368","1,324"
2020년08월_남_40~49세,"36,560","1,839","1,592","2,294","3,026","2,791",956,"3,359","1,700","2,063","1,628","1,764","1,314","1,448","1,534","1,930","3,814","1,966","1,542"
2020년08월_남_50~59세,"30,972","1,449","1,237","2,350","2,449","2,560","1,079","2,116","1,145","1,734","1,364","1,716","1,142","1,466","1,677","1,694","2,998","1,614","1,182"
2020년08월_남_60~69세,"21,814","1,127",819,"1,660","1,446","1,511",590,"1,393",603,989,"1,035","1,065",934,"1,245","1,496","1,095","2,457","1,207","1,142"
2020년08월_남_70~79세,"12,832",656,480,"1,029",900,735,447,737,412,557,586,591,616,779,822,737,"1,402",613,733
2020년08월_남_80~89세,"4,126",187,149,357,323,273,163,196,150,205,182,253,194,237,246,289,376,151,195
2020년08월_남_90~99세,483,31,23,38,37,33,9,24,13,24,32,33,25,27,33,19,41,17,24
2020년08월_남_100세 이상,59,1,2,5,6,10,2,4,9,1,2,0,6,1,0,2,1,4,3
2020년08월_여_총인구수,"222,957","10,933","9,889","15,892","16,264","16,708","6,324","16,820","8,430","11,703","10,269","11,380","9,259","10,819","11,290","12,897","23,441","11,223","9,416"
2020년08월_여_연령구간인구수,"222,957","10,933","9,889","15,892","16,264","16,708","6,324","16,820","8,430","11,703","10,269","11,380","9,259","10,819","11,290","12,897","23,441","11,223","9,416"
2020년08월_여_0~9세,"16,680",734,768,806,"1,464","1,135",284,"1,573",880,965,820,747,595,594,663,842,"2,075",667,"1,068"
2020년08월_여_10~19세,"22,202",963,777,"1,166","2,025","1,833",946,"1,729","1,399","1,458","1,034","1,491",627,795,"1,000","1,425","2,096",806,632
2020년08월_여_20~29세,"29,015","1,468","1,549","2,750","1,869","2,211",770,"2,330",713,"1,249","1,241","1,430","1,351","1,471","1,384","1,809","2,792","1,684",944
2020년08월_여_30~39세,"34,840","1,989","2,075","2,656","2,210","2,487",505,"3,109",956,"1,534","1,538","1,377","1,675","1,725","1,584","2,055","3,659","2,178","1,528"
2020년08월_여_40~49세,"41,171","1,979","1,733","2,585","3,396","3,335","1,355","3,309","2,049","2,511","1,975","2,244","1,530","1,642","1,808","2,385","3,989","1,855","1,491"
2020년08월_여_50~59세,"32,097","1,516","1,246","2,406","2,280","2,637","1,032","1,972",970,"1,681","1,454","1,724","1,319","1,756","1,921","1,821","3,299","1,705","1,358"
2020년08월_여_60~69세,"25,525","1,257",975,"1,908","1,615","1,698",662,"1,555",711,"1,213","1,258","1,186","1,154","1,583","1,693","1,269","3,130","1,372","1,286"
2020년08월_여_70~79세,"14,477",685,545,"1,101",952,876,560,871,515,718,642,739,697,885,819,891,"1,579",679,723
2020년08월_여_80~89세,"5,476",275,159,413,355,387,171,288,173,289,239,362,253,293,332,322,641,208,316
2020년08월_여_90~99세,"1,311",65,46,90,86,99,29,69,46,72,65,73,50,64,83,69,177,66,62
2020년08월_여_100세 이상,163,2,16,11,12,10,10,15,18,13,3,7,8,11,3,9,4,3,8
