,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년08월_계_80~89세,"20,353","11,003",486,322,772,361,414,485,566,404,"1,047",769,"1,351",399,442,756,528,350,557,574,420,"9,350","1,042",630,591,817,576,323,550,373,359,492,678,828,736,555,640,160,0
2021년08월_계_90~99세,"2,947","1,687",70,57,110,54,68,56,76,72,131,115,189,62,69,146,70,58,97,126,61,"1,260",126,79,64,110,84,40,50,46,55,72,94,140,109,76,86,29,0
2021년08월_계_100세 이상,94,60,9,0,5,0,3,5,3,3,1,2,6,4,1,2,2,1,3,3,7,34,2,2,3,3,3,0,3,1,1,2,3,1,3,0,6,1,0
2021년08월_남_총인구수,"323,515","164,490","3,764","2,015","6,007","2,633","3,155","4,202","6,983","9,751","20,026","6,209","22,290","5,623","6,513","10,700","5,206","4,830","6,930","19,221","18,432","159,025","6,952","8,901","5,602","15,801","10,441","4,158","4,888","4,134","5,182","7,559","9,740","30,930","12,934","6,484","15,499","9,820",0
2021년08월_남_연령구간인구수,"323,515","164,490","3,764","2,015","6,007","2,633","3,155","4,202","6,983","9,751","20,026","6,209","22,290","5,623","6,513","10,700","5,206","4,830","6,930","19,221","18,432","159,025","6,952","8,901","5,602","15,801","10,441","4,158","4,888","4,134","5,182","7,559","9,740","30,930","12,934","6,484","15,499","9,820",0
2021년08월_남_0~9세,"26,740","12,198",172,55,312,139,146,161,464,680,"1,669",301,"1,934",353,342,735,310,253,515,"2,199","1,458","14,542",325,700,282,"1,234","1,015",96,211,149,327,419,695,"4,091","1,011",462,"1,970","1,555",0
2021년08월_남_10~19세,"36,367","18,268",228,78,433,196,230,311,700,"1,337","2,491",442,"2,753",533,605,"1,263",500,449,746,"2,629","2,344","18,099",579,"1,176",366,"2,047",850,163,332,246,407,608,"1,247","4,543","1,581",515,"1,587","1,852",0
2021년08월_남_20~29세,"48,844","25,433",462,212,753,284,365,550,"1,139","1,658","3,248",729,"3,068",887,"1,051","1,694",733,750,"1,069","3,105","3,676","23,411",891,"1,242",790,"2,457","1,855","1,351",815,530,728,"1,107","1,502","4,213","2,063",861,"2,000","1,006",0
2021년08월_남_30~39세,"41,191","20,066",419,199,649,290,297,400,832,"1,222","2,631",709,"2,504",640,707,"1,054",532,543,799,"2,500","3,139","21,125",712,900,716,"1,998","1,827",558,570,462,774,"1,047",952,"4,426","1,490",933,"2,608","1,152",0
2021년08월_남_40~49세,"51,618","24,936",483,302,878,387,417,608,890,"1,573","3,148",932,"3,498",739,809,"1,520",750,663,956,"3,261","3,122","26,682",942,"1,472",773,"2,944","1,635",506,652,672,772,"1,270","1,416","5,792","1,892","1,001","2,677","2,266",0
2021년08월_남_50~59세,"52,612","27,686",641,329,969,462,545,754,"1,112","1,679","3,437","1,102","3,729","1,022","1,163","2,067",841,830,"1,055","2,913","3,036","24,926","1,117","1,383",914,"2,601","1,388",574,789,806,877,"1,431","1,710","4,424","2,224","1,146","2,261","1,281",0
2021년08월_남_60~69세,"38,056","20,713",675,403,982,441,607,752,"1,037",996,"1,997","1,107","2,926",866,"1,095","1,444",802,745,"1,008","1,756","1,074","17,343","1,130","1,048",863,"1,437","1,032",482,715,709,746,"1,015","1,370","2,262","1,599",936,"1,504",495,0
2021년08월_남_70~79세,"19,951","10,824",463,290,691,304,387,483,551,439,965,640,"1,393",434,571,631,520,450,541,661,410,"9,127",788,707,618,778,594,279,569,422,393,456,592,873,794,446,654,164,0
2021년08월_남_80~89세,"7,443","3,976",200,134,312,116,147,170,233,152,405,228,440,135,156,256,202,129,219,175,167,"3,467",425,257,264,281,227,140,215,129,142,188,236,276,255,169,218,45,0
2021년08월_남_90~99세,678,379,20,13,27,14,13,12,24,15,35,18,45,12,14,36,16,18,22,21,4,299,43,16,16,24,18,9,20,9,15,17,20,29,25,15,19,4,0
2021년08월_남_100세 이상,15,11,1,0,1,0,1,1,1,0,0,1,0,2,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2021년08월_여_총인구수,"334,062","173,257","3,717","2,030","6,209","2,735","3,180","4,413","7,514","9,835","21,243","6,682","23,847","5,956","6,973","11,384","5,650","5,328","7,815","20,337","18,409","160,805","7,247","9,579","5,683","16,428","10,253","3,586","5,024","3,451","5,193","6,952","10,535","31,468","13,558","6,123","15,303","10,422",0
2021년08월_여_연령구간인구수,"334,062","173,257","3,717","2,030","6,209","2,735","3,180","4,413","7,514","9,835","21,243","6,682","23,847","5,956","6,973","11,384","5,650","5,328","7,815","20,337","18,409","160,805","7,247","9,579","5,683","16,428","10,253","3,586","5,024","3,451","5,193","6,952","10,535","31,468","13,558","6,123","15,303","10,422",0
2021년08월_여_0~9세,"25,500","11,521",142,44,278,118,136,134,419,654,"1,599",257,"1,902",319,323,749,268,256,426,"2,087","1,410","13,979",274,723,262,"1,250",973,106,192,137,354,407,713,"3,873","1,002",399,"1,808","1,506",0
2021년08월_여_10~19세,"34,011","16,816",229,67,360,187,197,301,588,"1,244","2,384",370,"2,539",512,587,"1,108",427,425,742,"2,368","2,181","17,195",469,"1,149",333,"1,977",777,165,290,223,418,603,"1,224","4,270","1,493",474,"1,501","1,829",0
2021년08월_여_20~29세,"44,275","23,696",384,186,648,278,305,469,"1,135","1,581","3,107",658,"2,780",771,935,"1,398",647,694,964,"3,042","3,714","20,579",811,"1,090",778,"2,291","1,618","1,017",711,344,711,953,"1,220","3,712","1,893",687,"1,767",976,0
2021년08월_여_30~39세,"40,175","19,479",354,140,620,255,253,332,808,"1,125","2,652",567,"2,580",553,634,"1,068",521,546,810,"2,777","2,884","20,696",583,953,591,"1,965","1,696",392,465,283,633,842,994,"4,881","1,444",821,"2,563","1,590",0
2021년08월_여_40~49세,"53,870","27,104",408,189,753,325,360,514,"1,018","1,775","3,718",785,"3,942",866,895,"1,780",729,686,"1,105","3,640","3,616","26,766",851,"1,626",650,"3,102","1,438",333,556,395,741,"1,136","1,688","6,238","2,140",819,"2,555","2,498",0
2021년08월_여_50~59세,"54,193","29,518",587,304,968,396,490,733,"1,333","1,655","3,661","1,131","4,061","1,163","1,417","2,297",964,945,"1,445","3,264","2,704","24,675","1,156","1,467",900,"2,627","1,393",485,794,597,867,"1,197","1,844","4,368","2,446","1,037","2,332","1,165",0
2021년08월_여_60~69세,"42,041","23,300",747,472,"1,163",476,685,948,"1,189","1,014","2,156","1,287","3,328",947,"1,235","1,540","1,003",946,"1,216","1,885","1,063","18,741","1,249","1,274","1,043","1,568","1,186",520,952,684,789,921,"1,551","2,416","1,661",886,"1,514",527,0
2021년08월_여_70~79세,"24,739","13,439",522,396,872,415,430,619,637,475,"1,227",988,"1,654",509,605,832,709,568,691,768,522,"11,300","1,152",859,748,"1,023",754,354,696,506,423,533,782,"1,047",911,553,769,190,0
2021년08월_여_80~89세,"12,910","7,027",286,188,460,245,267,315,333,252,642,541,911,264,286,500,326,221,338,399,253,"5,883",617,373,327,536,349,183,335,244,217,304,442,552,481,386,422,115,0
2021년08월_여_90~99세,"2,269","1,308",50,44,83,40,55,44,52,57,96,97,144,50,55,110,54,40,75,105,57,961,83,63,48,86,66,31,30,37,40,55,74,111,84,61,67,25,0
2021년08월_여_100세 이상,79,49,8,0,4,0,2,4,2,3,1,1,6,2,1,2,2,1,3,2,5,30,2,2,3,3,3,0,3,1,0,1,3,0,3,0,5,1,0
