지역명,2017-05-22 00:00:52,2017-05-29 00:00:52,2017-06-05 00:00:52,2017-06-12 00:00:52,2017-06-19 00:00:52,2017-06-26 00:00:52,2017-07-03 00:00:52,2017-07-10 00:00:52,2017-07-17 00:00:52,2017-07-24 00:00:52,2017-07-31 00:00:52,2017-08-07 00:00:52,2017-08-14 00:00:52,2017-08-21 00:00:52,2017-08-28 00:00:52,2017-09-04 00:00:52,2017-09-11 00:00:52,2017-09-18 00:00:52,2017-09-25 00:00:52,2017-10-09 00:00:52,2017-10-16 00:00:52,2017-10-23 00:00:52,2017-10-30 00:00:52,2017-11-06 00:00:52,2017-11-13 00:00:52,2017-11-20 00:00:52,2017-11-27 00:00:52,2017-12-04 00:00:52,2017-12-11 00:00:52,2017-12-18 00:00:52,2017-12-25 00:00:52,2018.01.01,2018-01-08 00:00:52,2018-01-15 00:00:52,2018-01-22 00:00:52,2018-01-29 00:00:52,2018-02-05 00:00:52,2018-02-19 00:00:52,2018-02-26 00:00:52,2018-03-05 00:00:52,2018-03-12 00:00:52,2018-03-19 00:00:52,2018-03-26 00:00:52,2018-04-02 00:00:52,2018-04-09 00:00:52,2018-04-16 00:00:52,2018-04-23 00:00:52,2018-04-30 00:00:52,2018-05-07 00:00:52,2018-05-14 00:00:52,2018-05-21 00:00:52,2018-05-28 00:00:52,2018-06-04 00:00:52,2018-06-11 00:00:52,2018-06-18 00:00:52,2018-06-25 00:00:52,2018-07-02 00:00:52,2018-07-09 00:00:52,2018-07-16 00:00:52,2018-07-23 00:00:52,2018-07-30 00:00:52,2018-08-06 00:00:52,2018-08-13 00:00:52,2018-08-20 00:00:52,2018-08-27 00:00:52,2018-09-03 00:00:52,2018-09-10 00:00:52,2018-09-17 00:00:52,2018-10-01 00:00:52,2018-10-08 00:00:52,2018-10-15 00:00:52,2018-10-22 00:00:52,2018-10-29 00:00:52,2018-11-05 00:00:52,2018-11-12 00:00:52,2018-11-19 00:00:52,2018-11-26 00:00:52,2018-12-03 00:00:52,2018-12-10 00:00:52,2018-12-17 00:00:52,2018-12-24 00:00:52,2018-12-31 00:00:52,2019-01-07 00:00:52,2019-01-14 00:00:52,2019-01-21 00:00:52,2019-01-28 00:00:52,2019-02-11 00:00:52,2019-02-18 00:00:52,2019-02-25 00:00:52,2019-03-04 00:00:52,2019-03-11 00:00:52,2019-03-18 00:00:52,2019-03-25 00:00:52,2019-04-01 00:00:52,2019-04-08 00:00:52,2019-04-15 00:00:52,2019-04-22 00:00:52,2019-04-29 00:00:52,2019-05-06 00:00:52,2019-05-13 00:00:52,2019-05-20 00:00:52,2019-05-27 00:00:52,2019-06-03 00:00:52,2019-06-10 00:00:52,2019-06-17 00:00:52,2019-06-24 00:00:52,2019-07-01 00:00:52,2019-07-08 00:00:52,2019-07-15 00:00:52,2019-07-22 00:00:52,2019-07-29 00:00:52,2019-08-05 00:00:52,2019-08-12 00:00:52,2019-08-19 00:00:52,2019-08-26 00:00:52,2019-09-02 00:00:52,2019-09-16 00:00:52,2019-09-23 00:00:52,2019-09-30 00:00:52,2019-10-07 00:00:52,2019-10-14 00:00:52,2019-10-21 00:00:52,2019-10-28 00:00:52,2019-11-04 00:00:52,2019-11-11 00:00:52,2019-11-18 00:00:52,2019-11-25 00:00:52,2019-12-02 00:00:52,2019-12-09 00:00:52,2019-12-16 00:00:52,2019-12-23 00:00:52,2019-12-30 00:00:52,2020-01-06 00:00:52,2020-01-13 00:00:52,2020-01-20 00:00:52,2020-02-03 00:00:52,2020-02-10 00:00:52,2020-02-17 00:00:52,2020-02-24 00:00:52,2020-03-02 00:00:52,2020-03-09 00:00:52,2020-03-16 00:00:52,2020-03-23 00:00:52,2020-03-30 00:00:52,2020-04-06 00:00:52,2020-04-13 00:00:52,2020-04-20 00:00:52,2020-05-04 00:00:52,2020-05-11 00:00:52,2020-05-18 00:00:52,2020-05-25 00:00:52,2020-06-01 00:00:52,2020-06-08 00:00:52,2020-06-15 00:00:52,2020-06-22 00:00:52,2020-06-29 00:00:52,2020-07-06 00:00:52,2020-07-13 00:00:52,2020-07-20 00:00:52,2020-07-27 00:00:52,2020-08-03 00:00:52,2020-08-10 00:00:52,2020-08-17 00:00:52,2020-08-24 00:00:52,2020-08-31 00:00:52,2020-09-07 00:00:52,2020-09-14 00:00:52,2020-09-21 00:00:52,2020-10-05 00:00:52,2020-10-12 00:00:52,2020-10-19 00:00:52,2020-10-26 00:00:52,2020-11-02 00:00:52,2020-11-09 00:00:52,2020-11-16 00:00:52,2020-11-23 00:00:52,2020-11-30 00:00:52,2020-12-07 00:00:52,2020-12-14 00:00:52,2020-12-21 00:00:52,2020-12-28 00:00:52,2021-01-04 00:00:52,2021-01-11 00:00:52,2021-01-18 00:00:52,2021-01-25 00:00:52,2021-02-01 00:00:52,2021-02-15 00:00:52,2021-02-22 00:00:52,2021-03-01 00:00:52,2021-03-08 00:00:52,2021-03-15 00:00:52,2021-03-22 00:00:52,2021-03-29 00:00:52,2021-04-05 00:00:52,2021-04-12 00:00:52,2021-04-19 00:00:52,2021-04-26 00:00:52,2021-05-03 00:00:52,2021-05-10 00:00:52,2021-05-17 00:00:52,2021-05-24 00:00:52,2021-05-31 00:00:52,2021-06-07 00:00:52,2021-06-14 00:00:52,2021-06-21 00:00:52,2021-06-28 00:00:52,2021-07-05 00:00:52,2021-07-12 00:00:52,2021-07-19 00:00:52,2021-07-26 00:00:52,2021-08-02 00:00:52,2021-08-09 00:00:52,2021-08-16 00:00:52,2021-08-23 00:00:52,2021-08-30 00:00:52,2021-09-06 00:00:52,2021-09-13 00:00:52,2021-09-27 00:00:52,2021-10-04 00:00:52,2021-10-11 00:00:52,2021-10-18 00:00:52,2021-10-25 00:00:52,2021-11-01 00:00:52,2021-11-08 00:00:52,2021-11-15 00:00:52,2021-11-22 00:00:52,2021-11-29 00:00:52,2021-12-06 00:00:52,2021-12-13 00:00:52,2021-12-20 00:00:52,2021-12-27 00:00:52,2022-01-03 00:00:52,2022-01-10 00:00:52,2022-01-17 00:00:52,2022-01-24 00:00:52,2022-02-07 00:00:52,2022-02-14 00:00:52,2022-02-21 00:00:52,2022-02-28 00:00:52,2022-03-07 00:00:52,2022-03-14 00:00:52,2022-03-21 00:00:52,2022-03-28 00:00:52,2022-04-04 00:00:52,2022-04-11 00:00:52,2022-04-18 00:00:52,2022-04-25 00:00:52,2022-05-02 00:00:52,2022-05-09 00:00:52,2022-05-16 00:00:52
동안구,59.642,59.716,59.816,59.943,60.049,60.197,60.349,60.51,60.63,60.738,60.912,60.983,61.086,61.207,61.339,61.421,61.488,61.569,61.659,61.681,61.768,61.903,61.98,62.015,62.084,62.151,62.171,62.214,62.23,62.257,62.29,62.305,62.351,62.368,62.416,62.444,62.573,62.573,62.688,62.8,62.86,62.902,62.977,63.02,63.056,63.062,63.092,63.091,63.09,63.091,63.105,63.12,63.144,63.144,63.151,63.214,63.255,63.306,63.406,63.473,63.462,63.62,63.735,63.848,63.977,64.372,64.985,65.452,66.206,66.659,66.869,67.141,67.407,67.61,67.808,67.785,67.789,67.818,67.807,67.889,67.89,67.935,68.07,68.105,68.09,68.139,68.139,68.139,68.132,68.106,68.049,68.011,68.011,68.011,67.994,67.994,67.933,67.903,67.881,67.857,67.829,67.792,67.792,67.792,67.725,67.715,67.691,67.673,67.673,67.671,67.668,67.668,67.668,67.662,67.662,67.662,67.662,67.662,67.664,67.668,67.668,67.668,67.671,67.671,67.671,67.671,67.675,67.682,67.689,67.706,67.713,67.713,67.8,68.048,68.286,68.541,68.646,68.836,69.039,69.237,69.573,69.757,69.879,70.15,70.448,70.528,70.629,70.637,70.662,70.724,70.727,70.754,70.979,71.194,71.67,72.148,72.481,73.049,73.235,73.532,73.647,73.836,73.932,74.136,74.452,74.548,74.724,75.05,75.189,75.499,75.639,76.085,76.215,76.459,76.773,77.037,77.39,77.679,78.601,79.093,79.536,79.637,79.961,80.344,80.535,81.369,82.399,83.027,83.906,84.073,84.611,84.899,85.24,85.521,85.669,86.213,86.282,86.426,86.797,87.074,87.736,88.348,88.804,89.033,89.362,89.836,90.068,91.029,91.588,92.404,93.179,93.917,94.631,95.711,96.696,97.504,98.03,98.629,99.155,99.248,99.758,100.177,100.213,100.359,100.452,100.485,100.532,100.571,100.546,100.501,100.422,100.25,100,99.986,99.976,99.976,99.864,99.81,99.81,99.78,99.693,99.52,99.519,99.5,99.456,99.48,99.438,99.318,99.262,99.195
부천시,61.006,61.031,61.065,61.137,61.208,61.257,61.291,61.394,61.508,61.577,61.626,61.686,61.731,61.795,61.83,61.894,61.966,62.01,62.058,62.095,62.117,62.174,62.199,62.289,62.321,62.323,62.357,62.357,62.361,62.371,62.423,62.423,62.424,62.461,62.509,62.532,62.547,62.547,62.581,62.644,62.68,62.699,62.753,62.753,62.762,62.765,62.77,62.802,62.805,62.82,62.836,62.837,62.847,62.843,62.843,62.868,62.892,62.927,62.94,62.952,62.952,62.954,62.979,62.986,63.035,63.07,63.175,63.356,63.53,63.836,64.072,64.257,64.432,64.548,64.693,64.813,64.877,64.964,64.978,64.987,65.009,65.029,65.029,65.09,65.145,65.171,65.231,65.283,65.295,65.334,65.356,65.391,65.407,65.423,65.444,65.456,65.467,65.487,65.503,65.516,65.54,65.55,65.589,65.604,65.639,65.676,65.735,65.769,65.824,65.863,65.899,65.928,66.009,66.052,66.103,66.125,66.161,66.202,66.248,66.295,66.371,66.431,66.471,66.547,66.631,66.67,66.696,66.83,66.902,66.997,67.058,67.181,67.371,67.527,67.621,67.794,67.913,68.036,68.27,68.547,68.921,69.079,69.406,69.478,69.632,69.753,69.944,70.101,70.3,70.478,70.645,70.803,70.959,71.231,71.483,71.803,72.032,72.217,72.365,72.593,72.842,73.071,73.309,73.626,73.942,74.111,74.285,74.399,74.536,74.669,74.892,75.201,75.457,75.728,75.925,76.162,76.36,76.673,76.951,77.139,77.403,77.646,77.997,78.372,78.675,79.064,79.37,80.05,80.515,81.069,81.556,82.317,82.901,83.327,83.867,84.478,85.147,85.512,85.806,86.227,86.811,87.248,88.01,88.456,88.919,89.458,89.816,90.121,90.579,90.973,91.32,91.861,92.274,93.204,93.96,94.491,95.24,96.118,96.601,96.913,97.403,97.945,98.288,98.572,98.728,99.063,99.151,99.472,99.605,99.712,99.92,99.963,100,100.025,100.047,100.093,100.159,100.246,100.291,100.328,100.344,100.387,100.454,100.486,100.547,100.677,100.72,100.788,100.941,101.067
광명시,58.465,58.538,58.613,58.709,58.798,58.849,58.851,58.94,59.001,59.14,59.14,59.141,59.15,59.196,59.307,59.329,59.351,59.402,59.433,59.47,59.551,59.684,59.724,59.781,59.786,59.843,59.89,59.926,59.944,60.019,60.086,60.163,60.245,60.278,60.358,60.407,60.47,60.47,60.526,60.576,60.627,60.631,60.643,60.687,60.723,60.792,60.834,60.867,60.88,60.907,60.923,60.959,61.007,61.098,61.177,61.199,61.314,61.377,61.567,61.811,62.112,62.617,63.227,63.789,64.987,66.657,67.711,68.25,68.585,68.985,69.454,69.462,69.465,69.607,69.656,69.594,69.575,69.474,69.385,69.25,69.203,69.203,69.046,68.958,68.911,68.891,68.818,68.722,68.585,68.558,68.503,68.491,68.423,68.33,68.305,68.183,68.134,68.109,68.078,68.041,68.041,68.052,68.063,68.087,68.124,68.143,68.218,68.316,68.358,68.542,68.58,68.66,68.836,68.908,68.983,69.038,69.066,69.07,69.07,69.273,69.407,69.517,69.622,69.716,69.902,70.095,70.229,70.399,70.636,70.864,71.029,71.146,71.232,71.301,71.402,71.619,71.792,72.005,72.155,72.381,72.715,73.079,73.116,73.225,73.319,73.312,73.345,73.405,73.455,73.519,73.586,73.609,73.668,73.907,74.449,75.011,75.353,76.271,76.707,77.095,77.441,78.009,78.532,79.024,79.335,79.855,80.505,80.899,81.121,81.566,81.874,81.971,82.257,82.293,82.528,82.641,82.769,82.946,83.238,83.457,83.731,83.935,84.21,84.694,85.197,86.012,86.644,87.238,87.69,88.072,88.598,88.918,89.044,89.672,89.764,89.979,90.163,90.238,90.672,90.833,90.997,91.309,91.716,92.032,92.302,92.612,93.172,93.471,94.026,94.587,94.91,95.402,95.665,96.586,96.928,97.632,98.071,98.838,99.391,99.459,99.736,99.882,100.01,100.084,100.126,100.126,100.126,100.112,100.117,100.137,100.016,100.035,100,100,99.982,99.982,99.96,99.96,99.96,99.944,99.944,99.919,99.888,99.906,99.867,99.879,99.855,99.851,99.851,99.759
평택시,82.487,82.48,82.48,82.48,82.48,82.48,82.44,82.433,82.36,82.309,82.248,82.19,82.185,82.12,82.12,82.027,82.013,81.945,81.874,81.874,81.874,81.874,81.874,81.696,81.67,81.629,81.621,81.584,81.521,81.517,81.474,81.441,81.441,81.434,81.402,81.402,81.371,81.371,81.247,81.213,81.024,80.942,80.827,80.741,80.677,80.612,80.422,80.308,80.269,80.179,79.975,79.945,79.825,79.809,79.719,79.528,79.336,79.099,78.938,78.856,78.77,78.695,78.605,78.605,78.527,78.527,77.832,77.461,77.455,77.081,76.987,76.784,76.697,76.493,76.454,76.275,76.173,76.091,75.863,75.528,75.388,75.35,75.208,75.041,74.918,74.687,74.53,74.321,74.118,74.069,73.839,73.676,73.469,73.46,73.46,73.46,73.46,73.393,73.299,73.211,73.198,73.053,72.862,72.679,72.484,72.484,72.484,72.406,72.284,72.1,71.977,71.859,71.859,71.785,71.707,71.692,71.662,71.616,71.589,71.552,71.529,71.519,71.468,71.414,71.384,71.381,71.372,71.372,71.353,71.353,71.353,71.353,71.353,71.333,71.333,71.333,71.333,71.333,71.343,71.343,71.365,71.504,71.517,71.515,71.515,71.557,71.565,71.585,71.633,71.711,71.731,71.803,71.924,72.257,72.383,72.493,72.499,72.504,72.513,72.513,72.513,72.513,72.513,72.513,72.513,72.513,72.515,72.516,72.51,72.51,72.515,72.62,72.61,72.629,72.682,72.764,72.764,72.797,72.799,72.799,72.918,73.019,73.032,73.035,73.147,73.42,73.675,73.941,74.113,74.216,74.257,74.667,75.229,75.476,75.716,76.246,76.661,76.921,77.383,77.728,78.222,78.827,79.372,80.426,81.115,82.106,83.009,83.881,84.801,85.637,86.563,87.431,88.106,88.889,89.798,90.907,92.211,93.653,94.469,95.319,95.82,96.388,97.138,97.494,97.836,98.363,98.721,99.167,99.45,99.625,99.769,99.887,100,100.05,100.083,100.26,100.374,100.395,100.574,100.634,100.758,101.054,101.35,101.495,101.675,101.84,102.104,102.232,102.418,102.553
동두천시,73.825,73.825,73.825,73.825,73.836,73.836,73.836,73.836,73.906,73.906,73.906,73.918,73.918,73.918,73.918,73.918,73.918,73.918,73.918,73.918,73.918,73.918,73.918,73.971,73.971,73.971,73.971,73.971,73.971,73.971,73.971,73.971,73.971,73.971,73.904,73.904,73.904,73.904,73.904,73.904,73.869,73.869,73.869,73.869,73.848,73.848,73.848,73.848,73.81,73.81,73.81,73.81,73.796,73.796,73.793,73.793,73.793,73.793,73.724,73.677,73.677,73.677,73.622,73.608,73.567,73.567,73.567,73.603,73.633,73.644,73.644,73.328,73.328,73.328,73.328,73.328,73.328,73.328,73.328,73.328,73.31,73.31,73.31,73.31,73.304,73.289,73.289,73.289,73.289,73.289,73.289,73.191,73.183,73.179,73.17,73.162,73.091,73.091,73.076,73.068,73.068,73.068,73.068,73.068,73.068,73.068,73.068,72.899,72.696,72.609,72.609,72.609,72.609,72.609,72.609,72.609,72.609,72.584,72.584,72.584,72.584,72.575,72.584,72.584,72.512,72.481,72.445,72.433,72.426,72.411,72.395,72.383,72.378,72.375,72.382,72.387,72.387,72.387,72.387,72.391,72.391,72.39,72.39,72.387,72.386,72.403,72.394,72.398,72.394,72.394,72.363,72.365,72.369,72.369,72.369,72.369,72.359,72.358,72.358,72.358,72.358,72.358,72.295,72.292,72.281,72.286,72.292,72.286,72.286,72.276,72.244,72.345,72.243,72.207,72.207,72.117,72.091,71.802,71.803,71.668,71.532,71.989,72.057,72.692,73.45,73.765,74.626,74.683,75.379,76.021,76.361,77.056,77.749,78.745,79.611,79.974,80.898,81.784,82.604,83.307,84.047,84.595,85.533,86.581,87.032,88.166,88.64,89.55,90.001,90.865,91.473,91.969,93.023,94.063,95.476,96.762,97.96,98.759,98.759,98.924,98.933,99.151,99.345,99.433,99.874,100.048,99.995,99.995,99.995,99.995,99.921,100,100,100,100,100,99.978,99.978,100.031,100.057,100.234,100.28,100.409,100.409,100.409,100.527,100.595,100.595,100.595,100.686
안산시,71.412,71.398,71.398,71.424,71.447,71.45,71.467,71.479,71.546,71.602,71.602,71.615,71.615,71.63,71.662,71.662,71.661,71.656,71.642,71.642,71.633,71.612,71.598,71.595,71.587,71.571,71.571,71.564,71.542,71.515,71.515,71.509,71.471,71.446,71.444,71.392,71.392,71.392,71.39,71.354,71.295,71.274,71.219,71.189,71.167,71.141,71.14,71.103,71.103,71.101,71.043,70.996,70.909,70.878,70.79,70.749,70.685,70.568,70.363,70.347,70.28,70.271,70.199,70.13,70.127,70.062,70.045,70.031,69.981,69.909,69.899,69.71,69.609,69.528,69.512,69.44,69.377,69.202,69.144,69.074,68.981,68.941,68.909,68.805,68.756,68.756,68.745,68.673,68.563,68.546,68.449,68.357,68.279,68.275,68.228,68.226,68.178,68.131,68.109,68.049,68.017,67.907,67.887,67.863,67.863,67.863,67.863,67.863,67.861,67.802,67.701,67.684,67.622,67.597,67.595,67.592,67.579,67.579,67.579,67.584,67.583,67.575,67.487,67.473,67.476,67.476,67.483,67.487,67.486,67.486,67.489,67.498,67.554,67.586,67.704,67.846,68.16,68.417,68.76,68.854,69.3,69.509,69.706,69.849,69.979,70.156,70.338,70.554,70.718,70.921,71.153,71.321,71.496,71.658,72.093,72.268,72.449,72.465,72.502,72.51,72.628,72.681,72.733,72.867,72.92,72.989,73.093,73.148,73.186,73.328,73.401,73.557,73.58,73.654,73.756,73.882,74.01,74.075,74.16,74.344,74.701,74.991,75.057,75.23,75.345,75.626,76.126,76.789,78.617,78.848,79.02,79.694,80.308,81.148,81.916,82.638,83.625,84.254,85.026,85.589,86.421,86.896,87.531,87.978,88.355,89.059,89.845,90.117,90.656,90.913,91.342,92.109,92.571,93.073,93.762,94.573,95.085,95.578,96.084,96.733,97.374,98.021,98.37,98.822,98.969,99.222,99.445,99.714,99.821,99.925,99.925,99.984,100,100.026,100.045,100.117,100.182,100.193,100.23,100.326,100.474,100.593,100.877,101.217,101.279,101.288,101.396,101.528,101.63,101.724
상록구,72.338,72.306,72.306,72.345,72.353,72.353,72.394,72.394,72.441,72.441,72.441,72.449,72.449,72.483,72.554,72.56,72.56,72.548,72.526,72.526,72.526,72.526,72.495,72.49,72.49,72.483,72.483,72.483,72.431,72.379,72.379,72.379,72.331,72.285,72.285,72.194,72.194,72.194,72.194,72.15,72.077,72.077,72.035,72.005,71.959,71.959,71.959,71.959,71.959,71.959,71.843,71.812,71.613,71.585,71.561,71.467,71.445,71.406,71.291,71.291,71.196,71.196,71.058,71.003,71.003,70.853,70.842,70.842,70.755,70.624,70.6,70.389,70.291,70.245,70.208,70.1,70.053,69.757,69.719,69.609,69.394,69.348,69.323,69.323,69.287,69.287,69.272,69.272,69.184,69.144,69.144,69.058,69.001,69.001,69.001,69.001,68.941,68.918,68.869,68.869,68.812,68.744,68.721,68.691,68.691,68.691,68.691,68.691,68.686,68.609,68.536,68.499,68.499,68.499,68.499,68.499,68.499,68.499,68.499,68.499,68.496,68.496,68.48,68.447,68.447,68.447,68.447,68.447,68.434,68.434,68.434,68.458,68.465,68.465,68.488,68.57,68.945,69.006,69.346,69.358,69.486,69.785,70.014,70.059,70.272,70.517,70.749,70.857,71.123,71.419,71.605,71.762,71.919,72.064,72.716,72.912,73.077,73.077,73.142,73.142,73.402,73.425,73.425,73.631,73.739,73.805,73.893,73.893,73.948,74.044,74.195,74.334,74.321,74.419,74.62,74.796,74.957,74.957,75.149,75.257,75.435,75.618,75.679,75.789,75.859,76.204,77.005,77.859,79.634,79.905,80,80.564,81.167,81.891,82.403,83.282,84.192,84.919,85.496,85.964,86.892,87.328,87.739,87.945,88.235,88.76,89.341,89.546,89.982,90.427,90.891,91.606,92.165,92.698,93.207,93.856,94.384,95.091,95.743,96.81,97.476,98.069,98.668,98.882,99.177,99.356,99.643,99.816,99.825,99.825,99.825,99.963,100,100.06,100.06,100.06,100.06,100.087,100.171,100.346,100.59,100.871,101.336,101.647,101.725,101.725,101.768,101.833,102.01,102.072
단원구,70.707,70.707,70.707,70.724,70.757,70.764,70.761,70.783,70.866,70.965,70.965,70.981,70.981,70.981,70.984,70.979,70.978,70.977,70.969,70.969,70.954,70.917,70.917,70.913,70.9,70.876,70.876,70.865,70.865,70.857,70.857,70.848,70.818,70.808,70.804,70.782,70.782,70.782,70.779,70.748,70.701,70.664,70.598,70.569,70.566,70.52,70.517,70.452,70.452,70.448,70.434,70.375,70.375,70.341,70.204,70.204,70.108,69.931,69.657,69.628,69.583,69.567,69.546,69.466,69.46,69.46,69.438,69.414,69.392,69.366,69.366,69.195,69.092,68.984,68.984,68.939,68.865,68.781,68.709,68.669,68.669,68.635,68.596,68.414,68.356,68.356,68.347,68.222,68.095,68.095,67.925,67.828,67.734,67.729,67.646,67.642,67.603,67.537,67.536,67.43,67.417,67.276,67.257,67.24,67.24,67.24,67.24,67.24,67.24,67.193,67.071,67.069,66.961,66.917,66.913,66.908,66.885,66.885,66.885,66.894,66.894,66.881,66.739,66.738,66.743,66.743,66.756,66.763,66.771,66.771,66.775,66.773,66.867,66.923,67.112,67.299,67.569,67.972,68.317,68.474,69.16,69.301,69.474,69.69,69.758,69.884,70.028,70.326,70.412,70.546,70.811,70.989,71.176,71.352,71.623,71.782,71.976,72.002,72.02,72.033,72.044,72.12,72.212,72.29,72.302,72.374,72.49,72.587,72.611,72.788,72.802,72.972,73.022,73.077,73.104,73.193,73.296,73.41,73.415,73.655,74.147,74.518,74.587,74.809,74.957,75.191,75.464,75.982,77.849,78.052,78.281,79.038,79.661,80.588,81.548,82.153,83.197,83.753,84.671,85.307,86.065,86.571,87.375,88.003,88.446,89.285,90.225,90.548,91.164,91.28,91.682,92.488,92.877,93.356,94.181,95.114,95.614,95.946,96.341,96.675,97.296,97.985,98.146,98.776,98.812,99.12,99.296,99.638,99.819,100,100,100,100,100,100.034,100.16,100.274,100.274,100.274,100.31,100.386,100.383,100.531,100.893,100.943,100.958,101.116,101.298,101.342,101.461
고양시,64.231,64.257,64.312,64.348,64.397,64.415,64.456,64.533,64.538,64.644,64.67,64.68,64.703,64.731,64.762,64.804,64.853,64.871,64.899,64.93,64.938,64.949,64.954,64.981,64.993,65.003,65.019,65.021,65.039,65.052,65.069,65.067,65.064,65.059,65.05,65.051,65.051,65.051,65.047,65.055,65.065,65.06,65.071,65.086,65.102,65.114,65.122,65.153,65.166,65.166,65.183,65.156,65.156,65.17,65.208,65.211,65.24,65.262,65.224,65.199,65.186,65.169,65.169,65.173,65.186,65.219,65.277,65.457,65.608,65.854,66.041,66.071,66.211,66.297,66.351,66.434,66.473,66.517,66.546,66.534,66.534,66.537,66.543,66.541,66.554,66.563,66.541,66.534,66.532,66.53,66.519,66.468,66.421,66.393,66.393,66.355,66.355,66.343,66.33,66.323,66.302,66.259,66.261,66.258,66.232,66.214,66.199,66.086,66.01,65.998,65.988,65.982,65.982,65.972,65.969,65.961,65.953,65.927,65.918,65.912,65.897,65.886,65.881,65.883,65.881,65.892,65.904,65.922,65.955,65.969,65.993,66.023,66.062,66.115,66.17,66.282,66.389,66.512,66.556,66.669,66.853,66.967,67.003,67.032,67.085,67.087,67.127,67.107,67.085,67.135,67.173,67.219,67.329,67.401,67.661,67.87,68.179,68.414,68.631,68.997,69.094,69.262,69.372,69.737,69.836,69.975,70.153,70.484,70.754,70.951,71.426,71.807,72.203,72.574,72.902,73.502,74.183,74.938,75.545,76.206,77.208,77.86,79.191,80.21,81.163,82.264,83.586,84.678,85.744,86.663,87.315,88.028,88.485,88.807,88.91,89.2,89.373,89.645,89.957,90.217,90.528,90.906,91.336,91.696,92.135,92.628,92.878,93.123,93.57,93.952,94.059,94.657,94.87,95.343,95.785,96.446,96.813,97.065,97.477,97.791,98.2,98.653,99.007,99.204,99.395,99.474,99.594,99.804,99.865,99.944,99.963,99.975,100,100.026,100.049,100.027,100.039,100.052,100.09,100.102,100.081,100.078,100.101,100.164,100.176,100.218,100.329,100.387,100.397,100.444
덕양구,58.043,58.049,58.124,58.146,58.18,58.203,58.226,58.298,58.298,58.403,58.406,58.406,58.415,58.45,58.477,58.547,58.6,58.621,58.648,58.648,58.666,58.678,58.684,58.716,58.735,58.756,58.756,58.756,58.783,58.804,58.804,58.795,58.788,58.781,58.762,58.763,58.763,58.763,58.755,58.755,58.776,58.776,58.8,58.833,58.855,58.883,58.9,58.967,58.997,58.997,59.039,59.029,59.029,59.045,59.102,59.115,59.171,59.211,59.218,59.207,59.198,59.208,59.208,59.215,59.232,59.315,59.458,59.782,59.988,60.426,60.818,60.846,61.143,61.293,61.429,61.634,61.736,61.831,61.899,61.9,61.9,61.927,61.941,61.941,61.977,61.998,61.957,61.988,61.984,61.992,62.034,62.034,62.034,62.03,62.03,61.988,61.988,61.988,61.969,61.969,61.975,61.975,62.004,61.999,62,61.974,61.974,61.974,61.974,61.974,61.974,61.96,61.96,61.952,61.952,61.952,61.952,61.955,61.955,61.959,61.959,61.959,61.959,61.963,61.963,61.972,61.979,61.998,62.016,62.025,62.025,62.049,62.09,62.149,62.185,62.35,62.458,62.719,62.754,62.918,63.298,63.514,63.589,63.611,63.73,63.734,63.822,63.862,63.877,63.995,64.09,64.21,64.454,64.547,64.878,65.211,65.664,65.954,66.23,66.767,66.879,67.135,67.247,67.639,67.791,67.993,68.284,68.758,69.051,69.213,69.668,70.099,70.443,70.85,71.362,71.864,72.26,72.68,73.074,73.71,74.57,74.968,76.182,77.449,78.659,80.085,81.59,83.468,84.505,86.082,86.906,87.693,88.037,88.434,88.465,88.891,89.059,89.258,89.722,89.951,90.206,90.799,91.31,91.7,92.078,92.609,92.85,93.09,93.605,93.997,94.24,94.956,95.11,95.538,95.849,96.382,96.697,96.913,97.502,97.839,98.355,98.969,99.024,99.075,99.398,99.482,99.708,99.857,99.857,99.907,99.912,99.93,100,100.017,100.081,100.014,100.01,100.01,100.058,100.031,99.939,99.826,99.725,99.725,99.722,99.727,99.746,99.73,99.745,99.813
