지역명,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
전국,380.3,383.19,385.55,388.9,390.06,391.62,393.48,395.77,399.53,402.82,407.85,410.89,412.18,413.36,414.77,417.65,427.94,433.67,436.01,436.71,429.44,429.15,428.37,427.57,427.16,426.81,428.45,430.12,432.07,434.63,437.09,443.43,448.07,453.26,461.08,463.48,464.69,470.38,480.67,489.66,499.29,504.73,515.89,526.9,537.71,550.99,562.88,571.66,579.47,591.24,600.92,614.16,627.41,638.07,651.02,661.55,669.84,678.29,681.71,684.43
서울,703.58,716.25,725.3,738.66,742.38,749.08,756.99,767.8,784.7,799.8,823.35,838.05,843.72,849.37,857.1,870.73,914.18,937.5,948.41,951.38,939.2,938.45,936.42,935.42,935.56,937.25,949.06,958.97,969.01,982.19,993.01,1015.66,1029.99,1043.16,1060.54,1064.2,1065.13,1077.6,1109.18,1138.62,1168.76,1182.08,1203.85,1222.09,1243.68,1268.73,1290.64,1304.18,1318.35,1340.85,1358.27,1381.98,1407.35,1435.82,1469,1495.24,1515.95,1537.23,1546.16,1553.76
종로구,671.02,676.72,678.68,683.06,686.44,691.16,692.94,698.42,703.93,705.35,720.35,724.52,730,737.6,740.49,745.28,763.14,777.26,788.66,792.88,782.57,782.68,787.08,800.24,806.15,806.76,810.97,812.36,826.23,830.7,840.14,845.25,849.78,857.61,865,867.59,873.65,881.25,888.45,907.6,938.61,945.45,956.19,970.63,981.88,999,1008.61,1031.48,1038.22,1044.58,1054.6,1063.2,1080.27,1090.22,1104.79,1113.33,1113.72,1113.72,1116.21,1119.54
중구,725.68,735.68,739.47,747.29,751.59,760.94,764.64,772.08,775.47,788.74,803.76,816.24,832.96,846.9,856.71,876.08,906.26,932.33,936.98,940.95,962.85,961.52,962.04,960.8,962.16,962.58,964.52,969.03,971.89,977.87,990.5,1003.02,1018.45,1025.45,1033.69,1036.68,1045.11,1060.89,1081.38,1116.65,1147.6,1160.65,1188.52,1209.09,1229.54,1262.35,1269.63,1281.99,1298.89,1310.38,1321.08,1326.68,1347.1,1355.72,1372.09,1378.09,1379.63,1379.63,1379.63,1381.12
용산구,907.54,925.23,939,962.47,969.38,976.76,983.48,992.63,1015.62,1035.38,1072.23,1100.64,1116.75,1130.59,1146.02,1170.96,1231.98,1245.98,1259.12,1261.07,1261.06,1262.21,1264.03,1267.19,1268.69,1270.72,1277.19,1283.73,1288.65,1300.83,1311.85,1338.78,1355.07,1369.8,1379.75,1382.3,1383.44,1387.11,1406.29,1430.82,1454.32,1466.36,1486.11,1493.91,1511.93,1531.37,1555.52,1570.64,1582.97,1604.92,1622.28,1659.84,1694.86,1712.34,1746.04,1764.24,1772.45,1779.33,1788.51,1793.36
성동구,697.52,714.91,725.84,739.2,746.14,759.08,770.71,783.81,814.52,838.68,874.44,894.48,898.94,905.27,909.42,921.42,971.06,986.74,992.3,1003.59,1009.76,1010.64,1014.02,1013.55,1014.62,1014.31,1027,1034.33,1048.11,1069.57,1081.92,1110.07,1132.39,1152.71,1179.16,1185.9,1186.49,1198.95,1229.92,1263.63,1304.11,1324.64,1347.72,1359.2,1398.2,1421.6,1436.55,1466.59,1476.78,1497.39,1506.5,1523.34,1567.03,1589.34,1600.37,1601.81,1610.25,1618.21,1621.25,1621.66
광진구,714.7,728.58,733.89,751.76,758.97,771.89,793.18,805.65,825.37,838.58,870.35,881.98,885.82,893.8,902.91,913.46,945.04,965.08,972.72,976.23,975.92,977.82,977.4,977.07,980.08,980.57,993.58,1009,1026.18,1047.06,1079.51,1113.79,1121.9,1134.58,1160.34,1167.43,1168.88,1183.01,1217.55,1253.21,1291.22,1300.05,1316.2,1342.64,1355.21,1369.57,1384.59,1391.56,1399.4,1413.06,1438.98,1463.62,1490,1493.69,1515.9,1521.43,1524.58,1530.5,1531.83,1538.96
동대문구,532.16,534.83,538.85,549.78,552.14,555.35,559.07,560.97,569.74,584.74,600.18,614.35,620.92,631.66,645.33,650.76,690.06,710.75,722.29,728.2,727.86,731.9,733.54,733.67,733.54,732.02,735.49,741.42,749.95,752.98,757.27,767.19,782.34,813.43,838.23,842.47,845.45,862.72,884.7,904.79,936.47,952.03,975.22,983.43,1005.56,1028.23,1044.7,1052.78,1061.38,1079.22,1092.04,1113.98,1144.2,1155.43,1165.42,1166.57,1172.35,1170.62,1169.89,1173.3
중랑구,462.65,465.83,468.66,473.86,475.66,478.31,480.51,482.32,485.26,488.6,495.8,501.4,504.97,509.07,514.96,517.66,535.38,549.27,561.76,568.35,564.92,570.48,571,575.6,578.63,579.77,584.1,588.94,596.82,600.85,608.98,618.67,623.39,628.46,641.91,646.89,650.26,663.08,681.05,707.93,734.13,745.33,763.79,776.71,782.36,796.92,813.44,823.36,833.29,851.06,870.96,900.66,918.29,936.04,946.06,953.9,954.62,955.37,955.37,955.73
성북구,536.53,538.15,541.59,546.51,549.3,552.55,555.78,558.39,563.42,566.45,575.59,591.36,598.76,604.27,618.87,628.47,661.94,687.52,700.71,704.24,704.39,703.84,702.07,701.04,698.7,698.27,701.56,704.86,707.23,712.66,720.64,735.92,756.54,774.39,801.92,808.64,810.58,829.54,868.05,899.23,925.7,939.41,956.67,975.4,994.07,1009.58,1031.12,1040.5,1041.95,1055.21,1067.92,1084.93,1105.77,1116.57,1123.21,1124.19,1127.82,1126.85,1125.09,1126.22
강북구,473.86,475.8,477.4,482.1,484.56,487.09,490.28,491.54,489.98,491.14,494.46,496.96,499.94,506.23,509.23,512.09,553.06,580.98,594.26,595.6,595.98,595.89,595.85,596.28,596.58,596.78,598.76,602.87,605.66,606.73,608.6,612.87,617.9,625.37,651.23,659.8,659.97,676.8,702.39,726.79,757.81,769.8,787.68,805.4,813.1,829.92,847.19,855.46,871.29,883.39,895.88,908.06,927.5,938.95,945.46,950.44,952.36,953.68,953.7,955.21
도봉구,444.91,449.32,456.44,463.45,464.17,467.45,470.39,473.49,477.33,479.05,481.68,485.03,489.98,491.7,494.53,500.89,527.6,548.29,557.53,562.63,565.03,565.01,569.01,573.67,574.9,574.83,583.41,584.91,589.39,593.99,598.14,603.77,606.68,611.82,625.6,630.21,632.17,645.77,663.33,694.39,721.41,736.44,758.87,775.21,788,808.01,851.25,872.75,893.51,910.85,927.02,952.35,969.98,981.49,983.78,987.11,987.49,988.28,988.46,989.48
노원구,496.45,504.83,519.62,533.08,536.09,538.43,540.05,541.5,544.09,547.05,553.55,558.66,560.63,562.45,564.97,571.58,608.54,633.35,642,645.27,634.49,634.83,634.5,637.02,637.2,638.23,647.01,654.1,658.93,664.03,669.8,678.57,689.3,700.93,721.63,731.27,733.11,747.42,781.92,817.3,847.43,862.09,886.51,902.52,926.13,957.79,983.62,999.79,1020.33,1047.92,1065.28,1086.66,1112.03,1121.27,1124.72,1127.41,1129.59,1129.74,1129.58,1128.85
은평구,510.32,513.37,515.59,518.03,520.23,520.9,524.93,525.28,527.8,530.86,537.03,542.65,548.33,553.51,557.08,566.02,583.21,606.37,614.49,619.71,620.67,621.42,621.54,626.64,627.42,628.4,629.9,632.36,639.17,646.12,653.02,662.38,669.45,676.76,688.04,696.26,698.89,708.33,722.02,743.46,775.43,784.34,810.25,836.02,853.24,863.69,874.02,879.51,883.45,901.9,914.58,933.08,956.74,966.69,974.23,982.98,983.99,984.13,984.15,984.43
서대문구,549.18,553.09,556.61,563.79,566.51,572.19,579.98,585.98,587.71,590.04,603.29,613.55,619.68,626.46,636.83,654.19,676.76,700.46,714.63,719.68,721.12,722.61,724.47,726.98,727.23,727.25,731.28,740.07,745.33,750.32,761.34,774.98,782.4,792.58,811.7,818.77,824.69,842.35,870.69,891.08,914.75,923.8,955.37,976.05,988.39,1004.39,1027.17,1038.72,1047.88,1061.33,1076.19,1088.75,1114.62,1124.15,1127.75,1133.22,1136.43,1136.47,1137.11,1137.75
마포구,722.49,731.1,738.43,752.09,759.05,765.75,774.02,782.85,798.52,811.16,826.95,866.52,880.51,890.03,913.51,945.16,984.85,1002.42,1010.38,1013.01,1011.79,1011.07,1010.2,1011.05,1010.07,1010.71,1022.78,1035.15,1045.15,1058.84,1072.25,1096.39,1117.41,1124.21,1144.63,1152.69,1154.16,1172.7,1197.39,1217.93,1245.27,1257,1277.34,1295.03,1326.09,1355.81,1381.77,1394.98,1411.45,1433.28,1451.1,1477.62,1492.53,1503.04,1522.16,1524.09,1526.34,1528.33,1530.54,1533.66
강북14개구,567.76,574.86,582.51,592.84,596.39,601.15,606.22,610.7,618.88,626.39,639.48,651.81,657.81,663.59,671.79,682.56,716.96,738.27,748.18,752.75,756.59,757.52,758.32,760.33,760.87,761.23,768.24,774.52,781.43,789.33,798.23,812.48,824.7,837.22,856.97,863.76,866.09,880.54,907.29,935.94,965.75,979.15,1001.29,1017.61,1037.65,1059.73,1081.95,1096.33,1109.17,1128.35,1143.77,1164.91,1189.61,1212.38,1237.79,1258.32,1274.3,1290.57,1297.05,1302.42
양천구,736.49,751.72,758.41,769.85,771.17,773.51,780.37,796.9,816.65,828.66,843.48,849.38,852.76,855.56,859.94,883.4,950.75,974.44,979.65,983.58,961.3,959.13,955.7,950.62,950.86,955.35,967.98,976.86,983.03,1006.5,1033.9,1060.72,1080.64,1101.41,1126.37,1129.22,1129.11,1140.02,1172.52,1207.77,1237,1248.65,1263.17,1277.18,1288.86,1331.02,1354.76,1368.05,1389.8,1409.33,1421.56,1437.78,1454.6,1468.16,1481.77,1485.93,1497.83,1500.9,1499.72,1500.13
강서구,598.49,606.92,615.88,626.77,630.69,632.93,636.23,640.67,646.29,649.04,660.54,670,677.5,681.38,688.77,703.81,738.37,779.9,803.27,807.61,815.95,816.2,815.99,816.79,816.36,813.38,812.4,814.13,816.76,817.02,819.61,829.49,840.82,846.84,858.78,860.49,862.85,870.38,896.3,918.4,943.17,955.99,977.12,990.44,1008.57,1032.58,1047.28,1058.44,1069.18,1091.93,1109.26,1146.06,1187.61,1212.37,1240.42,1243.75,1247.38,1248.85,1250.57,1254.22
구로구,515.28,518.26,525.07,532.56,536.21,540.58,541.29,542.22,546.26,548.68,553.49,561.91,566.45,571.55,583.43,592.91,627.92,651.04,666.19,668.96,655.84,657.87,657.91,658.03,658.75,659.74,664.7,668.44,673.46,676.98,684.88,699.67,707.83,721.15,744.11,748.76,750.86,767.66,791.4,816.37,844,855.46,874.77,888.59,904.45,929.34,946.43,957.55,970.91,992.56,1013.03,1020.32,1044.38,1060.13,1073.83,1081.57,1083.5,1085.18,1085.69,1086.51
금천구,436,443.75,448.1,452.4,455.71,459.79,462.31,467.78,469.36,470.04,472.21,474.4,478.3,480.94,483.5,491.01,512.66,527.64,536.98,537.32,535.72,538.84,542.3,542.17,542.41,544.23,547.77,550.39,555.06,573.32,581.78,601.05,610.17,617.71,638.9,642.69,644.53,658.09,669.41,684.51,710.83,719.99,729.44,743.17,750.23,760.21,776.51,787.14,794.71,805.04,818.47,835.99,854.34,859.42,863.43,869.92,872.23,874.43,877.01,879.01
영등포구,692.64,701.28,712.57,725.28,726.9,732.91,739.01,748.82,763.75,781.41,800.1,820.16,835.17,843.04,857.21,873.73,928.16,955.86,975.88,979.36,958.76,957.57,956.28,955.96,958.08,963.67,978.99,985.12,995.22,1016.24,1032.08,1058.33,1073.84,1086.38,1107.87,1112.93,1117.3,1128.81,1163.9,1192.65,1210.58,1223.89,1244.89,1258.72,1277.36,1299.95,1320.26,1336.3,1350.39,1367.28,1380.89,1406.13,1425.89,1441.69,1452.12,1463.94,1466.74,1472.84,1471.97,1472.65
동작구,655.21,667.09,678.58,689.3,696.05,705.19,713.41,726.88,744.7,758.95,785.61,799.28,816.02,827.16,837.55,852.29,898.96,923.34,932.02,937.44,939.43,941.23,941.48,943.09,942.31,942.71,946.25,952.76,957.7,970.13,980.39,1007.4,1028.44,1039.79,1059.03,1062.8,1067.47,1078.33,1106.74,1128.31,1152.08,1162.02,1181.83,1202.49,1231.92,1273.16,1295.34,1309.35,1317.29,1357.87,1381.84,1392.14,1403.43,1424.13,1432.9,1445.36,1446.19,1447.55,1447.3,1449.37
관악구,528.12,534.22,539.04,548.06,551.16,552.93,555.58,557.51,560.52,564.18,570.09,576.74,587.13,594.35,602.92,616.01,643.56,666.43,676.48,678.58,683.94,685.7,685.82,687.67,687.33,686.95,689.38,697.01,700.35,705.87,713.34,728.65,741.62,749.74,767.49,774.4,779.59,792.56,823.22,846.74,861.09,871.64,893.56,904.72,924.33,945.99,965.77,979.65,985.82,999.98,1016.54,1039.84,1055.69,1069.11,1082.69,1080.58,1081.25,1080.19,1082.67,1083.94
서초구,1158.75,1187.21,1204.03,1239.37,1243.65,1257.01,1274.83,1299.49,1333.39,1371.57,1427.8,1446.36,1452.59,1455.51,1465.46,1479.81,1567.64,1601.94,1615.17,1614.6,1569.61,1568.35,1562.17,1555.17,1553.86,1556.46,1577.11,1602.92,1626.1,1646.46,1669.46,1702.5,1717.76,1735.24,1743.81,1740.04,1739.15,1746.24,1777.94,1813.21,1848.64,1849.11,1872.47,1889.69,1927.45,1957.25,1984.72,1994.86,2018.14,2073.9,2096.68,2139.41,2180.64,2204.11,2261.95,2291.54,2304.68,2308.68,2316.11,2329.02
강남구,1330.13,1364.58,1380.47,1418.72,1423.26,1438.92,1458.46,1498.07,1560.35,1608.46,1674.03,1710.12,1704.46,1710.23,1717.6,1744.31,1811.54,1825.45,1833.2,1831.87,1801.03,1790.92,1773.59,1759.76,1758.24,1770.42,1814.54,1853.08,1886.25,1916.39,1900.06,1950.18,1978.66,2002.01,2009.46,2003.82,1994.88,2010.54,2060.82,2097.5,2143.21,2169.85,2184.44,2215.96,2236.47,2266.41,2286.8,2299.97,2310.21,2334.76,2356.03,2388.9,2423.07,2449.59,2497.42,2513.36,2526.75,2532.08,2539.26,2549.54
송파구,868.16,888.06,900.08,922.97,925.35,939.73,956.9,978.86,1012.13,1049.53,1098.57,1119.88,1125.09,1130.98,1131.23,1146.32,1192.21,1216.45,1221.25,1219.29,1189.55,1184.67,1180.72,1176.77,1179.34,1181.44,1209.58,1220.31,1234.15,1262.93,1295.98,1339.73,1353.25,1355.23,1366.41,1362.84,1359.18,1363.21,1421.46,1456.58,1491.99,1506.09,1540.3,1565.53,1596.23,1617.68,1643.63,1655.25,1680.1,1699.27,1724.87,1759.64,1786.6,1815.46,1833.24,1841.76,1851.05,1852.44,1851.09,1852.8
강동구,691.74,713.83,715.98,694.61,702.89,707.61,716.64,723.42,739.77,749.35,785.94,799.25,802.46,808.66,815.23,822.49,855.57,877.09,892.75,896.48,891.65,889.61,883.4,881.27,876.48,873.9,875.78,881.8,891.22,905.73,923.68,957.25,970.05,994.35,1010.2,1017.18,1019.11,1031.03,1057.09,1089.45,1120.59,1135.94,1161.59,1191.87,1221.12,1248.99,1273.57,1290.32,1305.29,1328.21,1342.4,1356.22,1367.67,1381.12,1401.9,1415.79,1417.79,1418.35,1419.01,1419.71
강남11개구,819.2,836.63,846.86,862.8,866.67,875.02,885.34,901.55,925.88,947.43,979.89,996.62,1002,1007.54,1014.86,1030.94,1082.09,1107.12,1118.89,1120.49,1099.69,1097.47,1092.96,1089.3,1089.09,1091.96,1107.99,1121.09,1133.86,1151.7,1164.2,1194.23,1210.43,1224.15,1239.46,1240.36,1240.07,1250.8,1286.62,1316.76,1347.18,1360.44,1381.87,1401.81,1424.76,1452.42,1474.05,1486.85,1502.2,1527.62,1546.79,1572.76,1598.72,1633.03,1673.76,1705.87,1731.39,1757.71,1769.01,1778.78
수도권,484.53,489.83,494.08,500.17,502.37,505.36,508.86,513.28,520.48,526.72,536.32,542.65,545.18,547.63,550.79,556.62,576.28,587.34,592.14,593.29,582.11,581.88,580.92,580.12,579.74,579.87,583.67,587.31,590.99,595.8,600.2,610.49,618.1,627.01,640.41,644.38,646.3,654.91,672.2,687.2,702.74,710.91,725.06,738.32,754,774.85,793.82,807.71,819.72,838.13,853.16,873.73,894.75,913.37,935.33,952.89,966.58,980.5,986.11,990.62
6개광역시,310,310.77,311.7,313.03,313.75,314.25,315.01,315.46,315.94,316.27,316.85,317.12,317.68,317.9,318.07,318.18,319.01,319.87,320.32,321.08,321.74,321.73,321.74,321.23,320.96,320.47,320.38,320.41,321.18,321.98,323.22,326.43,328.51,330.43,334.03,335.98,337.27,340.94,344.54,347.66,351.53,354.65,365.15,376.21,383.57,390.89,398,404.07,410.12,418.88,425.82,434.97,443.22,455.64,469.9,481.39,490.36,499.46,503.07,505.98
5개광역시,307.47,308.27,309.04,310.23,310.88,311.38,312.16,312.63,313.19,313.59,314.24,314.54,315.21,315.5,315.76,315.86,316.78,317.71,318.2,319.16,319.24,319.14,319.16,318.55,318.39,317.96,317.89,317.91,318.75,319.69,321.09,324.91,327.27,329.01,331.63,333.1,333.85,337.22,340.71,343.89,348.22,351.76,364.36,377.2,385.12,392.63,398.6,402.83,407.51,414.1,419.52,426.26,432.16,442.45,454.2,463.58,470.9,478.25,481.15,483.5
기타지방,227.15,226.92,226.77,226.36,225.74,225.26,224.66,224.14,223.67,223.49,223.03,221.7,220.9,220.21,218.97,218.28,217.69,216.7,215.52,214.99,216.87,216.23,215.05,214.06,213.33,212.07,210.83,209.99,209.38,208.82,208.23,208.73,209.37,210.17,211.37,211.38,211.53,213.39,215.67,217.73,220.16,221.75,225.15,229.61,233.01,236.05,238.87,241.43,243.47,246.39,249,253.23,257.39,267.24,278.52,287.74,294.97,302.75,306.04,308.87
부산,348.77,351,352.52,354.2,354.53,354.7,354.73,354.65,354.29,354.27,354.07,353.48,353.18,352.57,351.42,350.08,349.44,348.16,346.85,346.47,344.84,343.58,343.01,341.43,340.7,338.87,337.63,336.23,335.58,335.01,335.17,341.06,343.01,344.13,346.17,347.48,347.53,350.26,354.48,358.52,362.76,366.49,386.04,404.53,415.79,423.76,429.23,434.32,441.27,451.54,460.05,470.58,478.52,494.25,511.48,524.92,535.33,545.94,550.26,553.71
중구,224.89,225.74,226.65,221.89,229.39,229.39,229.39,229.39,231.02,231.02,231.02,231.02,232.04,232.04,231.84,231.84,231.76,231.76,231.76,231.76,239.96,239.96,241.81,241.67,241.67,241.67,241.31,240.69,240.69,240.69,241.44,241.35,241.35,241.35,241.31,241.31,241.31,240.73,240.73,240.73,240.63,240.63,240.63,240.63,239.87,240.23,241.25,242.46,242.47,242.47,242.83,243.8,244.04,244.39,246.4,251.32,253.01,253.01,253.01,253.79
서구,290.07,292.58,294.28,295.4,297.74,303.12,303.73,304.75,305.23,305.23,305.34,305.64,305.64,306.62,306.62,306.15,306.05,306.05,308.05,308.08,310.89,311.08,310.97,310.27,310.27,309.98,310.07,309.85,309.37,309.08,309.08,309.21,309.48,309.51,310.31,310.43,310.43,311.2,311.5,312.57,312.72,312.24,314.27,317.76,320.96,323.48,324.27,326.34,326.88,330.94,334.23,336.43,337.46,339.47,347.94,349.26,349.58,349.69,349.81,350.93
동구,312.38,312.91,315.52,316.06,316.79,317.68,318.87,318.71,318.13,318.15,318.15,318.34,318.03,318.25,318.53,318.11,327.74,326.98,327.11,325.93,336,334.56,334.56,333.85,333.85,330.87,329.69,329.69,329.49,327.26,327.35,327.29,327.68,327.67,328.37,329.52,330.45,331.85,335.27,338.66,339.4,339.78,341.01,352.15,356.72,364.03,366.45,372.6,373.54,377.01,384.1,393.74,398.96,400.96,404.2,404.45,408.62,409.41,410.25,411.56
영도구,241.26,241.13,241.07,241.57,241.27,241.67,241.83,241.99,242.22,242.36,242.18,242.3,242.3,242.3,242.3,242.16,242.1,242.15,242.15,241.88,240.86,240.5,240.27,240.02,239.82,239.55,238.92,238.78,238.78,238.57,238.57,237.66,237.76,237.36,237.23,237,237.28,235.25,235.04,234.46,233.15,233.01,236.27,246.82,250.85,253.5,255.94,257.62,259.1,265.13,270.97,274.51,284.43,288.46,291.42,292.69,293.69,294.19,294.52,294.53
부산진구,338.2,344.83,345.8,346.89,347.19,348.06,348.53,348.46,348.66,348.76,348.41,348.81,348.84,348.38,347.74,345.88,344.74,342.46,342.3,342.33,338.79,338.56,338.17,337.79,336.45,335.76,335.31,334.16,333.94,332.02,331.32,330.97,330.88,331.19,332.57,332.86,333.23,334.16,340.17,340.44,340.87,342.31,357.04,375.64,395.52,403.07,407.11,410.04,414.73,416.43,421.79,427.3,431.21,433.05,435.84,437.7,437.7,438.75,439.45,439.58
동래구,375.2,378.47,380.69,385.01,386.46,386.9,387.46,387.26,386.29,385.89,385.18,384.74,384.87,384.8,383.95,383.85,381.48,379.23,377.65,376.7,375.29,374.41,373.5,370.52,369.23,362,361.85,359.08,357.42,357.09,358.56,364.75,366.84,368.69,371.13,373.41,374.04,378.6,383,385.17,393.68,397.38,432.07,445.14,463.58,473.33,479.64,484.47,488.51,501.68,514.1,526.81,532.52,541.79,548.33,551.43,554.23,556.27,557.63,559.87
남구,375.47,378.31,382.6,382.82,382.86,383.51,383.24,382.86,382.28,381.7,381.2,381.11,380.38,379.13,377.91,377.18,376.04,375.07,371.88,371.51,370.39,359.92,360.15,359.28,359.23,358.99,358.29,357.19,357.34,357.18,357.19,365.41,369.8,372,378.51,378.84,379.03,382.52,388.62,392.36,394.87,400.41,424.57,438.49,448.62,459.83,466.42,473.51,478.02,485.44,492.47,504.59,517.07,523.43,528.02,533.18,535.71,537.77,538.74,539.62
북구,313.69,314.55,315.31,317.61,317.61,317.78,318.71,319.44,319.24,319.3,319.46,318.82,318.02,316.76,314.89,314.98,314.81,313.04,311.69,311.29,310.46,310.11,309.07,306.2,305.75,302.84,302.3,299.27,298.12,297.5,295.98,295.67,296.03,292.64,291.51,291.53,290.82,290.19,290.41,291.88,292.61,293.65,304.13,321.55,328.21,331.83,333.78,337.87,344.17,351.8,357.66,364.18,369.62,373.25,379.34,382.49,384.08,384.91,386.6,387.34
해운대구,444.73,446.2,447.23,448.3,447.97,447.11,446.52,444.92,443.22,442.11,441.78,438.47,437.8,436.47,432.76,431.54,430.37,428.25,424.18,423.76,421.76,421.1,420.05,415.76,414.98,412.98,410.87,409.91,408.6,408,409.08,426.82,434.03,439.06,442.81,446.74,447.61,454.43,462.61,476.47,489.1,498.89,538.07,566.97,580.67,591.96,603.89,613.25,631.13,658.03,676.66,695.14,714.05,722.96,734.99,739.55,741.23,741.4,741.17,742.21
사하구,244.12,244.86,245.62,246.49,246.86,246.7,246.69,246.58,247.02,248.08,248.44,248.58,248.83,248.8,248.51,242.67,242.33,242.43,242.91,242.91,239.29,238.94,238.78,238.12,237.53,237.78,237.41,237.14,237.06,236.32,235.57,234.66,234.63,234.81,234.47,234.47,232.7,232.72,234.3,234.49,234.94,234.95,243.05,253.8,258.19,260.8,261.83,263.75,265.24,269.4,277.16,286.8,292.37,295.49,301.8,302.34,305.54,305.61,305.85,305.99
금정구,361.22,365.66,369.87,373.76,375.04,376.41,377.13,377.69,377.69,377.6,378.03,377.35,376.69,376.48,376.05,375.27,374.92,374.14,374.16,373.73,372.89,371.72,371.85,371.68,371.23,370.94,370.75,370.18,369.01,369.01,368.21,368.91,368.69,369,369.92,369.95,370.09,370.32,371.54,374.58,375.76,382.45,398.13,426.04,438.32,442.32,450.44,453.38,455.84,466.47,473.55,482.86,487.6,490.08,494.14,496.47,496.68,497.2,498.03,502.1
강서구,358.84,359.5,360.05,360.05,359.18,359.18,359.28,359.28,359.28,364.33,364.33,363.29,363.29,363.29,363.29,362.51,362.15,359.11,357.77,357.77,369.73,368.78,368.39,365.88,362.81,356.55,348.05,346.71,346.38,346.38,344.11,344.11,344.11,344.91,344.74,344.74,344.54,347.2,347.83,350.26,352.8,354.7,360.85,420.12,440.25,447.49,459.81,464.95,465.85,471.56,474.47,483.17,486.61,489.56,491.01,491.01,490.26,490.07,490.07,489.85
연제구,387.66,389.9,391.29,394.6,395.4,395.03,395.16,396.18,396.36,396.11,393.36,393.2,393.4,392.39,391.85,391.54,391.11,390.41,389.78,389.25,387.5,387.17,386.25,385.41,385.24,385.19,382.06,378.75,377.33,375.74,375.39,382.46,383.33,384.83,387.48,388.77,388.95,390.97,397.59,400.37,407.1,413.75,432.89,448.03,461.6,479.79,485.21,497.76,505.2,513.37,521.52,534.44,541.44,546.58,549.58,551.93,552.77,552.92,553.09,554.07
수영구,478.47,480.45,483.3,485.48,486.19,484.63,481.03,481.7,481.43,481.43,481.17,483.02,482.05,480.92,481.11,480.09,480.41,479.7,479.64,478,474.97,475.22,474.76,476.29,474.85,473.79,472.07,470.11,470.81,474.29,484.63,528.12,534.37,540.66,559.19,569,572.36,600.81,619.65,639.94,658.24,668.33,728.88,748.67,758.94,776.25,784.14,788.98,810.69,833.23,843.47,864.37,874.12,883.11,897.35,901.12,901.36,901.36,901.36,900.38
사상구,270.6,271.12,271.48,273.43,273.56,273.95,274.53,274.72,274.65,274.86,275.82,275.6,275.66,275.87,275.83,274.87,274.65,274.79,274.62,274.29,271.13,270.79,270.6,270.15,270,267.37,266.87,266.33,266.29,264.81,264.68,264.52,264.59,264.43,263.9,263.9,263.77,261.44,261.78,261.53,261.56,261.41,263.27,268.74,273.47,274.29,274.89,276.23,281.85,283.77,287.73,293.58,295.66,298.96,302.83,305.35,307.61,308.38,308.9,309.54
기장군,316.53,317.47,318.49,319.07,319.16,319.4,319.11,319.02,318.33,318.26,318.31,317.8,317.52,317.26,316.44,314.94,314.51,313.07,310.41,310.14,309.8,309.17,307.23,306.22,305.48,303.98,302.37,301.15,300.67,300.67,299.21,299.19,299.19,299.34,295.64,295.16,293.5,289.77,289.2,288.4,288.25,288.38,296.47,310.95,320.27,333.86,338.58,343.74,347.16,357.59,360.55,367.77,374.86,383.73,394.63,399.87,403.29,404.36,405.65,407.09
대구,316.58,316.47,317.23,319.51,321.36,322.69,324.41,325.21,326.69,327.78,329.71,331.76,333.36,334.17,335.02,335.61,337.51,339.09,340.11,340.89,339.02,339.66,340.22,340.18,340.19,340.73,340.88,341.15,341.96,342.51,343.69,344.91,346.13,347.55,348.81,349.24,350.14,352.35,355.39,358.72,364.48,368.49,379.65,391.58,399.05,406.61,413.84,418.81,423.56,428.11,430.94,433.61,436.68,445.27,454.27,461.01,465.95,470.47,472.11,473.14
