지역,구분,2017-04-01 09:00:52,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
강북14개구,중소형,44969,45142,45622,46146,46848,47183,47623,48124,48526,49200,49816,50958,52022,52528,53035,53722,54622,57251,58938,59701,60148,58518,58602,58706,58863,58927,58973,59492,60019,60534,60777,61352,62200,64097,65007,66621,67254,67488,68500,70688,72923,75188,76246,78062,79357,80965,82876,84464,85432,86642,88140,89257,90757,92486,94776,97300,98448,99623,100813,101767,102423
강북14개구,소형,32007,32164,32676,33242,34009,34238,34534,34815,35078,35551,35990,36708,37390,37749,38086,38562,39251,41304,42694,43364,43543,38433,38495,38528,38704,38751,38778,39251,39579,39916,40002,40289,40686,41594,42347,43527,43960,44067,45018,46765,48704,50642,51503,52753,53558,54718,56087,57563,58517,59425,60759,61862,63508,65104,67678,70403,71609,72830,74045,75006,75636
강남11개구,대형,156298,157440,159706,161073,164007,164273,165190,166204,168774,172592,175912,180646,182620,183623,183944,184976,186891,193049,196697,198922,199035,196570,196441,196075,195710,195513,195922,198708,201391,203745,204345,201036,203329,208631,209953,210890,210667,210754,212334,216236,218988,222621,224629,227588,230012,233229,236399,238689,240206,243094,247207,250908,254967,259494,266433,274535,278592,281555,285558,289201,292116
강남11개구,중대형,92156,92867,94831,95975,98129,98427,99124,100625,102622,105373,108295,111400,113031,113780,114293,115124,117133,123038,125449,126411,126602,126469,126318,125987,125356,125377,125698,127346,129336,130973,131486,132770,135096,139160,140779,141755,141764,141725,142535,146272,149145,152672,153865,156255,158694,161345,164812,167054,168340,170737,173919,176336,179312,181648,184004,187737,189394,191169,193081,194684,195867
강남11개구,중형,89147,90391,93535,93360,94446,94798,95830,96933,99074,102200,104799,109823,110619,111263,111889,112571,114001,118937,121308,123676,123822,109320,109117,108596,107850,107592,107737,109145,110700,111815,112371,113518,115406,119286,121013,123032,122979,122989,123468,126785,129779,132123,133010,134636,136555,138715,142131,144423,145632,147695,150795,152510,155142,157809,165620,173896,177187,180149,183664,186626,188829
강남11개구,중소형,61872,62637,63846,64665,66222,66549,67320,68448,69844,71709,73449,76180,77561,78244,78630,79175,80595,84736,86600,87501,87593,83438,83275,82838,82590,82689,82968,84243,85069,85904,86263,87487,89298,92347,93484,94793,94924,94828,95834,98662,101161,103608,104875,106525,108108,110079,112248,114048,115153,115728,117628,118935,120968,122859,127276,132209,134379,136624,138887,140746,142001
강남11개구,소형,44461,44961,46095,46797,47414,47736,48225,48688,49455,50990,52013,53837,55037,55392,55853,56347,57377,60470,62192,62875,63032,70473,70129,69616,69361,69289,69536,70758,71823,72832,73146,73692,74915,77118,77905,78767,78663,78556,79141,81551,83467,85519,86647,87974,89289,90318,91781,93093,93742,94668,95890,97149,98916,101132,100059,99301,98956,98649,98341,98126,98012
수도권,대형,96699,97174,98185,98849,100096,100252,100700,101233,102297,104115,105616,107694,109001,109653,110003,110603,111526,114666,116720,117776,117899,114955,114956,114785,114660,114588,114712,115836,116850,117850,118790,117467,119837,121413,122576,123760,123892,124054,125097,127407,129345,131715,133436,136083,137963,140722,143795,145765,147901,149524,152455,154404,157159,160102,162785,166118,167773,169591,171521,173245,174608
수도권,중대형,57791,58055,58696,59154,59943,60160,60420,60908,61566,62582,63594,64845,65718,66088,66372,66821,67590,70177,71418,71916,72094,69313,69329,69241,69120,69117,69172,69592,70168,70665,71364,71802,73118,74118,75176,76389,76724,76926,77840,79685,81313,83346,84258,86146,88014,90093,92536,94529,95959,97243,99366,101062,103011,105081,107133,109653,110855,112114,113426,114502,115254
수도권,중형,50787,51086,51786,51940,52450,52650,52977,53301,53768,54812,55535,56737,57160,57368,57771,58092,58769,60752,61874,62639,62726,58196,58193,58090,58027,57977,57964,58305,58693,59141,59770,60185,61162,61959,62882,64726,65118,65293,66010,67736,69307,70585,71396,72764,74386,76072,78275,80113,81902,83039,84814,86052,87980,89948,92598,95570,96936,98328,99750,100918,101700
수도권,중소형,38191,38394,38758,39069,39578,39770,40025,40371,40733,41283,41795,42590,43093,43350,43536,43782,44249,45779,46634,47002,47123,44136,44127,44075,44022,44002,44037,44291,44512,44735,45104,45491,46260,46854,47531,48655,49027,49202,49887,51231,52383,53566,54235,55341,56382,57642,59319,60865,62000,62906,64340,65491,67101,68678,71031,73641,74804,75990,77184,78140,78773
수도권,소형,26226,26371,26704,26984,27307,27465,27644,27808,28019,28392,28656,29135,29478,29609,29748,29919,30265,31374,32017,32289,32328,34993,34923,34781,34720,34677,34681,34995,35301,35574,35797,36009,36579,36986,37467,38220,38423,38517,39034,40181,41111,42066,42578,43254,43896,44570,45689,46831,47677,48523,49647,50662,52124,53616,53604,55318,55202,55106,55007,54920,54855
6개광역시,대형,51626,51829,51976,52481,52969,53269,53443,53783,53963,54429,54603,54884,55573,55874,56099,56257,56524,56894,57105,57404,57711,57573,57900,57991,58040,58132,58160,58313,58468,58672,58891,59377,60018,60535,60953,61666,61890,62084,62749,63550,64204,65471,66583,69238,71830,73264,74779,76007,77161,78344,80102,81261,82373,84066,85604,87358,88191,89062,89947,90693,91229
6개광역시,중대형,38942,39040,39150,39284,39498,39612,39737,39849,39928,40079,40154,40267,40375,40502,40559,40661,40829,41043,41246,41407,41519,41406,41458,41501,41477,41509,41481,41537,41588,41797,41966,42216,42688,43023,43370,43886,44144,44320,44988,45561,46153,46920,47375,49145,50718,51765,53047,54113,55096,55906,57330,58287,59477,60562,61872,63360,64057,64786,65536,66151,66586
6개광역시,중형,33590,33608,33645,33852,34061,34222,34285,34359,34377,34469,34574,34697,34703,34859,34820,34860,34915,35161,35323,35500,35736,36553,36547,36511,36351,36325,36306,36367,36986,37123,37273,37609,38009,38394,38643,39498,39606,39768,40218,40740,41149,41714,42118,43476,45225,46223,47005,47803,47858,48542,49462,50203,51049,51683,53843,56221,57302,58413,59539,60441,61050
6개광역시,중소형,25621,25669,25724,25789,25880,25933,25973,26033,26080,26126,26146,26187,26206,26244,26269,26279,26280,26349,26463,26509,26563,26199,26197,26210,26168,26140,26090,26075,26066,26099,26130,26215,26449,26599,26757,27012,27177,27298,27563,27826,28070,28346,28602,29453,30362,30995,31571,32174,32668,33185,33873,34456,35199,35848,37502,39315,40125,40951,41777,42429,42859
6개광역시,소형,15879,15904,15945,15983,16035,16059,16076,16095,16099,16087,16086,16095,16066,16065,16058,16036,15997,15993,15971,15941,15957,16061,16048,16038,16018,15973,15956,15945,15937,15960,16000,16016,16119,16204,16268,16450,16568,16629,16797,16996,17114,17211,17299,17617,18006,18325,18610,18920,19224,19524,19955,20314,20857,21335,21706,22179,22376,22588,22807,22982,23104
5개광역시,대형,51836,52073,52236,52791,53235,53566,53791,54183,54398,54889,55080,55378,56168,56512,56775,56946,57220,57631,57831,58153,58511,58091,58422,58533,58597,58703,58755,58938,59094,59312,59546,60095,60802,61399,61787,62324,62548,62726,63411,64266,64967,66382,67588,70603,73530,75064,76649,77751,78604,79788,81342,82324,83388,84683,86314,88150,89009,89904,90795,91539,92073
5개광역시,중대형,39337,39440,39568,39688,39939,40058,40185,40316,40409,40596,40693,40828,40946,41103,41169,41297,41458,41706,41912,42109,42236,41766,41804,41849,41825,41866,41845,41919,41973,42182,42369,42647,43226,43563,43885,44224,44381,44459,45121,45616,46220,46994,47511,49624,51345,52367,53785,54730,55548,56244,57380,58234,59100,59884,61081,62400,63004,63634,64278,64808,65189
5개광역시,중형,32976,32984,33038,33265,33529,33677,33754,33853,33897,33936,34022,34190,34185,34451,34434,34475,34556,34905,35118,35386,35733,36278,36270,36227,36035,36015,35998,36042,36828,36942,37081,37403,37895,38309,38412,38760,38825,38968,39349,39889,40240,40882,41358,42981,44916,45825,46573,47250,46935,47305,48069,48691,49180,49590,51593,53754,54711,55689,56672,57450,57978
5개광역시,중소형,25583,25628,25689,25742,25825,25868,25909,25968,26017,26073,26098,26150,26173,26214,26244,26265,26269,26349,26478,26527,26599,26250,26245,26262,26213,26186,26136,26110,26098,26139,26170,26265,26539,26712,26857,27031,27152,27222,27451,27703,27947,28271,28551,29589,30677,31375,31965,32479,32796,33194,33703,34140,34661,35104,36579,38189,38905,39634,40357,40929,41303
5개광역시,소형,15558,15573,15607,15628,15664,15682,15693,15704,15701,15679,15678,15684,15648,15645,15639,15611,15566,15553,15524,15482,15500,15424,15398,15376,15344,15315,15307,15294,15281,15305,15370,15384,15526,15640,15695,15858,15950,15965,16122,16332,16462,16580,16702,17143,17661,18078,18368,18573,18771,18937,19131,19361,19664,19954,20255,20632,20815,21011,21211,21371,21484
기타지방,대형,36845,36837,36811,36782,36772,36776,36769,36781,36762,36810,36810,36854,36721,36704,36717,36689,36612,36604,36598,36509,36439,35579,35526,35496,35424,35360,35292,35188,35162,35108,35061,35050,35118,35232,35219,35195,35215,35285,35615,35898,36060,36312,36673,37289,37953,38557,38942,39409,39789,40091,40492,41182,41549,42284,42996,43908,44370,44906,45477,45981,46374
기타지방,중대형,27722,27707,27703,27690,27725,27691,27692,27623,27586,27541,27525,27537,27434,27372,27325,27181,27108,27089,27009,26910,26885,27661,27619,27551,27554,27497,27452,27399,27355,27328,27286,27275,27377,27544,27763,28047,28059,28144,28455,28782,29111,29566,29957,30710,31177,31782,32319,32773,33220,33466,33933,34261,34740,35280,36439,37787,38417,39082,39775,40354,40771
기타지방,중형,26423,26472,26481,26541,26524,26504,26513,26446,26239,26141,26181,26155,26113,26057,26013,25829,25814,25780,25616,25535,25447,24045,24043,23930,23866,23750,23717,23598,23515,23545,23622,23636,23736,23925,24061,24247,24249,24475,24750,25056,25260,25672,25786,26078,26947,27407,27635,27970,28163,28512,28927,29100,29497,29940,34237,38695,40160,41197,42625,43697,44423
기타지방,중소형,19743,19733,19712,19682,19633,19591,19539,19507,19471,19439,19418,19372,19262,19197,19132,19037,18980,18927,18846,18756,18700,18640,18578,18477,18399,18350,18242,18133,18061,18004,17967,17931,17965,18008,18070,18175,18169,18163,18344,18520,18674,18854,18981,19232,19577,19864,20112,20370,20610,20808,21050,21258,21649,21978,23252,24648,25283,25937,26619,27184,27569
기타지방,소형,11378,11361,11345,11343,11315,11267,11232,11185,11151,11112,11103,11067,10974,10920,10874,10801,10761,10720,10655,10578,10548,10087,10055,9977,9899,9854,9767,9693,9621,9573,9519,9466,9481,9482,9486,9511,9512,9523,9597,9657,9709,9757,9784,9887,10065,10163,10250,10371,10460,10543,10688,10850,11094,11362,11685,12081,12271,12470,12690,12876,13014
부산광역시,대형,51894,52439,52760,53333,53471,53558,53673,53762,53890,53938,53957,54096,54159,54189,54241,53945,53880,53842,53901,53722,53705,53728,53504,53536,53478,53463,53338,53336,53224,53220,53280,53397,54183,54525,54926,55449,55654,55782,56376,57501,58389,59610,60828,64919,68833,71070,72759,73581,74257,76122,78288,80082,81766,83518,86291,89289,90689,92130,93554,94743,95562
부산광역시,중대형,43107,43403,43739,43991,44322,44431,44447,44533,44555,44522,44490,44422,44396,44449,44444,44401,44342,44289,44234,44158,44174,44181,43989,43909,43723,43672,43562,43468,43341,43275,43260,43439,44219,44497,44696,45048,45225,45206,45793,46196,47090,47706,48104,51014,53524,54754,56353,57302,58330,59140,60878,62276,63585,64610,66434,68349,69219,70127,71052,71814,72357
부산광역시,중형,35091,35116,35289,35337,35551,35520,35561,35545,35566,35605,35606,35597,35399,35274,35209,35193,35112,35179,35101,35182,35235,33769,33716,33662,33579,33517,33358,33166,33008,32831,32838,32825,32910,32915,32928,32865,32871,32821,32794,32847,32963,33314,33401,34851,37473,38708,40000,40607,41087,41726,42960,43448,44044,44706,48763,52918,54246,55709,57498,58936,59982
부산광역시,중소형,28493,28609,28783,28906,29040,29058,29065,29065,29059,29062,29068,29052,29020,28984,28914,28843,28727,28673,28583,28478,28429,27887,27818,27778,27658,27588,27424,27347,27238,27186,27092,27121,27618,27857,27974,28150,28262,28288,28508,28870,29223,29657,30019,31698,33232,34273,34861,35346,35721,36374,37182,37892,38623,39208,40993,42932,43785,44651,45524,46231,46691
부산광역시,소형,18534,18589,18695,18748,18818,18827,18837,18820,18799,18738,18724,18703,18632,18606,18558,18460,18363,18300,18183,18071,18048,17870,17806,17759,17706,17651,17571,17518,17435,17410,17383,17351,17501,17520,17538,17646,17693,17680,17772,18054,18143,18203,18315,18971,19730,20432,20793,20933,21163,21293,21494,21778,22118,22419,23113,23894,24249,24618,24997,25296,25497
대구광역시,대형,66776,66727,66743,68110,69435,70370,70995,72001,72315,73961,74592,75382,77914,78751,79465,79871,80057,81073,81332,82049,82525,80594,82134,82341,82309,82461,82553,82886,83079,83151,83372,84306,84814,85758,85943,86160,86219,86394,86867,87931,88552,90603,92575,96371,99104,100297,102191,103928,105268,106455,107587,107719,108181,108926,108780,108713,108717,108739,108760,108783,108786
대구광역시,중대형,40646,40647,40660,40770,41103,41304,41618,41868,42008,42432,42614,43012,43316,43527,43651,43837,44067,44637,44918,45050,45273,44904,44959,45082,45135,45185,45211,45276,45373,45629,45699,45845,46038,46102,46290,46340,46381,46499,46849,47339,47756,48831,49577,51581,53049,53934,55211,56202,56911,57651,58714,58989,59187,59600,60464,61404,61825,62249,62667,62996,63219
대구광역시,중형,43798,43798,43801,44251,45768,46615,46696,46616,46582,47165,47706,48860,48894,49947,49948,49989,50201,50459,50730,51137,51137,45514,45493,45495,44999,44999,45000,45013,47441,47523,47562,48024,48475,48896,48896,48901,48907,48988,49021,49931,50457,51668,52232,54150,55867,56648,57194,57933,55468,55845,55950,56567,56734,56742,56809,57015,57015,56998,56939,56835,56745
대구광역시,중소형,26522,26516,26519,26545,26725,26886,27028,27190,27275,27371,27451,27593,27774,27903,27980,28025,28086,28227,28401,28511,28564,27768,27781,27823,27779,27757,27787,27769,27814,27849,27882,27966,28019,28075,28183,28274,28312,28402,28557,28741,28957,29319,29560,30370,31332,32010,32622,33234,33600,33998,34285,34540,34795,35034,36428,37846,38446,39032,39588,40021,40277
대구광역시,소형,15844,15826,15803,15809,15859,15921,15928,15975,15991,15972,15998,16034,16058,16094,16116,16151,16138,16147,16171,16181,16201,16181,16189,16193,16203,16188,16232,16244,16234,16270,16313,16334,16400,16470,16539,16647,16678,16704,16837,16996,17269,17504,17695,18169,18771,19151,19434,19800,20072,20283,20456,20637,20763,20939,21148,21379,21482,21583,21677,21736,21770
인천광역시,대형,50401,50405,50460,50672,51421,51536,51417,51451,51424,51747,51820,52003,52102,52154,52160,52237,52464,52594,52875,53040,53050,54913,55217,55207,55177,55202,55104,55104,55253,55383,55525,55685,55992,56096,56672,58283,58513,58782,59349,59873,60286,60793,61420,62225,63094,64015,65177,67049,69751,70925,73737,75804,77160,80898,84472,85657,86066,86533,87099,87614,88005
인천광역시,중대형,37262,37343,37373,37569,37623,37715,37829,37868,37886,37880,37864,37882,37948,37951,37968,37962,38153,38224,38417,38423,38474,40170,40268,40306,40283,40284,40233,40227,40264,40472,40580,40736,40836,41166,41600,42726,43331,43842,44532,45373,45921,46665,46907,47500,48563,49696,50510,51993,53543,54743,57160,58468,60770,62889,64693,66875,67945,69075,70254,71213,71860
인천광역시,중형,34890,34930,34930,35096,35189,35378,35410,35430,35395,35598,35743,35769,35799,35724,35637,35677,35676,35703,35757,35742,35742,37680,37680,37673,37645,37599,37569,37702,37635,37867,38058,38453,38477,38743,39588,42524,42810,43047,43783,44232,44880,45124,45233,45504,46491,47852,48781,50072,51648,53616,55174,56404,58715,60268,62344,64205,65127,66098,67107,67923,68482
인천광역시,중소형,25775,25835,25864,25976,26102,26193,26230,26293,26333,26340,26341,26335,26336,26364,26368,26339,26323,26352,26402,26438,26417,26026,26037,26035,26015,25984,25936,25954,25959,25964,25993,26043,26144,26218,26416,26950,27261,27556,27940,28240,28484,28602,28775,28991,29295,29709,30234,31140,32236,33154,34449,35527,37020,38368,40844,43571,44806,46067,47354,48369,49054
인천광역시,소형,16919,16974,17038,17131,17235,17281,17317,17360,17390,17407,17409,17425,17422,17423,17413,17410,17391,17415,17419,17430,17437,17450,17465,17481,17486,17409,17369,17363,17366,17389,17374,17394,17410,17434,17517,17739,17914,18075,18270,18441,18535,18584,18600,18648,18757,18863,19137,19676,20212,20803,21751,22389,23457,24343,25067,25947,26383,26843,27316,27694,27957
광주광역시,대형,42858,43071,43239,43356,43672,43997,44104,44815,45414,45874,46111,46420,47104,47729,48184,49181,50678,51662,52062,53222,54496,54826,55103,55280,55845,55998,56179,56505,57346,57791,57920,58248,58638,58930,59018,59362,59400,59492,59532,59622,60294,60324,60447,61131,62284,62746,63261,63732,64096,64433,65326,65986,66647,67575,75699,70206,70658,71189,71766,72256,72691
광주광역시,중대형,34310,34357,34437,34437,34646,34804,34962,35195,35534,35935,36271,36491,36843,37389,37614,38298,39076,39563,40319,41089,41242,41320,41734,42065,42264,42419,42491,42778,42950,43018,43200,43221,43399,43433,43493,43748,43748,43756,43772,43765,43902,44111,44224,45142,45975,46682,47161,47445,48117,48582,49323,49902,50527,51454,53948,53531,53646,53831,54078,54311,54554
광주광역시,중형,22188,22191,22198,22166,22212,22206,22212,22343,22396,22167,22070,22135,22320,22575,22634,22965,23085,23147,23253,23633,25149,30028,30101,30052,29989,30073,30228,30481,31485,31460,31475,31625,31888,32016,32096,32086,32158,32338,32464,32464,32650,32494,32638,33448,33661,34029,34099,34202,34820,34762,35481,35785,36495,37040,41048,38761,38505,38282,38139,38042,38011
광주광역시,중소형,22224,22231,22259,22308,22347,22390,22463,22605,22780,22886,22877,23012,23113,23315,23568,23810,23986,24284,24855,25158,25595,25335,25443,25649,25785,25809,25819,25823,25797,25811,25783,25784,25793,25816,25815,25845,25858,25841,25820,25831,25853,25883,25961,26436,27127,27412,27766,28109,28345,28559,28959,29182,29691,30146,32518,33408,33873,34404,34966,35437,35786
광주광역시,소형,11451,11452,11473,11468,11513,11529,11550,11608,11647,11680,11683,11697,11743,11796,11861,11923,11959,12021,12132,12193,12316,12166,12196,12262,12292,12268,12283,12326,12331,12333,12402,12398,12431,12478,12485,12544,12631,12608,12656,12693,12705,12697,12691,12741,12910,13130,13229,13255,13331,13396,13477,13538,13682,14014,15607,15740,15830,15956,16104,16247,16370
대전광역시,대형,40521,40465,40503,40503,40572,40648,40773,40845,40868,40927,40910,40962,41436,41473,41495,41517,41785,42067,42484,43141,43541,44101,44360,44466,44732,45207,45659,46160,46473,47556,48639,50481,52065,53478,54762,56327,57254,57810,59537,60354,60928,64193,65355,67277,68816,69578,72097,74079,75465,76096,78027,78851,79802,80904,81695,82735,83188,83638,84041,84398,84704
대전광역시,중대형,31426,31408,31409,31421,31522,31547,31687,31733,31760,31825,31901,31967,32021,32070,32083,32136,32223,32431,32709,33305,33590,33559,33820,33999,34223,34360,34414,34685,34982,35866,36696,37683,38957,40145,41225,42026,42472,42697,44570,45606,46279,47400,48077,49751,50831,51500,53553,54766,55283,55888,56536,57750,58870,59959,61585,63457,64285,65122,65944,66603,67074
대전광역시,중형,30592,30592,30598,31080,31098,31213,31324,31417,31511,31530,31624,31672,31792,32231,32235,32207,32403,33269,33846,34263,34697,34021,34093,34184,34253,34330,34347,34736,35319,36319,36936,37767,39277,40984,41426,43105,43244,43339,44948,46423,46749,47580,47980,49431,50296,51050,51849,53345,53413,53984,55223,56891,57655,57986,59404,61115,61876,62647,63404,63971,64373
대전광역시,중소형,22026,22041,22060,22083,22115,22138,22167,22209,22252,22335,22387,22437,22478,22509,22524,22605,22655,22780,23009,23212,23320,22649,22802,22882,22957,23048,23106,23246,23412,23837,24314,24754,25414,25938,26456,26992,27480,27783,28547,29085,29531,30000,30424,31190,31794,32257,33191,33897,34149,34457,35094,35787,36485,37149,38506,40055,40744,41432,42075,42532,42824
