"ÇàÁ¤±¸¿ª","2020³â12¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â12¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â12¿ù_°è_0~9¼¼","2020³â12¿ù_°è_10~19¼¼","2020³â12¿ù_°è_20~29¼¼","2020³â12¿ù_°è_30~39¼¼","2020³â12¿ù_°è_40~49¼¼","2020³â12¿ù_°è_50~59¼¼","2020³â12¿ù_°è_60~69¼¼","2020³â12¿ù_°è_70~79¼¼","2020³â12¿ù_°è_80~89¼¼","2020³â12¿ù_°è_90~99¼¼","2020³â12¿ù_°è_100¼¼ ÀÌ»ó","2020³â12¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â12¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â12¿ù_³²_0~9¼¼","2020³â12¿ù_³²_10~19¼¼","2020³â12¿ù_³²_20~29¼¼","2020³â12¿ù_³²_30~39¼¼","2020³â12¿ù_³²_40~49¼¼","2020³â12¿ù_³²_50~59¼¼","2020³â12¿ù_³²_60~69¼¼","2020³â12¿ù_³²_70~79¼¼","2020³â12¿ù_³²_80~89¼¼","2020³â12¿ù_³²_90~99¼¼","2020³â12¿ù_³²_100¼¼ ÀÌ»ó","2020³â12¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â12¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â12¿ù_¿©_0~9¼¼","2020³â12¿ù_¿©_10~19¼¼","2020³â12¿ù_¿©_20~29¼¼","2020³â12¿ù_¿©_30~39¼¼","2020³â12¿ù_¿©_40~49¼¼","2020³â12¿ù_¿©_50~59¼¼","2020³â12¿ù_¿©_60~69¼¼","2020³â12¿ù_¿©_70~79¼¼","2020³â12¿ù_¿©_80~89¼¼","2020³â12¿ù_¿©_90~99¼¼","2020³â12¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,908","13,908","463","860","1,659","1,296","1,630","2,683","2,770","1,637","797","106","7","6,667","6,667","225","445","854","711","862","1,325","1,332","665","229","19","0","7,241","7,241","238","415","805","585","768","1,358","1,438","972","568","87","7"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,390","14,390","1,011","1,713","2,323","1,723","2,455","2,650","1,486","720","265","44","0","7,440","7,440","544","963","1,305","895","1,185","1,365","749","334","93","7","0","6,950","6,950","467","750","1,018","828","1,270","1,285","737","386","172","37","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,499","30,499","2,462","4,703","4,772","2,978","5,775","5,588","2,340","1,175","617","88","1","14,895","14,895","1,296","2,537","2,555","1,406","2,510","2,750","1,152","468","198","23","0","15,604","15,604","1,166","2,166","2,217","1,572","3,265","2,838","1,188","707","419","65","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,126","14,126","1,209","1,736","1,996","1,686","2,303","2,478","1,550","760","353","52","3","6,941","6,941","626","947","1,097","838","1,057","1,133","775","341","118","9","0","7,185","7,185","583","789","899","848","1,246","1,345","775","419","235","43","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,350","11,350","667","1,059","1,870","1,264","1,668","2,171","1,531","788","281","45","6","5,744","5,744","333","558","1,006","675","852","1,090","773","355","93","9","0","5,606","5,606","334","501","864","589","816","1,081","758","433","188","36","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,728","12,728","512","812","1,953","1,479","1,590","2,494","2,144","1,115","552","75","2","6,230","6,230","235","464","1,019","817","826","1,165","1,053","487","154","10","0","6,498","6,498","277","348","934","662","764","1,329","1,091","628","398","65","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,671","2,671","71","151","251","220","249","553","558","370","209","35","4","1,396","1,396","34","97","144","131","147","311","292","161","72","7","0","1,275","1,275","37","54","107","89","102","242","266","209","137","28","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,605","22,605","2,693","2,548","2,815","3,590","4,034","3,363","1,980","1,000","498","78","6","11,408","11,408","1,399","1,316","1,509","1,824","2,027","1,736","1,008","439","140","10","0","11,197","11,197","1,294","1,232","1,306","1,766","2,007","1,627","972","561","358","68","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,182","38,182","3,994","4,165","5,219","5,982","6,661","5,883","3,658","1,779","730","107","4","19,206","19,206","2,090","2,120","2,735","3,120","3,410","2,906","1,777","789","239","20","0","18,976","18,976","1,904","2,045","2,484","2,862","3,251","2,977","1,881","990","491","87","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,709","29,709","4,588","3,812","3,104","5,301","6,276","3,647","1,884","752","296","47","2","14,688","14,688","2,364","1,961","1,618","2,522","3,209","1,743","855","315","93","8","0","15,021","15,021","2,224","1,851","1,486","2,779","3,067","1,904","1,029","437","203","39","2"
