"ÇàÁ¤±¸¿ª","2021³â10¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â10¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â10¿ù_°è_0~9¼¼","2021³â10¿ù_°è_10~19¼¼","2021³â10¿ù_°è_20~29¼¼","2021³â10¿ù_°è_30~39¼¼","2021³â10¿ù_°è_40~49¼¼","2021³â10¿ù_°è_50~59¼¼","2021³â10¿ù_°è_60~69¼¼","2021³â10¿ù_°è_70~79¼¼","2021³â10¿ù_°è_80~89¼¼","2021³â10¿ù_°è_90~99¼¼","2021³â10¿ù_°è_100¼¼ ÀÌ»ó","2021³â10¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â10¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â10¿ù_³²_0~9¼¼","2021³â10¿ù_³²_10~19¼¼","2021³â10¿ù_³²_20~29¼¼","2021³â10¿ù_³²_30~39¼¼","2021³â10¿ù_³²_40~49¼¼","2021³â10¿ù_³²_50~59¼¼","2021³â10¿ù_³²_60~69¼¼","2021³â10¿ù_³²_70~79¼¼","2021³â10¿ù_³²_80~89¼¼","2021³â10¿ù_³²_90~99¼¼","2021³â10¿ù_³²_100¼¼ ÀÌ»ó","2021³â10¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â10¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â10¿ù_¿©_0~9¼¼","2021³â10¿ù_¿©_10~19¼¼","2021³â10¿ù_¿©_20~29¼¼","2021³â10¿ù_¿©_30~39¼¼","2021³â10¿ù_¿©_40~49¼¼","2021³â10¿ù_¿©_50~59¼¼","2021³â10¿ù_¿©_60~69¼¼","2021³â10¿ù_¿©_70~79¼¼","2021³â10¿ù_¿©_80~89¼¼","2021³â10¿ù_¿©_90~99¼¼","2021³â10¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,489","13,489","422","770","1,567","1,263","1,503","2,518","2,864","1,635","829","113","5","6,490","6,490","215","406","806","681","794","1,251","1,404","663","245","25","0","6,999","6,999","207","364","761","582","709","1,267","1,460","972","584","88","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,151","14,151","957","1,639","2,218","1,666","2,346","2,662","1,573","739","303","48","0","7,287","7,287","513","912","1,254","872","1,129","1,359","790","343","106","9","0","6,864","6,864","444","727","964","794","1,217","1,303","783","396","197","39","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","29,907","29,907","2,279","4,459","4,610","2,908","5,449","5,713","2,551","1,196","653","86","3","14,675","14,675","1,184","2,418","2,520","1,398","2,373","2,809","1,244","490","214","25","0","15,232","15,232","1,095","2,041","2,090","1,510","3,076","2,904","1,307","706","439","61","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","13,921","13,921","1,114","1,702","1,956","1,648","2,204","2,438","1,653","769","371","64","2","6,828","6,828","584","933","1,050","814","1,020","1,105","824","356","132","10","0","7,093","7,093","530","769","906","834","1,184","1,333","829","413","239","54","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","10,969","10,969","593","974","1,719","1,243","1,562","2,128","1,596","795","308","48","3","5,572","5,572","299","514","913","676","823","1,075","787","375","102","8","0","5,397","5,397","294","460","806","567","739","1,053","809","420","206","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,555","12,555","500","753","1,902","1,435","1,509","2,383","2,252","1,158","582","81","0","6,138","6,138","227","420","977","792","804","1,123","1,103","513","171","8","0","6,417","6,417","273","333","925","643","705","1,260","1,149","645","411","73","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,529","2,529","71","122","235","212","211","499","584","358","208","28","1","1,320","1,320","36","70","139","131","119","282","315","153","70","5","0","1,209","1,209","35","52","96","81","92","217","269","205","138","23","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,394","22,394","2,612","2,519","2,738","3,376","4,023","3,403","2,113","1,008","521","79","2","11,344","11,344","1,344","1,306","1,484","1,691","2,037","1,785","1,066","470","153","8","0","11,050","11,050","1,268","1,213","1,254","1,685","1,986","1,618","1,047","538","368","71","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,923","37,923","3,824","4,098","5,173","5,756","6,548","5,937","3,881","1,828","751","123","4","19,054","19,054","2,006","2,084","2,704","3,045","3,321","2,947","1,866","808","249","24","0","18,869","18,869","1,818","2,014","2,469","2,711","3,227","2,990","2,015","1,020","502","99","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","30,028","30,028","4,325","3,894","3,268","5,151","6,427","3,842","1,977","807","289","47","1","14,878","14,878","2,238","2,019","1,688","2,490","3,263","1,839","912","335","87","7","0","15,150","15,150","2,087","1,875","1,580","2,661","3,164","2,003","1,065","472","202","40","1"
