"ÇàÁ¤±¸¿ª","2021³â09¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â09¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â09¿ù_°è_0~9¼¼","2021³â09¿ù_°è_10~19¼¼","2021³â09¿ù_°è_20~29¼¼","2021³â09¿ù_°è_30~39¼¼","2021³â09¿ù_°è_40~49¼¼","2021³â09¿ù_°è_50~59¼¼","2021³â09¿ù_°è_60~69¼¼","2021³â09¿ù_°è_70~79¼¼","2021³â09¿ù_°è_80~89¼¼","2021³â09¿ù_°è_90~99¼¼","2021³â09¿ù_°è_100¼¼ ÀÌ»ó","2021³â09¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â09¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â09¿ù_³²_0~9¼¼","2021³â09¿ù_³²_10~19¼¼","2021³â09¿ù_³²_20~29¼¼","2021³â09¿ù_³²_30~39¼¼","2021³â09¿ù_³²_40~49¼¼","2021³â09¿ù_³²_50~59¼¼","2021³â09¿ù_³²_60~69¼¼","2021³â09¿ù_³²_70~79¼¼","2021³â09¿ù_³²_80~89¼¼","2021³â09¿ù_³²_90~99¼¼","2021³â09¿ù_³²_100¼¼ ÀÌ»ó","2021³â09¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â09¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â09¿ù_¿©_0~9¼¼","2021³â09¿ù_¿©_10~19¼¼","2021³â09¿ù_¿©_20~29¼¼","2021³â09¿ù_¿©_30~39¼¼","2021³â09¿ù_¿©_40~49¼¼","2021³â09¿ù_¿©_50~59¼¼","2021³â09¿ù_¿©_60~69¼¼","2021³â09¿ù_¿©_70~79¼¼","2021³â09¿ù_¿©_80~89¼¼","2021³â09¿ù_¿©_90~99¼¼","2021³â09¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","12,743","12,743","894","1,367","1,793","1,435","1,820","2,236","1,906","853","370","69","0","6,102","6,102","452","727","980","712","841","989","889","377","122","13","0","6,641","6,641","442","640","813","723","979","1,247","1,017","476","248","56","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,488","23,488","2,141","2,256","3,020","3,498","3,844","3,861","2,869","1,399","519","76","5","11,587","11,587","1,106","1,211","1,582","1,766","1,964","1,820","1,285","648","186","18","1","11,901","11,901","1,035","1,045","1,438","1,732","1,880","2,041","1,584","751","333","58","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,391","10,391","386","635","1,301","952","1,237","1,755","2,062","1,383","598","81","1","5,047","5,047","198","336","666","525","670","895","940","603","201","13","0","5,344","5,344","188","299","635","427","567","860","1,122","780","397","68","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,785","5,785","522","510","709","760","911","880","759","488","216","28","2","2,892","2,892","258","253","386","390","486","468","353","221","75","2","0","2,893","2,893","264","257","323","370","425","412","406","267","141","26","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","20,983","20,983","1,659","1,642","2,579","3,016","2,963","3,427","3,087","1,735","764","104","7","10,332","10,332","826","895","1,362","1,560","1,562","1,638","1,440","760","267","21","1","10,651","10,651","833","747","1,217","1,456","1,401","1,789","1,647","975","497","83","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,055","16,055","1,063","1,860","2,300","1,577","2,413","2,952","2,269","1,101","460","58","2","7,800","7,800","498","967","1,241","807","1,111","1,389","1,109","507","158","13","0","8,255","8,255","565","893","1,059","770","1,302","1,563","1,160","594","302","45","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","15,759","15,759","1,009","1,410","2,533","1,949","2,314","2,539","2,158","1,200","560","84","3","7,498","7,498","520","717","1,294","1,036","1,142","1,147","937","473","209","22","1","8,261","8,261","489","693","1,239","913","1,172","1,392","1,221","727","351","62","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,809","7,809","263","613","1,152","742","977","1,374","1,338","937","361","50","2","3,884","3,884","147","321","604","398","524","683","602","441","150","14","0","3,925","3,925","116","292","548","344","453","691","736","496","211","36","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,062","16,062","840","1,314","2,261","1,695","2,181","2,878","2,702","1,526","577","87","1","7,951","7,951","428","686","1,188","917","1,122","1,420","1,226","711","237","16","0","8,111","8,111","412","628","1,073","778","1,059","1,458","1,476","815","340","71","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,502","13,502","430","780","1,557","1,275","1,506","2,534","2,847","1,633","824","111","5","6,478","6,478","220","413","795","690","785","1,258","1,394","661","240","22","0","7,024","7,024","210","367","762","585","721","1,276","1,453","972","584","89","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,173","14,173","965","1,642","2,229","1,676","2,351","2,655","1,571","734","303","47","0","7,313","7,313","521","913","1,263","876","1,135","1,357","793","342","104","9","0","6,860","6,860","444","729","966","800","1,216","1,298","778","392","199","38","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","29,901","29,901","2,304","4,444","4,638","2,890","5,482","5,690","2,521","1,191","650","87","4","14,664","14,664","1,191","2,420","2,534","1,381","2,387","2,797","1,230","485","213","26","0","15,237","15,237","1,113","2,024","2,104","1,509","3,095","2,893","1,291","706","437","61","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","13,942","13,942","1,121","1,722","1,959","1,646","2,224","2,427","1,653","760","368","61","1","6,828","6,828","582","939","1,054","811","1,027","1,101","826","346","132","10","0","7,114","7,114","539","783","905","835","1,197","1,326","827","414","236","51","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","10,984","10,984","596","981","1,734","1,234","1,584","2,123","1,592","790","301","47","2","5,587","5,587","304","520","916","675","827","1,076","787","373","101","8","0","5,397","5,397","292","461","818","559","757","1,047","805","417","200","39","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,572","12,572","502","764","1,895","1,448","1,519","2,391","2,235","1,162","575","81","0","6,138","6,138","226","426","972","796","801","1,130","1,097","511","171","8","0","6,434","6,434","276","338","923","652","718","1,261","1,138","651","404","73","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,535","2,535","68","122","239","213","207","505","579","360","213","28","1","1,325","1,325","34","71","142","129","118","283","315","154","74","5","0","1,210","1,210","34","51","97","84","89","222","264","206","139","23","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,459","22,459","2,639","2,535","2,742","3,430","4,023","3,390","2,087","1,011","522","78","2","11,375","11,375","1,358","1,311","1,482","1,724","2,037","1,782","1,050","469","154","8","0","11,084","11,084","1,281","1,224","1,260","1,706","1,986","1,608","1,037","542","368","70","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,962","37,962","3,860","4,080","5,169","5,811","6,536","5,926","3,873","1,834","745","124","4","19,084","19,084","2,033","2,064","2,712","3,058","3,323","2,942","1,869","815","243","25","0","18,878","18,878","1,827","2,016","2,457","2,753","3,213","2,984","2,004","1,019","502","99","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","30,061","30,061","4,345","3,879","3,283","5,194","6,424","3,825","1,969","805","288","48","1","14,888","14,888","2,250","2,010","1,689","2,513","3,260","1,827","908","334","90","7","0","15,173","15,173","2,095","1,869","1,594","2,681","3,164","1,998","1,061","471","198","41","1"
