"ÇàÁ¤±¸¿ª","2020³â01¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â01¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â01¿ù_°è_0~9¼¼","2020³â01¿ù_°è_10~19¼¼","2020³â01¿ù_°è_20~29¼¼","2020³â01¿ù_°è_30~39¼¼","2020³â01¿ù_°è_40~49¼¼","2020³â01¿ù_°è_50~59¼¼","2020³â01¿ù_°è_60~69¼¼","2020³â01¿ù_°è_70~79¼¼","2020³â01¿ù_°è_80~89¼¼","2020³â01¿ù_°è_90~99¼¼","2020³â01¿ù_°è_100¼¼ ÀÌ»ó","2020³â01¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â01¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â01¿ù_³²_0~9¼¼","2020³â01¿ù_³²_10~19¼¼","2020³â01¿ù_³²_20~29¼¼","2020³â01¿ù_³²_30~39¼¼","2020³â01¿ù_³²_40~49¼¼","2020³â01¿ù_³²_50~59¼¼","2020³â01¿ù_³²_60~69¼¼","2020³â01¿ù_³²_70~79¼¼","2020³â01¿ù_³²_80~89¼¼","2020³â01¿ù_³²_90~99¼¼","2020³â01¿ù_³²_100¼¼ ÀÌ»ó","2020³â01¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â01¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â01¿ù_¿©_0~9¼¼","2020³â01¿ù_¿©_10~19¼¼","2020³â01¿ù_¿©_20~29¼¼","2020³â01¿ù_¿©_30~39¼¼","2020³â01¿ù_¿©_40~49¼¼","2020³â01¿ù_¿©_50~59¼¼","2020³â01¿ù_¿©_60~69¼¼","2020³â01¿ù_¿©_70~79¼¼","2020³â01¿ù_¿©_80~89¼¼","2020³â01¿ù_¿©_90~99¼¼","2020³â01¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,826","14,826","1,012","1,612","2,292","1,772","2,130","2,751","1,931","873","392","56","5","7,200","7,200","517","867","1,226","914","988","1,238","925","391","121","12","1","7,626","7,626","495","745","1,066","858","1,142","1,513","1,006","482","271","44","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","22,829","22,829","2,253","2,354","3,016","3,544","3,679","3,732","2,474","1,264","436","73","4","11,272","11,272","1,173","1,271","1,594","1,777","1,859","1,730","1,126","585","142","14","1","11,557","11,557","1,080","1,083","1,422","1,767","1,820","2,002","1,348","679","294","59","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","11,159","11,159","462","751","1,457","1,069","1,393","1,981","2,040","1,382","530","81","13","5,453","5,453","238","418","754","587","765","986","923","587","178","14","3","5,706","5,706","224","333","703","482","628","995","1,117","795","352","67","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,163","6,163","572","538","758","899","969","947","737","520","190","31","2","3,058","3,058","290","271","394","466","501","497","341","228","66","4","0","3,105","3,105","282","267","364","433","468","450","396","292","124","27","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,246","19,246","1,505","1,562","2,481","2,757","2,733","3,247","2,648","1,569","649","85","10","9,480","9,480","753","853","1,303","1,443","1,439","1,542","1,221","694","214","17","1","9,766","9,766","752","709","1,178","1,314","1,294","1,705","1,427","875","435","68","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,946","16,946","1,230","2,072","2,536","1,827","2,626","3,179","2,004","1,012","404","54","2","8,286","8,286","608","1,080","1,351","919","1,221","1,482","999","462","150","13","1","8,660","8,660","622","992","1,185","908","1,405","1,697","1,005","550","254","41","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,642","16,642","1,288","1,647","2,587","2,156","2,566","2,728","1,946","1,182","483","58","1","7,928","7,928","631","861","1,343","1,102","1,234","1,230","865","470","176","16","0","8,714","8,714","657","786","1,244","1,054","1,332","1,498","1,081","712","307","42","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,144","8,144","365","709","1,148","861","1,119","1,426","1,275","879","317","42","3","4,069","4,069","196","365","620","467","590","689","573","430","128","11","0","4,075","4,075","169","344","528","394","529","737","702","449","189","31","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,938","16,938","1,032","1,516","2,456","1,976","2,346","3,103","2,512","1,416","515","62","4","8,400","8,400","515","796","1,298","1,064","1,202","1,468","1,200","666","181","10","0","8,538","8,538","517","720","1,158","912","1,144","1,635","1,312","750","334","52","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,335","14,335","545","959","1,770","1,416","1,808","2,782","2,630","1,598","742","82","3","6,901","6,901","273","510","918","785","947","1,349","1,274","628","203","14","0","7,434","7,434","272","449","852","631","861","1,433","1,356","970","539","68","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,711","14,711","1,147","1,818","2,383","1,839","2,519","2,687","1,351","671","250","46","0","7,576","7,576","610","1,035","1,316","948","1,219","1,371","684","305","81","7","0","7,135","7,135","537","783","1,067","891","1,300","1,316","667","366","169","39","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","31,198","31,198","2,578","5,071","4,797","3,135","6,169","5,479","2,104","1,169","611","83","2","15,282","15,282","1,329","2,748","2,571","1,464","2,694","2,762","1,040","445","204","23","2","15,916","15,916","1,249","2,323","2,226","1,671","3,475","2,717","1,064","724","407","60","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,484","14,484","1,310","1,844","2,045","1,833","2,403","2,479","1,436","723","359","49","3","7,125","7,125","667","1,018","1,121","916","1,106","1,140","709","322","116","10","0","7,359","7,359","643","826","924","917","1,297","1,339","727","401","243","39","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,912","11,912","730","1,164","1,968","1,369","1,815","2,314","1,460","771","269","47","5","6,014","6,014","361","614","1,064","709","929","1,156","740","348","86","7","0","5,898","5,898","369","550","904","660","886","1,158","720","423","183","40","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","13,033","13,033","567","911","2,036","1,504","1,704","2,623","2,007","1,102","515","62","2","6,403","6,403","277","511","1,093","829","863","1,229","988","473","132","8","0","6,630","6,630","290","400","943","675","841","1,394","1,019","629","383","54","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,729","2,729","83","140","273","237","268","567","542","384","193","39","3","1,421","1,421","42","82","162","140","160","321","274","165","67","8","0","1,308","1,308","41","58","111","97","108","246","268","219","126","31","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","50,901","50,901","7,397","6,243","5,639","9,069","9,957","6,634","3,432","1,670","744","108","8","25,398","25,398","3,823","3,228","2,952","4,386","5,097","3,326","1,656","702","211","17","0","25,503","25,503","3,574","3,015","2,687","4,683","4,860","3,308","1,776","968","533","91","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","35,944","35,944","3,663","4,187","4,929","5,485","6,352","5,561","3,308","1,667","692","97","3","18,100","18,100","1,917","2,126","2,596","2,891","3,246","2,745","1,600","728","229","22","0","17,844","17,844","1,746","2,061","2,333","2,594","3,106","2,816","1,708","939","463","75","3"
