"ÇàÁ¤±¸¿ª","2020³â02¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â02¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â02¿ù_°è_0~9¼¼","2020³â02¿ù_°è_10~19¼¼","2020³â02¿ù_°è_20~29¼¼","2020³â02¿ù_°è_30~39¼¼","2020³â02¿ù_°è_40~49¼¼","2020³â02¿ù_°è_50~59¼¼","2020³â02¿ù_°è_60~69¼¼","2020³â02¿ù_°è_70~79¼¼","2020³â02¿ù_°è_80~89¼¼","2020³â02¿ù_°è_90~99¼¼","2020³â02¿ù_°è_100¼¼ ÀÌ»ó","2020³â02¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â02¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â02¿ù_³²_0~9¼¼","2020³â02¿ù_³²_10~19¼¼","2020³â02¿ù_³²_20~29¼¼","2020³â02¿ù_³²_30~39¼¼","2020³â02¿ù_³²_40~49¼¼","2020³â02¿ù_³²_50~59¼¼","2020³â02¿ù_³²_60~69¼¼","2020³â02¿ù_³²_70~79¼¼","2020³â02¿ù_³²_80~89¼¼","2020³â02¿ù_³²_90~99¼¼","2020³â02¿ù_³²_100¼¼ ÀÌ»ó","2020³â02¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â02¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â02¿ù_¿©_0~9¼¼","2020³â02¿ù_¿©_10~19¼¼","2020³â02¿ù_¿©_20~29¼¼","2020³â02¿ù_¿©_30~39¼¼","2020³â02¿ù_¿©_40~49¼¼","2020³â02¿ù_¿©_50~59¼¼","2020³â02¿ù_¿©_60~69¼¼","2020³â02¿ù_¿©_70~79¼¼","2020³â02¿ù_¿©_80~89¼¼","2020³â02¿ù_¿©_90~99¼¼","2020³â02¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,700","14,700","993","1,597","2,260","1,761","2,120","2,725","1,923","873","386","57","5","7,131","7,131","503","861","1,209","912","982","1,221","916","394","120","12","1","7,569","7,569","490","736","1,051","849","1,138","1,504","1,007","479","266","45","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","22,867","22,867","2,262","2,341","3,005","3,531","3,705","3,730","2,494","1,287","433","76","3","11,284","11,284","1,175","1,263","1,581","1,778","1,870","1,727","1,133","598","140","18","1","11,583","11,583","1,087","1,078","1,424","1,753","1,835","2,003","1,361","689","293","58","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","11,094","11,094","456","739","1,437","1,061","1,390","1,950","2,060","1,371","537","80","13","5,418","5,418","235","412","746","586","756","970","931","584","181","14","3","5,676","5,676","221","327","691","475","634","980","1,129","787","356","66","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,128","6,128","563","542","753","871","980","948","731","515","192","31","2","3,038","3,038","285","273","386","456","501","500","338","229","66","4","0","3,090","3,090","278","269","367","415","479","448","393","286","126","27","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,236","19,236","1,492","1,556","2,459","2,750","2,733","3,265","2,647","1,585","653","86","10","9,466","9,466","745","846","1,290","1,433","1,442","1,560","1,218","697","217","17","1","9,770","9,770","747","710","1,169","1,317","1,291","1,705","1,429","888","436","69","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,877","16,877","1,219","2,059","2,523","1,815","2,600","3,169","2,024","1,006","401","58","3","8,246","8,246","597","1,072","1,348","917","1,202","1,475","1,012","460","149","13","1","8,631","8,631","622","987","1,175","898","1,398","1,694","1,012","546","252","45","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,604","16,604","1,278","1,634","2,572","2,156","2,562","2,710","1,956","1,190","484","61","1","7,908","7,908","633","857","1,327","1,110","1,232","1,221","866","468","178","16","0","8,696","8,696","645","777","1,245","1,046","1,330","1,489","1,090","722","306","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,147","8,147","361","709","1,151","860","1,114","1,424","1,287","874","320","44","3","4,064","4,064","197","357","624","464","587","687","576","430","131","11","0","4,083","4,083","164","352","527","396","527","737","711","444","189","33","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,905","16,905","1,028","1,508","2,425","1,987","2,344","3,090","2,523","1,415","515","66","4","8,389","8,389","511","795","1,285","1,073","1,197","1,460","1,206","667","185","10","0","8,516","8,516","517","713","1,140","914","1,147","1,630","1,317","748","330","56","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,253","14,253","534","946","1,744","1,410","1,788","2,769","2,627","1,596","749","86","4","6,870","6,870","270","502","908","782","942","1,342","1,276","626","208","14","0","7,383","7,383","264","444","836","628","846","1,427","1,351","970","541","72","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,742","14,742","1,142","1,819","2,389","1,842","2,529","2,680","1,369","672","255","45","0","7,588","7,588","608","1,035","1,320","950","1,220","1,366","692","305","85","7","0","7,154","7,154","534","784","1,069","892","1,309","1,314","677","367","170","38","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","31,174","31,174","2,578","5,020","4,793","3,119","6,166","5,510","2,131","1,156","616","83","2","15,289","15,289","1,339","2,732","2,576","1,459","2,680","2,774","1,057","444","203","23","2","15,885","15,885","1,239","2,288","2,217","1,660","3,486","2,736","1,074","712","413","60","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,462","14,462","1,298","1,828","2,045","1,806","2,399","2,497","1,451","728","354","53","3","7,115","7,115","659","1,013","1,117","908","1,105","1,145","718","328","112","10","0","7,347","7,347","639","815","928","898","1,294","1,352","733","400","242","43","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,845","11,845","719","1,144","1,950","1,360","1,798","2,304","1,480","765","275","45","5","5,992","5,992","352","608","1,062","707","921","1,155","748","343","88","8","0","5,853","5,853","367","536","888","653","877","1,149","732","422","187","37","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","13,023","13,023","563","901","2,035","1,510","1,680","2,619","2,027","1,098","524","64","2","6,379","6,379","274","506","1,079","830","856","1,223","995","475","133","8","0","6,644","6,644","289","395","956","680","824","1,396","1,032","623","391","56","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,730","2,730","82","140","266","239","267","569","547","380","197","40","3","1,419","1,419","42","83","158","142","160","321","276","162","67","8","0","1,311","1,311","40","57","108","97","107","248","271","218","130","32","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","50,976","50,976","7,382","6,231","5,647","9,040","10,017","6,654","3,474","1,674","740","109","8","25,458","25,458","3,809","3,233","2,954","4,392","5,129","3,331","1,674","708","209","19","0","25,518","25,518","3,573","2,998","2,693","4,648","4,888","3,323","1,800","966","531","90","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","35,817","35,817","3,613","4,141","4,905","5,446","6,347","5,585","3,314","1,661","709","93","3","18,018","18,018","1,894","2,097","2,569","2,875","3,249","2,755","1,599","723","237","20","0","17,799","17,799","1,719","2,044","2,336","2,571","3,098","2,830","1,715","938","472","73","3"
