"ÇàÁ¤±¸¿ª","2021³â06¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â06¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â06¿ù_°è_0~9¼¼","2021³â06¿ù_°è_10~19¼¼","2021³â06¿ù_°è_20~29¼¼","2021³â06¿ù_°è_30~39¼¼","2021³â06¿ù_°è_40~49¼¼","2021³â06¿ù_°è_50~59¼¼","2021³â06¿ù_°è_60~69¼¼","2021³â06¿ù_°è_70~79¼¼","2021³â06¿ù_°è_80~89¼¼","2021³â06¿ù_°è_90~99¼¼","2021³â06¿ù_°è_100¼¼ ÀÌ»ó","2021³â06¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â06¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â06¿ù_³²_0~9¼¼","2021³â06¿ù_³²_10~19¼¼","2021³â06¿ù_³²_20~29¼¼","2021³â06¿ù_³²_30~39¼¼","2021³â06¿ù_³²_40~49¼¼","2021³â06¿ù_³²_50~59¼¼","2021³â06¿ù_³²_60~69¼¼","2021³â06¿ù_³²_70~79¼¼","2021³â06¿ù_³²_80~89¼¼","2021³â06¿ù_³²_90~99¼¼","2021³â06¿ù_³²_100¼¼ ÀÌ»ó","2021³â06¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â06¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â06¿ù_¿©_0~9¼¼","2021³â06¿ù_¿©_10~19¼¼","2021³â06¿ù_¿©_20~29¼¼","2021³â06¿ù_¿©_30~39¼¼","2021³â06¿ù_¿©_40~49¼¼","2021³â06¿ù_¿©_50~59¼¼","2021³â06¿ù_¿©_60~69¼¼","2021³â06¿ù_¿©_70~79¼¼","2021³â06¿ù_¿©_80~89¼¼","2021³â06¿ù_¿©_90~99¼¼","2021³â06¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","12,875","12,875","907","1,394","1,837","1,444","1,856","2,243","1,906","851","372","65","0","6,179","6,179","458","748","1,006","714","861","995","879","382","125","11","0","6,696","6,696","449","646","831","730","995","1,248","1,027","469","247","54","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,570","23,570","2,160","2,285","3,062","3,520","3,861","3,868","2,846","1,390","497","77","4","11,624","11,624","1,112","1,222","1,606","1,784","1,965","1,822","1,263","654","176","19","1","11,946","11,946","1,048","1,063","1,456","1,736","1,896","2,046","1,583","736","321","58","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,476","10,476","388","651","1,319","966","1,239","1,801","2,075","1,376","575","84","2","5,105","5,105","201","349","688","532","667","920","945","594","196","13","0","5,371","5,371","187","302","631","434","572","881","1,130","782","379","71","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,840","5,840","529","513","710","785","912","902","745","496","216","30","2","2,923","2,923","266","255","392","399","489","479","335","230","75","3","0","2,917","2,917","263","258","318","386","423","423","410","266","141","27","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","21,016","21,016","1,677","1,632","2,600","3,010","2,998","3,441","3,082","1,713","749","107","7","10,324","10,324","829","883","1,357","1,572","1,570","1,641","1,435","755","256","25","1","10,692","10,692","848","749","1,243","1,438","1,428","1,800","1,647","958","493","82","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,117","16,117","1,085","1,871","2,357","1,580","2,433","2,987","2,214","1,078","459","52","1","7,833","7,833","511","977","1,256","811","1,129","1,397","1,089","493","160","10","0","8,284","8,284","574","894","1,101","769","1,304","1,590","1,125","585","299","42","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","15,842","15,842","1,044","1,420","2,546","1,956","2,348","2,558","2,147","1,197","540","83","3","7,552","7,552","536","733","1,293","1,049","1,166","1,150","928","478","196","22","1","8,290","8,290","508","687","1,253","907","1,182","1,408","1,219","719","344","61","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,813","7,813","273","621","1,140","744","997","1,370","1,323","938","355","51","1","3,896","3,896","154","331","602","401","532","673","598","448","144","13","0","3,917","3,917","119","290","538","343","465","697","725","490","211","38","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,158","16,158","868","1,327","2,296","1,745","2,186","2,900","2,662","1,537","549","87","1","8,008","8,008","434","697","1,208","959","1,113","1,431","1,214","719","218","15","0","8,150","8,150","434","630","1,088","786","1,073","1,469","1,448","818","331","72","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,591","13,591","439","804","1,547","1,287","1,547","2,575","2,814","1,642","824","107","5","6,528","6,528","226","414","799","701","811","1,281","1,369","672","236","19","0","7,063","7,063","213","390","748","586","736","1,294","1,445","970","588","88","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,171","14,171","961","1,639","2,271","1,684","2,369","2,648","1,531","736","285","47","0","7,328","7,328","519","919","1,291","880","1,143","1,361","771","339","97","8","0","6,843","6,843","442","720","980","804","1,226","1,287","760","397","188","39","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,084","30,084","2,351","4,552","4,675","2,914","5,554","5,665","2,463","1,178","640","87","5","14,738","14,738","1,222","2,477","2,529","1,386","2,419","2,785","1,210","474","214","22","0","15,346","15,346","1,129","2,075","2,146","1,528","3,135","2,880","1,253","704","426","65","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,038","14,038","1,147","1,738","1,977","1,670","2,275","2,433","1,627","754","356","59","2","6,886","6,886","599","942","1,073","823","1,052","1,107","812","340","129","9","0","7,152","7,152","548","796","904","847","1,223","1,326","815","414","227","50","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,084","11,084","618","1,011","1,765","1,244","1,605","2,134","1,580","787","290","48","2","5,626","5,626","313","532","928","673","843","1,082","783","366","98","8","0","5,458","5,458","305","479","837","571","762","1,052","797","421","192","40","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,589","12,589","497","776","1,892","1,462","1,543","2,404","2,223","1,147","566","79","0","6,162","6,162","232","437","974","809","808","1,138","1,083","506","166","9","0","6,427","6,427","265","339","918","653","735","1,266","1,140","641","400","70","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,566","2,566","65","124","237","211","221","517","578","364","216","31","2","1,339","1,339","30","76","140","128","127","291","309","156","76","6","0","1,227","1,227","35","48","97","83","94","226","269","208","140","25","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,458","22,458","2,646","2,539","2,721","3,473","4,056","3,348","2,068","1,005","521","79","2","11,345","11,345","1,363","1,303","1,465","1,746","2,058","1,752","1,036","457","158","7","0","11,113","11,113","1,283","1,236","1,256","1,727","1,998","1,596","1,032","548","363","72","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,886","37,886","3,890","4,095","5,124","5,826","6,562","5,905","3,810","1,813","737","120","4","19,052","19,052","2,055","2,078","2,689","3,066","3,325","2,935","1,834","811","238","21","0","18,834","18,834","1,835","2,017","2,435","2,760","3,237","2,970","1,976","1,002","499","99","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","30,052","30,052","4,429","3,836","3,292","5,293","6,395","3,763","1,939","772","288","44","1","14,902","14,902","2,295","1,986","1,699","2,575","3,235","1,810","886","314","94","8","0","15,150","15,150","2,134","1,850","1,593","2,718","3,160","1,953","1,053","458","194","36","1"
