"ÇàÁ¤±¸¿ª","2020³â09¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â09¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â09¿ù_°è_0~9¼¼","2020³â09¿ù_°è_10~19¼¼","2020³â09¿ù_°è_20~29¼¼","2020³â09¿ù_°è_30~39¼¼","2020³â09¿ù_°è_40~49¼¼","2020³â09¿ù_°è_50~59¼¼","2020³â09¿ù_°è_60~69¼¼","2020³â09¿ù_°è_70~79¼¼","2020³â09¿ù_°è_80~89¼¼","2020³â09¿ù_°è_90~99¼¼","2020³â09¿ù_°è_100¼¼ ÀÌ»ó","2020³â09¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â09¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â09¿ù_³²_0~9¼¼","2020³â09¿ù_³²_10~19¼¼","2020³â09¿ù_³²_20~29¼¼","2020³â09¿ù_³²_30~39¼¼","2020³â09¿ù_³²_40~49¼¼","2020³â09¿ù_³²_50~59¼¼","2020³â09¿ù_³²_60~69¼¼","2020³â09¿ù_³²_70~79¼¼","2020³â09¿ù_³²_80~89¼¼","2020³â09¿ù_³²_90~99¼¼","2020³â09¿ù_³²_100¼¼ ÀÌ»ó","2020³â09¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â09¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â09¿ù_¿©_0~9¼¼","2020³â09¿ù_¿©_10~19¼¼","2020³â09¿ù_¿©_20~29¼¼","2020³â09¿ù_¿©_30~39¼¼","2020³â09¿ù_¿©_40~49¼¼","2020³â09¿ù_¿©_50~59¼¼","2020³â09¿ù_¿©_60~69¼¼","2020³â09¿ù_¿©_70~79¼¼","2020³â09¿ù_¿©_80~89¼¼","2020³â09¿ù_¿©_90~99¼¼","2020³â09¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,076","19,076","1,468","1,508","2,366","2,666","2,704","3,198","2,750","1,628","683","95","10","9,371","9,371","717","822","1,260","1,385","1,420","1,518","1,276","723","231","18","1","9,705","9,705","751","686","1,106","1,281","1,284","1,680","1,474","905","452","77","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,601","16,601","1,139","1,977","2,502","1,692","2,565","3,069","2,150","1,022","426","58","1","8,118","8,118","555","1,032","1,335","859","1,205","1,438","1,059","469","153","13","0","8,483","8,483","584","945","1,167","833","1,360","1,631","1,091","553","273","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,389","16,389","1,174","1,533","2,630","2,068","2,483","2,682","2,043","1,197","507","71","1","7,794","7,794","587","783","1,349","1,086","1,209","1,212","903","464","184","17","0","8,595","8,595","587","750","1,281","982","1,274","1,470","1,140","733","323","54","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,019","8,019","328","662","1,130","827","1,053","1,411","1,296","920","339","50","3","4,015","4,015","185","336","613","456","559","696","570","449","137","14","0","4,004","4,004","143","326","517","371","494","715","726","471","202","36","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,628","16,628","958","1,422","2,372","1,892","2,272","2,997","2,618","1,487","533","73","4","8,242","8,242","473","748","1,248","1,032","1,161","1,436","1,230","701","201","12","0","8,386","8,386","485","674","1,124","860","1,111","1,561","1,388","786","332","61","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,035","14,035","491","876","1,690","1,339","1,680","2,700","2,739","1,636","778","100","6","6,740","6,740","241","453","878","733","888","1,328","1,324","656","220","19","0","7,295","7,295","250","423","812","606","792","1,372","1,415","980","558","81","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,516","14,516","1,024","1,725","2,393","1,730","2,479","2,691","1,456","707","268","43","0","7,494","7,494","547","963","1,329","905","1,208","1,384","736","322","93","7","0","7,022","7,022","477","762","1,064","825","1,271","1,307","720","385","175","36","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,591","30,591","2,474","4,732","4,812","2,989","5,863","5,586","2,269","1,169","610","84","3","14,969","14,969","1,298","2,560","2,571","1,419","2,546","2,771","1,123","460","195","24","2","15,622","15,622","1,176","2,172","2,241","1,570","3,317","2,815","1,146","709","415","60","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,244","14,244","1,241","1,749","2,026","1,729","2,347","2,467","1,537","737","358","50","3","6,992","6,992","633","955","1,116","867","1,070","1,127","764","331","120","9","0","7,252","7,252","608","794","910","862","1,277","1,340","773","406","238","41","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,513","11,513","679","1,093","1,916","1,270","1,718","2,207","1,513","790","279","42","6","5,816","5,816","333","579","1,027","676","873","1,113","761","362","84","8","0","5,697","5,697","346","514","889","594","845","1,094","752","428","195","34","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,865","12,865","523","838","1,974","1,498","1,624","2,553","2,118","1,103","559","73","2","6,326","6,326","251","468","1,055","825","844","1,200","1,044","475","155","9","0","6,539","6,539","272","370","919","673","780","1,353","1,074","628","404","64","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,697","2,697","75","147","256","222","257","559","556","377","208","37","3","1,403","1,403","35","90","147","130","157","312","290","165","70","7","0","1,294","1,294","40","57","109","92","100","247","266","212","138","30","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,622","22,622","2,740","2,572","2,821","3,624","4,045","3,352","1,925","982","481","75","5","11,405","11,405","1,409","1,345","1,483","1,851","2,029","1,735","979","433","130","11","0","11,217","11,217","1,331","1,227","1,338","1,773","2,016","1,617","946","549","351","64","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,239","38,239","4,037","4,220","5,212","6,064","6,682","5,851","3,582","1,752","733","102","4","19,246","19,246","2,111","2,152","2,728","3,168","3,422","2,880","1,746","774","244","21","0","18,993","18,993","1,926","2,068","2,484","2,896","3,260","2,971","1,836","978","489","81","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,870","29,870","4,703","3,833","3,063","5,447","6,261","3,634","1,834","755","292","46","2","14,793","14,793","2,423","1,980","1,596","2,595","3,200","1,749","833","318","92","7","0","15,077","15,077","2,280","1,853","1,467","2,852","3,061","1,885","1,001","437","200","39","2"
