"ÇàÁ¤±¸¿ª","2020³â03¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â03¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â03¿ù_°è_0~9¼¼","2020³â03¿ù_°è_10~19¼¼","2020³â03¿ù_°è_20~29¼¼","2020³â03¿ù_°è_30~39¼¼","2020³â03¿ù_°è_40~49¼¼","2020³â03¿ù_°è_50~59¼¼","2020³â03¿ù_°è_60~69¼¼","2020³â03¿ù_°è_70~79¼¼","2020³â03¿ù_°è_80~89¼¼","2020³â03¿ù_°è_90~99¼¼","2020³â03¿ù_°è_100¼¼ ÀÌ»ó","2020³â03¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â03¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â03¿ù_³²_0~9¼¼","2020³â03¿ù_³²_10~19¼¼","2020³â03¿ù_³²_20~29¼¼","2020³â03¿ù_³²_30~39¼¼","2020³â03¿ù_³²_40~49¼¼","2020³â03¿ù_³²_50~59¼¼","2020³â03¿ù_³²_60~69¼¼","2020³â03¿ù_³²_70~79¼¼","2020³â03¿ù_³²_80~89¼¼","2020³â03¿ù_³²_90~99¼¼","2020³â03¿ù_³²_100¼¼ ÀÌ»ó","2020³â03¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â03¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â03¿ù_¿©_0~9¼¼","2020³â03¿ù_¿©_10~19¼¼","2020³â03¿ù_¿©_20~29¼¼","2020³â03¿ù_¿©_30~39¼¼","2020³â03¿ù_¿©_40~49¼¼","2020³â03¿ù_¿©_50~59¼¼","2020³â03¿ù_¿©_60~69¼¼","2020³â03¿ù_¿©_70~79¼¼","2020³â03¿ù_¿©_80~89¼¼","2020³â03¿ù_¿©_90~99¼¼","2020³â03¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,543","14,543","994","1,576","2,213","1,748","2,100","2,688","1,914","866","380","59","5","7,053","7,053","503","854","1,181","905","972","1,206","909","389","121","12","1","7,490","7,490","491","722","1,032","843","1,128","1,482","1,005","477","259","47","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,379","23,379","2,307","2,378","3,097","3,665","3,799","3,783","2,541","1,287","445","74","3","11,550","11,550","1,196","1,280","1,622","1,866","1,905","1,759","1,157","603","144","17","1","11,829","11,829","1,111","1,098","1,475","1,799","1,894","2,024","1,384","684","301","57","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","11,066","11,066","454","735","1,426","1,051","1,380","1,940","2,069","1,374","546","78","13","5,407","5,407","237","404","744","580","755","961","940","585","185","13","3","5,659","5,659","217","331","682","471","625","979","1,129","789","361","65","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,131","6,131","566","538","757","864","982","937","742","514","198","31","2","3,038","3,038","287","273","387","450","504","499","336","228","70","4","0","3,093","3,093","279","265","370","414","478","438","406","286","128","27","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,188","19,188","1,491","1,554","2,434","2,719","2,732","3,251","2,656","1,594","662","85","10","9,423","9,423","736","843","1,278","1,412","1,444","1,552","1,217","707","217","16","1","9,765","9,765","755","711","1,156","1,307","1,288","1,699","1,439","887","445","69","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,788","16,788","1,199","2,039","2,508","1,776","2,589","3,147","2,053","1,007","408","58","4","8,209","8,209","591","1,060","1,342","894","1,208","1,470","1,017","461","152","13","1","8,579","8,579","608","979","1,166","882","1,381","1,677","1,036","546","256","45","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,540","16,540","1,262","1,606","2,584","2,126","2,551","2,693","1,974","1,195","487","61","1","7,892","7,892","631","843","1,340","1,097","1,232","1,212","875","464","182","16","0","8,648","8,648","631","763","1,244","1,029","1,319","1,481","1,099","731","305","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,134","8,134","363","712","1,127","859","1,107","1,414","1,303","881","322","43","3","4,047","4,047","200","358","606","461","584","680","581","436","130","11","0","4,087","4,087","163","354","521","398","523","734","722","445","192","32","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,841","16,841","1,019","1,498","2,410","1,947","2,326","3,073","2,556","1,425","514","69","4","8,354","8,354","502","792","1,271","1,052","1,193","1,461","1,215","670","187","11","0","8,487","8,487","517","706","1,139","895","1,133","1,612","1,341","755","327","58","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,206","14,206","532","922","1,727","1,400","1,769","2,763","2,648","1,590","763","88","4","6,847","6,847","267","484","899","777","933","1,349","1,287","623","213","15","0","7,359","7,359","265","438","828","623","836","1,414","1,361","967","550","73","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,660","14,660","1,128","1,786","2,393","1,826","2,521","2,654","1,383","672","254","43","0","7,550","7,550","597","1,019","1,317","943","1,219","1,353","699","310","86","7","0","7,110","7,110","531","767","1,076","883","1,302","1,301","684","362","168","36","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","31,113","31,113","2,562","4,969","4,812","3,099","6,102","5,569","2,142","1,157","613","86","2","15,259","15,259","1,328","2,705","2,599","1,446","2,646","2,805","1,063","443","198","24","2","15,854","15,854","1,234","2,264","2,213","1,653","3,456","2,764","1,079","714","415","62","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,439","14,439","1,296","1,818","2,046","1,794","2,394","2,495","1,459","727","355","52","3","7,110","7,110","669","1,001","1,122","899","1,102","1,144","724","326","114","9","0","7,329","7,329","627","817","924","895","1,292","1,351","735","401","241","43","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,803","11,803","715","1,146","1,934","1,348","1,783","2,301","1,490","756","281","44","5","5,968","5,968","344","611","1,056","698","911","1,162","752","339","88","7","0","5,835","5,835","371","535","878","650","872","1,139","738","417","193","37","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,979","12,979","556","894","2,025","1,487","1,676","2,597","2,045","1,098","531","68","2","6,355","6,355","269","499","1,076","822","849","1,217","1,002","476","137","8","0","6,624","6,624","287","395","949","665","827","1,380","1,043","622","394","60","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,730","2,730","81","142","266","232","272","568","546","384","197","39","3","1,419","1,419","41","83","159","137","164","320","275","166","66","8","0","1,311","1,311","40","59","107","95","108","248","271","218","131","31","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","51,808","51,808","7,529","6,331","5,753","9,153","10,176","6,763","3,539","1,684","753","119","8","25,872","25,872","3,872","3,293","3,016","4,451","5,193","3,388","1,709","715","215","20","0","25,936","25,936","3,657","3,038","2,737","4,702","4,983","3,375","1,830","969","538","99","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","35,605","35,605","3,573","4,103","4,861","5,411","6,299","5,560","3,337","1,662","702","94","3","17,906","17,906","1,861","2,086","2,543","2,870","3,219","2,746","1,600","725","236","20","0","17,699","17,699","1,712","2,017","2,318","2,541","3,080","2,814","1,737","937","466","74","3"
