"ÇàÁ¤±¸¿ª","2020³â08¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â08¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â08¿ù_°è_0~9¼¼","2020³â08¿ù_°è_10~19¼¼","2020³â08¿ù_°è_20~29¼¼","2020³â08¿ù_°è_30~39¼¼","2020³â08¿ù_°è_40~49¼¼","2020³â08¿ù_°è_50~59¼¼","2020³â08¿ù_°è_60~69¼¼","2020³â08¿ù_°è_70~79¼¼","2020³â08¿ù_°è_80~89¼¼","2020³â08¿ù_°è_90~99¼¼","2020³â08¿ù_°è_100¼¼ ÀÌ»ó","2020³â08¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â08¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â08¿ù_³²_0~9¼¼","2020³â08¿ù_³²_10~19¼¼","2020³â08¿ù_³²_20~29¼¼","2020³â08¿ù_³²_30~39¼¼","2020³â08¿ù_³²_40~49¼¼","2020³â08¿ù_³²_50~59¼¼","2020³â08¿ù_³²_60~69¼¼","2020³â08¿ù_³²_70~79¼¼","2020³â08¿ù_³²_80~89¼¼","2020³â08¿ù_³²_90~99¼¼","2020³â08¿ù_³²_100¼¼ ÀÌ»ó","2020³â08¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â08¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â08¿ù_¿©_0~9¼¼","2020³â08¿ù_¿©_10~19¼¼","2020³â08¿ù_¿©_20~29¼¼","2020³â08¿ù_¿©_30~39¼¼","2020³â08¿ù_¿©_40~49¼¼","2020³â08¿ù_¿©_50~59¼¼","2020³â08¿ù_¿©_60~69¼¼","2020³â08¿ù_¿©_70~79¼¼","2020³â08¿ù_¿©_80~89¼¼","2020³â08¿ù_¿©_90~99¼¼","2020³â08¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","13,912","13,912","943","1,507","2,079","1,627","2,007","2,538","1,896","869","381","61","4","6,713","6,713","471","810","1,122","832","924","1,142","881","396","122","12","1","7,199","7,199","472","697","957","795","1,083","1,396","1,015","473","259","49","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,405","23,405","2,242","2,349","3,082","3,603","3,823","3,799","2,660","1,321","447","77","2","11,563","11,563","1,160","1,254","1,640","1,825","1,929","1,771","1,194","628","143","18","1","11,842","11,842","1,082","1,095","1,442","1,778","1,894","2,028","1,466","693","304","59","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,901","10,901","429","701","1,389","1,036","1,353","1,878","2,074","1,380","566","82","13","5,300","5,300","215","386","706","571","736","941","943","590","195","14","3","5,601","5,601","214","315","683","465","617","937","1,131","790","371","68","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,118","6,118","561","541","759","849","972","927","757","517","199","34","2","3,037","3,037","281","270","407","440","501","497","338","230","69","4","0","3,081","3,081","280","271","352","409","471","430","419","287","130","30","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,127","19,127","1,487","1,523","2,376","2,682","2,721","3,198","2,739","1,626","672","93","10","9,390","9,390","722","830","1,261","1,379","1,436","1,526","1,267","723","226","19","1","9,737","9,737","765","693","1,115","1,303","1,285","1,672","1,472","903","446","74","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,652","16,652","1,157","2,000","2,499","1,715","2,558","3,092","2,130","1,019","425","56","1","8,156","8,156","565","1,046","1,338","871","1,196","1,450","1,056","468","153","13","0","8,496","8,496","592","954","1,161","844","1,362","1,642","1,074","551","272","43","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,416","16,416","1,192","1,540","2,621","2,076","2,506","2,678","2,032","1,195","506","69","1","7,792","7,792","601","790","1,336","1,084","1,212","1,207","897","462","187","16","0","8,624","8,624","591","750","1,285","992","1,294","1,471","1,135","733","319","53","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,038","8,038","340","672","1,129","827","1,053","1,421","1,292","915","337","49","3","4,017","4,017","192","343","606","454","556","697","567","453","135","14","0","4,021","4,021","148","329","523","373","497","724","725","462","202","35","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,663","16,663","969","1,433","2,377","1,898","2,270","3,016","2,610","1,476","536","74","4","8,255","8,255","479","748","1,253","1,037","1,158","1,443","1,231","696","197","13","0","8,408","8,408","490","685","1,124","861","1,112","1,573","1,379","780","339","61","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,078","14,078","494","881","1,701","1,344","1,699","2,728","2,716","1,637","772","100","6","6,765","6,765","242","460","883","735","903","1,335","1,313","657","219","18","0","7,313","7,313","252","421","818","609","796","1,393","1,403","980","553","82","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,551","14,551","1,047","1,728","2,410","1,760","2,479","2,674","1,444","703","264","42","0","7,511","7,511","558","968","1,338","926","1,202","1,372","729","321","90","7","0","7,040","7,040","489","760","1,072","834","1,277","1,302","715","382","174","35","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,658","30,658","2,490","4,747","4,829","3,014","5,890","5,577","2,242","1,177","604","85","3","15,014","15,014","1,301","2,578","2,583","1,425","2,565","2,767","1,109","467","193","24","2","15,644","15,644","1,189","2,169","2,246","1,589","3,325","2,810","1,133","710","411","61","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,279","14,279","1,255","1,748","2,039","1,743","2,345","2,473","1,527","740","357","49","3","7,009","7,009","636","959","1,118","878","1,068","1,134","757","332","118","9","0","7,270","7,270","619","789","921","865","1,277","1,339","770","408","239","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,605","11,605","680","1,110","1,923","1,289","1,739","2,235","1,516","787","278","42","6","5,869","5,869","333","590","1,027","684","887","1,129","768","360","84","7","0","5,736","5,736","347","520","896","605","852","1,106","748","427","194","35","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,920","12,920","535","858","1,996","1,481","1,641","2,581","2,095","1,105","553","73","2","6,357","6,357","252","477","1,072","821","851","1,213","1,031","478","153","9","0","6,563","6,563","283","381","924","660","790","1,368","1,064","627","400","64","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,697","2,697","74","145","254","220","262","561","557","379","205","37","3","1,407","1,407","33","89","149","130","159","314","292","164","69","8","0","1,290","1,290","41","56","105","90","103","247","265","215","136","29","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,642","22,642","2,747","2,584","2,836","3,638","4,060","3,324","1,915","979","478","76","5","11,426","11,426","1,406","1,349","1,506","1,861","2,039","1,720","976","429","129","11","0","11,216","11,216","1,341","1,235","1,330","1,777","2,021","1,604","939","550","349","65","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,089","38,089","4,020","4,238","5,165","6,069","6,661","5,818","3,531","1,749","734","100","4","19,154","19,154","2,093","2,160","2,684","3,174","3,419","2,866","1,719","773","246","20","0","18,935","18,935","1,927","2,078","2,481","2,895","3,242","2,952","1,812","976","488","80","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,851","29,851","4,722","3,813","3,065","5,475","6,257","3,618","1,808","755","290","46","2","14,802","14,802","2,447","1,968","1,597","2,611","3,206","1,740","820","317","90","6","0","15,049","15,049","2,275","1,845","1,468","2,864","3,051","1,878","988","438","200","40","2"
