"ÇàÁ¤±¸¿ª","2021³â02¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â02¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â02¿ù_°è_0~9¼¼","2021³â02¿ù_°è_10~19¼¼","2021³â02¿ù_°è_20~29¼¼","2021³â02¿ù_°è_30~39¼¼","2021³â02¿ù_°è_40~49¼¼","2021³â02¿ù_°è_50~59¼¼","2021³â02¿ù_°è_60~69¼¼","2021³â02¿ù_°è_70~79¼¼","2021³â02¿ù_°è_80~89¼¼","2021³â02¿ù_°è_90~99¼¼","2021³â02¿ù_°è_100¼¼ ÀÌ»ó","2021³â02¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â02¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â02¿ù_³²_0~9¼¼","2021³â02¿ù_³²_10~19¼¼","2021³â02¿ù_³²_20~29¼¼","2021³â02¿ù_³²_30~39¼¼","2021³â02¿ù_³²_40~49¼¼","2021³â02¿ù_³²_50~59¼¼","2021³â02¿ù_³²_60~69¼¼","2021³â02¿ù_³²_70~79¼¼","2021³â02¿ù_³²_80~89¼¼","2021³â02¿ù_³²_90~99¼¼","2021³â02¿ù_³²_100¼¼ ÀÌ»ó","2021³â02¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â02¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â02¿ù_¿©_0~9¼¼","2021³â02¿ù_¿©_10~19¼¼","2021³â02¿ù_¿©_20~29¼¼","2021³â02¿ù_¿©_30~39¼¼","2021³â02¿ù_¿©_40~49¼¼","2021³â02¿ù_¿©_50~59¼¼","2021³â02¿ù_¿©_60~69¼¼","2021³â02¿ù_¿©_70~79¼¼","2021³â02¿ù_¿©_80~89¼¼","2021³â02¿ù_¿©_90~99¼¼","2021³â02¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","13,053","13,053","905","1,413","1,908","1,477","1,885","2,322","1,876","839","365","61","2","6,265","6,265","455","756","1,037","729","880","1,035","866","375","123","8","1","6,788","6,788","450","657","871","748","1,005","1,287","1,010","464","242","53","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,719","23,719","2,180","2,351","3,074","3,610","3,888","3,885","2,811","1,358","482","77","3","11,714","11,714","1,118","1,269","1,616","1,836","1,979","1,815","1,258","641","161","20","1","12,005","12,005","1,062","1,082","1,458","1,774","1,909","2,070","1,553","717","321","57","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,672","10,672","398","673","1,340","993","1,295","1,826","2,082","1,401","563","88","13","5,190","5,190","206","363","690","541","699","920","955","606","192","15","3","5,482","5,482","192","310","650","452","596","906","1,127","795","371","73","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,950","5,950","537","526","720","811","948","921","747","507","200","31","2","2,968","2,968","267","259","399","414","510","481","330","237","68","3","0","2,982","2,982","270","267","321","397","438","440","417","270","132","28","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","20,832","20,832","1,614","1,670","2,575","2,979","2,995","3,469","2,978","1,710","732","98","12","10,248","10,248","796","898","1,368","1,563","1,558","1,657","1,382","758","247","19","2","10,584","10,584","818","772","1,207","1,416","1,437","1,812","1,596","952","485","79","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,275","16,275","1,105","1,891","2,429","1,617","2,462","3,029","2,189","1,054","441","57","1","7,943","7,943","534","988","1,294","831","1,141","1,420","1,084","478","162","11","0","8,332","8,332","571","903","1,135","786","1,321","1,609","1,105","576","279","46","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,000","16,000","1,100","1,446","2,592","2,000","2,380","2,593","2,093","1,195","523","77","1","7,625","7,625","557","745","1,329","1,070","1,159","1,169","915","475","186","20","0","8,375","8,375","543","701","1,263","930","1,221","1,424","1,178","720","337","57","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,911","7,911","296","642","1,117","782","1,042","1,404","1,300","924","348","53","3","3,968","3,968","169","337","604","429","551","694","585","443","143","13","0","3,943","3,943","127","305","513","353","491","710","715","481","205","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,315","16,315","899","1,366","2,323","1,814","2,204","2,911","2,653","1,510","547","84","4","8,085","8,085","453","712","1,234","991","1,124","1,417","1,219","710","212","13","0","8,230","8,230","446","654","1,089","823","1,080","1,494","1,434","800","335","71","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,807","13,807","455","836","1,604","1,300","1,618","2,640","2,781","1,642","817","106","8","6,621","6,621","223","431","826","709","852","1,308","1,352","668","232","20","0","7,186","7,186","232","405","778","591","766","1,332","1,429","974","585","86","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,354","14,354","992","1,699","2,311","1,692","2,452","2,655","1,506","722","279","46","0","7,445","7,445","537","952","1,306","885","1,196","1,369","758","336","98","8","0","6,909","6,909","455","747","1,005","807","1,256","1,286","748","386","181","38","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,308","30,308","2,412","4,645","4,727","2,944","5,720","5,613","2,355","1,179","623","88","2","14,839","14,839","1,273","2,514","2,561","1,384","2,476","2,772","1,166","468","201","24","0","15,469","15,469","1,139","2,131","2,166","1,560","3,244","2,841","1,189","711","422","64","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,054","14,054","1,177","1,733","1,979","1,688","2,297","2,451","1,564","759","350","53","3","6,909","6,909","606","947","1,082","834","1,058","1,128","782","342","122","8","0","7,145","7,145","571","786","897","854","1,239","1,323","782","417","228","45","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,246","11,246","663","1,035","1,806","1,288","1,640","2,161","1,532","792","280","43","6","5,690","5,690","329","550","965","691","841","1,095","763","354","95","7","0","5,556","5,556","334","485","841","597","799","1,066","769","438","185","36","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,715","12,715","505","811","1,915","1,488","1,604","2,461","2,169","1,123","558","79","2","6,218","6,218","236","450","1,007","817","827","1,158","1,062","492","158","11","0","6,497","6,497","269","361","908","671","777","1,303","1,107","631","400","68","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,639","2,639","70","134","247","218","234","541","575","369","210","37","4","1,379","1,379","32","87","141","129","139","303","308","159","74","7","0","1,260","1,260","38","47","106","89","95","238","267","210","136","30","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,574","22,574","2,698","2,548","2,751","3,564","4,074","3,345","2,003","1,001","508","76","6","11,422","11,422","1,404","1,310","1,486","1,801","2,067","1,732","1,023","446","144","9","0","11,152","11,152","1,294","1,238","1,265","1,763","2,007","1,613","980","555","364","67","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,121","38,121","3,947","4,150","5,190","5,973","6,651","5,884","3,699","1,783","727","113","4","19,139","19,139","2,053","2,101","2,719","3,130","3,380","2,912","1,793","794","237","20","0","18,982","18,982","1,894","2,049","2,471","2,843","3,271","2,972","1,906","989","490","93","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,544","29,544","4,499","3,792","3,093","5,178","6,310","3,690","1,885","762","292","41","2","14,598","14,598","2,319","1,948","1,603","2,478","3,211","1,762","856","321","93","7","0","14,946","14,946","2,180","1,844","1,490","2,700","3,099","1,928","1,029","441","199","34","2"
