"ÇàÁ¤±¸¿ª","2020³â05¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â05¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â05¿ù_°è_0~9¼¼","2020³â05¿ù_°è_10~19¼¼","2020³â05¿ù_°è_20~29¼¼","2020³â05¿ù_°è_30~39¼¼","2020³â05¿ù_°è_40~49¼¼","2020³â05¿ù_°è_50~59¼¼","2020³â05¿ù_°è_60~69¼¼","2020³â05¿ù_°è_70~79¼¼","2020³â05¿ù_°è_80~89¼¼","2020³â05¿ù_°è_90~99¼¼","2020³â05¿ù_°è_100¼¼ ÀÌ»ó","2020³â05¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â05¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â05¿ù_³²_0~9¼¼","2020³â05¿ù_³²_10~19¼¼","2020³â05¿ù_³²_20~29¼¼","2020³â05¿ù_³²_30~39¼¼","2020³â05¿ù_³²_40~49¼¼","2020³â05¿ù_³²_50~59¼¼","2020³â05¿ù_³²_60~69¼¼","2020³â05¿ù_³²_70~79¼¼","2020³â05¿ù_³²_80~89¼¼","2020³â05¿ù_³²_90~99¼¼","2020³â05¿ù_³²_100¼¼ ÀÌ»ó","2020³â05¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â05¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â05¿ù_¿©_0~9¼¼","2020³â05¿ù_¿©_10~19¼¼","2020³â05¿ù_¿©_20~29¼¼","2020³â05¿ù_¿©_30~39¼¼","2020³â05¿ù_¿©_40~49¼¼","2020³â05¿ù_¿©_50~59¼¼","2020³â05¿ù_¿©_60~69¼¼","2020³â05¿ù_¿©_70~79¼¼","2020³â05¿ù_¿©_80~89¼¼","2020³â05¿ù_¿©_90~99¼¼","2020³â05¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,353","14,353","971","1,555","2,175","1,708","2,066","2,631","1,926","869","385","62","5","6,936","6,936","485","841","1,166","881","953","1,179","910","387","121","12","1","7,417","7,417","486","714","1,009","827","1,113","1,452","1,016","482","264","50","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,573","23,573","2,319","2,386","3,104","3,692","3,835","3,814","2,592","1,300","451","77","3","11,660","11,660","1,204","1,282","1,642","1,875","1,930","1,774","1,177","609","148","18","1","11,913","11,913","1,115","1,104","1,462","1,817","1,905","2,040","1,415","691","303","59","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,966","10,966","441","713","1,408","1,032","1,358","1,924","2,069","1,369","558","82","12","5,345","5,345","226","386","735","566","738","961","940","588","188","14","3","5,621","5,621","215","327","673","466","620","963","1,129","781","370","68","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,123","6,123","557","543","752","859","970","944","751","516","197","32","2","3,041","3,041","281","277","389","450","500","502","338","232","68","4","0","3,082","3,082","276","266","363","409","470","442","413","284","129","28","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,198","19,198","1,493","1,555","2,441","2,699","2,733","3,254","2,656","1,609","659","90","9","9,422","9,422","731","851","1,269","1,398","1,445","1,561","1,214","719","215","18","1","9,776","9,776","762","704","1,172","1,301","1,288","1,693","1,442","890","444","72","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,719","16,719","1,175","2,024","2,525","1,743","2,579","3,127","2,070","999","415","58","4","8,181","8,181","579","1,053","1,350","878","1,206","1,468","1,025","453","155","13","1","8,538","8,538","596","971","1,175","865","1,373","1,659","1,045","546","260","45","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,496","16,496","1,226","1,595","2,601","2,112","2,529","2,687","1,983","1,196","499","67","1","7,840","7,840","612","828","1,327","1,099","1,216","1,212","881","464","184","17","0","8,656","8,656","614","767","1,274","1,013","1,313","1,475","1,102","732","315","50","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,121","8,121","353","697","1,128","846","1,086","1,420","1,316","901","323","48","3","4,059","4,059","196","358","605","460","571","688","591","445","132","13","0","4,062","4,062","157","339","523","386","515","732","725","456","191","35","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,830","16,830","1,013","1,488","2,398","1,941","2,307","3,060","2,571","1,447","533","69","3","8,350","8,350","499","781","1,265","1,056","1,184","1,459","1,216","685","192","13","0","8,480","8,480","514","707","1,133","885","1,123","1,601","1,355","762","341","56","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,135","14,135","515","901","1,722","1,366","1,735","2,757","2,664","1,613","765","93","4","6,812","6,812","260","473","902","748","918","1,356","1,289","638","213","15","0","7,323","7,323","255","428","820","618","817","1,401","1,375","975","552","78","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,593","14,593","1,110","1,736","2,399","1,792","2,491","2,678","1,399","688","257","43","0","7,517","7,517","589","985","1,318","929","1,206","1,376","703","318","86","7","0","7,076","7,076","521","751","1,081","863","1,285","1,302","696","370","171","36","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,926","30,926","2,541","4,854","4,832","3,051","6,023","5,583","2,176","1,165","614","84","3","15,147","15,147","1,328","2,636","2,598","1,418","2,615","2,797","1,081","448","200","24","2","15,779","15,779","1,213","2,218","2,234","1,633","3,408","2,786","1,095","717","414","60","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,378","14,378","1,270","1,795","2,059","1,762","2,386","2,488","1,475","736","352","51","4","7,064","7,064","648","984","1,125","884","1,097","1,143","727","334","114","8","0","7,314","7,314","622","811","934","878","1,289","1,345","748","402","238","43","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,738","11,738","695","1,137","1,914","1,340","1,771","2,293","1,491","772","278","40","7","5,943","5,943","337","608","1,044","697","903","1,160","752","349","87","6","0","5,795","5,795","358","529","870","643","868","1,133","739","423","191","34","7"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,957","12,957","544","885","2,016","1,471","1,661","2,589","2,074","1,105","540","70","2","6,362","6,362","259","487","1,075","817","855","1,221","1,017","480","143","8","0","6,595","6,595","285","398","941","654","806","1,368","1,057","625","397","62","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,708","2,708","80","143","260","227","261","570","544","384","200","36","3","1,409","1,409","38","87","154","133","159","320","277","167","66","8","0","1,299","1,299","42","56","106","94","102","250","267","217","134","28","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","52,434","52,434","7,555","6,429","5,853","9,222","10,298","6,890","3,609","1,695","756","119","8","26,199","26,199","3,892","3,332","3,082","4,499","5,256","3,433","1,747","721","219","18","0","26,235","26,235","3,663","3,097","2,771","4,723","5,042","3,457","1,862","974","537","101","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","35,540","35,540","3,551","4,058","4,876","5,382","6,271","5,577","3,342","1,682","701","97","3","17,858","17,858","1,849","2,058","2,550","2,833","3,209","2,759","1,611","731","239","19","0","17,682","17,682","1,702","2,000","2,326","2,549","3,062","2,818","1,731","951","462","78","3"
