"ÇàÁ¤±¸¿ª","2021³â03¿ù_°è_ÃÑÀÎ±¸¼ö","2021³â03¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â03¿ù_°è_0~9¼¼","2021³â03¿ù_°è_10~19¼¼","2021³â03¿ù_°è_20~29¼¼","2021³â03¿ù_°è_30~39¼¼","2021³â03¿ù_°è_40~49¼¼","2021³â03¿ù_°è_50~59¼¼","2021³â03¿ù_°è_60~69¼¼","2021³â03¿ù_°è_70~79¼¼","2021³â03¿ù_°è_80~89¼¼","2021³â03¿ù_°è_90~99¼¼","2021³â03¿ù_°è_100¼¼ ÀÌ»ó","2021³â03¿ù_³²_ÃÑÀÎ±¸¼ö","2021³â03¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â03¿ù_³²_0~9¼¼","2021³â03¿ù_³²_10~19¼¼","2021³â03¿ù_³²_20~29¼¼","2021³â03¿ù_³²_30~39¼¼","2021³â03¿ù_³²_40~49¼¼","2021³â03¿ù_³²_50~59¼¼","2021³â03¿ù_³²_60~69¼¼","2021³â03¿ù_³²_70~79¼¼","2021³â03¿ù_³²_80~89¼¼","2021³â03¿ù_³²_90~99¼¼","2021³â03¿ù_³²_100¼¼ ÀÌ»ó","2021³â03¿ù_¿©_ÃÑÀÎ±¸¼ö","2021³â03¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2021³â03¿ù_¿©_0~9¼¼","2021³â03¿ù_¿©_10~19¼¼","2021³â03¿ù_¿©_20~29¼¼","2021³â03¿ù_¿©_30~39¼¼","2021³â03¿ù_¿©_40~49¼¼","2021³â03¿ù_¿©_50~59¼¼","2021³â03¿ù_¿©_60~69¼¼","2021³â03¿ù_¿©_70~79¼¼","2021³â03¿ù_¿©_80~89¼¼","2021³â03¿ù_¿©_90~99¼¼","2021³â03¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","13,040","13,040","914","1,416","1,881","1,478","1,889","2,303","1,885","841","365","67","1","6,261","6,261","467","755","1,026","729","885","1,015","873","378","123","10","0","6,779","6,779","447","661","855","749","1,004","1,288","1,012","463","242","57","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,687","23,687","2,174","2,324","3,071","3,595","3,888","3,884","2,814","1,371","485","78","3","11,684","11,684","1,115","1,245","1,617","1,821","1,981","1,818","1,257","645","164","20","1","12,003","12,003","1,059","1,079","1,454","1,774","1,907","2,066","1,557","726","321","58","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,639","10,639","398","666","1,334","983","1,294","1,823","2,079","1,392","578","83","9","5,181","5,181","201","366","693","538","696","920","951","609","192","14","1","5,458","5,458","197","300","641","445","598","903","1,128","783","386","69","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","5,923","5,923","532","529","709","800","945","919","749","504","203","31","2","2,957","2,957","266","260","395","405","509","481","332","237","69","3","0","2,966","2,966","266","269","314","395","436","438","417","267","134","28","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","21,036","21,036","1,644","1,675","2,605","3,023","3,015","3,486","3,021","1,707","746","100","14","10,345","10,345","814","902","1,376","1,582","1,577","1,662","1,404","755","251","20","2","10,691","10,691","830","773","1,229","1,441","1,438","1,824","1,617","952","495","80","12"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,235","16,235","1,112","1,883","2,417","1,599","2,454","3,009","2,202","1,059","444","55","1","7,905","7,905","532","982","1,291","814","1,131","1,417","1,089","479","160","10","0","8,330","8,330","580","901","1,126","785","1,323","1,592","1,113","580","284","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","15,951","15,951","1,089","1,434","2,583","2,015","2,346","2,591","2,094","1,187","533","77","2","7,589","7,589","550","743","1,319","1,075","1,150","1,161","910","472","188","20","1","8,362","8,362","539","691","1,264","940","1,196","1,430","1,184","715","345","57","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,884","7,884","288","630","1,126","766","1,026","1,400","1,311","927","353","54","3","3,945","3,945","170","330","605","417","544","689","592","440","146","12","0","3,939","3,939","118","300","521","349","482","711","719","487","207","42","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,243","16,243","882","1,335","2,343","1,779","2,200","2,898","2,657","1,517","545","84","3","8,049","8,049","443","698","1,240","976","1,120","1,419","1,216","711","213","13","0","8,194","8,194","439","637","1,103","803","1,080","1,479","1,441","806","332","71","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,737","13,737","455","825","1,589","1,280","1,605","2,627","2,782","1,641","822","103","8","6,590","6,590","226","426","816","695","844","1,307","1,357","666","234","19","0","7,147","7,147","229","399","773","585","761","1,320","1,425","975","588","84","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,302","14,302","984","1,662","2,305","1,686","2,444","2,649","1,522","722","280","48","0","7,406","7,406","532","930","1,305","883","1,187","1,366","766","333","96","8","0","6,896","6,896","452","732","1,000","803","1,257","1,283","756","389","184","40","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,240","30,240","2,410","4,595","4,727","2,943","5,667","5,635","2,373","1,175","626","86","3","14,797","14,797","1,265","2,489","2,563","1,386","2,461","2,768","1,172","468","203","22","0","15,443","15,443","1,145","2,106","2,164","1,557","3,206","2,867","1,201","707","423","64","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,059","14,059","1,166","1,744","1,967","1,687","2,292","2,450","1,588","758","348","57","2","6,906","6,906","601","956","1,079","824","1,056","1,123","793","344","121","9","0","7,153","7,153","565","788","888","863","1,236","1,327","795","414","227","48","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,222","11,222","650","1,040","1,789","1,274","1,643","2,147","1,558","789","280","47","5","5,682","5,682","327","550","954","685","848","1,088","772","357","93","8","0","5,540","5,540","323","490","835","589","795","1,059","786","432","187","39","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,676","12,676","520","802","1,895","1,477","1,586","2,449","2,175","1,128","566","78","0","6,203","6,203","246","446","991","812","822","1,151","1,069","494","162","10","0","6,473","6,473","274","356","904","665","764","1,298","1,106","634","404","68","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,628","2,628","66","128","247","214","234","535","580","371","213","36","4","1,380","1,380","30","82","147","128","135","302","312","161","76","7","0","1,248","1,248","36","46","100","86","99","233","268","210","137","29","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,557","22,557","2,688","2,536","2,750","3,555","4,073","3,342","2,017","997","519","75","5","11,398","11,398","1,403","1,297","1,488","1,788","2,065","1,730","1,020","449","150","8","0","11,159","11,159","1,285","1,239","1,262","1,767","2,008","1,612","997","548","369","67","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,011","38,011","3,911","4,133","5,173","5,937","6,621","5,893","3,711","1,794","717","117","4","19,107","19,107","2,042","2,097","2,730","3,119","3,349","2,917","1,801","797","235","20","0","18,904","18,904","1,869","2,036","2,443","2,818","3,272","2,976","1,910","997","482","97","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,524","29,524","4,483","3,790","3,099","5,167","6,311","3,676","1,898","769","286","43","2","14,611","14,611","2,314","1,963","1,598","2,478","3,215","1,759","865","322","90","7","0","14,913","14,913","2,169","1,827","1,501","2,689","3,096","1,917","1,033","447","196","36","2"
