"ÇàÁ¤±¸¿ª","2020³â07¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â07¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â07¿ù_°è_0~9¼¼","2020³â07¿ù_°è_10~19¼¼","2020³â07¿ù_°è_20~29¼¼","2020³â07¿ù_°è_30~39¼¼","2020³â07¿ù_°è_40~49¼¼","2020³â07¿ù_°è_50~59¼¼","2020³â07¿ù_°è_60~69¼¼","2020³â07¿ù_°è_70~79¼¼","2020³â07¿ù_°è_80~89¼¼","2020³â07¿ù_°è_90~99¼¼","2020³â07¿ù_°è_100¼¼ ÀÌ»ó","2020³â07¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â07¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â07¿ù_³²_0~9¼¼","2020³â07¿ù_³²_10~19¼¼","2020³â07¿ù_³²_20~29¼¼","2020³â07¿ù_³²_30~39¼¼","2020³â07¿ù_³²_40~49¼¼","2020³â07¿ù_³²_50~59¼¼","2020³â07¿ù_³²_60~69¼¼","2020³â07¿ù_³²_70~79¼¼","2020³â07¿ù_³²_80~89¼¼","2020³â07¿ù_³²_90~99¼¼","2020³â07¿ù_³²_100¼¼ ÀÌ»ó","2020³â07¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â07¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â07¿ù_¿©_0~9¼¼","2020³â07¿ù_¿©_10~19¼¼","2020³â07¿ù_¿©_20~29¼¼","2020³â07¿ù_¿©_30~39¼¼","2020³â07¿ù_¿©_40~49¼¼","2020³â07¿ù_¿©_50~59¼¼","2020³â07¿ù_¿©_60~69¼¼","2020³â07¿ù_¿©_70~79¼¼","2020³â07¿ù_¿©_80~89¼¼","2020³â07¿ù_¿©_90~99¼¼","2020³â07¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","14,054","14,054","939","1,524","2,112","1,663","2,031","2,562","1,914","865","378","62","4","6,785","6,785","469","826","1,130","860","929","1,149","896","391","121","13","1","7,269","7,269","470","698","982","803","1,102","1,413","1,018","474","257","49","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,424","23,424","2,269","2,355","3,086","3,622","3,823","3,794","2,638","1,312","446","77","2","11,564","11,564","1,177","1,257","1,634","1,828","1,930","1,768","1,184","622","145","18","1","11,860","11,860","1,092","1,098","1,452","1,794","1,893","2,026","1,454","690","301","59","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,914","10,914","438","703","1,392","1,031","1,352","1,894","2,077","1,374","557","83","13","5,315","5,315","225","384","717","566","735","948","942","591","190","14","3","5,599","5,599","213","319","675","465","617","946","1,135","783","367","69","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,108","6,108","556","542","758","840","973","936","753","516","200","32","2","3,028","3,028","281","271","402","433","504","497","337","229","70","4","0","3,080","3,080","275","271","356","407","469","439","416","287","130","28","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,154","19,154","1,485","1,539","2,401","2,683","2,733","3,217","2,707","1,626","660","94","9","9,412","9,412","720","839","1,271","1,385","1,446","1,543","1,244","725","219","19","1","9,742","9,742","765","700","1,130","1,298","1,287","1,674","1,463","901","441","75","8"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,661","16,661","1,159","2,013","2,502","1,721","2,558","3,092","2,116","1,021","422","55","2","8,151","8,151","568","1,050","1,336","870","1,197","1,447","1,050","467","153","13","0","8,510","8,510","591","963","1,166","851","1,361","1,645","1,066","554","269","42","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,470","16,470","1,206","1,552","2,629","2,102","2,502","2,689","2,023","1,193","504","69","1","7,826","7,826","608","800","1,335","1,103","1,212","1,208","898","457","188","17","0","8,644","8,644","598","752","1,294","999","1,290","1,481","1,125","736","316","52","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","8,068","8,068","340","672","1,139","842","1,063","1,419","1,295","913","332","50","3","4,032","4,032","194","344","608","460","559","694","573","452","134","14","0","4,036","4,036","146","328","531","382","504","725","722","461","198","36","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,733","16,733","987","1,454","2,388","1,912","2,290","3,018","2,596","1,477","536","72","3","8,296","8,296","489","759","1,258","1,040","1,177","1,443","1,221","700","196","13","0","8,437","8,437","498","695","1,130","872","1,113","1,575","1,375","777","340","59","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","14,087","14,087","497","896","1,705","1,337","1,724","2,737","2,687","1,630","772","96","6","6,771","6,771","251","468","887","730","913","1,339","1,299","649","219","16","0","7,316","7,316","246","428","818","607","811","1,398","1,388","981","553","80","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,541","14,541","1,066","1,733","2,399","1,772","2,472","2,676","1,419","699","260","45","0","7,477","7,477","565","969","1,321","928","1,196","1,375","708","321","87","7","0","7,064","7,064","501","764","1,078","844","1,276","1,301","711","378","173","38","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,706","30,706","2,507","4,770","4,821","3,026","5,925","5,569","2,228","1,167","609","81","3","15,039","15,039","1,309","2,591","2,587","1,421","2,581","2,765","1,107","456","197","23","2","15,667","15,667","1,198","2,179","2,234","1,605","3,344","2,804","1,121","711","412","58","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,298","14,298","1,249","1,765","2,056","1,736","2,369","2,465","1,512","739","355","49","3","7,011","7,011","633","969","1,121","870","1,082","1,131","749","333","114","9","0","7,287","7,287","616","796","935","866","1,287","1,334","763","406","241","40","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,647","11,647","683","1,120","1,934","1,295","1,753","2,248","1,504","785","277","41","7","5,900","5,900","336","599","1,046","678","895","1,140","756","359","85","6","0","5,747","5,747","347","521","888","617","858","1,108","748","426","192","35","7"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,923","12,923","535","863","1,999","1,482","1,648","2,577","2,084","1,115","546","72","2","6,349","6,349","249","480","1,067","825","851","1,214","1,022","484","149","8","0","6,574","6,574","286","383","932","657","797","1,363","1,062","631","397","64","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,686","2,686","76","140","255","220","254","562","549","385","206","36","3","1,400","1,400","34","86","151","129","155","317","286","165","69","8","0","1,286","1,286","42","54","104","91","99","245","263","220","137","28","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,584","22,584","2,756","2,580","2,811","3,644","4,075","3,287","1,894","978","476","78","5","11,409","11,409","1,412","1,348","1,495","1,863","2,053","1,703","966","428","130","11","0","11,175","11,175","1,344","1,232","1,316","1,781","2,022","1,584","928","550","346","67","5"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","37,818","37,818","3,975","4,249","5,111","6,017","6,642","5,780","3,482","1,729","729","100","4","19,007","19,007","2,072","2,155","2,662","3,160","3,402","2,849","1,684","756","247","20","0","18,811","18,811","1,903","2,094","2,449","2,857","3,240","2,931","1,798","973","482","80","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,869","29,869","4,733","3,820","3,076","5,500","6,242","3,614","1,794","746","294","48","2","14,805","14,805","2,448","1,975","1,598","2,612","3,210","1,733","815","317","90","7","0","15,064","15,064","2,285","1,845","1,478","2,888","3,032","1,881","979","429","204","41","2"
