"ÇàÁ¤±¸¿ª","2020³â11¿ù_°è_ÃÑÀÎ±¸¼ö","2020³â11¿ù_°è_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â11¿ù_°è_0~9¼¼","2020³â11¿ù_°è_10~19¼¼","2020³â11¿ù_°è_20~29¼¼","2020³â11¿ù_°è_30~39¼¼","2020³â11¿ù_°è_40~49¼¼","2020³â11¿ù_°è_50~59¼¼","2020³â11¿ù_°è_60~69¼¼","2020³â11¿ù_°è_70~79¼¼","2020³â11¿ù_°è_80~89¼¼","2020³â11¿ù_°è_90~99¼¼","2020³â11¿ù_°è_100¼¼ ÀÌ»ó","2020³â11¿ù_³²_ÃÑÀÎ±¸¼ö","2020³â11¿ù_³²_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â11¿ù_³²_0~9¼¼","2020³â11¿ù_³²_10~19¼¼","2020³â11¿ù_³²_20~29¼¼","2020³â11¿ù_³²_30~39¼¼","2020³â11¿ù_³²_40~49¼¼","2020³â11¿ù_³²_50~59¼¼","2020³â11¿ù_³²_60~69¼¼","2020³â11¿ù_³²_70~79¼¼","2020³â11¿ù_³²_80~89¼¼","2020³â11¿ù_³²_90~99¼¼","2020³â11¿ù_³²_100¼¼ ÀÌ»ó","2020³â11¿ù_¿©_ÃÑÀÎ±¸¼ö","2020³â11¿ù_¿©_¿¬·É±¸°£ÀÎ±¸¼ö","2020³â11¿ù_¿©_0~9¼¼","2020³â11¿ù_¿©_10~19¼¼","2020³â11¿ù_¿©_20~29¼¼","2020³â11¿ù_¿©_30~39¼¼","2020³â11¿ù_¿©_40~49¼¼","2020³â11¿ù_¿©_50~59¼¼","2020³â11¿ù_¿©_60~69¼¼","2020³â11¿ù_¿©_70~79¼¼","2020³â11¿ù_¿©_80~89¼¼","2020³â11¿ù_¿©_90~99¼¼","2020³â11¿ù_¿©_100¼¼ ÀÌ»ó"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿î¾Ï3µ¿(2917060300)","13,353","13,353","942","1,435","2,010","1,540","1,909","2,394","1,863","838","365","54","3","6,414","6,414","471","768","1,092","768","886","1,076","849","376","120","7","1","6,939","6,939","471","667","918","772","1,023","1,318","1,014","462","245","47","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µ¿¸²µ¿(2917061500)","23,554","23,554","2,205","2,367","3,095","3,586","3,845","3,818","2,752","1,352","458","74","2","11,642","11,642","1,128","1,278","1,639","1,828","1,942","1,781","1,237","641","147","20","1","11,912","11,912","1,077","1,089","1,456","1,758","1,903","2,037","1,515","711","311","54","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ì»êµ¿(2917062000)","10,743","10,743","405","690","1,367","992","1,315","1,852","2,079","1,386","568","76","13","5,233","5,233","210","374","704","546","717","928","948","599","193","11","3","5,510","5,510","195","316","663","446","598","924","1,131","787","375","65","10"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ Ç³Çâµ¿(2917063500)","6,029","6,029","553","529","734","833","953","921","759","512","204","29","2","2,990","2,990","275","264","392","429","501","490","338","230","68","3","0","3,039","3,039","278","265","342","404","452","431","421","282","136","26","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®È­µ¿(2917065000)","19,007","19,007","1,449","1,492","2,342","2,641","2,682","3,192","2,770","1,639","691","98","11","9,341","9,341","717","814","1,242","1,366","1,413","1,528","1,283","730","228","18","2","9,666","9,666","732","678","1,100","1,275","1,269","1,664","1,487","909","463","80","9"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï1µ¿(2917065600)","16,469","16,469","1,117","1,966","2,462","1,660","2,516","3,070","2,167","1,027","426","57","1","8,043","8,043","543","1,021","1,319","840","1,171","1,441","1,072","469","155","12","0","8,426","8,426","574","945","1,143","820","1,345","1,629","1,095","558","271","45","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¹®Èï2µ¿(2917065700)","16,292","16,292","1,147","1,507","2,635","2,027","2,462","2,659","2,069","1,197","516","72","1","7,764","7,764","576","773","1,356","1,067","1,202","1,197","921","466","186","20","0","8,528","8,528","571","734","1,279","960","1,260","1,462","1,148","731","330","52","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï1µ¿(2917066100)","7,974","7,974","317","649","1,127","803","1,062","1,393","1,297","930","342","51","3","3,990","3,990","174","333","610","448","563","688","574","450","136","14","0","3,984","3,984","143","316","517","355","499","705","723","480","206","37","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï2µ¿(2917066200)","16,573","16,573","941","1,412","2,371","1,876","2,255","2,966","2,650","1,492","529","77","4","8,217","8,217","465","741","1,240","1,026","1,156","1,441","1,228","706","200","14","0","8,356","8,356","476","671","1,131","850","1,099","1,525","1,422","786","329","63","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ µÎ¾Ï3µ¿(2917066300)","13,935","13,935","480","862","1,654","1,309","1,653","2,677","2,760","1,638","790","105","7","6,677","6,677","237","444","852","719","875","1,313","1,331","661","225","20","0","7,258","7,258","243","418","802","590","778","1,364","1,429","977","565","85","7"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ »ï°¢µ¿(2917066600)","14,412","14,412","1,000","1,721","2,344","1,716","2,455","2,656","1,491","716","269","44","0","7,452","7,452","537","968","1,309","895","1,187","1,371","755","330","92","8","0","6,960","6,960","463","753","1,035","821","1,268","1,285","736","386","177","36","0"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ÀÏ°îµ¿(2917066900)","30,512","30,512","2,455","4,714","4,803","2,964","5,809","5,583","2,316","1,171","612","84","1","14,919","14,919","1,293","2,539","2,570","1,409","2,517","2,761","1,145","467","194","24","0","15,593","15,593","1,162","2,175","2,233","1,555","3,292","2,822","1,171","704","418","60","1"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¸Å°îµ¿(2917067300)","14,167","14,167","1,211","1,743","2,014","1,703","2,319","2,462","1,552","755","355","50","3","6,959","6,959","623","951","1,106","851","1,063","1,126","772","342","116","9","0","7,208","7,208","588","792","908","852","1,256","1,336","780","413","239","41","3"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡1µ¿(2917067600)","11,417","11,417","679","1,076","1,882","1,256","1,692","2,188","1,526","787","282","43","6","5,765","5,765","335","568","1,003","670","859","1,106","766","360","90","8","0","5,652","5,652","344","508","879","586","833","1,082","760","427","192","35","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¿ÀÄ¡2µ¿(2917067700)","12,723","12,723","513","805","1,951","1,483","1,589","2,506","2,142","1,106","551","75","2","6,228","6,228","237","454","1,023","815","830","1,171","1,051","479","157","11","0","6,495","6,495","276","351","928","668","759","1,335","1,091","627","394","64","2"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¼®°îµ¿(2917068500)","2,685","2,685","72","152","251","221","253","556","560","372","209","35","4","1,401","1,401","34","97","144","129","149","313","294","163","71","7","0","1,284","1,284","38","55","107","92","104","243","266","209","138","28","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ °Ç±¹µ¿(2917069500)","22,650","22,650","2,704","2,565","2,817","3,603","4,051","3,371","1,963","1,000","492","78","6","11,442","11,442","1,400","1,342","1,494","1,832","2,043","1,738","1,003","441","138","11","0","11,208","11,208","1,304","1,223","1,323","1,771","2,008","1,633","960","559","354","67","6"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ¾ç»êµ¿(2917069600)","38,209","38,209","3,992","4,190","5,235","5,996","6,665","5,900","3,622","1,771","730","104","4","19,193","19,193","2,091","2,129","2,738","3,121","3,416","2,893","1,765","783","236","21","0","19,016","19,016","1,901","2,061","2,497","2,875","3,249","3,007","1,857","988","494","83","4"
"±¤ÁÖ±¤¿ª½Ã ºÏ±¸ ½Å¿ëµ¿(2917069700)","29,840","29,840","4,632","3,824","3,091","5,370","6,288","3,652","1,886","750","296","49","2","14,747","14,747","2,387","1,969","1,604","2,555","3,214","1,751","854","314","91","8","0","15,093","15,093","2,245","1,855","1,487","2,815","3,074","1,901","1,032","436","205","41","2"
